wave_A,ep_eV,loggf,term_low,term_up,level_low,level_up,label_low,label_up,flag_low,flag_up,reason_low,reason_up,nlte
4366.301,3.087,-1.855,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4367.912,3.889,-1.53,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4368.254,3.013,-1.3,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4368.915,3.375,-1.3,b3P,w3D*,14,98,b3P,w3D*,c,c,label,label,True
4369.092,3.369,-2.138,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4369.529,3.375,-2.225,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4370.439,2.987,-2.701,a3P,u5P*,7,68,a3P,u5P*,c,c,label,label,True
4370.897,3.85,-0.89,a3I,v3G*,21,121,a3I,v3G*,c,c,label,label,True
4371.227,1.004,-1.09,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4371.275,1.004,-1.27,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4373.255,0.983,-2.3,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4374.042,3.368,-1.394,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4374.154,3.0,-0.488,a3H,y3G*,8,69,a3H,y3G*,c,c,label,label,True
4374.24,3.079,-3.396,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4375.331,2.983,-0.73,a3H,z3G*,8,67,a3H,z3G*,c,c,label,label,True
4375.962,3.887,-1.284,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4376.0,3.092,-4.261,a3F,v5D*,11,76,a3F,v5D*,c,c,label,label,True
4376.423,3.011,-3.154,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4376.512,3.888,-1.696,a5F,q5F*,23,134,a5F,q5F*,c,c,label,label,True
4376.532,3.369,-1.378,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4377.544,2.915,-1.32,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4377.625,3.122,-3.429,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4378.054,3.375,-1.917,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4379.362,3.104,-3.611,a3G,v5D*,10,76,a3G,v5D*,c,c,label,label,True
4379.776,3.013,-1.42,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4380.556,3.013,-2.072,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4381.11,2.709,-1.05,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4382.499,3.113,-2.086,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4382.553,3.01,-3.641,b5D,z3S*,9,70,b5D,z3S*,c,c,label,label,True
4382.855,2.71,-1.59,a5P,v5P*,5,55,a5P,v5P*,c,c,label,label,True
4383.111,3.122,-3.04,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4384.286,3.079,-4.282,a3G,v5F*,10,72,a3G,v5F*,c,c,label,label,True
4384.376,3.011,-3.132,b5D,z3S*,9,70,b5D,z3S*,c,c,label,label,True
4384.975,1.03,-1.41,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4385.178,3.079,-4.509,a3G,v5F*,10,72,a3G,v5F*,c,c,label,label,True
4385.272,3.122,-2.375,a3F,u5F*,11,78,a3F,u5F*,c,c,label,label,True
4385.523,3.375,-2.276,b3P,s5F*,14,96,b3P,s5F*,c,c,label,label,True
4385.56,3.845,-1.867,b3D,v3G*,20,121,b3D,v3G*,c,c,label,label,True
4386.459,3.087,-1.983,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4386.934,3.013,-4.176,b5D,z3S*,9,70,b5D,z3S*,c,c,label,label,True
4387.123,3.079,-1.927,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4387.308,2.967,-4.092,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4387.375,2.915,-1.33,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4387.495,3.0,-1.136,a3H,z3G*,8,67,a3H,z3G*,c,c,label,label,True
4387.535,2.987,-2.484,a3P,u5P*,7,68,a3P,u5P*,c,c,label,label,True
4389.078,3.888,-1.702,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4389.27,3.847,-0.657,b3D,v3G*,20,121,b3D,v3G*,c,c,label,label,True
4389.933,3.011,-1.292,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4390.017,3.011,-2.53,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4390.307,2.967,-4.756,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4390.833,3.889,-1.386,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4391.268,3.011,-4.545,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4391.751,1.004,-2.33,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4392.257,3.011,-2.115,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4392.407,3.113,-3.945,a3F,v5D*,11,76,a3F,v5D*,c,c,label,label,True
4393.362,3.104,-2.19,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4393.437,3.89,-1.136,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4393.527,2.967,-1.8,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4393.668,2.987,-4.878,a3P,z3G*,7,67,a3P,z3G*,c,c,label,label,True
4394.176,3.013,-1.721,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4394.645,3.013,-2.271,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4394.825,3.013,-2.23,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4395.401,3.01,-1.739,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4395.43,3.013,-2.552,b5D,y3G*,9,69,b5D,y3G*,c,c,label,label,True
4395.609,3.013,-3.103,b5D,x5G*,9,71,b5D,x5G*,c,c,label,label,True
4395.852,3.087,-2.963,a3G,v5F*,10,72,a3G,v5F*,c,c,label,label,True
4396.164,3.449,-3.221,b3G,u5D*,16,99,b3G,u5D*,c,c,label,label,True
4397.237,3.011,-1.06,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4398.39,3.096,-3.586,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4399.415,3.087,-4.194,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4399.811,3.013,-1.07,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4403.371,3.011,-1.37,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4405.287,2.708,-4.129,a5P,y5G*,5,54,a5P,y5G*,c,c,label,label,True
4405.947,3.101,-3.481,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4406.056,3.101,-3.274,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4406.164,3.122,-3.054,a3F,v5D*,11,76,a3F,v5D*,c,c,label,label,True
4406.169,3.092,-4.058,a3F,v5F*,11,72,a3F,v5F*,c,c,label,label,True
4406.269,3.087,-2.192,a3G,z3I*,10,73,a3G,z3I*,c,c,label,label,True
4407.019,3.892,-2.253,a5F,v3G*,23,121,a5F,v3G*,c,c,label,label,True
4407.711,3.011,-1.948,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4407.781,3.092,-2.239,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4407.939,3.887,-2.376,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4407.972,3.113,-4.161,a3F,v5D*,11,76,a3F,v5D*,c,c,label,label,True
4408.498,3.888,-1.596,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4410.269,3.889,-1.716,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4410.298,3.013,-1.01,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4410.418,3.422,-4.381,b3G,w3D*,16,98,b3G,w3D*,c,c,label,label,True
4410.961,2.983,-1.22,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4411.088,3.013,-0.72,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4411.277,2.889,-4.146,z7P*,f5S,6,61,z7P*,f5S,c,c,label,label,True
4412.251,1.03,-2.67,a5D,z5F*,3,22,a5D,z5F*,c,c,label,label,True
4413.773,3.104,-3.991,a3G,x5H*,10,77,a3G,x5H*,c,c,label,label,True
4413.855,3.551,-0.4,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4413.992,2.983,-3.692,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4414.276,3.878,-1.018,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4416.301,3.122,-4.456,a3F,v5D*,11,76,a3F,v5D*,c,c,label,label,True
4417.343,3.845,-2.322,b3D,s5D*,20,118,b3D,s5D*,c,c,label,label,True
4419.1,3.011,-2.185,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4420.336,3.122,-2.821,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4420.968,3.111,-3.411,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4421.265,3.111,-2.983,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4421.375,3.111,-3.478,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4421.496,3.887,-1.843,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4422.058,3.888,-2.191,a5F,s5P*,23,123,a5F,s5P*,c,c,label,label,True
4422.145,3.556,-1.41,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4422.275,3.104,-2.893,a3G,v5F*,10,72,a3G,v5F*,c,c,label,label,True
4422.689,3.556,-1.032,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4422.773,2.544,-0.4,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4423.314,3.013,-1.79,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4423.589,3.857,-1.365,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4423.614,3.375,-2.073,b3P,y5S*,14,95,b3P,y5S*,c,c,label,label,True
4424.075,2.915,-1.243,a3P,y3D*,7,63,a3P,y3D*,c,c,label,label,True
4424.278,3.011,-0.797,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4424.497,2.987,-3.304,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4425.127,3.104,-1.837,a3G,z3I*,10,73,a3G,z3I*,c,c,label,label,True
4425.595,3.375,-3.451,b3P,t5P*,14,93,b3P,t5P*,c,c,label,label,True
4426.126,3.422,-3.506,b3G,w3D*,16,98,b3G,w3D*,c,c,label,label,True
4426.425,2.987,-3.322,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4426.662,2.987,-2.247,a3P,w5F*,7,65,a3P,w5F*,c,c,label,label,True
4427.025,3.113,-2.316,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4427.167,2.9,-3.81,z7P*,f5S,6,61,z7P*,f5S,c,c,label,label,True
4427.706,3.013,-2.346,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4428.503,3.013,-0.95,b5D,u5P*,9,68,b5D,u5P*,c,c,label,label,True
4429.557,2.915,-2.381,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4429.924,3.556,-0.67,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4430.385,2.915,-1.404,a3P,y3D*,7,63,a3P,y3D*,c,c,label,label,True
4430.47,3.556,-0.605,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4430.516,3.011,-4.156,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4431.245,3.435,-4.053,b3G,w3D*,16,98,b3G,w3D*,c,c,label,label,True
4431.303,3.839,-1.974,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4432.167,2.872,-0.8,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4433.428,3.89,-3.034,a5F,v3G*,23,121,a5F,v3G*,c,c,label,label,True
4433.83,3.104,-2.43,a3G,z3I*,10,73,a3G,z3I*,c,c,label,label,True
4433.953,3.013,-2.258,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4434.753,3.013,-2.412,b5D,z3G*,9,67,b5D,z3G*,c,c,label,label,True
4436.424,3.321,-1.411,z5P*,g5S,13,87,z5P*,g5S,c,c,label,label,True
4436.591,3.113,-3.559,a3F,v5F*,11,72,a3F,v5F*,c,c,label,label,True
4436.792,2.708,-4.807,a5P,y5G*,5,54,a5P,y5G*,c,c,label,label,True
4436.825,3.845,-1.749,b3D,s5D*,20,118,b3D,s5D*,c,c,label,label,True
4438.08,3.826,-2.29,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4438.158,3.322,-1.556,z5P*,g5S,13,87,z5P*,g5S,c,c,label,label,True
4438.175,2.709,-4.598,a5P,y5G*,5,54,a5P,y5G*,c,c,label,label,True
4438.965,3.857,-2.095,z5F*,h7D,22,113,z5F*,h7D,c,c,label,label,True
4439.268,3.323,-1.771,z5P*,g5S,13,87,z5P*,g5S,c,c,label,label,True
4440.221,3.113,-2.32,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4440.623,3.847,-3.741,b3D,s5D*,20,118,b3D,s5D*,c,c,label,label,True
4441.0,3.122,-2.427,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4441.857,3.435,-4.283,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4442.204,3.422,-3.927,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4442.268,3.0,-1.21,a3H,w5F*,8,65,a3H,w5F*,c,c,label,label,True
4443.453,3.125,-3.38,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4443.708,3.556,-0.88,a3D,w3P*,18,102,a3D,w3P*,c,c,label,label,True
4443.912,3.125,-2.742,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4444.211,3.125,-2.959,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4444.668,3.85,-2.815,b3D,s5D*,20,118,b3D,s5D*,c,c,label,label,True
4444.714,3.817,-2.837,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4447.82,3.369,-2.398,b3P,x3F*,14,92,b3P,x3F*,c,c,label,label,True
4449.606,3.122,-3.612,a3F,v5F*,11,72,a3F,v5F*,c,c,label,label,True
4450.627,3.122,-3.476,a3F,v5F*,11,72,a3F,v5F*,c,c,label,label,True
4451.015,3.422,-2.815,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4452.223,2.915,-1.444,a3P,y3F*,7,62,a3P,y3F*,c,c,label,label,True
4452.679,2.709,-5.288,a5P,y5G*,5,54,a5P,y5G*,c,c,label,label,True
4454.279,3.122,-3.517,a3F,x5H*,11,77,a3F,x5H*,c,c,label,label,True
4455.015,3.889,-3.174,a5F,v3G*,23,121,a5F,v3G*,c,c,label,label,True
4455.452,3.011,-1.676,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4455.769,3.449,-3.555,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4456.187,2.967,-2.715,a3H,w5D*,8,64,a3H,w5D*,c,c,label,label,True
4457.107,3.375,-2.394,b3P,x3F*,14,92,b3P,x3F*,c,c,label,label,True
4457.622,3.375,-2.338,b3P,x3F*,14,92,b3P,x3F*,c,c,label,label,True
4457.861,3.878,-1.989,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4458.507,3.551,-0.069,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4458.543,3.011,-0.432,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4458.703,3.369,-2.337,b3P,5P*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4458.882,3.826,-3.415,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4459.237,3.839,-3.324,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4459.375,3.889,-3.251,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4459.375,2.708,-0.923,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4459.734,3.013,-0.65,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4460.499,3.369,-4.232,b3P,t5P*,14,93,b3P,t5P*,c,c,label,label,True
4460.773,2.709,-1.49,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4461.082,3.839,-3.992,z5F*,h7D,22,113,z5F*,h7D,c,c,label,label,True
4461.305,3.122,-2.0,a3F,z3I*,11,73,a3F,z3I*,c,c,label,label,True
4461.862,3.011,-3.088,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4462.06,3.89,-1.548,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4462.769,3.01,-1.3,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4463.332,3.435,-2.606,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4464.272,3.449,-2.404,b3G,s5F*,16,96,b3G,s5F*,c,c,label,label,True
4464.662,3.011,-1.36,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4464.902,3.011,-1.09,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4464.902,3.817,-2.95,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4465.13,3.892,-0.262,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4465.349,3.013,-0.91,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4466.075,2.545,-3.994,a5G,x5D*,4,49,a5G,x5D*,c,c,label,label,True
4466.129,2.545,-2.71,a5G,x5D*,4,49,a5G,x5D*,c,c,label,label,True
4466.158,3.013,-1.278,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4467.315,3.013,-2.193,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4467.556,3.013,-1.26,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4468.036,3.375,-2.719,b3P,5P*,14,0,b3P,none,c,x,label,label-absent->energy-route-disabled,False
4468.367,3.013,-2.256,b5D,w5F*,9,65,b5D,w5F*,c,c,label,label,True
4469.072,3.826,-2.418,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4469.741,2.983,-3.039,a3H,w5D*,8,64,a3H,w5D*,c,c,label,label,True
4470.802,3.817,-3.824,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4471.661,3.826,-3.387,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4471.794,3.079,-3.319,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4472.971,3.144,-3.462,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4473.827,2.708,-1.008,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4474.001,3.144,-2.529,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4474.466,3.144,-2.518,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4474.676,3.966,-1.73,a1G,q5F*,24,134,a1G,q5F*,c,c,label,label,True
4475.234,2.709,-2.62,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4475.304,2.889,-1.2,z7P*,f7S,6,58,z7P*,f7S,c,c,label,label,True
4476.398,3.839,-2.106,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4476.875,3.087,-3.05,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4477.057,2.71,-1.71,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4479.2,3.826,-2.994,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4480.239,3.839,-3.366,z5F*,e7F,22,116,z5F*,e7F,c,c,label,label,True
4480.258,3.368,-1.04,b3P,y3S*,14,89,b3P,y3S*,c,c,label,label,True
4480.36,3.551,-1.13,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4481.504,3.98,-2.303,a1I,z3K*,25,137,a1I,z3K*,c,c,label,label,True
4482.871,3.369,-0.57,b3P,y3S*,14,89,b3P,y3S*,c,c,label,label,True
4483.695,3.375,-2.981,b3P,w5G*,14,90,b3P,w5G*,c,c,label,label,True
4484.566,3.087,-1.038,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4484.687,3.079,-1.194,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4484.938,3.369,-3.908,b3P,w5G*,14,90,b3P,w5G*,c,c,label,label,True
4485.633,3.857,-1.945,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4485.983,3.888,-2.514,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4487.499,2.709,-1.141,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4487.816,3.889,-1.314,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4488.048,2.987,-0.686,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4489.329,2.71,-1.594,a5P,w5P*,5,52,a5P,w5P*,c,c,label,label,True
4489.463,3.556,-0.157,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4490.527,3.839,-2.734,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4490.536,3.89,-0.08,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4491.66,2.9,-1.03,z7P*,f7S,6,58,z7P*,f7S,c,c,label,label,True
4491.85,2.987,-1.29,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4492.306,3.375,-0.392,b3P,y3S*,14,89,b3P,y3S*,c,c,label,label,True
4492.492,3.551,-2.466,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4494.38,3.375,-3.336,b3P,w5G*,14,90,b3P,w5G*,c,c,label,label,True
4495.032,2.967,-2.622,a3H,y3D*,8,63,a3H,y3D*,c,c,label,label,True
4495.54,3.878,-1.988,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4496.852,0.941,-1.14,a5S,y5P*,2,19,a5S,y5P*,c,c,label,label,True
4497.533,3.087,-2.836,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4498.115,3.422,-3.367,b3G,y5S*,16,95,b3G,y5S*,c,c,label,label,True
4498.724,2.915,-0.92,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4498.963,3.079,-2.911,a3G,y3G*,10,69,a3G,y3G*,c,c,label,label,True
4499.275,3.98,-2.07,a1I,z3K*,25,137,a1I,z3K*,c,c,label,label,True
4500.278,3.079,-0.35,a3G,y3G*,10,69,a3G,y3G*,c,c,label,label,True
4500.466,3.079,-4.119,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4500.752,3.839,-4.105,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4501.08,3.556,-0.342,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4501.1,2.915,-0.956,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4501.645,3.556,-1.14,a3D,w3F*,18,100,a3D,w3F*,c,c,label,label,True
4501.772,2.915,-1.157,a3P,y3P*,7,60,a3P,y3P*,c,c,label,label,True
4502.202,2.987,-3.31,a3P,w5D*,7,64,a3P,w5D*,c,c,label,label,True
4504.776,3.857,-2.713,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4505.331,3.104,-0.487,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4505.493,3.887,-2.894,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4506.077,3.888,-1.648,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4506.277,3.092,-1.711,a3F,x5G*,11,71,a3F,x5G*,c,c,label,label,True
4506.548,3.104,-3.123,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4507.927,3.889,-0.979,a5F,s5D*,23,118,a5F,s5D*,c,c,label,label,True
4511.118,3.168,-2.389,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4511.802,3.087,-2.547,a3G,y3G*,10,69,a3G,y3G*,c,c,label,label,True
4511.891,3.087,-0.343,a3G,y3G*,10,69,a3G,y3G*,c,c,label,label,True
4512.166,3.168,-2.076,z7F*,g7D,12,74,z7F*,g7D,c,c,label,label,True
4513.119,3.104,-2.525,a3G,x5G*,10,71,a3G,x5G*,c,c,label,label,True
4513.212,3.087,-2.157,a3G,y3G*,10,69,a3G,y3G*,c,c,label,label,True
4513.855,3.092,-3.121,a3F,z3S*,11,70,a3F,z3S*,c,c,label,label,True
4513.881,3.375,-3.431,b3P,w3G*,14,88,b3P,w3G*,c,c,label,label,True
4514.305,3.966,-2.457,a1G,s5P*,24,123,a1G,s5P*,c,c,label,label,True
4514.473,2.914,-0.931,z7P*,f7S,6,58,z7P*,f7S,c,c,label,label,True
4515.43,3.011,-1.146,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4516.692,3.079,-4.571,a3G,u5P*,10,68,a3G,u5P*,c,c,label,label,True
4518.025,2.544,-4.118,a5G,x5D*,4,49,a5G,x5D*,c,c,label,label,True
4518.582,2.545,-2.819,a5G,x5D*,4,49,a5G,x5D*,c,c,label,label,True
4518.641,2.967,-2.52,a3H,y3F*,8,62,a3H,y3F*,c,c,label,label,True
4519.829,3.013,-1.414,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4520.876,3.878,-2.944,z5F*,e7G,22,114,z5F*,e7G,c,c,label,label,True
4521.848,3.435,-3.976,b3G,t5P*,16,93,b3G,t5P*,c,c,label,label,True
4521.872,3.845,-3.551,b3D,r5F*,20,111,b3D,r5F*,c,c,label,label,True
4522.018,3.092,-1.118,a3F,y3G*,11,69,a3F,y3G*,c,c,label,label,True
4522.208,3.092,-4.02,a3F,x5G*,11,71,a3F,x5G*,c,c,label,label,True
4525.998,3.087,-2.369,a3G,z3G*,10,67,a3G,z3G*,c,c,label,label,True
4526.099,3.375,-0.906,b3P,x3D*,14,85,b3P,x3D*,c,c,label,label,True
4526.454,2.544,-0.15,a5G,z5G*,4,48,a5G,z5G*,c,c,label,label,True
4526.502,3.011,-2.282,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4526.975,3.113,-1.338,a3F,x5G*,11,71,a3F,x5G*,c,c,label,label,True
4527.345,2.545,-1.07,a5G,z5G*,4,48,a5G,z5G*,c,c,label,label,True
4527.456,2.987,-0.87,a3P,y3D*,7,63,a3P,y3D*,c,c,label,label,True
4529.512,3.079,-2.526,a3G,z3G*,10,67,a3G,z3G*,c,c,label,label,True
4529.845,2.544,-1.35,a5G,z5G*,4,48,a5G,z5G*,c,c,label,label,True
4530.09,3.013,-3.161,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4530.472,2.967,-1.853,a3H,y3F*,8,62,a3H,y3F*,c,c,label,label,True
4530.683,2.545,-0.98,a5G,z5G*,4,48,a5G,z5G*,c,c,label,label,True
4530.738,2.545,-0.27,a5G,z5G*,4,48,a5G,z5G*,c,c,label,label,True
4530.924,3.013,-1.85,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4531.231,3.011,-1.81,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4531.359,3.85,-3.131,a3I,r5F*,21,111,a3I,r5F*,c,c,label,label,True
4532.75,3.422,-1.408,b3G,x3F*,16,92,b3G,x3F*,c,c,label,label,True
4533.702,3.122,-0.973,a3F,x5G*,11,71,a3F,x5G*,c,c,label,label,True
4533.963,3.013,-1.657,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
4534.798,3.013,-1.801,b5D,w5D*,9,64,b5D,w5D*,c,c,label,label,True
