element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,nlte_delta_dex,nlte_source,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Fe,I,6392.5374,kpno_solar_atlas,55.56929081399267,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.525; red_chi2=0.854; n_pix=47; window +/-0.176 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.525,-5.060838423306116,ENGINE-B,True,,,,,,2.2786,0.0,"none — LTE, no departure applied",False,0.010999741557129811,61.01459040478143,2.474831266016798,0.854
Fe,I,6416.9258,kpno_solar_atlas,42.54597549196718,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.366; red_chi2=1.038; n_pix=61; window +/-0.233 A wing-wide from EW 43 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.366,-5.178468531910764,ENGINE-B,True,,,,,,3.8916,0.0,"none — LTE, no departure applied",False,0.00967412667122544,187.71116698407707,2.6340168089603777,1.038
Fe,I,6436.4055,kpno_solar_atlas,10.356064941481973,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.650; red_chi2=3.029; n_pix=39; window +/-0.154 A wing-wide from EW 13 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.65,-5.7934486321034155,ENGINE-B,True,,,,,,4.1864,0.0,"none — LTE, no departure applied",False,0.03378885413738825,6.630829566745987,2.349943833555919,3.029
Fe,I,6469.1172,kpno_solar_atlas,63.2365246172662,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.500; red_chi2=3.546; n_pix=78; window +/-0.301 A wing-wide from EW 70 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.5,-5.0098770255028695,ENGINE-B,True,,,,,,2.4041,0.0,"none — LTE, no departure applied",False,0.015734989445554202,76.03902674828782,2.5002755718742424,3.546
Fe,I,6469.1917,kpno_solar_atlas,64.0600138426745,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.508; red_chi2=3.574; n_pix=79; window +/-0.301 A wing-wide from EW 70 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.508,-5.00426299250084,ENGINE-B,True,,,,,,4.8349,0.0,"none — LTE, no departure applied",False,0.014813873903391152,74.69853267680222,2.4918920422166604,3.574
Fe,I,6481.8694,kpno_solar_atlas,74.39565756620767,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.570; red_chi2=7.674; n_pix=79; window +/-0.309 A wing-wide from EW 73 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.57,-4.940152689643746,ENGINE-B,True,,,,,,2.2786,0.0,"none — LTE, no departure applied",False,0.02714019554594438,48.18858043119092,2.42996604560536,7.674
Fe,I,6495.7409,kpno_solar_atlas,309.12293164346164,SYNTHESIS (VIS) via _fit_synth_flux,,-4.322497470087956,ENGINE-B,False,CHI2-GATE: red_chi2 34.267 >= 10.0. The fit converged (A=7.611) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.8349,0.0,"none — LTE, no departure applied",False,0.05609926539882573,5.328832433538902,2.3889997440979105,34.267
Fe,I,6498.9379,kpno_solar_atlas,42.65445604175973,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.483; red_chi2=8.075; n_pix=66; window +/-0.257 A wing-wide from EW 53 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.483,-5.182877979213261,ENGINE-B,True,,,,,,0.9582,0.0,"none — LTE, no departure applied",False,0.02451425846622482,24.03671143272431,2.5166198518852374,8.075
Fe,I,6518.3653,kpno_solar_atlas,58.81349764771674,SYNTHESIS (VIS) via _fit_synth_flux,,-5.044661687664605,ENGINE-B,False,CHI2-GATE: red_chi2 21.626 >= 10.0. The fit converged (A=7.399) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,2.8316,0.0,"none — LTE, no departure applied",False,0.0447948910996828,12.41019335074262,2.6010508862263597,21.626
Fe,I,6533.9276,kpno_solar_atlas,44.83079506023272,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.696; red_chi2=5.251; n_pix=67; window +/-0.263 A wing-wide from EW 55 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.696,-5.163597876899987,ENGINE-B,True,,,,,,4.5585,0.0,"none — LTE, no departure applied",False,0.02270801778429852,34.067503334301875,2.3041314400792086,5.251
Fe,I,6551.6767,kpno_solar_atlas,4.696057932226945,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.401; red_chi2=0.814; n_pix=63; window +/-0.247 A wing-wide from EW 49 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.401,-6.144619012639355,ENGINE-B,True,,,,,,0.9901,0.0,"none — LTE, no departure applied",False,0.03472453448253668,3.296984106428838,2.5990909294826814,0.814
Fe,I,6597.5588,kpno_solar_atlas,44.634175973494145,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.555; red_chi2=3.089; n_pix=63; window +/-0.253 A wing-wide from EW 51 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.555,-5.169715748176938,ENGINE-B,True,,,,,,4.7955,0.0,"none — LTE, no departure applied",False,0.01805964599791944,56.662154737527004,2.4452930591749604,3.089
Fe,I,6604.5854,kpno_solar_atlas,6.043739629284759,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.709; red_chi2=1.312; n_pix=57; window +/-0.228 A wing-wide from EW 41 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.709,-6.038539813954458,ENGINE-B,False,"REGISTRY-ATOMIC_BLEND: exclude/active per data/registry/problem_children.csv [764,783,782,809] — carried, not dropped (RYA-711)",ATOMIC_BLEND,active,"764,783,782,809",exclude,4.8349,0.0,"none — LTE, no departure applied",False,0.0198558029440858,2.307772908288203,2.291130092854595,1.312
Fe,I,6608.0246,kpno_solar_atlas,25.863710104718788,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.538; red_chi2=1.719; n_pix=43; window +/-0.177 A wing-wide from EW 22 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.538,-5.4073808272741655,ENGINE-B,True,,,,,,2.2786,0.0,"none — LTE, no departure applied",False,0.01589493639749242,32.7003353317311,2.461603539512218,1.719
Fe,I,6609.1093,kpno_solar_atlas,93.40817311390462,SYNTHESIS (VIS) via _fit_synth_flux,,-4.849758056007578,ENGINE-B,False,CHI2-GATE: red_chi2 10.175 >= 10.0. The fit converged (A=7.496) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,2.5592,0.0,"none — LTE, no departure applied",False,0.027421771193042534,34.439874651091166,2.503776520541569,10.175
Fe,I,6625.0211,kpno_solar_atlas,16.056334839345226,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.477; red_chi2=2.622; n_pix=42; window +/-0.174 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.477,-5.61554084942804,ENGINE-B,True,,,,,,1.0111,0.0,"none — LTE, no departure applied",False,0.02159393149621506,15.835731902674222,2.523227515734381,2.622
Fe,I,6627.5434,kpno_solar_atlas,30.934542418696225,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.594; red_chi2=2.154; n_pix=50; window +/-0.204 A wing-wide from EW 32 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.594,-5.3309088840072745,ENGINE-B,True,,,,,,4.5485,0.0,"none — LTE, no departure applied",False,0.014496199117869367,50.23090757878923,2.4058898094616517,2.154
Fe,I,6653.8509,kpno_solar_atlas,11.528312277510114,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.277; red_chi2=0.253; n_pix=38; window +/-0.157 A wing-wide from EW 14 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.277,-5.761307332856893,ENGINE-B,True,,,,,,4.1544,0.0,"none — LTE, no departure applied",False,0.009475112239024894,83.47476373230046,2.7231828576001957,0.253
Fe,I,6703.5655,kpno_solar_atlas,51.20207905527289,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.526; red_chi2=4.141; n_pix=54; window +/-0.228 A wing-wide from EW 42 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.526,-5.117018261375624,ENGINE-B,True,,,,,,2.7586,0.0,"none — LTE, no departure applied",False,0.01834026662846095,43.55574133520044,2.4736753544933956,4.141
Fe,I,6705.1169,kpno_solar_atlas,58.478199032058825,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.303; red_chi2=2.532; n_pix=62; window +/-0.257 A wing-wide from EW 53 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.303,-5.059412364859066,ENGINE-B,True,,,,,,4.607,0.0,"none — LTE, no departure applied",False,0.014858259305011985,87.54657026052477,2.697455906177721,2.532
Fe,I,6710.3176,kpno_solar_atlas,16.940396645981764,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.517; red_chi2=1.161; n_pix=41; window +/-0.173 A wing-wide from EW 20 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.517,-5.5978195010811564,ENGINE-B,True,,,,,,1.4849,0.0,"none — LTE, no departure applied",False,0.01443623375618979,37.656861721209616,2.4829892514416487,1.161
Fe,I,6713.742,kpno_solar_atlas,58.804504826236574,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.573; red_chi2=0.614; n_pix=46; window +/-0.191 A wing-wide from EW 27 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.573,-5.057554050614058,ENGINE-B,True,,,,,,4.7955,0.0,"none — LTE, no departure applied",False,0.00945122818912569,114.10331016172289,2.4273932138501912,0.614
Fe,I,6715.3813,kpno_solar_atlas,43.689873748690545,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.531; red_chi2=0.507; n_pix=51; window +/-0.211 A wing-wide from EW 35 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.531,-5.186689887263699,ENGINE-B,True,,,,,,4.6076,0.0,"none — LTE, no departure applied",False,0.007491480412972362,166.8810419406809,2.468949703336814,0.507
Fe,I,6725.3553,kpno_solar_atlas,19.47759489435829,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.355; red_chi2=2.464; n_pix=41; window +/-0.174 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.355,-5.538179904126312,ENGINE-B,True,,,,,,4.1034,0.0,"none — LTE, no departure applied",False,0.02021125766262417,20.675904571810197,2.6449652567705213,2.464
Fe,I,6726.6658,kpno_solar_atlas,51.76221623848376,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.596; red_chi2=5.071; n_pix=60; window +/-0.255 A wing-wide from EW 52 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.596,-5.113786988520708,ENGINE-B,True,,,,,,4.607,0.0,"none — LTE, no departure applied",False,0.020899636819797483,46.511759155058634,2.40388437209279,5.071
Fe,I,6729.0116,kpno_solar_atlas,,SYNTHESIS (VIS) via _fit_synth_flux,,,ENGINE-B,False,"NOT-IN-SYNTH-LINELIST: a +/-0.5 dex abundance swing moves the synthetic flux by at most 0.00023. This line is absent from the synthesis line list, or carries a gf too weak to register, so no abundance can be fitted from it. Coverage gap, not a measurement failure.",,,,,5.4457,0.0,"none — LTE, no departure applied",False,,,,
Fe,I,6732.0643,kpno_solar_atlas,7.913297455764396,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.269; red_chi2=6.001; n_pix=35; window +/-0.150 A wing-wide from EW 10 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.269,-5.92979076451796,ENGINE-B,True,,,,,,4.5844,0.0,"none — LTE, no departure applied",False,0.07682236637212726,1.4987903890247878,2.731181703682747,6.001
Fe,I,6733.1498,kpno_solar_atlas,21.177589878281193,SYNTHESIS (VIS) via _fit_synth_flux,,-5.502341743241031,ENGINE-B,False,CHI2-GATE: red_chi2 12.229 >= 10.0. The fit converged (A=7.006) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.6382,0.0,"none — LTE, no departure applied",False,0.013520846031153942,7.757731079253128,2.9943235380444673,12.229
Fe,I,6739.52,kpno_solar_atlas,12.609004401351275,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.357; red_chi2=0.63; n_pix=38; window +/-0.161 A wing-wide from EW 16 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.357,-5.727948170128308,ENGINE-B,True,,,,,,1.5574,0.0,"none — LTE, no departure applied",False,0.014028301397788682,42.76087542326374,2.642998182034902,0.63
Fe,I,6750.151,kpno_solar_atlas,80.58656710794409,SYNTHESIS (VIS) via _fit_synth_flux,,-4.9230508323137485,ENGINE-B,False,CHI2-GATE: red_chi2 10.27 >= 10.0. The fit converged (A=7.557) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,2.4242,0.0,"none — LTE, no departure applied",False,0.03582734396059028,22.171710816745712,2.4433203904126186,10.27
Fe,I,6752.7066,kpno_solar_atlas,56.39438059539559,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.458; red_chi2=2.548; n_pix=55; window +/-0.230 A wing-wide from EW 42 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.458,-5.078242049393785,ENGINE-B,True,,,,,,4.6382,0.0,"none — LTE, no departure applied",False,0.015623750409490622,59.11779318226349,2.541744539974302,2.548
Fe,I,6786.858,kpno_solar_atlas,61.13290560479165,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.556; red_chi2=3.244; n_pix=47; window +/-0.204 A wing-wide from EW 32 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.556,-5.045393724637394,ENGINE-B,True,,,,,,4.1909,0.0,"none — LTE, no departure applied",False,0.019774240948822477,28.486387424254687,2.443964166942159,3.244
Fe,I,6806.8425,kpno_solar_atlas,28.05693064870491,SYNTHESIS (VIS) via _fit_synth_flux,,-5.38490554314076,ENGINE-B,False,CHI2-GATE: red_chi2 14.672 >= 10.0. The fit converged (A=6.286) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,2.7275,0.0,"none — LTE, no departure applied",False,0.011901750600666212,9.968299058932203,2.285614832453197,14.672
Fe,I,6810.2618,kpno_solar_atlas,56.34819792921844,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.506; red_chi2=2.004; n_pix=63; window +/-0.266 A wing-wide from EW 56 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.506,-5.082283775937193,ENGINE-B,True,,,,,,4.607,0.0,"none — LTE, no departure applied",False,0.013985882698536546,120.96997646268639,2.493685983762247,2.004
Fe,I,6819.5883,kpno_solar_atlas,33.68938016907031,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.168; red_chi2=2.769; n_pix=37; window +/-0.156 A wing-wide from EW 14 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.168,-5.306265136269399,ENGINE-B,True,,,,,,4.1034,0.0,"none — LTE, no departure applied",False,0.06492825301599492,3.2776080694674405,2.8323567323306937,2.769
Fe,I,6820.3709,kpno_solar_atlas,64.65307596266209,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.577; red_chi2=1.847; n_pix=56; window +/-0.239 A wing-wide from EW 46 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.577,-5.02321880086692,ENGINE-B,True,,,,,,4.6382,0.0,"none — LTE, no departure applied",False,0.012627454831677824,99.66057971164908,2.4227940513032324,1.847
Fe,I,6828.5912,kpno_solar_atlas,63.9939934137377,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.505; red_chi2=5.904; n_pix=67; window +/-0.290 A wing-wide from EW 65 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.505,-5.028191901781215,ENGINE-B,True,,,,,,4.6382,0.0,"none — LTE, no departure applied",False,0.023914747816979453,47.113949572418804,2.495204665646968,5.904
Fe,I,6837.0051,kpno_solar_atlas,18.860039241506783,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.452; red_chi2=1.108; n_pix=42; window +/-0.183 A wing-wide from EW 24 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.452,-5.5593233118325704,ENGINE-B,True,,,,,,4.5931,0.0,"none — LTE, no departure applied",False,0.015582278913671605,46.658335388916484,2.5483361775766147,1.108
Fe,I,6839.8295,kpno_solar_atlas,39.278239520014424,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.477; red_chi2=2.33; n_pix=57; window +/-0.223 A wing-wide from EW 40 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.477,-5.240893261821227,ENGINE-B,True,,,,,,2.5592,0.0,"none — LTE, no departure applied",False,0.015024555988387873,48.77235603720312,2.5226923834727906,2.33
Fe,I,6841.3381,kpno_solar_atlas,65.36953173620103,SYNTHESIS (VIS) via _fit_synth_flux,,-5.019765679875639,ENGINE-B,False,CHI2-GATE: red_chi2 12.894 >= 10.0. The fit converged (A=7.237) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.,,,,,4.607,0.0,"none — LTE, no departure applied",False,0.03845731942770625,19.76404466928403,2.7630480010310636,12.894
Fe,I,6842.6853,kpno_solar_atlas,82.03339318304914,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.554; red_chi2=3.359; n_pix=58; window +/-0.250 A wing-wide from EW 50 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.554,-4.921235891106456,ENGINE-B,True,,,,,,4.6382,0.0,"none — LTE, no departure applied",False,0.018923808462256286,49.56242233187933,2.4464677547330327,3.359
Fe,I,6843.6549,kpno_solar_atlas,88.42521902141301,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.412; red_chi2=4.674; n_pix=68; window +/-0.300 A wing-wide from EW 69 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.412,-4.888711957372779,ENGINE-B,True,,,,,,4.5485,0.0,"none — LTE, no departure applied",False,0.020763310408547613,67.08852405850585,2.587894626492189,4.674
Fe,I,6850.4355,kpno_solar_atlas,,SYNTHESIS (VIS) via _fit_synth_flux,,,ENGINE-B,False,"NOT-IN-SYNTH-LINELIST: a +/-0.5 dex abundance swing moves the synthetic flux by at most 0.00084. This line is absent from the synthesis line list, or carries a gf too weak to register, so no abundance can be fitted from it. Coverage gap, not a measurement failure.",,,,,5.4581,0.0,"none — LTE, no departure applied",False,,,,
Fe,I,6857.2488,kpno_solar_atlas,74.0667166651937,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.450; red_chi2=1.489; n_pix=43; window +/-0.189 A wing-wide from EW 27 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.45,-4.966526814104699,ENGINE-B,True,,,,,,4.0758,0.0,"none — LTE, no departure applied",False,0.015197776291953178,53.000692846403986,2.5504549051841376,1.489
Fe,I,6858.1396,kpno_solar_atlas,78.84892015876393,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.450; red_chi2=2.449; n_pix=63; window +/-0.271 A wing-wide from EW 58 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.45,-4.9394105710820595,ENGINE-B,True,,,,,,3.6025,0.0,"none — LTE, no departure applied",False,0.014877174990022292,99.80123844411233,2.5497209303814596,2.449
Fe,I,6862.48,kpno_solar_atlas,48.54190409546863,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=7.515; red_chi2=6.562; n_pix=50; window +/-0.216 A wing-wide from EW 37 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",7.515,-5.150364283870367,ENGINE-B,True,,,,,,4.5585,0.0,"none — LTE, no departure applied",False,0.027066500469841447,17.041175684905788,2.4850427950751897,6.562
