src,instr,star,method,target
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:44:25.167.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:41:42.947.fits,HARPS,A,spectral-type-CONFIRMED(A0.97/B0.47),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:42:15.987.fits,HARPS,A,spectral-type-CONFIRMED(A0.97/B0.47),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:42:27.037.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:42:03.637.fits,HARPS,A,spectral-type-CONFIRMED(A0.97/B0.47),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:44:22.547.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:42:23.473.fits,HARPS,B,spectral-type-CONFIRMED(A0.55/B0.92),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:43:37.887.fits,HARPS,B,spectral-type-CONFIRMED(A0.51/B0.94),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:44:52.203.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:44:41.607.fits,HARPS,A,spectral-type-CONFIRMED(A0.97/B0.47),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:43:08.307.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:42:34.350.fits,HARPS,A,spectral-type-CONFIRMED(A1.00/B0.52),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/HARPS/ADP.2014-09-24T09:44:20.020.fits,HARPS,A,spectral-type-CONFIRMED(A0.97/B0.47),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0004.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0005.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0009.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0008.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0003.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0002.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0010.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0007.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0006.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/Phoenix/gemini_data/2010mar30_0001.fits.bz2,Phoenix-RAW,NOT-FOR-ABUNDANCES,instrument (mid-IR/raw),Dark
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:52.114.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:22.253.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:29.441.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:06.008.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:41.867.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:24.350.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:39.776.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:02.801.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:23.727.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:44.001.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:43.529.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:43.791.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:43.382.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:04.893.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:25.613.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:17.046.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:17.953.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:43.169.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:02.667.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.01),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:22.849.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:28.060.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:04.174.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:53.295.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:25.897.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:25.194.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:05.207.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:43.691.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:24.992.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:04.587.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:28.935.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:06.644.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:41.726.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:40.180.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:42.561.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:40.382.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:51.586.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.01),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:15.011.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:28.275.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:16.346.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:49.679.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:43.893.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:42.809.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:23.939.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:25.695.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:40.989.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:50.323.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:22.647.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:26.411.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:26.915.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:41.972.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:18.365.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:24.578.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:17.213.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:53.985.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:24.145.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:25.411.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:24.780.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:07.315.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.21/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:53.065.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:23.267.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T18:37:42.546.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:51.779.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.01),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:42.836.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:28.527.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T11:42:06.894.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.00),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:22.509.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:26.765.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:30.230.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:27.354.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:27.138.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:07:41.665.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-08-04T17:50:23.051.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2021-09-17T13:37:15.562.fits,UVES,B,LABEL-UNVERIFIED(target='alphaCenB'),alphaCenB
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-09T10:49:50.831.fits,UVES,A,LABEL-UNVERIFIED(target='alpha-Cen-A') weakCC(A0.22/B0.01),alpha-Cen-A
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/UVES/ADP.2020-11-11T18:08:29.643.fits,UVES,B,LABEL-UNVERIFIED(target='alpha-Cen-B') weakCC(A0.22/B-0.01),alpha-Cen-B
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/ocre10050/ocre10050_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621-1'),HD128621-1
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/oeae10030/oeae10030_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621'),HD128621
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/oevg11030/oevg11030_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621'),HD128621
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/ocre10060/ocre10060_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621-1'),HD128621-1
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/oeqw10020/oeqw10020_x1d.fits,HST-STIS-NUV-E230H,A,LABEL-UNVERIFIED(target='HD128620'),HD128620
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/ob8w01050/ob8w01050_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621'),HD128621
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/ocre11060/ocre11060_x1d.fits,HST-STIS-NUV-E230H,B,LABEL-UNVERIFIED(target='HD128621-2'),HD128621-2
/Users/ryanschmitt/Documents/Exoplanet Codex/data/spectra/exoplanetcodex-data/Alpha Centauri A/nuv-e230h/mastDownload/HST/oeqw11020/oeqw11020_x1d.fits,HST-STIS-NUV-E230H,A,LABEL-UNVERIFIED(target='HD128620'),HD128620
