species,wavelength_air_A,excitation_potential_eV,log_gf,loggf_reference,nist_grade,adjudication_status
Fe II,6759.051,13.592,-3.146,K13,,single_source
Fe II,6759.206,10.52,-6.347,K13,,single_source
Fe II,6759.457,13.497,-1.973,K13,,single_source
Fe II,6759.516,10.522,-5.318,RU,,single_source
Fe II,6759.565,12.283,-2.938,K13,,single_source
Fe II,6759.896,11.076,-1.721,RU,,single_source
Fe II,6759.916,11.387,-2.309,K13,,single_source
Fe II,6760.486,13.47,-2.21,K13,,single_source
Fe II,6760.52,11.46,-2.958,K13,,single_source
Fe II,6760.543,12.276,-5.583,K13,,single_source
Fe II,6760.565,12.908,-9.874,K13,,single_source
Fe II,6760.574,13.448,-2.773,K13,,single_source
Fe II,6760.664,11.46,-4.435,RU,,single_source
Fe II,6761.124,11.388,-3.01,K13,,single_source
Fe II,6761.218,12.968,-9.744,K13,,single_source
Fe II,6761.327,11.232,-2.957,RU,,single_source
Fe II,6761.3815,12.908,-8.7219,K13,,single_source
Fe II,6761.408,13.448,-2.327,K13,,single_source
Fe II,6761.473,13.639,-3.371,K13,,single_source
Fe II,6761.6314,14.0213,-6.4637,K13,,single_source
Fe II,6761.849,12.946,-6.0534,K13,,single_source
Fe II,6762.031,11.237,-1.805,RU,,single_source
Fe II,6762.062,13.469,-3.198,K13,,single_source
Fe II,6762.2638,12.908,-8.0833,K13,,single_source
Fe II,6762.274,11.421,-4.929,K13,,single_source
Fe II,6762.39,11.421,-3.911,RU,,single_source
Fe II,6762.438,13.613,-0.195,K13,,single_source
Fe II,6762.591,11.487,-2.916,K13,,single_source
Fe II,6762.653,11.634,-5.494,K13,,single_source
Fe II,6762.676,14.019,-7.947,K13,,single_source
Fe II,6762.7301,12.946,-6.8498,K13,,single_source
Fe II,6762.779,11.487,-5.925,RU,,single_source
Fe II,6762.97,13.595,-2.714,K13,,single_source
Fe II,6762.997,12.908,-7.787,K13,,single_source
Fe II,6763.162,11.388,-3.448,K13,,single_source
Fe II,6763.613,3.425,-6.303,K13,,single_source
Fe II,6763.68,13.439,-2.92,K13,,single_source
Fe II,6763.739,11.673,-6.161,K13,,single_source
Fe II,6763.866,13.629,0.253,K13,,single_source
Fe II,6763.946,10.414,-5.098,RU,,single_source
Fe II,6764.007,12.946,-8.632,K13,,single_source
Fe II,6764.06,6.803,-2.842,RU,,single_source
Fe II,6764.13,10.36,-5.73,K13,,single_source
Fe II,6764.181,11.125,-2.886,K13,,single_source
Fe II,6764.35,12.286,-5.023,K13,,single_source
Fe II,6767.748,9.849,-1.885,K13,,single_source
Fe II,6769.137,10.778,-4.359,RU,,single_source
Fe II,6769.271,10.898,-1.778,RU,,single_source
Fe II,6769.272,11.207,-0.999,RU,,single_source
Fe II,6769.294,12.855,-7.4295,K13,,single_source
Fe II,6769.467,12.221,-2.922,K13,,single_source
Fe II,6769.505,12.947,-6.675,K13,,single_source
Fe II,6769.573,13.473,-3.542,K13,,single_source
Fe II,6769.614,13.332,-3.95,K13,,single_source
Fe II,6770.435,13.471,-3.111,K13,,single_source
Fe II,6770.601,13.588,0.381,K13,,single_source
Fe II,6770.6064,12.185,-7.3245,K13,,single_source
Fe II,6770.718,12.855,-7.072,K13,,single_source
Fe II,6770.7812,12.947,-6.2883,K13,,single_source
Fe II,6770.83,11.09,-2.592,RU,,single_source
Fe II,6770.905,11.196,-0.357,RU,,single_source
Fe II,6770.991,11.74,-6.062,K13,,single_source
Fe II,6771.055,12.594,-6.658,K13,,single_source
Fe II,6771.1051,12.193,-5.4769,K13,,single_source
Fe II,6771.13,10.523,-5.412,RU,,single_source
Fe II,6771.161,11.74,-4.584,RU,,single_source
Fe II,6771.175,11.164,-1.358,RU,,single_source
Fe II,6771.422,13.62,0.273,K13,,single_source
Fe II,6771.423,13.595,-3.068,K13,,single_source
Fe II,6771.536,13.592,-3.333,K13,,single_source
Fe II,6771.621,12.812,-6.464,K13,,single_source
Fe II,6771.705,11.741,-8.174,K13,,single_source
Fe II,6772.231,11.208,-4.722,K13,,single_source
Fe II,6772.3719,12.185,-6.7404,K13,,single_source
Fe II,6772.393,12.594,-4.986,K13,,single_source
Fe II,6772.414,10.858,-1.737,RU,,single_source
Fe II,6772.904,13.503,-4.971,K13,,single_source
Fe II,6772.973,13.592,-1.548,K13,,single_source
Fe II,6773.016,12.167,-3.637,K13,,single_source
Fe II,6773.094,11.487,-3.2,RU,,single_source
Fe II,6773.176,12.353,-6.211,K13,,single_source
Fe II,6773.293,13.592,-2.124,K13,,single_source
Fe II,6773.554,12.594,-4.758,K13,,single_source
Fe II,6774.048,6.209,-5.686,RU,,single_source
Fe II,6774.136,11.427,-3.9814,K13,,single_source
Fe II,6774.154,7.118,-3.645,RU,,single_source
Fe II,6774.311,12.858,-7.729,K13,,single_source
Fe II,6774.474,11.208,-1.023,RU,,single_source
Fe II,6776.484,5.289,-4.69,RU,,single_source
Fe II,6779.101,11.418,-4.698,K13,,single_source
Fe II,6779.176,11.662,-4.668,RU,,single_source
Fe II,6779.5135,11.219,-0.1094,RU,,single_source
Fe II,6779.518,6.807,-5.814,RU,,single_source
Fe II,6779.528,11.426,-5.664,K13,,single_source
Fe II,6779.5487,12.858,-7.3839,K13,,single_source
Fe II,6779.555,8.923,-5.299,RU,,single_source
Fe II,6779.77,11.051,-5.006,RU,,single_source
Fe II,6779.982,7.128,-5.351,RU,,single_source
Fe II,6780.122,11.09,-2.763,RU,,single_source
Fe II,6780.606,11.017,-3.358,K13,,single_source
Fe II,6780.613,11.255,-3.051,RU,,single_source
Fe II,6780.986,10.918,-2.912,RU,,single_source
Fe II,6781.255,11.219,-2.983,K13,,single_source
Fe II,6781.283,12.246,-6.089,K13,,single_source
Fe II,6781.371,12.356,-4.663,K13,,single_source
Fe II,6781.43,12.246,-4.494,K13,,single_source
Fe II,6781.457,13.478,-2.306,K13,,single_source
Fe II,6781.5582,12.858,-8.0958,K13,,single_source
Fe II,6781.707,12.377,-3.917,K13,,single_source
Fe II,6781.9,9.654,-6.834,K13,,single_source
Fe II,6782.111,11.238,-2.847,RU,,single_source
Fe II,6782.174,13.626,-1.554,K13,,single_source
Fe II,6782.454,11.167,-2.115,RU,,single_source
Fe II,6782.621,11.678,-7.658,K13,,single_source
Fe II,6782.686,11.396,-2.482,K13,,single_source
Fe II,6782.833,13.479,-3.92,K13,,single_source
Fe II,6783.493,13.591,0.531,K13,,single_source
Fe II,6783.578,12.246,-5.661,K13,,single_source
Fe II,6783.763,12.246,-4.262,K13,,single_source
Fe II,6784.012,11.207,-4.405,RU,,single_source
Fe II,6784.038,10.348,-4.899,RU,,single_source
Fe II,6784.208,11.448,-2.036,RU,,single_source
Fe II,6784.218,6.803,-3.453,RU,,single_source
Fe II,6784.532,11.493,-2.886,K13,,single_source
Fe II,6789.12,13.337,-4.404,K13,,single_source
Fe II,6789.146,12.213,-8.923,K13,,single_source
Fe II,6789.181,12.368,-4.699,K13,,single_source
Fe II,6789.237,11.208,-2.485,RU,,single_source
Fe II,6789.254,13.469,-2.107,K13,,single_source
Fe II,6789.316,11.653,-6.356,K13,,single_source
Fe II,6789.651,11.653,-4.562,K13,,single_source
Fe II,6789.747,12.09,-3.641,K13,,single_source
Fe II,6789.81,11.232,-3.253,K13,,single_source
Fe II,6789.916,10.392,-4.357,RU,,single_source
Fe II,6790.053,13.636,-3.331,K13,,single_source
Fe II,6790.298,13.479,-3.771,K13,,single_source
Fe II,6790.345,11.463,-3.139,K13,,single_source
Fe II,6790.379,11.164,-3.908,RU,,single_source
Fe II,6790.695,11.653,-5.864,RU,,single_source
Fe II,6790.867,13.626,-5.387,K13,,single_source
Fe II,6790.971,11.396,-2.688,K13,,single_source
Fe II,6790.973,13.457,-2.67,K13,,single_source
Fe II,6791.03,11.653,-3.094,RU,,single_source
Fe II,6791.148,11.764,-5.147,K13,,single_source
Fe II,6791.244,13.478,-2.639,K13,,single_source
Fe II,6791.269,10.623,-5.819,K13,,single_source
Fe II,6791.419,8.63,-8.304,K13,,single_source
Fe II,6791.42,13.457,-1.568,K13,,single_source
Fe II,6791.76,11.421,-4.364,K13,,single_source
Fe II,6791.762,7.128,-3.183,RU,,single_source
Fe II,6791.885,13.626,-3.393,K13,,single_source
Fe II,6791.948,13.599,-2.232,K13,,single_source
Fe II,6792.233,13.599,-3.625,K13,,single_source
Fe II,6792.3117,12.195,-4.4057,K13,,single_source
Fe II,6792.522,11.093,-2.289,RU,,single_source
Fe II,6792.535,13.647,-2.164,K13,,single_source
Fe II,6792.535,11.219,-2.863,RU,,single_source
Fe II,6792.624,13.479,-4.195,K13,,single_source
Fe II,6792.665,10.122,-4.062,RU,,single_source
Fe II,6792.778,12.353,-7.911,K13,,single_source
Fe II,6792.811,11.662,-7.86,K13,,single_source
Fe II,6792.851,10.122,-3.869,K13,,single_source
Fe II,6792.89,9.112,-5.668,RU,,single_source
Fe II,6793.026,11.396,-4.001,K13,,single_source
Fe II,6793.062,13.599,-1.715,K13,,single_source
Fe II,6793.222,11.746,-7.123,K13,,single_source
Fe II,6793.306,12.916,-8.719,K13,,single_source
Fe II,6793.413,11.746,-5.292,RU,,single_source
Fe II,6793.485,12.916,-9.017,K13,,single_source
Fe II,6793.599,12.187,-2.734,K13,,single_source
Fe II,6793.7842,12.916,-8.5212,K13,,single_source
Fe II,6793.987,12.954,-7.347,K13,,single_source
Fe II,6794.17,3.425,-6.655,K13,,single_source
Fe II,6794.234,9.694,-4.503,RU,,single_source
Fe II,6799.6392,9.941,-2.2877,K13,,single_source
Fe II,6799.733,13.599,-2.866,K13,,single_source
Fe II,6799.768,6.807,-3.026,RU,,single_source
Fe II,6799.831,12.195,-4.36,K13,,single_source
Fe II,6800.071,13.628,-0.167,K13,,single_source
Fe II,6800.102,10.906,-1.967,K13,,single_source
Fe II,6800.41,7.92,-4.472,RU,,single_source
Fe II,6800.597,13.506,-7.715,K13,,single_source
Fe II,6800.633,10.398,-5.82,RU,,single_source
Fe II,6800.635,11.749,-5.949,K13,,single_source
Fe II,6800.712,12.217,-5.261,K13,,single_source
Fe II,6800.844,11.749,-4.041,RU,,single_source
Fe II,6800.882,12.864,-7.8357,K13,,single_source
Fe II,6801.1585,12.918,-9.15,K13,,single_source
Fe II,6801.22,12.187,-1.679,K13,,single_source
Fe II,6801.271,11.125,-3.825,RU,,single_source
Fe II,6801.64,12.353,-6.824,K13,,single_source
Fe II,6801.696,11.149,-4.427,RU,,single_source
Fe II,6801.722,11.167,-5.484,RU,,single_source
Fe II,6801.728,14.147,1.001,K13,,single_source
Fe II,6801.729,12.199,-4.789,K13,,single_source
Fe II,6801.9001,12.918,-8.1185,K13,,single_source
Fe II,6801.909,10.399,-5.586,RU,,single_source
Fe II,6801.951,12.283,-2.525,K13,,single_source
Fe II,6801.981,13.457,-2.53,K13,,single_source
Fe II,6802.089,10.459,-3.399,K13,,single_source
Fe II,6802.203,12.918,-7.567,K13,,single_source
Fe II,6802.25,11.591,-2.717,RU,,single_source
Fe II,6802.3418,12.864,-7.2384,K13,,single_source
Fe II,6803.112,11.05,-2.236,K13,,single_source
Fe II,6803.136,11.232,-1.872,RU,,single_source
Fe II,6803.76,11.874,-6.632,K13,,single_source
Fe II,6803.968,11.196,-3.144,RU,,single_source
Fe II,6804.196,13.462,-1.922,K13,,single_source
Fe II,6804.213,11.076,-4.589,K13,,single_source
Fe II,6804.237,10.392,-5.154,K13,,single_source
Fe II,6804.357,11.749,-6.156,K13,,single_source
Fe II,6804.533,11.749,-4.494,RU,,single_source
Fe II,6809.097,12.92,-9.309,K13,,single_source
Fe II,6809.1655,11.426,-3.2707,K13,,single_source
Fe II,6809.239,0.986,-8.7503,K13,,single_source
Fe II,6809.3096,12.199,-3.926,K13,,single_source
Fe II,6809.463,13.462,-1.605,K13,,single_source
Fe II,6809.612,9.624,-4.983,K13,,single_source
Fe II,6809.815,13.432,-1.167,K13,,single_source
Fe II,6809.904,12.356,-7.415,K13,,single_source
Fe II,6809.913,13.462,-4.709,K13,,single_source
Fe II,6809.994,12.866,-7.687,K13,,single_source
Fe II,6810.275,12.822,-6.243,K13,,single_source
Fe II,6810.53,11.207,-2.004,RU,,single_source
Fe II,6810.652,11.145,-3.158,RU,,single_source
Fe II,6810.734,11.263,-2.27,K13,,single_source
Fe II,6810.77,11.238,-3.982,K13,,single_source
Fe II,6810.953,11.418,-5.341,K13,,single_source
Fe II,6810.997,11.396,-4.044,K13,,single_source
Fe II,6811.061,11.418,-4.85,RU,,single_source
Fe II,6811.16,10.379,-4.54,RU,,single_source
Fe II,6811.223,13.432,-1.608,K13,,single_source
Fe II,6811.364,13.591,0.828,K13,,single_source
Fe II,6811.436,12.866,-7.634,K13,,single_source
Fe II,6811.489,11.207,-3.04,RU,,single_source
Fe II,6811.9982,12.995,-6.3559,K13,,single_source
Fe II,6812.064,11.09,-2.153,RU,,single_source
Fe II,6812.118,7.128,-4.492,RU,,single_source
Fe II,6812.673,6.219,-4.053,RU,,single_source
Fe II,6812.839,11.653,-4.577,K13,,single_source
Fe II,6812.905,12.982,-7.3382,K13,,single_source
Fe II,6812.934,12.375,-4.788,K13,,single_source
Fe II,6812.949,13.462,-2.451,K13,,single_source
Fe II,6813.11,13.457,-1.971,K13,,single_source
Fe II,6813.752,11.219,-2.721,K13,,single_source
Fe II,6813.972,12.353,-3.997,K13,,single_source
Fe II,6813.993,10.629,-5.474,RU,,single_source
Fe II,6814.141,2.676,-11.831,K13,,single_source
Fe II,6814.195,12.368,-7.692,K13,,single_source
Fe II,6814.511,13.573,-9.117,K13,,single_source
Fe II,6817.281,13.588,1.108,K13,,single_source
Fe II,6819.238,13.487,-3.992,K13,,single_source
Fe II,6819.388,8.63,-6.352,K13,,single_source
Fe II,6819.983,11.237,-0.28,RU,,single_source
Fe II,6819.986,13.629,0.956,K13,,single_source
Fe II,6820.118,12.262,-7.759,K13,,single_source
Fe II,6820.532,13.462,-1.684,K13,,single_source
Fe II,6820.839,11.185,-3.504,RU,,single_source
Fe II,6821.1502,11.673,-3.9104,RU,,single_source
Fe II,6821.261,13.49,-4.401,K13,,single_source
Fe II,6821.727,12.316,-4.281,K13,,single_source
Fe II,6821.729,11.653,-5.405,RU,,single_source
Fe II,6821.805,12.353,-9.356,K13,,single_source
Fe II,6822.067,11.653,-2.955,RU,,single_source
Fe II,6822.071,13.629,-4.393,K13,,single_source
Fe II,6822.398,11.125,-4.879,RU,,single_source
Fe II,6822.548,12.199,-3.374,K13,,single_source
Fe II,6822.605,13.609,0.288,K13,,single_source
Fe II,6822.735,13.432,-7.137,K13,,single_source
Fe II,6823.035,11.238,-1.154,RU,,single_source
Fe II,6823.114,13.487,-2.623,K13,,single_source
Fe II,6823.181,12.871,-8.906,K13,,single_source
Fe II,6823.208,11.185,-5.115,RU,,single_source
Fe II,6823.265,11.662,-9.028,K13,,single_source
Fe II,6823.699,5.956,-5.125,RU,,single_source
Fe II,6823.731,11.421,-4.751,K13,,single_source
Fe II,6823.855,11.421,-4.137,RU,,single_source
Fe II,6823.879,11.433,-4.063,RU,,single_source
Fe II,6824.178,11.238,-4.857,RU,,single_source
Fe II,6824.265,13.439,-2.389,K13,,single_source
Fe II,6824.62,12.193,-5.838,K13,,single_source
Fe II,6826.791,6.223,-3.609,RU,,single_source
Fe II,6828.563,11.239,0.13,RU,,single_source
Fe II,6828.742,11.219,-1.281,RU,,single_source
Fe II,6829.03,1.04,-9.7597,K13,,single_source
Fe II,6829.127,11.664,-4.313,K13,,single_source
Fe II,6829.206,13.469,-2.792,K13,,single_source
Fe II,6829.312,8.307,-4.039,RU,,single_source
Fe II,6829.337,10.431,-5.014,RU,,single_source
Fe II,6829.44,14.04,-4.085,K13,,single_source
Fe II,6829.446,11.263,-3.037,RU,,single_source
Fe II,6829.453,13.439,-3.572,K13,,single_source
Fe II,6829.456,7.946,-5.977,RU,,single_source
Fe II,6829.53,12.368,-6.964,K13,,single_source
Fe II,6829.594,13.635,-0.717,K13,,single_source
Fe II,6829.624,11.167,-2.304,RU,,single_source
Fe II,6829.851,10.36,-4.433,RU,,single_source
Fe II,6830.04,1.076,-12.5408,K13,,single_source
Fe II,6830.098,12.871,-6.41,K13,,single_source
Fe II,6830.118,12.356,-5.164,K13,,single_source
Fe II,6830.149,13.332,-2.24,K13,,single_source
Fe II,6830.219,11.232,-1.314,K13,,single_source
Fe II,6830.491,11.409,-2.759,K13,,single_source
Fe II,6830.523,11.664,-3.931,RU,,single_source
Fe II,6830.624,11.659,-4.654,K13,,single_source
Fe II,6830.687,12.61,-5.057,K13,,single_source
Fe II,6830.967,11.219,-0.968,RU,,single_source
Fe II,6831.03,8.923,-3.744,RU,,single_source
Fe II,6831.121,13.439,-2.28,K13,,single_source
Fe II,6831.144,13.995,-3.489,K13,,single_source
Fe II,6831.283,7.139,-2.687,RU,,single_source
Fe II,6831.61,9.849,-4.326,RU,,single_source
Fe II,6831.666,13.639,-4.019,K13,,single_source
Fe II,6831.72,11.255,-2.924,RU,,single_source
Fe II,6831.785,11.354,-5.783,K13,,single_source
Fe II,6831.879,13.636,-2.835,K13,,single_source
Fe II,6831.916,11.418,-9.644,K13,,single_source
Fe II,6832.025,11.418,-5.011,RU,,single_source
Fe II,6832.137,10.937,-5.356,RU,,single_source
Fe II,6832.222,12.195,-4.914,K13,,single_source
Fe II,6832.38,12.61,-4.814,K13,,single_source
Fe II,6832.403,13.591,-0.916,K13,,single_source
Fe II,6832.408,12.851,-6.113,K13,,single_source
Fe II,6832.452,10.448,-8.835,K13,,single_source
Fe II,6832.462,7.118,-2.9,RU,,single_source
Fe II,6832.95,11.659,-5.173,K13,,single_source
Fe II,6833.034,13.49,-5.06,K13,,single_source
Fe II,6833.061,9.624,-6.094,K13,,single_source
Fe II,6833.134,13.49,-4.855,K13,,single_source
Fe II,6833.264,11.433,-2.191,RU,,single_source
Fe II,6833.743,12.61,-4.86,K13,,single_source
Fe II,6834.056,13.469,-4.108,K13,,single_source
Fe II,6834.104,7.929,-4.439,RU,,single_source
Fe II,6834.124,13.996,-6.202,K13,,single_source
Fe II,6834.409,13.639,-2.774,K13,,single_source
Fe II,6834.502,13.682,-2.084,K13,,single_source
Fe II,6834.569,13.439,-1.9,K13,,single_source
Fe II,6837.482,6.226,-3.659,RU,,single_source
Fe II,6839.039,11.442,-2.535,RU,,single_source
Fe II,6839.4,14.071,-6.753,K13,,single_source
Fe II,6839.421,13.588,0.064,K13,,single_source
Fe II,6839.43,11.481,-7.259,K13,,single_source
Fe II,6839.456,11.27,-2.827,K13,,single_source
Fe II,6839.62,11.145,-2.458,K13,,single_source
Fe II,6839.623,3.425,-8.628,K13,,single_source
Fe II,6839.721,13.659,-2.246,K13,,single_source
Fe II,6839.785,12.852,-5.848,K13,,single_source
Fe II,6839.8169,12.874,-7.8253,K13,,single_source
Fe II,6839.877,8.636,-6.534,K13,,single_source
Fe II,6839.924,11.902,-6.171,K13,,single_source
Fe II,6839.965,11.196,-1.045,RU,,single_source
Fe II,6840.13,13.47,-5.393,K13,,single_source
Fe II,6840.148,10.937,-4.738,K13,,single_source
Fe II,6840.3696,13.434,-2.1538,K13,,single_source
Fe II,6840.487,13.639,-3.247,K13,,single_source
Fe II,6840.5742,13.002,-6.167,K13,,single_source
Fe II,6840.5975,14.072,-8.3473,K13,,single_source
Fe II,6840.692,13.439,-1.637,K13,,single_source
Fe II,6840.78,12.283,-4.245,K13,,single_source
Fe II,6840.978,11.409,-2.856,K13,,single_source
Fe II,6840.992,11.902,-7.254,K13,,single_source
Fe II,6841.3,11.426,-3.631,K13,,single_source
Fe II,6841.519,13.639,-4.724,K13,,single_source
Fe II,6841.528,11.463,-2.5,RU,,single_source
Fe II,6841.663,11.232,-2.692,RU,,single_source
Fe II,6841.744,12.195,-9.184,K13,,single_source
Fe II,6842.197,8.568,-4.823,RU,,single_source
Fe II,6842.364,13.439,-3.231,K13,,single_source
Fe II,6842.787,13.003,-6.706,K13,,single_source
Fe II,6842.934,13.995,-3.457,K13,,single_source
Fe II,6843.027,12.448,-8.757,K13,,single_source
Fe II,6843.092,13.995,-4.101,K13,,single_source
Fe II,6843.205,11.237,-3.35,K13,,single_source
Fe II,6843.339,12.262,-6.571,K13,,single_source
Fe II,6843.401,12.853,-5.52,K13,,single_source
Fe II,6843.671,14.07,-4.326,K13,,single_source
Fe II,6843.872,11.304,-5.701,K13,,single_source
Fe II,6843.889,8.038,-5.229,RU,,single_source
Fe II,6843.982,11.207,-2.734,RU,,single_source
Fe II,6844.1,12.353,-6.132,K13,,single_source
Fe II,6844.288,13.386,-4.762,K13,,single_source
Fe II,6844.583,11.784,-4.208,K13,,single_source
Fe II,6844.6,12.283,-3.922,K13,,single_source
Fe II,6845.476,11.237,0.438,RU,,single_source
Fe II,6849.231,12.187,-3.723,K13,,single_source
Fe II,6849.299,11.208,-2.41,RU,,single_source
Fe II,6849.385,12.199,-5.532,K13,,single_source
Fe II,6849.478,12.187,-5.188,K13,,single_source
Fe II,6849.489,11.185,-2.852,RU,,single_source
Fe II,6849.52,11.428,-2.994,RU,,single_source
Fe II,6849.5747,11.238,-1.6054,K13,,single_source
Fe II,6849.956,12.262,-5.31,K13,,single_source
Fe II,6850.167,13.356,-4.789,K13,,single_source
Fe II,6850.556,11.681,-4.462,K13,,single_source
Fe II,6850.576,14.072,-5.998,K13,,single_source
Fe II,6850.743,11.681,-5.061,RU,,single_source
Fe II,6850.761,10.937,-3.412,RU,,single_source
Fe II,6850.844,13.47,-2.938,K13,,single_source
Fe II,6850.876,11.441,-1.414,RU,,single_source
Fe II,6851.333,12.995,-6.614,K13,,single_source
Fe II,6851.429,11.238,-0.303,K13,,single_source
Fe II,6851.551,11.145,-3.38,RU,,single_source
Fe II,6851.71,13.996,-7.742,K13,,single_source
Fe II,6851.829,13.615,-1.904,K13,,single_source
Fe II,6851.877,7.139,-3.61,RU,,single_source
Fe II,6852.052,11.653,-4.542,RU,,single_source
Fe II,6852.119,13.615,-0.95,K13,,single_source
Fe II,6852.244,13.471,-1.512,K13,,single_source
Fe II,6852.389,12.193,-4.034,K13,,single_source
Fe II,6852.576,13.591,-0.833,K13,,single_source
Fe II,6852.635,13.439,-3.154,K13,,single_source
Fe II,6852.749,12.995,-8.186,K13,,single_source
Fe II,6852.846,13.636,-0.403,K13,,single_source
Fe II,6853.0645,14.073,-5.9059,K13,,single_source
Fe II,6853.387,12.879,-9.365,K13,,single_source
Fe II,6853.408,13.647,-3.367,K13,,single_source
Fe II,6853.566,12.375,-5.268,K13,,single_source
Fe II,6854.124,12.879,-7.405,K13,,single_source
Fe II,6854.198,11.678,-6.106,K13,,single_source
Fe II,6854.536,12.286,-3.991,K13,,single_source
Fe II,6854.688,12.213,-4.302,K13,,single_source
Fe II,6857.853,11.219,0.612,RU,,single_source
Fe II,6859.059,12.934,-7.597,K13,,single_source
Fe II,6859.204,11.409,-7.195,K13,,single_source
Fe II,6859.248,12.934,-9.501,K13,,single_source
Fe II,6859.408,11.902,-5.651,RU,,single_source
Fe II,6859.4859,12.879,-7.3736,K13,,single_source
Fe II,6859.546,10.399,-6.895,K13,,single_source
Fe II,6859.552,12.934,-8.402,K13,,single_source
Fe II,6859.752,13.615,-2.044,K13,,single_source
Fe II,6859.846,13.448,-1.873,K13,,single_source
Fe II,6860.053,13.432,-3.314,K13,,single_source
Fe II,6860.053,12.195,-5.414,K13,,single_source
Fe II,6860.063,13.613,-0.886,K13,,single_source
Fe II,6860.16,11.788,-2.805,K13,,single_source
Fe II,6860.253,11.662,-8.906,K13,,single_source
