line_id,species,wavelength_air_A,EP_eV,match,nist_grade,gf_sigma_dex,our_log_gf,nist_log_gf,delta_dex,action
gf_108822,O II,4710.012,26.226,UNIQUE,C,0.1249,-0.225,-0.2248,-0.0002,evidence attached; log_gf UNCHANGED
gf_108823,O II,4719.803,29.821,UNIQUE,D,0.3010,-2.941,-2.9416,+0.0006,evidence attached; log_gf UNCHANGED
gf_108824,O II,4739.943,31.638,ABSENT,,,-3.3723,,,no evidence attached
gf_108825,O II,4809.841,31.651,ABSENT,,,-3.28,,,no evidence attached
gf_108826,O II,4890.858,26.305,UNIQUE,C+,0.0862,-0.437,-0.4365,-0.0005,evidence attached; log_gf UNCHANGED
gf_108827,O II,4950.29,31.71,ABSENT,,,-4.03,,,no evidence attached
gf_108828,O II,4989.126,31.729,ABSENT,,,-3.9286,,,no evidence attached
gf_108829,O II,4989.5,31.721,ABSENT,,,-4.68,,,no evidence attached
gf_108830,O II,5018.328,31.702,ABSENT,,,-3.21,,,no evidence attached
gf_108831,O II,5049.403,31.717,ABSENT,,,-3.3058,,,no evidence attached
gf_108832,O II,5049.633,31.717,ABSENT,,,-3.95,,,no evidence attached
gf_108833,O II,5070.046,26.379,UNIQUE,C,0.1249,-3.533,-3.5317,-0.0013,evidence attached; log_gf UNCHANGED
gf_108834,O II,5070.8,26.249,UNIQUE,C,0.1249,-2.643,-2.6421,-0.0009,evidence attached; log_gf UNCHANGED
gf_108835,O II,5110.3,28.942,UNIQUE,D,0.3010,-1.946,-1.9462,+0.0002,evidence attached; log_gf UNCHANGED
gf_108836,O II,5119.556,31.751,ABSENT,,,-4.1226,,,no evidence attached
gf_108837,O II,5130.67,31.756,ABSENT,,,-4.4,,,no evidence attached
gf_108838,O II,5137.959,23.419,UNIQUE,C,0.1249,-3.825,-3.8251,+0.0001,evidence attached; log_gf UNCHANGED
gf_108839,O II,5140.273,28.956,UNIQUE,E,1.0000,-2.648,-2.6459,-0.0021,evidence attached; log_gf UNCHANGED
gf_108840,O II,5149.04,23.442,UNIQUE,C,0.1249,-3.569,-3.5693,+0.0003,evidence attached; log_gf UNCHANGED
gf_108841,O II,5159.9812,26.554,UNIQUE,B,0.0458,-0.3295,-0.6021,+0.2726,evidence attached; log_gf UNCHANGED
gf_108842,O II,5190.5372,26.554,UNIQUE,B,0.0458,-0.3257,-0.7194,+0.3937,evidence attached; log_gf UNCHANGED
gf_108843,O II,5247.993,31.702,ABSENT,,,-4.16,,,no evidence attached
gf_108844,O II,5248.489,31.702,ABSENT,,,-3.04,,,no evidence attached
gf_108845,O II,5310.269,31.729,ABSENT,,,-4.89,,,no evidence attached
gf_108846,O II,5318.009,31.738,ABSENT,,,-1.93,,,no evidence attached
gf_108847,O II,5318.546,31.756,ABSENT,,,-4.63,,,no evidence attached
gf_108848,O II,5319.31,31.756,ABSENT,,,-4.51,,,no evidence attached
gf_108849,O II,5347.594,31.751,ABSENT,,,-4.67,,,no evidence attached
gf_108850,O II,5357.768,31.756,ABSENT,,,-3.99,,,no evidence attached
gf_108851,O II,5358.543,31.756,ABSENT,,,-4.29,,,no evidence attached
gf_108852,O II,5359.979,31.751,ABSENT,,,-3.64,,,no evidence attached
gf_108853,O II,5370.201,31.756,ABSENT,,,-4.18,,,no evidence attached
gf_108854,O II,5370.98,31.756,ABSENT,,,-3.24,,,no evidence attached
gf_108855,O II,5377.568,29.063,UNIQUE,E,1.0000,-2.775,-2.7747,-0.0003,evidence attached; log_gf UNCHANGED
gf_108856,O II,5379.352,29.063,UNIQUE,D,0.3010,-2.076,-2.0757,-0.0003,evidence attached; log_gf UNCHANGED
gf_108857,O II,5398.682,26.561,UNIQUE,C,0.1249,-3.185,-3.1858,+0.0008,evidence attached; log_gf UNCHANGED
gf_108858,O II,5399.143,26.561,UNIQUE,C,0.1249,-3.149,-3.1475,-0.0015,evidence attached; log_gf UNCHANGED
gf_108859,O II,5409.203,26.561,UNIQUE,C,0.1249,-3.565,-3.5654,+0.0004,evidence attached; log_gf UNCHANGED
gf_108860,O II,5461.04,26.561,UNIQUE,C,0.1249,-2.932,-2.9326,+0.0006,evidence attached; log_gf UNCHANGED
gf_108861,O II,5611.061,28.592,UNIQUE,D,0.3010,-1.694,-1.6946,+0.0006,evidence attached; log_gf UNCHANGED
gf_108862,O II,5761.008,26.359,UNIQUE,C+,0.0862,-1.719,-1.7194,+0.0004,evidence attached; log_gf UNCHANGED
gf_108863,O II,5810.243,26.379,UNIQUE,C+,0.0862,-1.974,-1.9739,-0.0001,evidence attached; log_gf UNCHANGED
gf_108864,O II,5818.77,32.355,ABSENT,,,-4.89,,,no evidence attached
gf_108865,O II,5919.286,28.677,ABSENT,,,-4.9,,,no evidence attached
gf_108866,O II,5938.283,28.684,ABSENT,,,-3.37,,,no evidence attached
gf_108867,O II,5981.691,28.677,ABSENT,,,-3.78,,,no evidence attached
gf_108868,O II,6001.092,28.684,ABSENT,,,-2.74,,,no evidence attached
gf_108869,O II,6080.117,32.447,ABSENT,,,-4.67,,,no evidence attached
gf_108870,O II,6081.224,26.554,UNIQUE,D,0.3010,-2.327,-2.3261,-0.0009,evidence attached; log_gf UNCHANGED
gf_108871,O II,6152.566,29.599,UNIQUE,C,0.1249,-0.79,-0.7905,+0.0005,evidence attached; log_gf UNCHANGED
gf_108872,O II,6228.263,28.822,ABSENT,,,-2.67,,,no evidence attached
gf_108873,O II,6282.961,28.839,ABSENT,,,-3.14,,,no evidence attached
gf_108874,O II,6291.807,28.831,ABSENT,,,-3.52,,,no evidence attached
gf_108875,O II,6318.255,28.839,ABSENT,,,-2.83,,,no evidence attached
gf_108876,O II,6340.105,28.857,ABSENT,,,-2.9,,,no evidence attached
gf_108877,O II,6340.72,28.857,ABSENT,,,-3.87,,,no evidence attached
gf_108878,O II,6360.391,28.863,ABSENT,,,-2.62,,,no evidence attached
gf_108879,O II,6362.135,28.853,ABSENT,,,-3.43,,,no evidence attached
gf_108880,O II,6388.321,28.831,ABSENT,,,-3.53,,,no evidence attached
gf_108881,O II,6430.634,28.822,ABSENT,,,-1.88,,,no evidence attached
gf_108882,O II,6478.487,28.858,ABSENT,,,-0.43,,,no evidence attached
gf_108883,O II,6488.961,28.839,ABSENT,,,-3.81,,,no evidence attached
gf_108884,O II,6549.931,28.857,ABSENT,,,-4.26,,,no evidence attached
gf_108885,O II,6550.587,28.857,ABSENT,,,-1.86,,,no evidence attached
gf_108886,O II,6571.1,28.863,UNIQUE,D,0.3010,-0.111,-0.1113,+0.0003,evidence attached; log_gf UNCHANGED
gf_108887,O II,6571.584,28.863,ABSENT,,,-0.15,,,no evidence attached
gf_108888,O II,6641.054,23.419,UNIQUE,B+,0.0315,-0.884,-0.8834,-0.0006,evidence attached; log_gf UNCHANGED
gf_108889,O II,6721.398,23.442,UNIQUE,B+,0.0315,-0.61,-0.6105,+0.0005,evidence attached; log_gf UNCHANGED
gf_108890,O II,6769.941,31.148,ABSENT,,,-3.13,,,no evidence attached
gf_108891,O II,6771.3769,31.148,ABSENT,,,-1.4133,,,no evidence attached
gf_108892,O II,6772.786,31.148,ABSENT,,,-3.18,,,no evidence attached
gf_108893,O II,6782.342,31.148,ABSENT,,,-2.37,,,no evidence attached
gf_108894,O II,6783.816,31.148,ABSENT,,,-3.07,,,no evidence attached
gf_108895,O II,6799.041,31.148,ABSENT,,,-2.46,,,no evidence attached
gf_108896,O II,6810.477,28.684,UNIQUE,D,0.3010,-2.04,-2.0400,+0.0000,evidence attached; log_gf UNCHANGED
gf_108897,O II,6810.634,28.684,ABSENT,,,-2.02,,,no evidence attached
gf_108898,O II,6844.098,28.677,UNIQUE,D,0.3010,-1.902,-1.9024,+0.0004,evidence attached; log_gf UNCHANGED
gf_108899,O II,6844.238,28.677,ABSENT,,,-1.84,,,no evidence attached
gf_108900,O II,6869.485,28.684,UNIQUE,C,0.1249,-0.644,-0.6432,-0.0008,evidence attached; log_gf UNCHANGED
gf_108901,O II,6869.649,28.684,ABSENT,,,-0.6,,,no evidence attached
gf_108902,O II,6874.689,31.148,ABSENT,,,-4.15,,,no evidence attached
gf_108903,O II,6902.218,31.148,ABSENT,,,-4.25,,,no evidence attached
gf_108904,O II,6903.743,31.148,ABSENT,,,-2.6,,,no evidence attached
gf_108905,O II,6910.425,31.148,ABSENT,,,-4.01,,,no evidence attached
gf_108906,O II,6910.562,28.684,UNIQUE,C,0.1249,-0.157,-0.1574,+0.0004,evidence attached; log_gf UNCHANGED
gf_108907,O II,6910.754,28.684,ABSENT,,,-0.12,,,no evidence attached
gf_108908,O II,6911.03,28.956,UNIQUE,D,0.3010,-1.406,-1.4067,+0.0007,evidence attached; log_gf UNCHANGED
gf_108909,O II,6911.327,28.956,ABSENT,,,-2.09,,,no evidence attached
gf_108910,O II,6921.333,31.148,ABSENT,,,-2.86,,,no evidence attached
gf_108911,O II,6922.866,31.148,ABSENT,,,-1.71,,,no evidence attached
gf_108912,O II,6933.814,31.148,ABSENT,,,-2.02,,,no evidence attached
gf_108913,O II,7083.975,29.063,UNIQUE,D,0.3010,-1.163,-1.1624,-0.0006,evidence attached; log_gf UNCHANGED
gf_108914,O II,7084.34,29.063,ABSENT,,,-0.98,,,no evidence attached
gf_108915,O II,7110.083,29.069,UNIQUE,D,0.3010,-0.211,-0.2090,-0.0020,evidence attached; log_gf UNCHANGED
gf_108916,O II,7110.527,29.069,ABSENT,,,-0.17,,,no evidence attached
gf_108917,O II,7252.87,29.063,UNIQUE,D,0.3010,-1.805,-1.8047,-0.0003,evidence attached; log_gf UNCHANGED
gf_108918,O II,7253.41,29.063,ABSENT,,,-1.72,,,no evidence attached
gf_108919,O II,7280.257,29.069,UNIQUE,D,0.3010,-0.66,-0.6596,-0.0004,evidence attached; log_gf UNCHANGED
gf_108920,O II,7280.864,29.069,ABSENT,,,-0.64,,,no evidence attached
gf_108921,O II,7320.664,3.324,ABSENT,,,-8.432,,,no evidence attached
gf_108922,O II,7330.488,3.327,ABSENT,,,-8.792,,,no evidence attached
gf_108923,O II,7330.73,3.327,UNIQUE,B,0.0458,-8.7641,-9.3188,+0.5547,evidence attached; log_gf UNCHANGED
gf_108924,O II,7331.294,3.327,ABSENT,,,-8.706,,,no evidence attached
gf_108925,O II,7374.986,29.069,UNIQUE,D,0.3010,-1.811,-1.8119,+0.0009,evidence attached; log_gf UNCHANGED
gf_108926,O II,7375.51,29.069,ABSENT,,,-2.24,,,no evidence attached
gf_108927,O II,7465.479,31.32,ABSENT,,,-3.0005,,,no evidence attached
gf_108928,O II,7466.148,31.32,ABSENT,,,-0.7052,,,no evidence attached
gf_108929,O II,7472.286,31.32,ABSENT,,,-2.99,,,no evidence attached
gf_108930,O II,7473.292,31.32,ABSENT,,,-3.3,,,no evidence attached
gf_108931,O II,7473.963,31.32,ABSENT,,,-4.14,,,no evidence attached
gf_108932,O II,7504.033,31.32,ABSENT,,,-3.28,,,no evidence attached
gf_108933,O II,7504.708,31.32,ABSENT,,,-1.31,,,no evidence attached
gf_108934,O II,7530.62,28.858,UNIQUE,D,0.3010,-0.549,-0.5491,+0.0001,evidence attached; log_gf UNCHANGED
gf_108935,O II,7530.832,28.858,ABSENT,,,-0.69,,,no evidence attached
gf_108936,O II,7540.966,30.504,ABSENT,,,-4.13,,,no evidence attached
gf_108937,O II,7554.968,28.863,ABSENT,,,-2.75,,,no evidence attached
gf_108938,O II,7555.505,28.831,ABSENT,,,-1.83,,,no evidence attached
gf_108939,O II,7565.809,28.839,ABSENT,,,-1.87,,,no evidence attached
gf_108940,O II,7593.675,28.839,ABSENT,,,-1.41,,,no evidence attached
gf_108941,O II,7601.256,31.32,ABSENT,,,-2.8,,,no evidence attached
gf_108942,O II,7602.81,28.858,UNIQUE,D,0.3010,-1.332,-1.3327,+0.0007,evidence attached; log_gf UNCHANGED
gf_108943,O II,7603.054,28.858,ABSENT,,,-2.28,,,no evidence attached
gf_108944,O II,7633.76,31.32,ABSENT,,,-3.95,,,no evidence attached
gf_108945,O II,7641.229,31.32,ABSENT,,,-2.89,,,no evidence attached
gf_108946,O II,7641.929,31.32,ABSENT,,,-3.2,,,no evidence attached
gf_108947,O II,7671.719,31.32,ABSENT,,,-3.38,,,no evidence attached
gf_108948,O II,7672.426,31.32,ABSENT,,,-4.1,,,no evidence attached
gf_108949,O II,7723.706,28.884,ABSENT,,,-1.85,,,no evidence attached
gf_108950,O II,7724.792,31.374,ABSENT,,,-1.41,,,no evidence attached
gf_108951,O II,7726.058,31.374,ABSENT,,,-3.05,,,no evidence attached
gf_108952,O II,7742.213,31.374,ABSENT,,,-1.47,,,no evidence attached
gf_108953,O II,7762.05,31.374,ABSENT,,,-2.53,,,no evidence attached
gf_108954,O II,7802.567,31.374,ABSENT,,,-3.89,,,no evidence attached
gf_108955,O II,7862.087,31.374,ABSENT,,,-2.89,,,no evidence attached
gf_108956,O II,7862.78,31.374,ABSENT,,,-2.46,,,no evidence attached
gf_108957,O II,7863.399,31.374,ABSENT,,,-3.54,,,no evidence attached
gf_108958,O II,7872.563,30.488,ABSENT,,,-2.61,,,no evidence attached
gf_108959,O II,7894.609,29.797,UNIQUE,C,0.1249,-1.658,-1.6576,-0.0004,evidence attached; log_gf UNCHANGED
gf_108960,O II,7922.524,31.374,ABSENT,,,-1.41,,,no evidence attached
gf_108961,O II,7923.854,31.374,ABSENT,,,-2.32,,,no evidence attached
gf_108962,O II,8013.157,29.821,UNIQUE,C,0.1249,-0.966,-0.9650,-0.0010,evidence attached; log_gf UNCHANGED
gf_108963,O II,8017.12,29.821,UNIQUE,C,0.1249,-1.666,-1.6655,-0.0005,evidence attached; log_gf UNCHANGED
gf_108964,O II,8103.01,28.942,ABSENT,,,-2.96,,,no evidence attached
gf_108965,O II,8146.258,28.956,ABSENT,,,-2.77,,,no evidence attached
gf_108966,O II,8197.069,31.467,ABSENT,,,-3.13,,,no evidence attached
gf_108967,O II,8215.256,31.467,ABSENT,,,-1.39,,,no evidence attached
gf_108968,O II,8235.993,31.466,ABSENT,,,-1.5,,,no evidence attached
gf_108969,O II,8237.595,31.467,ABSENT,,,-2.19,,,no evidence attached
gf_108970,O II,8283.077,31.466,ABSENT,,,-3.25,,,no evidence attached
gf_108971,O II,8284.698,31.467,ABSENT,,,-3.55,,,no evidence attached
gf_108972,O II,8288.3,30.488,UNIQUE,C,0.1249,-0.372,-0.3724,+0.0004,evidence attached; log_gf UNCHANGED
gf_108973,O II,8343.831,30.478,ABSENT,,,-0.34,,,no evidence attached
gf_108974,O II,8375.841,30.504,UNIQUE,C,0.1249,0.272,0.2723,-0.0003,evidence attached; log_gf UNCHANGED
gf_108975,O II,8376.521,30.504,ABSENT,,,0.23,,,no evidence attached
gf_108976,O II,8404.548,30.488,ABSENT,,,-0.04,,,no evidence attached
gf_108977,O II,8415.88,30.478,UNIQUE,C,0.1249,-0.413,-0.4125,-0.0005,evidence attached; log_gf UNCHANGED
gf_108978,O II,8417.031,30.478,ABSENT,,,-0.43,,,no evidence attached
gf_108979,O II,8680.056,31.552,ABSENT,,,-0.9116,,,no evidence attached
gf_108980,O II,8688.354,31.552,ABSENT,,,-2.37,,,no evidence attached
gf_108981,O II,8708.789,31.552,ABSENT,,,-1.98,,,no evidence attached
gf_108982,O II,8758.911,29.063,ABSENT,,,-3.54,,,no evidence attached
gf_108983,O II,8796.28,29.063,ABSENT,,,-3.79,,,no evidence attached
gf_108984,O II,8798.975,29.069,ABSENT,,,-3.89,,,no evidence attached
gf_108985,O II,8816.31,31.566,ABSENT,,,-1.3,,,no evidence attached
gf_108986,O II,8820.355,31.566,ABSENT,,,0.65,,,no evidence attached
gf_108987,O II,8907.431,31.552,ABSENT,,,-3.36,,,no evidence attached
gf_108988,O II,8918.556,31.552,ABSENT,,,-0.79,,,no evidence attached
gf_108989,O II,8939.291,31.552,ABSENT,,,-2.43,,,no evidence attached
gf_108990,O II,8948.251,31.566,ABSENT,,,-2.91,,,no evidence attached
gf_108991,O II,8949.854,31.566,ABSENT,,,-0.95,,,no evidence attached
gf_108992,O II,8960.121,31.552,ABSENT,,,-0.93,,,no evidence attached
gf_108993,O II,9005.75,30.772,UNIQUE,C,0.1249,-1.262,-1.2619,-0.0001,evidence attached; log_gf UNCHANGED
gf_108994,O II,9006.294,31.566,ABSENT,,,-2.63,,,no evidence attached
gf_108995,O II,9048.682,31.566,ABSENT,,,-2.39,,,no evidence attached
gf_108996,O II,9061.395,31.603,ABSENT,,,-0.6934,,,no evidence attached
gf_108997,O II,9118.422,31.603,ABSENT,,,-2.52,,,no evidence attached
gf_108998,O II,9176.51,31.629,ABSENT,,,-0.45,,,no evidence attached
gf_108999,O II,9188.317,31.629,ABSENT,,,-0.16,,,no evidence attached
gf_109000,O II,9198.97,31.603,ABSENT,,,-1.65,,,no evidence attached
gf_109001,O II,9199.816,31.603,ABSENT,,,-1.33,,,no evidence attached
gf_159353,N I,3466.497,0.0,AMBIGUOUS(2),,,-10.329,,,no evidence attached
gf_165007,O I,3692.395,9.5214,AMBIGUOUS(3),,,-3.022,,,no evidence attached
gf_167215,C I,9405.73,7.6848,UNIQUE,B+,0.0315,0.286,0.2833,+0.0027,evidence attached; log_gf UNCHANGED
gf_167259,C I,9603.03,7.4804,UNIQUE,B,0.0458,-0.896,-0.8962,+0.0002,evidence attached; log_gf UNCHANGED
gf_167261,C I,9620.8,7.4828,UNIQUE,B,0.0458,-0.445,-0.4437,-0.0013,evidence attached; log_gf UNCHANGED
gf_167273,C I,9658.44,7.4878,UNIQUE,B,0.0458,-0.28,-0.2798,-0.0002,evidence attached; log_gf UNCHANGED
gf_167356,C I,10123.87,8.5371,UNIQUE,C+,0.0862,-0.0309999999999999,-0.0315,+0.0005,evidence attached; log_gf UNCHANGED
gf_167434,C I,10683.08,7.4828,UNIQUE,B,0.0458,0.0789999999999999,0.0792,-0.0002,evidence attached; log_gf UNCHANGED
gf_167435,C I,10685.34,7.4804,UNIQUE,B,0.0458,-0.272,-0.2757,+0.0037,evidence attached; log_gf UNCHANGED
gf_167437,C I,10691.25,7.4878,UNIQUE,B,0.0458,0.344,0.3424,+0.0016,evidence attached; log_gf UNCHANGED
gf_167439,C I,10707.32,7.4828,UNIQUE,B,0.0458,-0.411,-0.4123,+0.0013,evidence attached; log_gf UNCHANGED
gf_167444,C I,10729.53,7.4878,UNIQUE,B,0.0458,-0.42,-0.4202,+0.0002,evidence attached; log_gf UNCHANGED
gf_167449,C I,10753.98,7.4878,UNIQUE,B,0.0458,-1.606,-1.6021,-0.0039,evidence attached; log_gf UNCHANGED
gf_167536,C I,11330.28,8.5371,UNIQUE,B,0.0458,0.291,0.2900,+0.0010,evidence attached; log_gf UNCHANGED
gf_167584,C I,11619.29,8.6404,UNIQUE,B,0.0458,-0.574,-0.5735,-0.0005,evidence attached; log_gf UNCHANGED
gf_167587,C I,11628.83,8.643,UNIQUE,B,0.0458,-0.26,-0.2596,-0.0004,evidence attached; log_gf UNCHANGED
gf_167591,C I,11658.85,8.7711,UNIQUE,B,0.0458,-0.278,-0.2774,-0.0006,evidence attached; log_gf UNCHANGED
gf_167592,C I,11659.68,8.6472,UNIQUE,B,0.0458,0.028,0.0298,-0.0018,evidence attached; log_gf UNCHANGED
gf_167594,C I,11669.63,8.7711,UNIQUE,B,0.0458,-0.03,-0.0315,+0.0015,evidence attached; log_gf UNCHANGED
gf_167596,C I,11674.14,8.6472,UNIQUE,B,0.0458,-0.795,-0.7951,+0.0001,evidence attached; log_gf UNCHANGED
gf_167602,C I,11748.22,8.6404,UNIQUE,B,0.0458,0.3749999999999999,0.3747,+0.0003,evidence attached; log_gf UNCHANGED
gf_167603,C I,11753.32,8.6472,UNIQUE,B,0.0458,0.691,0.6902,+0.0008,evidence attached; log_gf UNCHANGED
gf_167604,C I,11754.76,8.643,UNIQUE,B,0.0458,0.542,0.5441,-0.0021,evidence attached; log_gf UNCHANGED
gf_167608,C I,11777.54,8.643,UNIQUE,B,0.0458,-0.52,-0.5229,+0.0029,evidence attached; log_gf UNCHANGED
gf_167611,C I,11801.08,8.6472,UNIQUE,B,0.0458,-0.735,-0.7399,+0.0049,evidence attached; log_gf UNCHANGED
gf_167618,C I,11848.71,8.643,UNIQUE,B,0.0458,-0.697,-0.6990,+0.0020,evidence attached; log_gf UNCHANGED
gf_167619,C I,11863.01,8.6404,UNIQUE,B,0.0458,-0.71,-0.7100,-0.0000,evidence attached; log_gf UNCHANGED
gf_167621,C I,11879.58,8.6404,UNIQUE,B,0.0458,-0.61,-0.6091,-0.0009,evidence attached; log_gf UNCHANGED
gf_167627,C I,11892.91,8.643,UNIQUE,B,0.0458,-0.2769999999999999,-0.2757,-0.0013,evidence attached; log_gf UNCHANGED
gf_167631,C I,11895.75,8.6472,UNIQUE,B,0.0458,-0.008,-0.0088,+0.0008,evidence attached; log_gf UNCHANGED
gf_167695,C I,12549.49,8.8466,UNIQUE,B,0.0458,-0.565,-0.5686,+0.0036,evidence attached; log_gf UNCHANGED
gf_167697,C I,12562.12,8.8481,UNIQUE,B,0.0458,-0.522,-0.5229,+0.0009,evidence attached; log_gf UNCHANGED
gf_167698,C I,12569.04,8.8481,UNIQUE,B,0.0458,-0.598,-0.5986,+0.0006,evidence attached; log_gf UNCHANGED
gf_167700,C I,12581.59,8.8481,UNIQUE,B,0.0458,-0.536,-0.5361,+0.0001,evidence attached; log_gf UNCHANGED
gf_167702,C I,12601.49,8.8507,UNIQUE,B,0.0458,-0.443,-0.4437,+0.0007,evidence attached; log_gf UNCHANGED
gf_167704,C I,12614.1,8.8507,UNIQUE,B,0.0458,0.0489999999999999,0.0492,-0.0002,evidence attached; log_gf UNCHANGED
gf_171256,C I,13160.65,8.7711,UNIQUE,C,0.1249,-2.229,-2.2218,-0.0072,evidence attached; log_gf UNCHANGED
gf_171259,O I,13163.889,10.9888,UNIQUE,B+,0.0315,-0.254,-0.2534,-0.0006,evidence attached; log_gf UNCHANGED
gf_171260,O I,13164.858,10.9889,UNIQUE,B+,0.0315,-0.0319999999999999,-0.0315,-0.0005,evidence attached; log_gf UNCHANGED
gf_171262,O I,13165.131,10.9889,UNIQUE,B+,0.0315,-0.731,-0.7305,-0.0005,evidence attached; log_gf UNCHANGED
gf_171403,C I,13366.7,10.0557,UNIQUE,D,0.3010,-1.9,-1.8996,-0.0004,evidence attached; log_gf UNCHANGED
gf_171456,N I,13429.603999999998,10.6797,UNIQUE,C+,0.0862,-0.776,-0.7762,+0.0002,evidence attached; log_gf UNCHANGED
gf_171506,C I,13502.27,8.7711,UNIQUE,C+,0.0862,-0.043,-0.0458,+0.0028,evidence attached; log_gf UNCHANGED
gf_171549,C I,13559.68,8.7711,UNIQUE,C+,0.0862,-0.268,-0.2676,-0.0004,evidence attached; log_gf UNCHANGED
gf_171559,C I,13571.5,8.8481,UNIQUE,C,0.1249,-2.606,-2.6038,-0.0022,evidence attached; log_gf UNCHANGED
gf_171564,N I,13581.323,10.69,UNIQUE,C+,0.0862,-0.499,-0.4987,-0.0003,evidence attached; log_gf UNCHANGED
gf_171565,C I,13581.34,8.7711,UNIQUE,C+,0.0862,-0.738,-0.7375,-0.0005,evidence attached; log_gf UNCHANGED
gf_171574,N I,13587.71,12.0096,UNIQUE,C+,0.0862,-0.155,-0.1537,-0.0013,evidence attached; log_gf UNCHANGED
gf_171593,N I,13602.278,12.122,UNIQUE,B,0.0458,0.073,0.0726,+0.0004,evidence attached; log_gf UNCHANGED
gf_171616,N I,13624.208,12.1264,UNIQUE,B,0.0458,0.346,0.3456,+0.0004,evidence attached; log_gf UNCHANGED
gf_171667,C I,13697.78,7.9458,UNIQUE,B,0.0458,-1.325,-1.3224,-0.0026,evidence attached; log_gf UNCHANGED
gf_171672,C I,13703.28,7.9461,UNIQUE,B,0.0458,-3.265,-3.2652,+0.0002,evidence attached; log_gf UNCHANGED
gf_171674,C I,13705.34,7.9463,UNIQUE,B,0.0458,-2.083,-2.0835,+0.0005,evidence attached; log_gf UNCHANGED
gf_171679,C I,13708.4,10.0854,ABSENT,,,-1.838,,,no evidence attached
gf_171692,C I,13723.27,9.713,UNIQUE,C,0.1249,-1.299,-1.2924,-0.0066,evidence attached; log_gf UNCHANGED
gf_171707,C I,13741.85,7.9461,UNIQUE,B,0.0458,-2.074,-2.0757,+0.0017,evidence attached; log_gf UNCHANGED
gf_171709,C I,13743.93,7.9463,UNIQUE,B,0.0458,-1.591,-1.5935,+0.0025,evidence attached; log_gf UNCHANGED
gf_171720,C I,13756.47,9.9885,ABSENT,,,-1.246,,,no evidence attached
gf_171726,C I,13765.3,7.9461,UNIQUE,B,0.0458,-1.941,-1.9431,+0.0021,evidence attached; log_gf UNCHANGED
gf_171761,C I,13807.86,10.0854,ABSENT,,,-1.924,,,no evidence attached
gf_171867,C I,13939.86,9.6311,ABSENT,,,-1.575,,,no evidence attached
gf_171911,C I,13993.46,8.8507,UNIQUE,C,0.1249,-2.056,-2.0458,-0.0102,evidence attached; log_gf UNCHANGED
gf_172051,C I,14161.38,9.713,UNIQUE,C,0.1249,-1.112,-1.1079,-0.0041,evidence attached; log_gf UNCHANGED
gf_172054,C I,14169.37,9.6891,UNIQUE,D,0.3010,-1.986,-1.9788,-0.0072,evidence attached; log_gf UNCHANGED
gf_172164,C I,14306.81,8.8466,UNIQUE,C,0.1249,-1.248,-1.2518,+0.0038,evidence attached; log_gf UNCHANGED
gf_172183,C I,14332.22,8.8481,UNIQUE,C,0.1249,-1.445,-1.4437,-0.0013,evidence attached; log_gf UNCHANGED
gf_172187,C I,14339.54,10.0181,UNIQUE,D,0.3010,-2.04,-2.0458,+0.0058,evidence attached; log_gf UNCHANGED
gf_172220,C I,14374.42,8.8507,UNIQUE,C,0.1249,-2.642,-2.6383,-0.0037,evidence attached; log_gf UNCHANGED
gf_172224,C I,14379.47,10.0181,UNIQUE,D,0.3010,-1.894,-1.8861,-0.0079,evidence attached; log_gf UNCHANGED
gf_172229,C I,14399.65,8.8481,UNIQUE,B,0.0458,0.187,0.1847,+0.0023,evidence attached; log_gf UNCHANGED
gf_172230,C I,14399.97,10.0222,UNIQUE,D,0.3010,-1.79,-1.7932,+0.0032,evidence attached; log_gf UNCHANGED
gf_172232,C I,14403.250000000002,8.8466,UNIQUE,B,0.0458,-0.1919999999999999,-0.1938,+0.0018,evidence attached; log_gf UNCHANGED
gf_172239,C I,14413.49,10.0158,ABSENT,,,-1.896,,,no evidence attached
gf_172242,C I,14420.12,8.8507,UNIQUE,B,0.0458,0.429,0.4314,-0.0024,evidence attached; log_gf UNCHANGED
gf_172248,C I,14428.44,10.0158,ABSENT,,,-1.77,,,no evidence attached
gf_172250,C I,14429.03,8.8481,UNIQUE,B,0.0458,-0.343,-0.3439,+0.0009,evidence attached; log_gf UNCHANGED
gf_172254,C I,14434.4,10.0222,UNIQUE,D,0.3010,-1.193,-1.2007,+0.0077,evidence attached; log_gf UNCHANGED
gf_172256,C I,14435.03,10.0158,ABSENT,,,-1.525,,,no evidence attached
gf_172260,C I,14442.24,8.8507,UNIQUE,B,0.0458,-0.362,-0.3615,-0.0005,evidence attached; log_gf UNCHANGED
gf_172264,C I,14448.760000000002,10.0222,UNIQUE,D,0.3010,-1.147,-1.1549,+0.0079,evidence attached; log_gf UNCHANGED
gf_172278,C I,14452.579999999998,10.0181,UNIQUE,D,0.3010,-1.418,-1.3979,-0.0201,evidence attached; log_gf UNCHANGED
gf_172290,C I,14463.409999999998,10.0181,UNIQUE,D,0.3010,-1.355,-1.3468,-0.0082,evidence attached; log_gf UNCHANGED
gf_172298,C I,14471.78,8.8507,ABSENT,,,-1.582,,,no evidence attached
gf_172301,C I,14474.240000000002,10.0181,UNIQUE,D,0.3010,-2.257,-2.2596,+0.0026,evidence attached; log_gf UNCHANGED
