canonical_line_id,physical_transition_id,species,ion,wavelength_air_A,medium,excitation_potential_eV,loggf,gf_sigma_dex,nist_grade,gf_tier,source_class,adopted_source,source_doi,source_set_membership,hfs_isotope_status,intake_status,notes
gf_177545,pk_2b5da7c9c9b5,C I,1.0,21191.8153,air,9.8343,-0.187,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177553,pk_3dc4a23b84e8,C I,1.0,21211.51,air,9.8348,-0.0669999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177573,pk_bc91b84362df,C I,1.0,21259.297,air,9.8333,-0.623,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177574,pk_8205409010d8,C I,1.0,21259.8968,air,9.8333,0.493,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177582,pk_e36e13d9c087,C I,1.0,21295.1872,air,9.8343,-0.167,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177611,pk_3688e545460d,C I,1.0,21364.4683,air,10.1382,-1.118,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177675,pk_0bb224a8db8f,C I,1.0,21514.5275,air,10.1382,-1.023,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177767,pk_3c9520f678a5,C I,1.0,21691.1794,air,9.8333,-1.583,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177768,pk_7ffa3f3a7dda,C I,1.0,21691.6792,air,9.8333,-0.431,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177788,pk_df3a08bc5944,C I,1.0,21728.5692,air,9.8343,-1.127,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_177889,pk_2bb91f6a0112,C I,1.0,21906.2208,air,10.3524,-1.718,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,BRW,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178037,pk_6c34191bbffe,C I,1.0,22156.2527,air,8.7711,-2.573,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,KCN,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178039,pk_0bc82897a3ef,C I,1.0,22160.4516,air,8.7711,-1.611,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178041,pk_349ae6953fec,C I,1.0,22166.8498,air,8.7711,-2.001,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178399,pk_5854f52ca865,C I,1.0,22906.5484,air,9.1718,-0.2169999999999999,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178426,pk_b4f60cc1750d,C I,1.0,22959.9339,air,10.3946,-1.802,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,KCO,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178451,pk_d6754b05042a,C I,1.0,22985.4269,air,10.3959,-1.532,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178469,pk_3b61c6f5ee97,C I,1.0,23010.72,air,10.3834,-1.78,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,KCN,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178497,pk_752ebad0f72e,C I,1.0,23049.8094,air,10.3897,-1.45,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,KCO,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178500,pk_9196794d77fd,C I,1.0,23063.0058,air,10.3851,-1.611,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178540,pk_7720b95d39f5,C I,1.0,23154.7808,air,9.1718,-1.177,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,BRW,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178549,pk_a0db8643a1e1,C I,1.0,23179.674,air,10.4082,-1.298,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_178963,pk_fb4be23c1756,C I,1.0,24143.1116,air,9.1718,-2.491,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_179070,pk_27b7038a2004,C I,1.0,24443.4298,air,9.6311,-0.806,,,VALD3,FALLBACK,VALD3,,linelist,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002504,pk_c1fc65c1f250,C II,2.0,4700.036,air,21.733,-14.673,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002505,pk_ede3201c595a,C II,2.0,4700.438,air,21.734,-12.1997,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002506,pk_e93de7cb51f8,C II,2.0,4740.109,air,22.041,-10.275,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002507,pk_97deb7d4603f,C II,2.0,4779.782,air,22.474,-2.149,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002508,pk_708122bb9764,C II,2.0,4790.604,air,22.202,-4.656,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002509,pk_99b5d8ac39be,C II,2.0,4800.657,air,20.951,-5.0809,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002510,pk_ae8628efbb3b,C II,2.0,4810.081,air,20.951,-7.1999,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002511,pk_ddeaa8d337ca,C II,2.0,4849.522,air,24.275,-4.004,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002512,pk_1dd8e11d2af6,C II,2.0,4849.778,air,24.272,-4.331,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002513,pk_74713708ad7f,C II,2.0,4850.597,air,24.27,-5.054,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002514,pk_1f0706617ec4,C II,2.0,4878.831,air,21.734,-11.896,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002515,pk_ffc73da7f6b2,C II,2.0,4878.879,air,17.609,-13.1347,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002516,pk_8dba2d05f66b,C II,2.0,4878.919,air,20.845,-7.499,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002517,pk_ebc3ad521571,C II,2.0,4880.689,air,22.528,-3.554,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002518,pk_37de8a3a7041,C II,2.0,4890.093,air,22.533,-6.696,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002519,pk_06418a1bbc99,C II,2.0,4909.355,air,24.371,-5.388,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002520,pk_cbf34d97be71,C II,2.0,4909.673,air,20.704,-4.683,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002521,pk_2d71c1044fc9,C II,2.0,4920.542,air,20.71,-4.4087,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002522,pk_373f2f597846,C II,2.0,4958.66,air,22.571,-1.02,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002523,pk_4f7aa18d7be7,C II,2.0,4959.92,air,22.568,-1.032,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002524,pk_4aa9fe334c24,C II,2.0,5039.639,air,24.371,-2.005,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002525,pk_88bf8f558b00,C II,2.0,5040.709,air,20.922,-1.098,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002526,pk_dc1d7ef1356a,C II,2.0,5049.243,air,24.371,-1.088,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002527,pk_67e61a3af860,C II,2.0,5060.453,air,20.704,-11.6057,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002528,pk_159a4c775543,C II,2.0,5060.555,air,20.704,-11.607,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002529,pk_780ab0f51569,C II,2.0,5091.078,air,20.951,-3.9658,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002530,pk_1510d30adf7b,C II,2.0,5099.862,air,20.951,-4.296,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002531,pk_e31d2656fdc0,C II,2.0,5109.049,air,20.845,-6.88,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002532,pk_7dc815c35814,C II,2.0,5109.235,air,20.845,-6.7036,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002533,pk_99265a2ce410,C II,2.0,5119.462,air,25.067,0.0,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,GUES,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002534,pk_a2e37debb012,C II,2.0,5120.076,air,20.15,-1.898,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002535,pk_fd2364101aa6,C II,2.0,5120.168,air,25.07,-0.2,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,GUES,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002536,pk_d28a09f6c886,C II,2.0,5139.174,air,20.704,-0.707,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002537,pk_09827123bbd4,C II,2.0,5151.085,air,20.71,-0.179,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002538,pk_03a03555cc3b,C II,2.0,5198.96,air,20.845,-7.1387,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002539,pk_f93e2e46273d,C II,2.0,5199.152,air,20.845,-6.9587,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002540,pk_8bdce819cf15,C II,2.0,5207.982,air,24.372,-3.063,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002541,pk_5c82580731e9,C II,2.0,5208.744,air,20.15,-4.76,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002542,pk_d9810888b6d9,C II,2.0,5210.515,air,22.689,-7.806,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002543,pk_3540d983f9ed,C II,2.0,5210.558,air,20.151,-3.759,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002544,pk_bb3671230045,C II,2.0,5210.631,air,22.689,-7.789,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002545,pk_f14916609345,C II,2.0,5249.528,air,24.275,-1.04,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002546,pk_62170b66079d,C II,2.0,5249.898,air,24.27,-2.194,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002547,pk_e49737e8f560,C II,2.0,5259.056,air,24.275,-0.262,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002548,pk_81d7937059f8,C II,2.0,5259.7219,air,24.271,-0.2349,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002549,pk_0b37b2a98986,C II,2.0,5290.0805,air,26.63,-0.699,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,GUES,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002550,pk_f513b8567376,C II,2.0,5318.453,air,22.041,-11.452,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002551,pk_a4002f124f85,C II,2.0,5320.834,air,22.041,-12.3962,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002552,pk_9ed046251954,C II,2.0,5320.947,air,22.044,-11.26,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002553,pk_27f57b51191f,C II,2.0,5327.778,air,22.044,-12.5217,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002554,pk_235d85bb0ac5,C II,2.0,5338.667,air,16.333,-9.179,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002555,pk_349ddd42bcf1,C II,2.0,5339.636,air,20.951,-4.8389,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002556,pk_b2f7ea952b3c,C II,2.0,5359.936,air,24.27,-3.071,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002557,pk_d8b06b5f05c5,C II,2.0,5367.736,air,25.99,-0.5,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,GUES,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002558,pk_502236e0db70,C II,2.0,5368.076,air,20.92,-2.299,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002559,pk_99c2c9fc916c,C II,2.0,5368.338,air,20.845,-2.269,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002560,pk_352c69cfa990,C II,2.0,5368.5078,air,20.845,-1.123,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002561,pk_4002adef5f79,C II,2.0,5368.658,air,20.845,-1.5,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,GUES,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002562,pk_5084b75b813f,C II,2.0,5399.012,air,18.655,-13.7754,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002563,pk_4205d7f97f67,C II,2.0,5400.502,air,18.656,-12.9699,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002564,pk_f2c85dfa939f,C II,2.0,5430.817,air,23.708,-17.656,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002565,pk_79443f20313e,C II,2.0,5439.475,air,23.711,-20.906,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002566,pk_39743b3b814b,C II,2.0,5440.765,air,20.951,-1.631,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002567,pk_b633cfce59e5,C II,2.0,5450.37,air,20.845,-13.55,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002568,pk_3922898e3955,C II,2.0,5450.581,air,20.845,-12.9407,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002569,pk_b9ebca491bd0,C II,2.0,5451.535,air,23.708,-9.871,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002570,pk_634c0b0cd3ad,C II,2.0,5468.458,air,18.656,-8.3358,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002571,pk_29dccce63a3e,C II,2.0,5478.587,air,24.373,-0.659,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002572,pk_f9360ab1865f,C II,2.0,5478.773,air,22.533,-4.721,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002573,pk_0086e8449833,C II,2.0,5488.465,air,24.37,-1.528,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002574,pk_b97a45e22d8d,C II,2.0,5488.965,air,24.373,-1.559,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002575,pk_1628c1e18516,C II,2.0,5489.713,air,22.537,-6.358,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002576,pk_9daba0b61a95,C II,2.0,5490.135,air,24.371,-1.29,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002577,pk_16b0c657cabe,C II,2.0,5491.362,air,22.533,-6.235,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002578,pk_949433721c68,C II,2.0,5521.723,air,22.823,-3.82,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002579,pk_9faaab2fd9a4,C II,2.0,5527.527,air,22.131,-6.251,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002580,pk_1ee04933b027,C II,2.0,5528.52,air,24.654,-3.442,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002581,pk_e02aab168a92,C II,2.0,5530.444,air,22.131,-6.877,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002582,pk_b2ad86f75cef,C II,2.0,5530.627,air,22.131,-7.493,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002583,pk_d9006118dbdc,C II,2.0,5537.609,air,19.495,-1.793,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002584,pk_abf0483ca883,C II,2.0,5548.843,air,20.92,-7.819,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002585,pk_8d4be57c6178,C II,2.0,5560.813,air,22.041,-11.342,,,KURUCZ,FALLBACK,K14,,synth,HFS_OR_ISOTOPE_COMPONENTS,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002586,pk_25c87edc66bb,C II,2.0,5561.694,air,24.602,-4.707,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002587,pk_f971b5d0bd47,C II,2.0,5568.194,air,24.602,-4.402,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002588,pk_37bf773fbf0a,C II,2.0,5571.57,air,24.603,-6.636,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002589,pk_e087f417f535,C II,2.0,5598.136,air,24.372,-6.354,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002590,pk_101e9fd2ea8a,C II,2.0,5601.797,air,24.37,-4.029,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002591,pk_3aa2ce6c61be,C II,2.0,5607.453,air,22.86,-12.597,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002592,pk_0238c862ca9c,C II,2.0,5640.549,air,20.702,-0.724,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002593,pk_a8bb509a821b,C II,2.0,5648.07,air,20.704,-0.424,,,OTHER,OTHER_COMPILED_OR_THEORETICAL,NIST10,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
gf_002594,pk_fad8d4975b42,C II,2.0,5648.846,air,20.92,-7.587,,,KURUCZ,FALLBACK,K14,,synth,NONE_RECORDED,INVENTORIED_NOT_FROZEN,Atomic inventory only; not an abundance-quality selection.
