species,element,ion,wavelength_air_A,excitation_potential_eV,log_gf,hfs_n_components,reference_code,gf_tier
Fe I,Fe,1,22786.0585,6.5318,-2.291,1,K14,KURUCZ
Fe I,Fe,1,22790.359499999995,6.1807,-1.911,1,K14,KURUCZ
Fe I,Fe,1,22792.256,5.3303,-1.963,1,K14,KURUCZ
Si I,Si,1,22792.9056,7.331,-1.443,1,K07,KURUCZ
Fe I,Fe,1,22794.6674,6.8042,-0.12,1,K14,KURUCZ
S I,S,1,22795.026,7.8677,-0.48,1,K04,KURUCZ
Fe I,Fe,1,22796.1539,6.7118,-2.162,1,K14,KURUCZ
Si I,Si,1,22798.3165,7.5006,-1.564,1,K07,KURUCZ
Fe I,Fe,1,22798.3633,5.7421,-2.234,1,K14,KURUCZ
Fe I,Fe,1,22800.0999,6.6638,-2.175,1,K14,KURUCZ
Mg I,Mg,1,22807.749777465524,6.719,0.08819745553688421,4,VALD3,VALD3
Cr I,Cr,1,22807.8191,5.2388,-1.287,1,K16,KURUCZ
Mg I,Mg,1,22808.025790104555,6.719,-0.10883436412282885,2,VALD3,VALD3
Mg I,Mg,1,22808.2652,6.719,-0.313,1,VALD3,VALD3
Fe I,Fe,1,22812.5864,5.7926,-0.901,1,K14,KURUCZ
Cr I,Cr,1,22815.9966,5.4709,-1.162,1,K16,KURUCZ
Ca I,Ca,1,22821.0643,4.6244,-0.396,1,K07,KURUCZ
Fe I,Fe,1,22823.81,5.7778,-2.931,1,K14,KURUCZ
Fe I,Fe,1,22826.2905,6.1324,-1.646,1,K14,KURUCZ
S I,S,1,22829.392,7.8663,-1.302,1,K04,KURUCZ
Fe I,Fe,1,22832.363899999997,5.0995,-1.269,1,K14,KURUCZ
Fe I,Fe,1,22837.9031,5.3852,-3.358,1,K14,KURUCZ
Si I,Si,1,22838.7327,7.4863,-2.55,1,K07,KURUCZ
Si I,Si,1,22841.5766,7.0917,-1.813,1,K07,KURUCZ
Mg I,Mg,1,22842.7658,6.9663,-2.851,1,KCN,OTHER
Fe I,Fe,1,22845.9403,5.8279,-0.673,1,K14,KURUCZ
Fe I,Fe,1,22847.9453,5.7867,-3.299,1,K14,KURUCZ
Co I,Co,1,22855.0446,3.4092,-2.284,1,K08,KURUCZ
Co I,Co,1,22855.2668,3.4092,-2.425,1,K08,KURUCZ
Co I,Co,1,22855.4467,3.4092,-2.589,1,K08,KURUCZ
Co I,Co,1,22855.597713784948,3.4092,-2.6225708300369526,2,K08,KURUCZ
Co I,Co,1,22855.8903313017,3.4091999999999993,-2.082580462480763,13,K08,KURUCZ
Si I,Si,1,22857.6932,7.1252,-1.184,1,K07,KURUCZ
Fe I,Fe,1,22859.5016,5.1055,-2.97,1,K14,KURUCZ
Fe I,Fe,1,22861.6501,6.731,-2.364,1,K14,KURUCZ
Si I,Si,1,22863.2918,7.3297,-2.614,1,K07,KURUCZ
Cr I,Cr,1,22868.4642,5.4785,-0.895,1,K16,KURUCZ
Si I,Si,1,22869.672600000005,7.3297,-2.766,1,K07,KURUCZ
Si I,Si,1,22872.4457,7.3297,-1.251,1,K07,KURUCZ
Fe I,Fe,1,22872.5399,6.2003,-0.634,1,K14,KURUCZ
S I,S,1,22875.5545,7.8663,-1.67,1,K04,KURUCZ
Fe I,Fe,1,22876.2612,6.62,-2.426,1,K14,KURUCZ
Si I,Si,1,22877.1563,7.3297,-2.378,1,K07,KURUCZ
Ti I,Ti,1,22878.7636,4.9328,-0.14799999999999996,1,K16,KURUCZ
Fe I,Fe,1,22879.0149,6.7091,-1.163,1,K14,KURUCZ
Fe I,Fe,1,22882.5078,5.8388,-2.277,1,K14,KURUCZ
Fe I,Fe,1,22883.0106,6.4609,-0.981,1,K14,KURUCZ
Fe I,Fe,1,22887.1178,6.7091,-2.014,1,K14,KURUCZ
S I,S,1,22887.2854,7.8677,-1.085,1,K04,KURUCZ
Fe I,Fe,1,22887.3955,6.4433,-2.123,1,K14,KURUCZ
Fe I,Fe,1,22887.7832,6.691,-2.06,1,K14,KURUCZ
S I,S,1,22888.4906,7.8699,-0.788,1,K04,KURUCZ
Ti I,Ti,1,22890.0104,2.2363,-2.52,1,K16,KURUCZ
Fe I,Fe,1,22891.3627,6.7376,-2.375,1,K14,KURUCZ
Fe I,Fe,1,22903.6503,6.7696,-1.674,1,K14,KURUCZ
Mg I,Mg,1,22905.448700000004,6.779,-1.626,1,VALD3,VALD3
C I,C,1,22906.5484,9.1718,-0.21699999999999997,1,VALD3,VALD3
Mg I,Mg,1,22906.589000000004,6.779,-3.43,1,KP,OTHER
Mg I,Mg,1,22906.836,6.779,-1.83,1,KP,OTHER
Fe I,Fe,1,22913.0676,6.7246,-1.229,1,K14,KURUCZ
Mn I,Mn,1,22921.9514,6.2115,-1.022,1,K07,KURUCZ
S I,S,1,22929.833,9.1638,-0.92,1,KP,OTHER
S I,S,1,22930.3371,9.1638,-0.888,1,K04,KURUCZ
S I,S,1,22930.907809643744,9.1638,-0.29894228206179113,2,KP,OTHER
S I,S,1,22931.1366,9.1638,-0.536,1,K04,KURUCZ
S I,S,1,22932.147000000004,9.1638,-0.67,1,KP,OTHER
S I,S,1,22933.6826,7.8677,-2.15,1,K04,KURUCZ
Si I,Si,1,22934.5718,6.0787,-1.382,1,K07,KURUCZ
Fe I,Fe,1,22935.0769,4.2944,-4.333,1,K14,KURUCZ
Si I,Si,1,22936.1292,7.166,-1.531,1,K07,KURUCZ
Ca I,Ca,1,22943.3458,5.4471,-1.974,1,K07,KURUCZ
Fe I,Fe,1,22943.4775,6.7288,-1.41,1,K14,KURUCZ
S I,S,1,22950.240783977646,9.1643,-0.32984242261305763,2,KP,OTHER
S I,S,1,22950.4511,9.1643,-1.014,1,K04,KURUCZ
S I,S,1,22951.463,9.1643,-0.45,1,KP,OTHER
S I,S,1,22952.7274,9.1643,-0.219,1,K04,KURUCZ
S I,S,1,22953.255,9.1643,-0.25,1,KP,OTHER
Si I,Si,1,22954.2083,7.1252,-0.932,1,K07,KURUCZ
K I,K,1,22954.793,3.7425,-1.07,1,KP,OTHER
Fe I,Fe,1,22956.0056,5.3342,-1.946,1,K14,KURUCZ
Fe I,Fe,1,22957.1601,7.0324,-1.455,1,K14,KURUCZ
Fe I,Fe,1,22957.6451,6.7246,-1.705,1,K14,KURUCZ
Si I,Si,1,22958.0036,7.2297,-0.908,1,K07,KURUCZ
C I,C,1,22959.9339,10.3946,-1.802,1,KCO,OTHER
Co I,Co,1,22961.7766,5.4365,-2.462,1,K08,KURUCZ
Co I,Co,1,22962.0037,5.4364,-2.258,1,K08,KURUCZ
Co I,Co,1,22962.2138,5.4364,-2.193,1,K08,KURUCZ
Fe I,Fe,1,22962.222099999995,6.7246,-1.575,1,K14,KURUCZ
Co I,Co,1,22962.408799999997,5.4364,-2.2,1,K08,KURUCZ
Co I,Co,1,22962.5903,5.4364,-2.266,1,K08,KURUCZ
Co I,Co,1,22962.823422178542,5.436422222222222,-1.1410610896504745,9,K08,KURUCZ
Co I,Co,1,22963.2024,5.4364,-2.684,1,K08,KURUCZ
Co I,Co,1,22963.3294,5.4364,-2.404,1,K08,KURUCZ
Ti I,Ti,1,22963.3301,1.8871,-1.53,1,VALD3,VALD3
Co I,Co,1,22963.4458,5.4364,-2.266,1,K08,KURUCZ
Co I,Co,1,22963.659935667092,5.43645,-1.6636627465230127,4,K08,KURUCZ
Mn I,Mn,1,22979.4739,5.1334,-3.538,1,K07,KURUCZ
Mn I,Mn,1,22979.613771860793,5.1334,-3.061017130880039,2,K07,KURUCZ
Mn I,Mn,1,22979.891046736906,5.1334,-2.83909509701786,3,K07,KURUCZ
Fe I,Fe,1,22980.0359,6.7422,-2.416,1,K14,KURUCZ
Mn I,Mn,1,22980.300783239152,5.1334,-2.6930035763260824,3,K07,KURUCZ
Mn I,Mn,1,22980.83546943582,5.1334,-2.5842447773868873,3,K07,KURUCZ
Mn I,Mn,1,22981.485103468356,5.1335,-2.4966486938919656,3,K07,KURUCZ
S I,S,1,22981.5097,7.8699,-2.031,1,K04,KURUCZ
S I,S,1,22982.0803,9.165,-1.366,1,K04,KURUCZ
S I,S,1,22983.296,9.165,-1.39,1,KP,OTHER
S I,S,1,22984.5637,9.165,-0.521,1,K04,KURUCZ
S I,S,1,22985.092,9.165,-0.54,1,KP,OTHER
C I,C,1,22985.4269,10.3959,-1.532,1,VALD3,VALD3
Sc I,Sc,1,22985.558,1.4478,-2.997,1,K09,KURUCZ
Ni I,Ni,1,22985.6629,5.3053,-1.525,1,K08,KURUCZ
Sc I,Sc,1,22985.752399999998,1.4478,-2.782,1,K09,KURUCZ
Sc I,Sc,1,22985.956111394713,1.4478,-1.8660243653686346,2,K09,KURUCZ
Ni I,Ni,1,22985.9905,5.3053,-1.939,1,K08,KURUCZ
Fe I,Fe,1,22986.0962,5.0674,-2.425,1,K14,KURUCZ
Sc I,Sc,1,22986.10256110033,1.4478,-1.9773902132504977,2,K09,KURUCZ
Sc I,Sc,1,22986.2341203112,1.4478,-2.10315847300089,2,K09,KURUCZ
Ni I,Ni,1,22986.289699999998,5.3053,-2.797,1,K08,KURUCZ
Sc I,Sc,1,22986.538436848397,1.4478000000000004,-1.6043627205522897,14,K09,KURUCZ
S I,S,1,22986.7833,9.165,0.06500000000000003,1,K04,KURUCZ
Fe I,Fe,1,22988.2792,6.5472,-1.126,1,K14,KURUCZ
Fe I,Fe,1,22991.5517,5.4781,-3.515,1,K14,KURUCZ
Cr I,Cr,1,22994.2381,6.0535,-0.564,1,K16,KURUCZ
Fe I,Fe,1,22994.8569,6.7417,-2.196,1,K14,KURUCZ
Fe I,Fe,1,22995.9148,6.7952,-1.679,1,K14,KURUCZ
Mg I,Mg,1,22998.3334,6.7827,-1.564,1,KCO,OTHER
C I,C,1,23010.72,10.3834,-1.78,1,KCN,OTHER
Fe I,Fe,1,23014.4803,6.7422,-2.266,1,K14,KURUCZ
Fe I,Fe,1,23020.1135,6.7271,-2.183,1,K14,KURUCZ
Fe I,Fe,1,23026.8898,6.9688,-2.174,1,K14,KURUCZ
Co I,Co,1,23028.938080820313,6.5613,-1.0518585361796422,2,K08,KURUCZ
Co I,Co,1,23029.11046160024,6.5613,-0.8914595368907063,2,K08,KURUCZ
Co I,Co,1,23029.2879,6.5613,-1.241,1,K08,KURUCZ
Co I,Co,1,23029.409182758016,6.5613,-0.8442306875663813,2,K08,KURUCZ
Co I,Co,1,23029.6223,6.5613,-1.136,1,K08,KURUCZ
Co I,Co,1,23029.80179045213,6.5613,-0.6977664408676174,2,K08,KURUCZ
Co I,Co,1,23030.0683,6.5613,-1.089,1,K08,KURUCZ
Co I,Co,1,23030.30616040241,6.5613,-0.5746193896215573,2,K08,KURUCZ
Co I,Co,1,23030.6258,6.5613,-1.095,1,K08,KURUCZ
Co I,Co,1,23030.92232184636,6.56135,-0.4652746713065065,2,K08,KURUCZ
Co I,Co,1,23031.2947,6.5614,-1.168,1,K08,KURUCZ
Co I,Co,1,23031.64995014178,6.5614,-0.3657017494385926,2,K08,KURUCZ
Co I,Co,1,23032.0752,6.5614,-1.379,1,K08,KURUCZ
Co I,Co,1,23032.4468,6.5614,-2.68,1,K08,KURUCZ
S I,S,1,23032.4761,9.504,-1.472,1,K04,KURUCZ
Fe I,Fe,1,23035.1774,7.0343,-1.158,1,K14,KURUCZ
Fe I,Fe,1,23037.014,6.7422,-1.758,1,K14,KURUCZ
Ca I,Ca,1,23037.2953,5.3,-2.079,1,K07,KURUCZ
S I,S,1,23037.678,9.504,-1.44,1,KP,OTHER
Fe I,Fe,1,23037.6935,6.1654,-2.964,1,K14,KURUCZ
Fe I,Fe,1,23038.3146,5.8135,-1.69,1,K14,KURUCZ
P I,P,1,23038.782,8.1315,-1.0,1,GUES,OTHER
Si I,Si,1,23041.3943,6.2227,-2.707,1,K07,KURUCZ
Fe I,Fe,1,23044.7936,5.7203,-2.185,1,K14,KURUCZ
C I,C,1,23049.8094,10.3897,-1.45,1,KCO,OTHER
Ca I,Ca,1,23053.6362,5.0261,-0.11,1,K07,KURUCZ
Fe I,Fe,1,23060.3525,6.7422,-1.668,1,K14,KURUCZ
C I,C,1,23063.0058,10.3851,-1.611,1,VALD3,VALD3
Mg I,Mg,1,23064.508,6.7827,-2.77,1,KP,OTHER
Fe I,Fe,1,23066.4127,6.6685,-2.522,1,K14,KURUCZ
Si I,Si,1,23077.1949,7.3019,-1.221,1,K07,KURUCZ
Fe I,Fe,1,23085.732,5.8134,-2.219,1,K14,KURUCZ
Fe I,Fe,1,23086.0891,6.5007,-2.667,1,K14,KURUCZ
Fe I,Fe,1,23104.6083,6.8658,-1.114,1,K14,KURUCZ
Si I,Si,1,23105.8205,6.0827,-2.447,1,K07,KURUCZ
Co I,Co,1,23109.0705,6.5145,-1.429,1,K08,KURUCZ
Co I,Co,1,23109.2309,6.5145,-0.859,1,K08,KURUCZ
Co I,Co,1,23109.3473,6.5145,-1.208,1,K08,KURUCZ
Co I,Co,1,23109.5612,6.5145,-0.833,1,K08,KURUCZ
Co I,Co,1,23109.73037880508,6.5145,-0.9404920541501097,2,K08,KURUCZ
Co I,Co,1,23110.002,6.5145,-0.752,1,K08,KURUCZ
Co I,Co,1,23110.225524356327,6.5145,-0.835974159689681,2,K08,KURUCZ
Fe I,Fe,1,23110.4568,6.1053,-2.647,1,K14,KURUCZ
Co I,Co,1,23110.5535,6.5145,-0.647,1,K08,KURUCZ
Co I,Co,1,23110.831707436428,6.5145,-0.8013868287595667,2,K08,KURUCZ
Co I,Co,1,23111.2163,6.5145,-0.534,1,K08,KURUCZ
Co I,Co,1,23111.548580365048,6.51455,-0.8229823497231874,2,K08,KURUCZ
Co I,Co,1,23111.9909,6.5146,-0.42,1,K08,KURUCZ
Fe I,Fe,1,23112.252,6.7422,-1.956,1,K14,KURUCZ
Co I,Co,1,23112.375502978368,6.5146,-0.9192280475065323,2,K08,KURUCZ
Co I,Co,1,23112.8777,6.5146,-0.309,1,K08,KURUCZ
Co I,Co,1,23113.3055,6.5146,-1.178,1,K08,KURUCZ
Co I,Co,1,23113.8776,6.5146,-0.20199999999999999,1,K08,KURUCZ
Co I,Co,1,23114.3588,6.5146,-1.399,1,K08,KURUCZ
Fe I,Fe,1,23115.5225,6.7395,-2.039,1,K14,KURUCZ
Fe I,Fe,1,23118.104299999995,5.8441,-2.743,1,K14,KURUCZ
Sc I,Sc,1,23119.5602,1.433,-2.763,1,K09,KURUCZ
Sc I,Sc,1,23119.8418,1.433,-2.904,1,K09,KURUCZ
Sc I,Sc,1,23120.06988979336,1.433,-2.9568239836244605,2,K09,KURUCZ
Sc I,Sc,1,23120.49996800472,1.433,-2.483302736526717,14,K09,KURUCZ
Si I,Si,1,23135.1276,7.3194,-2.054,1,K07,KURUCZ
Fe I,Fe,1,23136.3001,5.7934,-3.23,1,K14,KURUCZ
Si I,Si,1,23141.6128,6.8031,-0.972,1,K07,KURUCZ
Fe I,Fe,1,23144.5809,6.1751,-0.06899999999999998,1,VALD3,VALD3
Si I,Si,1,23144.891699999996,6.8031,-2.841,1,K07,KURUCZ
Fe I,Fe,1,23151.2162,6.5472,-2.21,1,K14,KURUCZ
Fe I,Fe,1,23154.0366,5.8294,-1.667,1,K14,KURUCZ
C I,C,1,23154.7808,9.1718,-1.177,1,BRW,OTHER
Fe I,Fe,1,23156.509,5.1124,-2.76,1,K14,KURUCZ
Fe I,Fe,1,23159.7116,6.6957,-1.658,1,K14,KURUCZ
Fe I,Fe,1,23164.2246,5.0856,-1.135,1,K14,KURUCZ
Fe I,Fe,1,23169.8831,6.7325,-1.816,1,K14,KURUCZ
Fe I,Fe,1,23172.616700000002,6.7453,-2.202,1,K14,KURUCZ
Al I,Al,1,23172.934,5.2363,-1.647,1,K75,KURUCZ
Fe I,Fe,1,23173.7232,5.8741,-1.098,1,K14,KURUCZ
Ti I,Ti,1,23176.8714,1.8732,-2.7,1,BLNP,OTHER
C I,C,1,23179.674,10.4082,-1.298,1,VALD3,VALD3
Fe I,Fe,1,23180.2946,5.3862,-2.38,1,K14,KURUCZ
Si I,Si,1,23181.6545,7.0055,-2.15,1,K07,KURUCZ
Ni I,Ni,1,23187.2677,5.7681,-2.412,1,K08,KURUCZ
Mn I,Mn,1,23187.993800000004,6.5079,-0.46040524734894755,2,K07,KURUCZ
Co I,Co,1,23188.2346,3.5299,-2.135,1,K08,KURUCZ
Co I,Co,1,23188.4634,3.5299,-2.351,1,K08,KURUCZ
Co I,Co,1,23188.6655,3.5299,-2.634,1,K08,KURUCZ
Co I,Co,1,23188.8533,3.5299,-3.073,1,K08,KURUCZ
Co I,Co,1,23189.401213656347,3.5299,-2.075608499600241,4,K08,KURUCZ
Co I,Co,1,23189.7926,3.5299,-2.772,1,K08,KURUCZ
Co I,Co,1,23189.9804,3.5299,-2.948,1,K08,KURUCZ
Co I,Co,1,23190.154,3.5299,-3.198,1,K08,KURUCZ
Co I,Co,1,23190.3009,3.5299,-3.626,1,K08,KURUCZ
Fe I,Fe,1,23192.5716,6.1807,-2.465,1,K14,KURUCZ
Al I,Al,1,23194.756999999998,5.2368,-1.1904674139329394,2,KP,OTHER
Fe I,Fe,1,23196.2309,6.7453,-2.354,1,K14,KURUCZ
Fe I,Fe,1,23197.6895,6.691,-2.092,1,K14,KURUCZ
Ni I,Ni,1,23200.182,5.7681,-1.494,1,K08,KURUCZ
Fe I,Fe,1,23203.0251,6.8661,-0.496,1,K14,KURUCZ
Si I,Si,1,23203.8329,7.4994,-2.005,1,K07,KURUCZ
Fe I,Fe,1,23216.6093,6.7696,-1.662,1,K14,KURUCZ
Si I,Si,1,23218.625999999997,7.3194,-2.761,1,K07,KURUCZ
Ni I,Ni,1,23218.7985,6.8882,0.411,1,K08,KURUCZ
Fe I,Fe,1,23226.696,6.8658,-0.155,1,K14,KURUCZ
Mn I,Mn,1,23226.8363,6.5088,-0.308130534773852,2,K07,KURUCZ
Si I,Si,1,23229.7129,7.3197,-2.216,1,K07,KURUCZ
Fe I,Fe,1,23233.0437,6.731,-2.427,1,K14,KURUCZ
Fe I,Fe,1,23233.3245,6.4736,-1.585,1,K14,KURUCZ
Fe I,Fe,1,23233.5459,6.1053,-2.157,1,K14,KURUCZ
Fe I,Fe,1,23241.0751,6.0663,-1.439,1,K14,KURUCZ
Fe I,Fe,1,23241.3885,6.8661,-1.073,1,K14,KURUCZ
Fe I,Fe,1,23242.5827,6.6742,-1.982,1,K14,KURUCZ
Fe I,Fe,1,23246.3496,6.7609,-2.012,1,K14,KURUCZ
Fe I,Fe,1,23247.176700000004,6.8661,-0.315,1,K14,KURUCZ
Si I,Si,1,23249.35,7.1343,-1.265,1,K07,KURUCZ
Si I,Si,1,23251.9077,7.1038,-1.701,1,K07,KURUCZ
Fe I,Fe,1,23254.347,5.8279,-3.057,1,K14,KURUCZ
Si I,Si,1,23254.4876,7.5006,-0.902,1,K07,KURUCZ
Fe I,Fe,1,23257.1979,6.5997,-2.149,1,K14,KURUCZ
Si I,Si,1,23257.528,7.5161,-1.82,1,K07,KURUCZ
Fe I,Fe,1,23261.7815,5.7421,-3.277,1,K14,KURUCZ
Co I,Co,1,23269.45853694338,6.6352,-1.0157849918779787,2,K08,KURUCZ
Co I,Co,1,23269.59643736757,6.6352,-0.9092209428275252,3,K08,KURUCZ
Co I,Co,1,23269.804323826942,6.635233333333333,-0.7442172310494721,3,K08,KURUCZ
Co I,Co,1,23270.08725868577,6.6353,-0.6308648658041893,3,K08,KURUCZ
Co I,Co,1,23270.377777384027,6.6353,-0.736711014999481,2,K08,KURUCZ
Co I,Co,1,23270.550600000002,6.6353,-0.995,1,K08,KURUCZ
Co I,Co,1,23270.7501,6.6353,-0.76,1,K08,KURUCZ
Co I,Co,1,23270.8666,6.6353,-1.257,1,K08,KURUCZ
Co I,Co,1,23271.0211,6.6353,-0.988,1,K08,KURUCZ
Co I,Co,1,23271.2461,6.6353,-0.541,1,K08,KURUCZ
Co I,Co,1,23271.5713,6.6353,-1.053,1,K08,KURUCZ
Co I,Co,1,23271.8196,6.6353,-0.354,1,K08,KURUCZ
Co I,Co,1,23272.1991,6.6353,-1.257,1,K08,KURUCZ
Fe I,Fe,1,23280.7084,6.675,-1.632,1,K14,KURUCZ
Fe I,Fe,1,23281.0934,6.2222,-1.61,1,K14,KURUCZ
Fe I,Fe,1,23282.541,6.8346,-1.042,1,K14,KURUCZ
Al I,Al,1,23285.632,5.2252,-2.07,1,K75,KURUCZ
Fe I,Fe,1,23286.5596,6.8661,0.02900000000000002,1,K14,KURUCZ
Al I,Al,1,23289.169,5.2252,-2.371,1,K75,KURUCZ
Cr I,Cr,1,23294.7583,3.8567,-2.951,1,K16,KURUCZ
Fe I,Fe,1,23297.5106,5.9787,-3.067,1,K14,KURUCZ
Ca I,Ca,1,23297.7712,5.8863,-0.968,1,K07,KURUCZ
Fe I,Fe,1,23299.6771,6.7325,-1.422,1,K14,KURUCZ
Fe I,Fe,1,23302.4088,5.8741,-2.782,1,K14,KURUCZ
Fe I,Fe,1,23304.391500000005,6.7325,-1.651,1,K14,KURUCZ
Fe I,Fe,1,23308.4774,4.0758,-2.31,1,K14,KURUCZ
K I,K,1,23318.937,3.7425,-1.14,1,KP,OTHER
Cr I,Cr,1,23320.1779,5.2368,-1.439,1,K16,KURUCZ
Fe I,Fe,1,23325.1945,5.7203,-2.193,1,K14,KURUCZ
Fe I,Fe,1,23325.3795,6.6638,-2.001,1,K14,KURUCZ
Mg I,Mg,1,23327.6337,6.719,-2.212152503070824,2,VALD3,VALD3
Mg I,Mg,1,23328.0936,6.719,-1.493,1,VALD3,VALD3
Mg I,Mg,1,23328.319,6.719,-2.53,1,KP,OTHER
Mg I,Mg,1,23328.542,6.719,-3.54,1,KP,OTHER
Fe I,Fe,1,23329.0754,5.8793,-2.772,1,K14,KURUCZ
Mg I,Mg,1,23331.6326,6.719,-1.6392807830766887,2,VALD3,VALD3
Fe I,Fe,1,23332.07,6.0887,-1.938,1,K14,KURUCZ
Mg I,Mg,1,23332.348,6.719,-2.06,1,KP,OTHER
Mg I,Mg,1,23332.571,6.719,-2.36,1,KP,OTHER
Ca I,Ca,1,23333.2408,5.4896,-2.098,1,K07,KURUCZ
Mg I,Mg,1,23333.6321,6.719,-2.116,1,VALD3,VALD3
Mg I,Mg,1,23334.374,6.719,-2.24,1,KP,OTHER
Na I,Na,1,23348.37803688826,3.7526000000000006,0.281106155044777,6,VALD3,VALD3
Si I,Si,1,23349.2081,7.1343,-1.102,1,K07,KURUCZ
Fe I,Fe,1,23352.5242,6.675,-2.112,1,K14,KURUCZ
Fe I,Fe,1,23362.0196,5.7778,-3.11,1,K14,KURUCZ
Fe I,Fe,1,23362.8986,6.6628,-1.452,1,K14,KURUCZ
Fe I,Fe,1,23366.1039,6.1324,-2.011,1,K14,KURUCZ
Fe I,Fe,1,23370.5284,6.7546,-1.763,1,K14,KURUCZ
Na I,Na,1,23378.95972470632,3.7533,-0.4169974736000787,9,VALD3,VALD3
Na I,Na,1,23379.13968124912,3.7533,0.5380003832158093,9,VALD3,VALD3
Si I,Si,1,23382.2694,7.1133,-2.929,1,K07,KURUCZ
Si I,Si,1,23385.0862,7.1133,-3.136,1,K07,KURUCZ
Ni I,Ni,1,23389.9228,6.256,-1.26,1,K08,KURUCZ
Fe I,Fe,1,23393.9895,6.7827,-2.076,1,K14,KURUCZ
Fe I,Fe,1,23394.564300000002,6.7376,-2.445,1,K14,KURUCZ
Fe I,Fe,1,23399.4158,7.0764,-1.954,1,K14,KURUCZ
Fe I,Fe,1,23400.1223,6.6193,-0.948,1,K14,KURUCZ
Ti I,Ti,1,23403.8802,4.2409,-1.034,1,K16,KURUCZ
Sc I,Sc,1,23404.194,1.4395,-2.941,1,K09,KURUCZ
Sc I,Sc,1,23404.3768,1.4395,-2.737,1,K09,KURUCZ
Sc I,Sc,1,23404.51849087002,1.4395,-1.9472928275970054,2,K09,KURUCZ
Si I,Si,1,23404.5541,7.4994,-1.457,1,K07,KURUCZ
Sc I,Sc,1,23404.892584460526,1.4395,-1.527083699140763,17,K09,KURUCZ
Si I,Si,1,23406.2254,7.0288,-2.173,1,K07,KURUCZ
Cr I,Cr,1,23407.59,5.2388,-1.742,1,K16,KURUCZ
Fe I,Fe,1,23413.7245,6.7952,-2.273,1,K14,KURUCZ
Fe I,Fe,1,23414.569,6.7453,-2.393,1,K14,KURUCZ
Fe I,Fe,1,23418.0902,5.3448,-2.626,1,K14,KURUCZ
Ca I,Ca,1,23420.5699,5.885,-1.235,1,K07,KURUCZ
Fe I,Fe,1,23423.2642,6.7034,-1.164,1,K14,KURUCZ
Si I,Si,1,23431.2465,7.1079,-1.706,1,K07,KURUCZ
Ca I,Ca,1,23438.5198,5.3213,-2.133,1,K07,KURUCZ
Fe I,Fe,1,23439.173699999996,6.5654,-0.975,1,K14,KURUCZ
Ti I,Ti,1,23441.482499999995,1.8792,-1.63,1,VALD3,VALD3
Fe I,Fe,1,23442.8618,6.6665,-1.94,1,K14,KURUCZ
Ca I,Ca,1,23450.2028,5.2995,-0.919,1,K07,KURUCZ
Fe I,Fe,1,23455.0388,6.7116,-2.286,1,K14,KURUCZ
Si I,Si,1,23455.3745,7.5006,-1.786,1,K07,KURUCZ
Si I,Si,1,23457.559399999995,7.0299,-3.112,1,K07,KURUCZ
Ca I,Ca,1,23459.1612,5.2997,-0.75,1,K07,KURUCZ
Ca I,Ca,1,23459.6347,5.2997,-1.655,1,K07,KURUCZ
Fe I,Fe,1,23466.4133,5.9558,-2.613,1,K14,KURUCZ
Mn I,Mn,1,23470.29744488876,5.5986,-2.1572610203873013,3,K07,KURUCZ
Mn I,Mn,1,23470.4814,5.5986,-2.232,1,K07,KURUCZ
Mn I,Mn,1,23470.6016,5.5986,-2.232,1,K07,KURUCZ
Mn I,Mn,1,23470.7086,5.5986,-2.561,1,K07,KURUCZ
Mn I,Mn,1,23470.8691,5.5986,-2.13,1,K07,KURUCZ
Mn I,Mn,1,23471.0494,5.5986,-2.13,1,K07,KURUCZ
Mn I,Mn,1,23471.2099,5.5986,-2.114,1,K07,KURUCZ
Mn I,Mn,1,23471.4238,5.5986,-2.135,1,K07,KURUCZ
Mn I,Mn,1,23471.6643,5.5986,-2.135,1,K07,KURUCZ
Mn I,Mn,1,23471.8782,5.5986,-1.783,1,K07,KURUCZ
Mn I,Mn,1,23472.1457,5.5987,-2.298,1,K07,KURUCZ
Mn I,Mn,1,23472.4462,5.5986,-2.298,1,K07,KURUCZ
Mn I,Mn,1,23472.7137,5.5987,-1.52,1,K07,KURUCZ
Ca I,Ca,1,23473.2125,5.3,-0.588,1,K07,KURUCZ
Ca I,Ca,1,23473.8739,5.3,-1.652,1,K07,KURUCZ
Fe I,Fe,1,23474.9101,6.7395,-1.781,1,K14,KURUCZ
Fe I,Fe,1,23484.8528,5.3516,-2.874,1,K14,KURUCZ
Fe I,Fe,1,23489.6535,5.3933,-3.242,1,K14,KURUCZ
Fe I,Fe,1,23494.4451,6.5911,-1.992,1,K14,KURUCZ
Mg I,Mg,1,23494.5882,6.9813,-2.146,1,VALD3,VALD3
Fe I,Fe,1,23494.9752,5.0117,-2.752,1,K14,KURUCZ
Fe I,Fe,1,23496.3446,6.7246,-0.954,1,K14,KURUCZ
Mg I,Mg,1,23498.587200000005,6.9813,-1.578,1,VALD3,VALD3
Mg I,Mg,1,23499.46,6.9813,-1.182450688879112,3,KP,OTHER
Ca I,Ca,1,23506.1342,5.8839,-1.407,1,K07,KURUCZ
Fe I,Fe,1,23509.9263,6.8346,-2.112,1,K14,KURUCZ
Fe I,Fe,1,23510.3243,5.9464,-0.798,1,K14,KURUCZ
Fe I,Fe,1,23510.6948,5.8741,-2.677,1,K14,KURUCZ
