element,ion,wave_air_A,wave_vac_A,band,band_methods,ep_eV,log_gf_linelist_sum,log_gf_strongest_component,hfs_n_components,hfs_carried,central_depth,blend_flag,vald_proximity_min,instruments_coverage_module,instruments_on_sirius,instruments_coverage_blind_spot,best_gf_source,best_log_gf,best_sigma_dex,delta_best_minus_linelist,scale_mismatch,tier,telluric_required_band,canonical_log_gf,canonical_reference,canonical_gf_tier,canonical_hfs_n,canonical_lam_A,burheim_lam_vac_A,burheim_lam_air_A,burheim_gap_A,burheim_log_gf,burheim_unc_pct,burheim_sigma_dex,burheim_transition,papoulia19_log_gf,kurucz95_log_gf,topbase_m00_log_gf,nist_lam_A,nist_gap_A,nist_log_gf,nist_grade,nist_grade_worst,nist_sigma_dex,nist_n_components,nist_ref_line
Al,I,2080.7391,2081.4021,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.6076,-2.654,2,True,0.985,False,1.0,,,,UNGRADED,-2.607614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.023,2081.686,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.059,-4.059,1,False,0.769,False,1.0,,,,UNGRADED,-4.059,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.1091,2081.7722,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.5655,-2.612,2,True,0.986,False,1.0,,,,UNGRADED,-2.5655127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.145,2081.8081,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.971,-3.971,1,False,0.826,False,1.0,,,,UNGRADED,-3.971,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.367,2082.0301,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.462,-2.462,1,False,0.988,False,1.0,,,,UNGRADED,-2.462,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.424,2082.0871,FUV/<3000A (NO DECLARED POLICY),,0.0139,-4.016,-4.016,1,False,0.795,False,1.0,,,,UNGRADED,-4.016,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.5191,2082.1822,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.5215,-2.568,2,True,0.986,False,1.0,,,,UNGRADED,-2.5215127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.87,2082.5332,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.972,-3.972,1,False,0.819,False,1.0,,,,UNGRADED,-3.972,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2081.9761,2082.6393,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.4755,-2.522,2,True,0.987,False,1.0,,,,UNGRADED,-2.4755127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2082.212,2082.8753,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.913,-3.913,1,False,0.852,False,1.0,,,,UNGRADED,-3.913,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2082.368,2083.0313,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.926,-3.926,1,False,0.84,False,1.0,,,,UNGRADED,-3.926,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2082.469,2083.1323,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.402,-2.402,1,False,0.989,False,1.0,,,,UNGRADED,-2.402,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2082.4871,2083.1504,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.4276,-2.474,2,True,0.988,False,1.0,,,,UNGRADED,-2.4276142051694354,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2082.927,2083.5904,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.879,-3.879,1,False,0.862,False,1.0,,,,UNGRADED,-3.879,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2083.0601,2083.7235,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.3786,-2.425,2,True,0.988,False,1.0,,,,UNGRADED,-2.378614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2083.452,2084.1155,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.853,-3.853,1,False,0.879,False,1.0,,,,UNGRADED,-3.853,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2083.557,2084.2205,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.83,-3.83,1,False,0.882,False,1.0,,,,UNGRADED,-3.83,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2083.7071,2084.3707,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.3275,-2.374,2,True,0.989,False,1.0,,,,UNGRADED,-2.3275127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2083.75,2084.4136,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.338,-2.338,1,False,0.99,False,1.0,,,,UNGRADED,-2.338,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2084.27,2084.9337,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.779,-3.779,1,False,0.901,False,1.0,,,,UNGRADED,-3.779,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2084.4401,2085.1038,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.2745,-2.321,2,True,0.99,False,1.0,,,,UNGRADED,-2.2745127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2084.903,2085.5668,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.789,-3.789,1,False,0.902,False,1.0,,,,UNGRADED,-3.789,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2085.082,2085.7458,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.726,-3.726,1,False,0.917,False,1.0,,,,UNGRADED,-3.726,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2085.251,2085.9148,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.271,-2.271,1,False,0.991,False,1.0,,,,UNGRADED,-2.271,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2085.2752,2085.9391,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.2195,-2.266,2,True,0.99,False,1.0,,,,UNGRADED,-2.2195127991822785,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2086.012,2086.676,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.67,-3.67,1,False,0.93,False,1.0,,,,UNGRADED,-3.67,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2086.2342,2086.8982,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.1615,-2.208,2,True,0.991,False,1.0,,,,UNGRADED,-2.1615127991822787,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2086.616,2087.2801,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.722,-3.722,1,False,0.921,False,0.9619,,,,UNGRADED,-3.722,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2087.027,2087.6912,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.201,-2.201,1,False,0.991,False,1.0,,,,UNGRADED,-2.201,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2087.084,2087.7482,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.612,-3.612,1,False,0.939,False,1.0,,,,UNGRADED,-3.612,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2087.3402,2088.0045,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.1005,-2.147,2,True,0.992,False,1.0,,,,UNGRADED,-2.1005127991822783,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2088.33,2088.9944,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.552,-3.552,1,False,0.947,False,0.4094,,,,UNGRADED,-3.552,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2088.6272,2089.2917,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.0366,-2.083,2,True,0.992,False,1.0,,,,UNGRADED,-2.036614205169435,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2088.659,2089.3235,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.652,-3.652,1,False,0.935,False,1.0,,,,UNGRADED,-3.652,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2089.149,2089.8136,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.126,-2.126,1,False,0.992,False,1.0,,,,UNGRADED,-2.126,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2089.788,2090.4527,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.488,-3.488,1,False,0.953,False,1.0,,,,UNGRADED,-3.488,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2090.1353,2090.8001,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.9705,-2.017,2,True,0.993,False,1.0,,,,UNGRADED,-1.9705127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2091.123,2091.788,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.577,-3.577,1,False,0.945,False,1.0,,,,UNGRADED,-3.577,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2091.509,2092.1741,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.421,-3.421,1,False,0.957,False,1.0,,,,UNGRADED,-3.421,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2091.711,2092.3761,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.047,-2.047,1,False,0.993,False,1.0,,,,UNGRADED,-2.047,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2091.9193,2092.5844,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.8995,-1.946,2,True,0.993,False,1.0,,,,UNGRADED,-1.8995127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2093.562,2094.2275,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.351,-3.351,1,False,0.961,False,1.0,,,,UNGRADED,-3.351,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2094.0494,2094.715,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.8255,-1.872,2,True,0.994,False,1.0,,,,UNGRADED,-1.8255127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2094.132,2094.7976,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.498,-3.498,1,False,0.952,False,1.0,,,,UNGRADED,-3.498,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2094.263,2094.9286,FUV/<3000A (NO DECLARED POLICY),,11.8466,0.242,0.242,1,False,0.004,False,1.0,,,,UNGRADED,0.242,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2094.789,2095.4547,FUV/<3000A (NO DECLARED POLICY),,11.8468,0.082,0.082,1,False,0.003,False,1.0,,,,UNGRADED,0.082,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2094.847,2095.5127,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.963,-1.963,1,False,0.993,False,1.0,,,,UNGRADED,-1.963,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2095.138,2095.8038,FUV/<3000A (NO DECLARED POLICY),,11.8469,-0.088,-0.088,1,False,0.002,False,1.0,,,,UNGRADED,-0.08799999999999997,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2096.037,2096.7029,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.276,-3.276,1,False,0.965,False,1.0,,,,UNGRADED,-3.276,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2096.6235,2097.2896,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.7465,-1.793,2,True,0.994,False,1.0,,,,UNGRADED,-1.7465127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2097.86,2098.5263,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.414,-3.414,1,False,0.958,False,1.0,,,,UNGRADED,-3.414,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2098.741,2099.4075,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.873,-1.873,1,False,0.994,False,1.0,,,,UNGRADED,-1.873,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2099.06,2099.7265,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.197,-3.197,1,False,0.968,False,1.0,,,,UNGRADED,-3.197,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2099.7736,2100.4403,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.6625,-1.709,2,True,0.995,False,1.0,,,,UNGRADED,-1.6625127991822786,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2102.558,2103.2252,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.324,-3.324,1,False,0.962,False,1.0,,,,UNGRADED,-3.324,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2102.806,2103.4733,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.113,-3.113,1,False,0.971,False,1.0,,,,UNGRADED,-3.113,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2103.658,2104.3254,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.777,-1.777,1,False,0.994,False,1.0,,,,UNGRADED,-1.777,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2103.6847,2104.3521,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.5725,-1.619,2,True,0.995,False,1.0,,,,UNGRADED,-1.5725127991822785,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2107.526,2108.1942,FUV/<3000A (NO DECLARED POLICY),,0.0139,-3.023,-3.023,1,False,0.973,False,1.0,,,,UNGRADED,-3.023,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2108.596,2109.2644,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.228,-3.228,1,False,0.966,False,1.0,,,,UNGRADED,-3.228,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2108.6229,2109.2913,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.4755,-1.522,2,True,0.996,False,1.0,,,,UNGRADED,-1.4755127991822785,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2109.991,2110.6597,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.672,-1.672,1,False,0.995,False,1.0,,,,UNGRADED,-1.672,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2113.593,2114.2624,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.927,-2.927,1,False,0.975,False,1.0,,,,UNGRADED,-2.927,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2114.9832,2115.6529,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.3715,-1.418,2,True,0.996,False,1.0,,,,UNGRADED,-1.3715127991822784,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2116.542,2117.212,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.123,-3.123,1,False,0.968,False,1.0,,,,UNGRADED,-3.123,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2118.341,2119.0113,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.562,-1.562,1,False,0.995,False,1.0,,,,UNGRADED,-1.562,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2121.576,2122.247,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.822,-2.822,1,False,0.977,False,1.0,,,,UNGRADED,-2.822,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2123.362,2124.0333,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.302,-1.302,1,False,0.996,False,1.0,,,,UNGRADED,-1.302,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2123.384,2124.0553,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.262,-2.262,1,False,0.989,False,1.0,,,,UNGRADED,-2.262,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2127.302,2127.9741,FUV/<3000A (NO DECLARED POLICY),,0.0,-3.01,-3.01,1,False,0.971,False,1.0,,,,UNGRADED,-3.01,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2129.663,2130.3356,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.39,-1.39,1,False,0.996,False,1.0,,,,UNGRADED,-1.39,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2132.388,2133.0611,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.709,-2.709,1,False,0.979,False,1.0,,,,UNGRADED,-2.709,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2134.733,2135.4066,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.13,-1.13,1,False,0.997,False,1.0,,,,UNGRADED,-1.13,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2134.76,2135.4336,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.09,-2.09,1,False,0.99,False,1.0,,,,UNGRADED,-2.09,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2142.402,2143.0771,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.886,-2.886,1,False,0.974,False,1.0,,,,UNGRADED,-2.886,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2145.555,2146.2308,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.19,-1.19,1,False,0.997,False,1.0,,,,UNGRADED,-1.19,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2147.56,2148.2362,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.585,-2.585,1,False,0.981,False,1.0,,,,UNGRADED,-2.585,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2150.699,2151.3758,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.93,-0.93,1,False,0.997,False,1.0,,,,UNGRADED,-0.93,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2150.728,2151.4048,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.89,-1.89,1,False,0.992,False,1.0,,,,UNGRADED,-1.89,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2164.577,2165.2566,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.7487,-3.238,4,True,0.976,False,1.0,,,,UNGRADED,-2.748661315844732,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2168.826,2169.5065,FUV/<3000A (NO DECLARED POLICY),,0.0,-1.07,-1.07,1,False,0.997,False,1.0,,,,UNGRADED,-1.07,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2169.843,2170.5237,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.4478,-2.874,6,True,0.983,False,1.0,,,,UNGRADED,-2.447816096202919,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2174.07,2174.7516,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.81,-0.81,1,False,0.997,False,1.0,,,,UNGRADED,-0.81,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2174.113,2174.7946,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.77,-1.77,1,False,0.992,False,1.0,,,,UNGRADED,-1.77,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2192.601,2193.2864,FUV/<3000A (NO DECLARED POLICY),,11.8466,0.233,0.233,1,False,0.002,False,1.0,,,,UNGRADED,0.23300000000000004,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,II,2194.242,2194.9278,FUV/<3000A (NO DECLARED POLICY),,11.8468,0.073,0.073,1,False,0.002,False,1.0,,,,UNGRADED,0.07300000000000001,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2199.183,2199.8698,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.5977,-3.087,4,True,0.978,False,1.0,,,,UNGRADED,-2.597661315844732,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2204.619,2205.3069,FUV/<3000A (NO DECLARED POLICY),,0.0139,-2.2978,-2.724,6,True,0.984,False,1.0,,,,UNGRADED,-2.297816096202919,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2204.668,2205.356,FUV/<3000A (NO DECLARED POLICY),,0.0,-0.882,-0.882,1,False,0.997,False,1.0,,,,UNGRADED,-0.8819999999999999,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2210.06,2210.7491,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.622,-0.622,1,False,0.997,False,1.0,,,,UNGRADED,-0.622,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2210.13,2210.8191,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.582,-1.582,1,False,0.993,False,1.0,,,,UNGRADED,-1.582,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2258.008,2258.7073,FUV/<3000A (NO DECLARED POLICY),,0.0,-2.2397,-2.729,4,True,0.984,False,1.0,,,,UNGRADED,-2.2396613158447316,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2263.463,2264.1635,FUV/<3000A (NO DECLARED POLICY),,0.0,-0.711,-0.711,1,False,0.997,False,1.0,,,,UNGRADED,-0.711,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2263.738,2264.4385,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.9398,-2.366,6,True,0.989,False,1.0,,,,UNGRADED,-1.9398160962029187,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2269.095,2269.7967,FUV/<3000A (NO DECLARED POLICY),,0.0139,-0.451,-0.451,1,False,0.998,False,1.0,,,,UNGRADED,-0.451,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2269.221,2269.9227,FUV/<3000A (NO DECLARED POLICY),,0.0139,-1.411,-1.411,1,False,0.994,False,1.0,,,,UNGRADED,-1.411,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2311.036,2311.7468,FUV/<3000A (NO DECLARED POLICY),,3.5981,-1.29,-1.29,1,False,0.329,False,1.0,,,,UNGRADED,-1.29,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2312.491,2313.2022,FUV/<3000A (NO DECLARED POLICY),,3.5981,-0.58,-0.58,1,False,0.739,False,1.0,,,,UNGRADED,-0.5800000000000001,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2313.525,2314.2364,FUV/<3000A (NO DECLARED POLICY),,3.6038,-0.59,-0.59,1,False,0.731,False,1.0,,,,UNGRADED,-0.59,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2314.984,2315.6957,FUV/<3000A (NO DECLARED POLICY),,3.6038,-1.08,-1.08,1,False,0.455,False,1.0,,,,UNGRADED,-1.08,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2317.481,2318.1933,FUV/<3000A (NO DECLARED POLICY),,3.6038,-0.54,-0.54,1,False,0.752,False,1.0,,,,UNGRADED,-0.54,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
Al,I,2319.056,2319.7686,FUV/<3000A (NO DECLARED POLICY),,3.6132,-0.55,-0.55,1,False,0.744,False,1.0,,,,UNGRADED,-0.55,0.2,0.0,False,EXCLUDED-NO-HOME,,,,,,,,,,,,,,,,,,,,,,,,
