# Heiter et al. 2021, A&A 645 A106 (2021A&A...645A.106H) — VizieR J/A+A/645/A106, geslines.dat.
# SUBSET: Element == 'Fe', 4700 <= lambda <= 6900 A; 10 of 24 columns. Rows and values are AS PUBLISHED (RYA-161).
# Source: J_A+A_645_A106_geslines.dat.gz.fits.gz  md5 7dd3239948c2a71716d3158ae847bec3
Element	Ion	Isotope	lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Elow
Fe	2	0	5930.8845	-10.199	0.000	K13	-	-	2.642
Fe	2	0	5930.8845	-9.589	0.000	K13	-	-	2.642
Fe	2	0	5930.9038	-2.011	0.000	RU	-	-	10.937
Fe	2	0	5930.9791	-5.780	0.000	RU	-	-	10.678
Fe	1	0	5931.0523	-8.997	0.000	K07	-	-	5.309
Fe	1	0	5931.0826	-4.133	0.000	K07	-	-	5.334
Fe	1	0	5931.0991	-6.489	0.000	K07	-	-	5.309
Fe	2	0	5931.1540	-4.429	0.000	K13	-	-	11.930
Fe	3	0	5931.1557	-2.083	0.000	K10	-	-	22.620
Fe	1	0	5931.1913	-10.931	0.000	K07	-	-	0.859
Fe	1	0	5931.1913	-9.164	0.000	K07	-	-	0.859
Fe	1	0	5931.1952	-2.246	0.000	K07	-	-	5.064
Fe	2	0	5931.2201	-3.732	0.000	K13	-	-	11.930
Fe	3	0	5931.3880	-5.036	0.000	K10	-	-	23.607
Fe	3	0	5931.4443	-3.603	0.000	K10	-	-	23.609
Fe	1	0	5931.4848	-3.515	0.000	K07	-	-	4.652
Fe	1	0	5931.5858	-6.439	0.000	K07	-	-	5.309
Fe	2	0	5931.6558	-2.379	0.000	RU	-	-	10.858
Fe	3	0	5931.8314	-1.645	0.000	K10	-	-	22.616
Fe	3	0	5931.8455	-4.562	0.000	K10	-	-	23.607
Fe	1	0	5931.8923	-5.094	0.000	K07	-	-	4.076
Fe	2	0	5931.9860	-2.755	0.000	K13	-	-	13.243
Fe	1	0	5932.0377	-4.291	0.000	K07	-	-	4.988
Fe	2	0	5932.0469	-8.725	0.000	K13	-	-	11.481
Fe	2	0	5932.0472	-5.050	0.000	RU	-	-	3.199
Fe	2	0	5932.0835	-2.685	0.000	K13	-	-	13.241
Fe	2	0	5932.1254	-5.969	0.000	K13	-	-	13.193
Fe	2	0	5932.4580	-6.127	0.000	K13	-	-	12.175
Fe	1	0	5933.7975	-2.842	0.000	K07	N	U	4.638
Fe	1	0	5933.9296	-3.952	0.000	K07	-	-	4.301
Fe	1	0	5934.3047	-3.477	0.000	K07	-	-	4.988
Fe	1	0	5934.4220	-7.828	0.000	K07	-	-	0.087
Fe	1	0	5934.6545	-1.070	0.040	MRW	U	U	3.929
Fe	1	0	5935.1090	-3.664	0.000	K07	-	-	4.218
Fe	1	0	5935.1319	-2.846	0.000	K07	-	-	4.580
Fe	1	0	5935.2461	-3.728	0.000	K07	-	-	5.033
Fe	1	0	5935.3507	-3.144	0.000	K07	-	-	5.100
Fe	2	0	5935.4360	-1.565	0.000	RU	-	-	10.853
Fe	1	0	5936.9380	-2.439	0.000	K07	-	-	4.988
Fe	1	0	5937.0011	-11.106	0.000	K07	-	-	0.110
Fe	1	0	5937.0011	-7.816	0.000	K07	-	-	0.110
Fe	1	0	5937.1569	-1.558	0.000	K07	-	-	4.956
Fe	2	0	5937.2024	-2.678	0.000	RU	-	-	10.898
Fe	1	0	5937.5395	-4.424	0.000	K07	-	-	5.067
Fe	2	0	5937.5737	-4.292	0.000	K13	-	-	11.232
Fe	2	0	5937.7420	-4.217	0.000	RU	-	-	11.232
Fe	2	0	5937.8149	-4.371	0.000	K13	-	-	13.216
Fe	1	0	5937.9334	-4.486	0.000	K07	-	-	4.913
Fe	2	0	5937.9793	-9.132	0.000	K13	-	-	4.616
Fe	1	0	5938.0537	-3.559	0.000	K07	-	-	4.593
Fe	2	0	5938.1535	-4.725	0.000	K13	-	-	10.523
Fe	1	0	5938.1662	-7.247	0.000	K07	-	-	5.519
Fe	1	0	5938.2413	-5.409	0.000	K07	-	-	3.415
Fe	2	0	5938.3486	-5.081	0.000	RU	-	-	10.987
Fe	1	0	5938.4449	-7.939	0.000	K07	-	-	5.519
Fe	1	0	5938.4449	-7.917	0.000	K07	-	-	5.519
Fe	1	0	5938.6671	-9.600	0.000	K07	-	-	5.519
Fe	1	0	5938.6671	-8.530	0.000	K07	-	-	5.519
Fe	3	0	5938.8262	-1.224	0.000	K10	-	-	23.323
Fe	2	0	5938.8647	-6.669	0.000	K13	-	-	11.932
Fe	2	0	5938.9240	-5.365	0.000	K13	-	-	10.829
Fe	2	0	5938.9797	-3.406	0.000	K13	-	-	11.207
Fe	3	0	5939.0203	-0.363	0.000	K10	-	-	22.544
Fe	2	0	5939.0605	-2.327	0.000	RU	-	-	11.167
Fe	1	0	5939.0654	-3.492	0.000	K07	-	-	4.580
Fe	2	0	5939.0760	-4.719	0.000	RU	-	-	11.207
Fe	3	0	5939.1155	-2.265	0.000	K10	-	-	22.612
Fe	1	0	5939.2387	-5.100	0.000	K07	-	-	3.301
Fe	2	0	5939.4927	-5.510	0.000	K13	-	-	11.145
Fe	2	0	5939.6946	-8.168	0.000	K13	-	-	12.217
Fe	2	0	5939.7274	-7.217	0.000	K13	-	-	13.084
Fe	2	0	5939.9063	-4.136	0.000	K13	-	-	13.084
Fe	1	0	5939.9903	-10.469	0.000	K07	-	-	1.608
Fe	3	0	5940.0754	0.387	0.000	K10	-	-	22.544
Fe	3	0	5940.0966	0.358	0.000	K10	-	-	22.668
Fe	3	0	5940.1072	-0.307	0.000	K10	-	-	25.049
Fe	3	0	5940.1283	-6.318	0.000	K10	-	-	22.544
Fe	2	0	5940.1816	-5.233	0.000	K13	-	-	13.193
Fe	2	0	5940.1841	-8.005	0.000	K13	-	-	10.288
Fe	2	0	5940.1972	-3.537	0.000	K13	-	-	10.758
Fe	1	0	5940.3634	-2.260	0.000	K07	-	-	5.010
Fe	1	0	5940.4559	-3.381	0.000	K07	-	-	5.020
Fe	3	0	5940.5554	-0.439	0.000	K10	-	-	22.544
Fe	1	0	5940.9911	-2.050	0.100	MRW	U	Y	4.178
Fe	2	0	5941.0680	-4.943	0.000	K13	-	-	13.084
Fe	2	0	5941.1302	-4.729	0.000	RU	-	-	10.678
Fe	2	0	5941.1817	-6.638	0.000	K13	-	-	13.084
Fe	3	0	5941.1839	-5.992	0.000	K10	-	-	22.544
Fe	2	0	5941.2414	-3.292	0.000	K13	-	-	11.930
Fe	2	0	5941.2449	-6.574	0.000	K13	-	-	9.576
Fe	1	0	5941.4617	-3.874	0.000	K07	-	-	4.913
Fe	3	0	5941.6641	-5.710	0.000	K10	-	-	22.544
Fe	1	0	5941.8837	-3.567	0.000	K07	-	-	5.357
Fe	2	0	5942.1391	-5.897	0.000	RU	-	-	5.408
Fe	1	0	5942.1447	-2.334	0.000	K07	-	-	4.988
Fe	3	0	5942.1514	-3.268	0.000	K10	-	-	22.666
Fe	2	0	5942.1991	-4.155	0.000	RU	-	-	10.861
Fe	2	0	5942.2592	-4.471	0.000	RU	-	-	10.623
Fe	2	0	5942.3150	-6.687	0.000	K13	-	-	11.387
Fe	2	0	5942.3634	-5.858	0.000	K13	-	-	11.937
Fe	1	0	5942.6202	-2.861	0.000	K07	-	-	4.283
Fe	1	0	5942.6633	-6.273	0.000	K07	-	-	3.634
Fe	1	0	5942.7067	-2.049	0.000	K07	-	-	4.580
Fe	1	0	5942.7654	-4.122	0.000	K07	-	-	4.985
Fe	1	0	5942.8441	-4.269	0.000	K07	-	-	4.220
Fe	1	0	5943.1013	-3.461	0.000	K07	-	-	4.186
Fe	1	0	5943.2861	-3.284	0.000	K07	-	-	5.106
Fe	1	0	5943.5780	-4.178	0.000	K07	-	-	2.198
Fe	1	0	5943.6009	-3.821	0.000	K07	-	-	4.256
Fe	1	0	5943.6229	-3.615	0.000	K07	-	-	4.256
Fe	2	0	5944.3124	-1.093	0.000	RU	-	-	10.737
Fe	2	0	5944.3958	-0.874	0.000	RU	-	-	10.678
Fe	2	0	5944.4191	-2.289	0.000	RU	-	-	9.100
Fe	1	0	5945.3902	-5.547	0.000	K07	-	-	3.301
Fe	1	0	5945.7824	-3.005	0.000	K07	-	-	5.320
Fe	2	0	5946.2343	-3.518	0.000	RU	-	-	6.223
Fe	2	0	5946.4996	-4.065	0.000	K13	-	-	7.539
Fe	2	0	5946.8342	-4.903	0.000	RU	-	-	5.569
Fe	1	0	5946.8820	-8.876	0.000	K07	-	-	1.557
Fe	1	0	5946.9050	-5.436	0.000	K07	-	-	2.949
Fe	1	0	5947.3026	-4.208	0.000	K07	-	-	4.191
Fe	1	0	5947.4664	-2.792	0.000	K07	-	-	5.010
Fe	1	0	5947.4894	-3.645	0.000	K07	-	-	4.584
Fe	1	0	5947.5128	-2.460	0.000	K07	N	N	4.607
Fe	1	0	5947.6122	-2.851	0.000	K07	-	-	4.580
Fe	2	0	5947.7194	-2.945	0.000	RU	-	-	10.858
Fe	2	0	5947.7343	-6.454	0.000	K13	-	-	9.700
Fe	2	0	5947.7654	-3.288	0.000	RU	-	-	9.112
Fe	2	0	5947.8865	-9.366	0.000	K13	-	-	11.487
Fe	2	0	5947.9010	-5.051	0.000	K13	-	-	13.193
Fe	1	0	5948.3225	-4.479	0.000	K07	-	-	5.320
Fe	2	0	5948.4180	-0.201	0.000	RU	-	-	10.737
Fe	1	0	5948.5313	-5.167	0.000	K07	-	-	4.913
Fe	1	0	5948.5447	-2.819	0.000	K07	-	-	4.593
Fe	1	0	5948.6049	-6.883	0.000	K07	-	-	3.237
Fe	2	0	5948.6669	-5.381	0.000	K13	-	-	13.193
Fe	1	0	5948.8162	-8.503	0.000	K07	-	-	5.320
Fe	2	0	5948.8966	-3.850	0.000	RU	-	-	8.038
Fe	1	0	5948.9033	-6.747	0.000	K07	-	-	5.320
Fe	2	0	5948.9118	-5.379	0.000	K13	-	-	11.932
Fe	2	0	5948.9401	-5.603	0.000	K13	-	-	11.932
Fe	1	0	5948.9511	-8.517	0.000	K07	-	-	5.320
Fe	1	0	5948.9539	-7.010	0.000	K07	-	-	5.320
Fe	1	0	5949.0046	-6.677	0.000	K07	-	-	5.320
Fe	1	0	5949.0049	-7.615	0.000	K07	-	-	5.320
Fe	1	0	5949.1943	-8.128	0.000	K07	-	-	5.273
Fe	3	0	5949.2591	-1.175	0.000	K10	-	-	22.668
Fe	1	0	5949.2818	-5.589	0.000	K07	-	-	0.915
Fe	1	0	5949.3462	-1.038	0.000	K07	-	-	4.608
Fe	3	0	5949.3830	-4.045	0.000	K10	-	-	22.616
Fe	2	0	5949.3951	-2.951	0.000	K13	-	-	10.918
Fe	2	0	5949.4393	-1.933	0.000	K13	-	-	13.250
Fe	1	0	5949.4719	-4.692	0.000	K07	-	-	3.274
Fe	2	0	5949.7251	-1.186	0.000	K13	-	-	13.247
Fe	1	0	5949.7976	-3.705	0.000	K07	-	-	5.372
Fe	1	0	5949.8189	-7.230	0.000	K07	-	-	5.273
Fe	1	0	5949.8192	-8.633	0.000	K07	-	-	5.273
Fe	1	0	5950.1008	-5.540	0.000	K07	-	-	4.559
Fe	2	0	5950.1376	-6.497	0.000	K13	-	-	12.695
Fe	2	0	5950.1504	-6.853	0.000	K13	-	-	13.246
Fe	2	0	5950.2796	-4.521	0.000	K13	-	-	10.134
Fe	2	0	5950.2817	-4.988	0.000	K13	-	-	11.932
Fe	2	0	5950.3430	-5.436	0.000	RU	-	-	10.134
Fe	2	0	5950.3483	-5.219	0.000	K13	-	-	11.000
Fe	2	0	5950.4025	-2.996	0.000	K13	-	-	11.237
Fe	3	0	5950.5127	-0.378	0.000	K10	-	-	23.327
Fe	2	0	5950.5389	-9.547	0.000	K13	-	-	12.719
Fe	2	0	5950.5424	-7.676	0.000	K13	-	-	12.719
Fe	1	0	5950.5484	-8.100	0.000	K07	-	-	5.273
Fe	1	0	5950.5491	-9.788	0.000	K07	-	-	5.273
Fe	2	0	5950.6090	-4.125	0.000	RU	-	-	11.237
Fe	3	0	5950.7075	-2.207	0.000	K10	-	-	22.617
Fe	2	0	5950.7606	-6.093	0.000	K13	-	-	9.849
Fe	2	0	5950.8191	-6.902	0.000	K13	-	-	12.695
Fe	2	0	5950.8212	-7.375	0.000	K13	-	-	12.695
Fe	2	0	5950.8307	-4.190	0.000	K13	-	-	11.438
Fe	2	0	5950.8527	-4.426	0.000	K13	-	-	13.084
Fe	2	0	5950.8906	-6.475	0.000	K13	-	-	10.273
Fe	2	0	5950.9480	-4.191	0.000	RU	-	-	11.438
Fe	2	0	5950.9544	-4.801	0.000	RU	-	-	7.653
Fe	2	0	5951.0989	-5.914	0.000	K13	-	-	11.387
Fe	1	0	5951.2463	-7.359	0.000	K07	-	-	5.273
Fe	1	0	5951.3426	-2.891	0.000	K07	-	-	4.988
Fe	2	0	5951.4277	-4.960	0.000	RU	-	-	11.149
Fe	1	0	5951.4355	-4.676	0.000	K07	-	-	3.252
Fe	1	0	5951.4394	-3.973	0.000	K07	-	-	4.584
Fe	1	0	5951.4578	-4.555	0.000	K07	-	-	3.237
Fe	3	0	5951.5081	-0.525	0.000	K10	-	-	23.323
Fe	2	0	5951.5410	-3.635	0.000	K13	-	-	13.221
Fe	1	0	5951.5549	-4.134	0.000	K07	-	-	5.334
Fe	1	0	5951.5722	-9.249	0.000	K07	-	-	5.352
Fe	1	0	5951.7402	-8.230	0.000	K07	-	-	5.352
Fe	2	0	5951.8054	-8.980	0.000	K13	-	-	12.695
Fe	2	0	5951.8079	-8.395	0.000	K13	-	-	12.695
Fe	1	0	5951.8348	-4.590	0.000	K07	-	-	5.012
Fe	2	0	5951.8500	-6.387	0.000	K13	-	-	11.396
Fe	1	0	5951.9305	-9.326	0.000	K07	-	-	5.524
Fe	2	0	5951.9592	-5.671	0.000	RU	-	-	5.571
Fe	2	0	5951.9631	-6.851	0.000	K13	-	-	13.224
Fe	1	0	5952.1395	-8.528	0.000	K07	-	-	5.524
Fe	1	0	5952.1884	-2.644	0.000	K07	-	-	5.086
Fe	1	0	5952.2171	-9.522	0.000	K07	-	-	1.557
Fe	1	0	5952.2171	-8.633	0.000	K07	-	-	1.557
Fe	3	0	5952.2558	-3.889	0.000	K10	-	-	25.698
Fe	3	0	5952.3125	-0.368	0.000	K10	-	-	18.788
Fe	1	0	5952.4195	-8.732	0.000	K07	-	-	5.524
Fe	1	0	5952.4195	-8.680	0.000	K07	-	-	5.524
Fe	2	0	5952.5180	-2.388	0.000	RU	-	-	5.956
Fe	1	0	5952.7179	-1.340	0.040	MRW	U	U	3.984
Fe	1	0	5952.8863	-2.796	0.000	K07	-	-	4.220
Fe	1	0	5954.3588	-3.895	0.000	K07	-	-	5.357
Fe	2	0	5955.0944	-4.492	0.000	K13	-	-	6.226
Fe	1	0	5955.0958	-3.021	0.000	K07	-	-	4.584
Fe	2	0	5955.4960	-2.234	0.000	RU	-	-	7.880
Fe	1	0	5955.6131	-9.775	0.000	K07	-	-	0.990
Fe	1	0	5955.6826	-3.320	0.000	FMW	-	-	4.260
Fe	2	0	5955.6975	0.252	0.000	RU	-	-	10.737
Fe	1	0	5956.4619	-4.169	0.000	K07	-	-	4.283
Fe	1	0	5956.6940	-4.599	0.014	GESB86+BWL	Y	Y	0.859
Fe	1	0	5956.9421	-3.540	0.000	K07	-	-	4.580
Fe	2	0	5957.2438	-4.250	0.000	K13	-	-	7.543
Fe	2	0	5957.5814	-5.146	0.000	RU	-	-	10.918
Fe	2	0	5957.6286	-6.716	0.000	K13	-	-	8.371
Fe	1	0	5957.7000	-4.924	0.000	K07	-	-	3.640
Fe	2	0	5957.7103	-7.312	0.000	K13	-	-	13.224
Fe	1	0	5957.8640	-3.306	0.000	K07	-	-	4.178
Fe	2	0	5957.9368	-4.987	0.000	K13	-	-	13.246
Fe	1	0	5958.0071	-9.409	0.000	K07	-	-	5.550
Fe	1	0	5958.0455	-8.833	0.000	K07	-	-	5.491
Fe	2	0	5958.0469	-2.190	0.000	K13	-	-	11.112
Fe	1	0	5958.1343	-9.069	0.000	K07	-	-	5.491
Fe	1	0	5958.1343	-8.014	0.000	K07	-	-	5.491
Fe	1	0	5958.1982	-9.529	0.000	K07	-	-	5.491
Fe	1	0	5958.1982	-8.071	0.000	K07	-	-	5.491
Fe	1	0	5958.2280	-2.969	0.000	K07	-	-	4.559
Fe	1	0	5958.2312	-6.810	0.000	K07	-	-	0.958
Fe	3	0	5958.2688	-2.109	0.000	K10	-	-	16.224
Fe	1	0	5958.2692	-8.245	0.000	K07	-	-	5.491
Fe	2	0	5958.3267	-5.277	0.000	K13	-	-	11.634
Fe	1	0	5958.3328	-4.160	0.000	K07	-	-	2.176
Fe	2	0	5958.3597	-6.969	0.000	K13	-	-	10.288
Fe	2	0	5958.4556	-3.933	0.000	K13	-	-	9.849
Fe	2	0	5958.5327	-3.602	0.000	RU	-	-	11.237
Fe	2	0	5958.5520	-3.082	0.000	RU	-	-	9.849
Fe	1	0	5958.6112	-4.963	0.000	K07	-	-	5.345
Fe	3	0	5958.6382	-7.618	0.000	K10	-	-	22.544
Fe	2	0	5958.6726	-5.059	0.000	K13	-	-	11.937
Fe	2	0	5958.8090	-4.448	0.000	RU	-	-	11.017
Fe	3	0	5958.9578	-3.754	0.000	K10	-	-	23.428
Fe	3	0	5959.1212	-7.527	0.000	K10	-	-	22.544
Fe	2	0	5959.3997	-7.625	0.000	K13	-	-	12.246
Fe	3	0	5959.4480	-0.525	0.000	K10	-	-	23.326
Fe	2	0	5959.5010	-5.625	0.000	K13	-	-	13.224
Fe	2	0	5959.6445	-4.196	0.000	RU	-	-	11.426
Fe	2	0	5959.6491	-3.892	0.000	RU	-	-	10.629
Fe	1	0	5959.9149	-2.492	0.000	K07	-	-	4.143
Fe	2	0	5959.9845	-3.063	0.000	K13	-	-	10.906
Fe	1	0	5960.0218	-3.476	0.000	K07	-	-	4.584
Fe	1	0	5960.3025	-5.707	0.000	K07	-	-	4.143
Fe	1	0	5960.3036	-4.537	0.000	K07	-	-	4.988
Fe	1	0	5960.3622	-2.553	0.000	K07	-	-	5.086
Fe	1	0	5960.6771	-2.826	0.000	K07	-	-	5.305
Fe	2	0	5960.7038	-3.239	0.000	K13	-	-	11.580
Fe	2	0	5960.7258	-4.587	0.000	K13	-	-	13.168
Fe	2	0	5960.7933	-5.499	0.000	RU	-	-	11.547
Fe	2	0	5960.8712	-5.233	0.000	RU	-	-	11.635
Fe	2	0	5960.9067	-3.438	0.000	K13	-	-	10.906
Fe	2	0	5960.9998	-0.487	0.000	K13	-	-	13.250
Fe	1	0	5961.0013	-6.108	0.000	K07	-	-	5.372
Fe	1	0	5961.0329	-7.747	0.000	K07	-	-	5.067
Fe	3	0	5961.1893	-6.531	0.000	K10	-	-	25.698
Fe	2	0	5961.2028	-6.259	0.000	K13	-	-	11.387
Fe	2	0	5961.2750	-5.296	0.000	RU	-	-	10.134
Fe	1	0	5961.4751	-4.843	0.000	K07	-	-	5.345
Fe	1	0	5961.5241	-3.877	0.000	K07	-	-	5.067
Fe	2	0	5961.5824	-7.003	0.000	K13	-	-	11.930
Fe	2	0	5961.5963	-5.821	0.000	RU	-	-	10.623
Fe	2	0	5961.6169	-5.185	0.000	K13	-	-	13.205
Fe	1	0	5961.6756	-5.698	0.000	K07	-	-	5.273
Fe	2	0	5961.6823	-5.066	0.000	K13	-	-	11.635
Fe	2	0	5961.7055	0.690	0.000	FMW	-	-	10.678
Fe	2	0	5961.7350	-2.330	0.000	RU	-	-	11.238
Fe	2	0	5961.7840	-1.923	0.000	RU	-	-	10.918
Fe	2	0	5961.7926	-4.663	0.000	K13	-	-	11.167
Fe	1	0	5961.9181	-3.088	0.000	K07	N	U	4.220
Fe	2	0	5961.9646	-5.444	0.000	K13	-	-	13.205
Fe	2	0	5962.0059	-7.445	0.000	K13	-	-	10.531
Fe	3	0	5962.0816	-1.459	0.000	K10	-	-	22.620
Fe	2	0	5962.1808	-5.530	0.000	K13	-	-	12.067
Fe	1	0	5962.2196	-3.964	0.000	K07	-	-	4.607
Fe	2	0	5962.3305	-3.807	0.000	RU	-	-	10.714
Fe	3	0	5962.4621	-0.444	0.000	K10	-	-	25.064
Fe	1	0	5962.4681	-4.493	0.000	K07	-	-	5.033
Fe	1	0	5963.0546	-3.884	0.000	K07	-	-	3.642
Fe	1	0	5963.2392	-4.593	0.000	K07	-	-	2.223
Fe	1	0	5963.4470	-6.923	0.000	K07	-	-	1.608
Fe	2	0	5963.9297	-0.996	0.000	RU	-	-	10.678
Fe	1	0	5965.4692	-3.208	0.000	K07	-	-	4.231
Fe	1	0	5965.4692	-2.876	0.000	K07	-	-	5.357
Fe	2	0	5965.6195	0.068	0.000	RU	-	-	10.678
Fe	1	0	5965.6907	-6.604	0.000	K07	-	-	3.267
Fe	1	0	5965.9890	-1.555	0.000	K07	-	-	4.956
Fe	1	0	5966.2607	-3.509	0.000	K07	-	-	4.580
Fe	1	0	5966.9814	-3.142	0.000	K07	-	-	4.076
Fe	2	0	5967.7594	-5.391	0.000	RU	-	-	10.122
Fe	2	0	5967.8502	-4.286	0.000	K13	-	-	12.185
Fe	2	0	5967.8858	-7.773	0.000	K13	-	-	11.396
Fe	1	0	5967.8951	-4.232	0.000	K07	-	-	4.209
Fe	1	0	5968.1523	-7.130	0.000	K07	-	-	5.386
Fe	2	0	5968.1783	-2.254	0.000	RU	-	-	7.684
Fe	2	0	5968.2546	-4.120	0.000	RU	-	-	5.911
Fe	1	0	5968.2981	-2.889	0.000	K07	-	-	4.956
Fe	2	0	5968.3355	-4.735	0.000	K13	-	-	13.205
Fe	2	0	5968.5083	-9.541	0.000	K13	-	-	12.609
Fe	1	0	5968.5104	-6.402	0.000	K07	-	-	5.372
Fe	2	0	5968.6305	-2.367	0.000	RU	-	-	7.773
Fe	1	0	5968.6961	-8.766	0.000	K07	-	-	5.386
Fe	2	0	5968.7659	-1.919	0.000	K13	-	-	13.317
Fe	1	0	5968.7752	-3.756	0.000	K07	-	-	5.348
Fe	2	0	5968.8094	-3.495	0.000	K13	-	-	13.254
Fe	2	0	5968.8147	-2.300	0.000	K13	-	-	13.250
Fe	2	0	5968.8311	-4.773	0.000	K13	-	-	11.930
Fe	1	0	5968.8832	-8.144	0.000	K07	-	-	0.121
Fe	2	0	5968.9356	-5.736	0.000	K13	-	-	13.207
Fe	1	0	5969.3907	-4.420	0.000	K07	-	-	4.584
Fe	1	0	5969.4249	-7.233	0.000	K07	-	-	5.067
Fe	2	0	5969.5304	-9.660	0.000	K13	-	-	2.692
Fe	1	0	5969.5621	-2.789	0.000	K07	N	Y	4.283
Fe	2	0	5969.6612	-5.496	0.000	K13	-	-	11.396
Fe	1	0	5970.0655	-7.060	0.000	K07	-	-	5.067
Fe	1	0	5970.2349	-6.405	0.000	K07	-	-	4.985
Fe	1	0	5971.1873	-6.758	0.000	K07	-	-	3.415
Fe	1	0	5971.3289	-10.767	0.000	K07	-	-	0.915
Fe	1	0	5971.3289	-9.626	0.000	K07	-	-	0.915
Fe	2	0	5971.4459	-4.401	0.000	RU	-	-	6.138
Fe	1	0	5971.6489	-4.695	0.000	K07	-	-	5.348
Fe	2	0	5971.7373	-2.051	0.000	RU	-	-	10.737
Fe	2	0	5971.7980	-0.763	0.000	K13	-	-	12.167
Fe	1	0	5972.2286	-3.598	0.000	K07	-	-	5.305
Fe	2	0	5972.2928	-5.159	0.000	RU	-	-	11.634
Fe	1	0	5972.4844	-4.239	0.000	K07	-	-	4.593
Fe	1	0	5973.4718	-2.400	0.000	K07	-	-	5.086
Fe	1	0	5974.1290	-3.761	0.000	K07	-	-	5.330
Fe	1	0	5974.6224	-3.780	0.000	K07	-	-	4.191
Fe	1	0	5975.2470	-2.819	0.000	K07	-	-	5.314
Fe	1	0	5975.3474	-1.304	0.000	K07	-	-	4.076
Fe	1	0	5975.3499	-0.692	0.000	K07	-	-	4.835
Fe	1	0	5976.1603	-3.179	0.000	K07	-	-	4.294
Fe	1	0	5976.4387	-2.332	0.000	K07	-	-	4.178
Fe	2	0	5976.6863	-0.335	0.000	RU	-	-	10.678
Fe	1	0	5976.7767	-1.243	0.000	K07	N	Y	3.943
Fe	2	0	5976.9114	-1.906	0.000	RU	-	-	10.751
Fe	1	0	5977.5611	-4.270	0.000	K07	-	-	4.294
Fe	2	0	5977.6240	-2.249	0.000	RU	-	-	11.164
Fe	2	0	5977.8528	-5.489	0.000	RU	-	-	10.829
Fe	1	0	5978.0129	-5.377	0.000	K07	-	-	2.990
Fe	1	0	5978.1341	-3.376	0.000	K07	-	-	4.638
Fe	1	0	5978.3257	-2.544	0.000	K07	-	-	5.020
Fe	3	0	5978.3504	0.402	0.000	K10	-	-	23.607
Fe	3	0	5978.4076	-3.210	0.000	K10	-	-	13.131
Fe	3	0	5978.5291	0.402	0.000	K10	-	-	23.607
Fe	2	0	5978.5484	-3.384	0.000	RU	-	-	10.730
Fe	3	0	5978.8259	-2.594	0.000	K10	-	-	22.617
Fe	1	0	5978.8917	-1.756	0.000	K07	-	-	4.988
Fe	2	0	5978.9460	-2.899	0.000	K13	-	-	13.097
Fe	2	0	5978.9553	-9.290	0.000	K13	-	-	10.845
Fe	3	0	5979.0154	-1.574	0.000	K10	-	-	23.435
Fe	1	0	5979.0308	-4.821	0.000	K07	-	-	4.580
Fe	2	0	5979.0998	-2.981	0.000	RU	-	-	10.629
Fe	3	0	5979.3158	0.149	0.000	K10	-	-	18.816
Fe	2	0	5979.5940	-1.653	0.000	K13	-	-	13.232
Fe	1	0	5979.6870	-2.548	0.000	K07	-	-	5.273
Fe	2	0	5979.7675	-4.045	0.000	RU	-	-	7.703
Fe	1	0	5980.1549	-5.006	0.000	K07	-	-	4.593
Fe	2	0	5980.4125	-6.028	0.000	K13	-	-	11.947
Fe	3	0	5980.4747	-4.164	0.000	K10	-	-	23.428
Fe	2	0	5980.4797	-5.341	0.000	K13	-	-	11.947
Fe	2	0	5980.5380	-8.102	0.000	K13	-	-	8.341
Fe	3	0	5980.7109	-0.172	0.000	K10	-	-	23.607
Fe	2	0	5980.7545	-7.066	0.000	K13	-	-	11.418
Fe	2	0	5980.8139	-2.931	0.000	K13	-	-	13.254
Fe	2	0	5980.8493	-5.265	0.000	RU	-	-	10.122
Fe	3	0	5980.8898	0.469	0.000	K10	-	-	23.607
Fe	3	0	5981.0687	0.666	0.000	K10	-	-	23.607
Fe	2	0	5981.1535	-4.566	0.000	K13	-	-	13.207
Fe	3	0	5981.2476	-6.894	0.000	K10	-	-	22.779
Fe	1	0	5981.3303	-7.555	0.000	K07	-	-	3.884
Fe	1	0	5981.3650	-5.041	0.000	K07	-	-	3.634
Fe	2	0	5981.5690	-2.913	0.000	K13	-	-	13.257
Fe	2	0	5981.6115	-6.945	0.000	K13	-	-	13.232
Fe	2	0	5981.6881	-4.709	0.000	K13	-	-	13.232
Fe	2	0	5981.6903	-7.186	0.000	K13	-	-	8.307
Fe	1	0	5981.7497	-3.328	0.000	K07	-	-	5.033
Fe	2	0	5981.7554	-2.214	0.000	RU	-	-	7.869
Fe	2	0	5981.7708	-2.033	0.000	RU	-	-	11.185
Fe	1	0	5982.1581	-4.269	0.000	K07	-	-	5.345
Fe	1	0	5982.3102	-1.466	0.000	K07	-	-	4.913
Fe	2	0	5982.5200	-2.404	0.000	RU	-	-	11.433
Fe	1	0	5982.9282	-2.922	0.000	K07	-	-	5.314
Fe	1	0	5983.6802	-1.468	0.000	K07	N	U	4.549
Fe	2	0	5983.8489	-0.689	0.000	RU	-	-	10.751
Fe	1	0	5984.1885	-3.255	0.000	K07	-	-	5.348
Fe	1	0	5984.8150	-0.196	0.000	K07	N	N	4.733
Fe	1	0	5985.1791	-3.408	0.000	K07	-	-	5.012
Fe	1	0	5985.1862	-1.947	0.000	K07	-	-	4.956
