element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Ti 1	10396.800	1039.6800	-1.539	0.8484	6842.807	5.0	2.0406	16458.549	6.0	13.0	1.410	1.330	GA	1.38E+05	5.140	-6.090	-7.810	-7.810	-7.810	1.000	0.240	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10407.037	1040.7037	-0.597	6.6161	53362.445	3.0	7.8071	62968.508	4.0	9.0	1.000	1.020	GA	5.13E+08	8.710	-2.830	-6.980	-6.980	-6.980	1.000	0.147	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10414.913	1041.4913	-1.137	6.6192	53387.448	1.0	7.8093	62986.252	2.0	5.0	0.990	1.100	GA	2.00E+08	8.300	-2.560	-6.980	-6.980	-6.980	1.000	0.064	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10423.027	1042.3027	-3.616	2.6924	21715.670	5.0	3.8816	31307.215	4.0	9.0	1.200	1.250	GA	1.35E+06	6.130	-6.110	-7.810	-7.810	-7.810	1.000	0.147	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10423.743	1042.3743	-2.918	3.0713	24771.705	1.0	4.2605	34363.250	1.0	3.0	1.470	1.500	GA	5.50E+06	6.740	-6.130	-7.790	-7.790	-7.790	1.000	0.223	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10435.355	1043.5355	-1.945	4.7331	38175.026	3.0	5.9209	47755.279	3.0	7.0	1.320	1.240	GA	2.24E+08	8.350	-5.370	-7.550	-7.550	-7.550	1.000	0.074	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10455.403	1045.5403	-0.908	5.3933	43499.898	4.0	6.5788	53061.600	5.0	11.0	1.490	1.370	GA	3.02E+08	8.480	-3.960	-7.520	-7.520	-7.520	1.000	0.139	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	10455.470	1045.5470	0.250	6.8601	55330.438	1.0	8.0457	64892.947	2.0	5.0	2.000	1.500	GA	8.91E+08	8.950	-5.370	-7.333	-7.333	-7.333	1.000	0.281	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	10456.790	1045.6790	-0.447	6.8601	55330.438	1.0	8.0455	64891.334	0.0	1.0	2.000	0.000	GA	8.91E+08	8.950	-5.370	-7.333	-7.333	-7.333	1.000	0.173	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	10459.460	1045.9460	0.030	6.8601	55330.438	1.0	8.0452	64888.914	1.0	3.0	2.000	1.500	GA	8.91E+08	8.950	-5.370	-7.333	-7.333	-7.333	1.000	0.249	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10469.652	1046.9652	-1.184	3.8835	31322.540	3.0	5.0674	40871.337	2.0	5.0	1.320	1.480	GA	6.76E+06	6.830	-6.150	-7.820	-7.820	-7.820	1.000	0.387	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10486.251	1048.6251	-0.953	3.0106	24282.127	4.0	4.1927	33816.406	4.0	9.0	1.510	1.500	GA	1.26E+07	7.100	-6.110	-7.770	-7.770	-7.770	1.000	0.184	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10496.116	1049.6116	-1.651	0.8360	6742.795	4.0	2.0169	16267.396	5.0	11.0	1.350	1.250	GA	1.35E+05	5.130	-6.090	-7.810	-7.810	-7.810	1.000	0.213	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 2	10501.503	1050.1503	-2.086	5.5488	44754.090	3.5	6.7291	54273.852	4.5	10.0	1.290	1.170	GA	2.95E+08	8.470	-6.530	-7.877	-7.877	-7.877	1.000	0.057	0.000	X	X	F	0	2	26.1	26.000000	26.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10510.013	1051.0013	-1.539	3.0133	24303.904	3.0	4.1927	33816.406	4.0	9.0	1.550	1.500	GA	1.26E+07	7.100	-6.110	-7.770	-7.770	-7.770	1.000	0.070	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10517.511	1051.7511	-1.038	6.7271	54257.721	3.0	7.9056	63762.964	4.0	9.0	1.330	1.190	GA	3.63E+08	8.560	-2.440	-6.870	-6.870	-6.870	1.000	0.063	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10530.482	1053.0482	-1.770	4.1054	33112.284	3.0	5.2825	42606.236	3.0	7.0	1.190	1.340	GA	1.82E+08	8.260	-4.810	-7.560	-7.560	-7.560	1.000	0.056	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10530.535	1053.0535	-1.356	4.1054	33112.284	3.0	5.2825	42606.236	3.0	7.0	1.190	1.340	GA	1.82E+08	8.260	-4.810	-7.560	-7.560	-7.560	1.000	0.119	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10532.234	1053.2234	-1.480	3.9286	31686.296	2.0	5.1055	41178.635	1.0	3.0	1.170	1.500	GA	6.61E+06	6.820	-6.160	-7.820	-7.820	-7.820	1.000	0.335	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10535.709	1053.5709	-0.108	6.2057	50052.346	5.0	7.3822	59541.458	6.0	13.0	1.510	1.420	GA	5.01E+07	7.700	-4.120	-7.110	-7.110	-7.110	1.000	0.139	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10555.649	1055.5649	-1.108	5.4457	43922.533	3.0	6.6200	53393.901	3.0	7.0	1.480	1.350	GA	2.45E+08	8.390	-4.690	-7.510	-7.510	-7.510	1.000	0.094	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	10558.425	1055.8425	-0.731	4.5541	36731.294	1.0	5.7281	46200.242	2.0	5.0	1.010	1.000	GA	2.14E+07	7.330	-2.860	-6.960	-6.960	-6.960	1.000	0.052	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10577.139	1057.7139	-3.136	3.3014	26627.587	4.0	4.4733	36079.598	3.0	7.0	0.810	0.790	GA	9.12E+07	7.960	-6.080	-7.770	-7.770	-7.770	1.000	0.118	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
P 1	10581.577	1058.1577	0.450	6.9852	56339.438	2.5	8.1567	65788.222	3.5	8.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.062	0.000	X	X	F	0	1	15.0	15.000000	15.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10582.160	1058.2160	-1.169	6.2227	50189.460	2.0	7.3940	59636.632	1.0	3.0	1.000	1.070	GA	8.32E+07	7.920	-4.380	-7.190	-7.190	-7.190	1.000	0.117	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10584.023	1058.4023	-0.622	6.2529	50433.040	3.0	7.4240	59878.598	4.0	9.0	1.550	1.410	GA	5.50E+07	7.740	-3.570	-7.120	-7.120	-7.120	1.000	0.054	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10584.634	1058.4634	-1.775	0.8259	6661.333	3.0	1.9969	16106.085	4.0	9.0	1.250	1.150	GA	1.35E+05	5.130	-6.090	-7.810	-7.810	-7.810	1.000	0.183	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10585.141	1058.5141	0.012	4.9538	39955.092	2.0	6.1248	49399.844	1.0	3.0	1.500	1.970	GA	3.63E+08	8.560	-5.080	-7.259	-7.259	-7.259	1.000	0.492	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10602.816	1060.2816	-0.942	5.8708	47351.195	2.0	7.0399	56780.623	1.0	3.0	1.000	0.900	GA	8.13E+07	7.910	-4.310	-7.320	-7.320	-7.320	1.000	0.229	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10603.425	1060.3425	-0.305	4.9296	39759.905	1.0	6.0986	49188.526	2.0	5.0	1.500	1.500	GA	3.63E+08	8.560	-5.310	-7.266	-7.266	-7.266	1.000	0.460	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10611.686	1061.1686	0.021	6.1692	49757.954	6.0	7.3373	59179.316	7.0	15.0	1.500	1.430	GA	4.68E+07	7.670	-3.780	-7.110	-7.110	-7.110	1.000	0.173	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10616.721	1061.6721	-3.127	3.2671	26350.939	5.0	4.4346	35767.461	4.0	9.0	1.030	1.100	GA	9.77E+07	7.990	-6.080	-7.780	-7.780	-7.780	1.000	0.127	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10617.877	1061.7877	-0.336	6.2368	50303.184	4.0	7.4042	59718.900	5.0	11.0	1.560	1.410	GA	4.37E+07	7.640	-3.810	-7.120	-7.120	-7.120	1.000	0.094	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10627.648	1062.7648	-0.866	5.8625	47284.251	1.0	7.0288	56691.095	2.0	5.0	1.000	1.400	GA	5.50E+07	7.740	-4.360	-7.390	-7.390	-7.390	1.000	0.245	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	10633.080	1063.3080	0.460	8.5844	69237.855	2.0	9.7501	78639.860	3.0	7.0	1.000	1.000	GA	7.76E+08	8.890	-5.450	-7.600	-7.600	-7.600	1.000	0.071	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10647.642	1064.7642	-1.585	3.0106	24282.127	4.0	4.1747	33671.226	3.0	7.0	1.510	1.500	GA	1.26E+07	7.100	-6.110	-7.770	-7.770	-7.770	1.000	0.065	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10660.973	1066.0973	-0.266	4.9201	39683.283	0.0	6.0827	49060.284	1.0	3.0	0.000	1.530	GA	3.63E+08	8.560	-5.300	-7.271	-7.271	-7.271	1.000	0.465	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10661.623	1066.1623	-1.915	0.8181	6598.421	2.0	1.9807	15975.423	3.0	7.0	0.990	0.930	GA	1.35E+05	5.130	-6.090	-7.810	-7.810	-7.810	1.000	0.151	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10667.517	1066.7517	-1.487	3.0128	24299.871	2.0	4.1747	33671.226	3.0	7.0	1.510	1.500	GA	1.26E+07	7.100	-6.110	-7.770	-7.770	-7.770	1.000	0.078	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10672.142	1067.2142	-1.358	3.0133	24303.904	3.0	4.1747	33671.226	3.0	7.0	1.550	1.500	GA	1.26E+07	7.100	-6.110	-7.770	-7.770	-7.770	1.000	0.099	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10674.070	1067.4070	-0.466	6.1692	49757.954	6.0	7.3305	59124.470	6.0	13.0	1.500	1.480	GA	5.13E+07	7.710	-4.030	-7.120	-7.120	-7.120	1.000	0.085	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10683.080	1068.3080	0.079	7.4828	60352.852	1.0	8.6430	69710.496	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.395	-7.395	-7.395	1.000	0.293	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10685.340	1068.5340	-0.272	7.4804	60333.495	0.0	8.6404	69689.526	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.396	-7.396	-7.396	1.000	0.247	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10689.716	1068.9716	-0.120	5.9537	48019.829	1.0	7.1133	57372.634	2.0	5.0	0.510	0.670	GA	3.09E+07	7.490	-4.480	-6.989	-6.989	-6.989	1.000	0.345	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10691.250	1069.1250	0.344	7.4878	60393.180	2.0	8.6472	69744.372	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.395	-7.395	-7.395	1.000	0.325	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10694.251	1069.4251	0.048	5.9639	48102.097	2.0	7.1230	57450.869	3.0	7.0	1.170	1.080	GA	3.39E+07	7.530	-4.980	-6.980	-6.980	-6.980	1.000	0.365	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10707.320	1070.7320	-0.411	7.4828	60352.852	1.0	8.6404	69689.526	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.396	-7.396	-7.396	1.000	0.227	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10717.806	1071.7806	-0.436	5.5392	44676.661	4.0	6.6957	54004.463	3.0	7.0	1.500	1.650	GA	3.09E+08	8.490	-4.860	-7.510	-7.510	-7.510	1.000	0.210	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10725.185	1072.5185	-2.763	3.6398	29356.967	2.0	4.7955	38678.316	2.0	5.0	1.160	1.150	GA	1.58E+08	8.200	-5.890	-7.730	-7.730	-7.730	1.000	0.125	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10726.390	1072.6390	-2.064	0.8129	6556.481	1.0	1.9685	15877.023	2.0	5.0	0.000	0.390	GA	1.35E+05	5.130	-6.090	-7.810	-7.810	-7.810	1.000	0.119	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10727.406	1072.7406	0.217	5.9840	48264.215	3.0	7.1395	57583.951	4.0	9.0	1.330	1.250	GA	3.02E+07	7.480	-4.560	-6.965	-6.965	-6.965	1.000	0.383	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10729.530	1072.9530	-0.420	7.4878	60393.180	2.0	8.6430	69710.496	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.395	-7.395	-7.395	1.000	0.225	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10741.728	1074.1728	-0.883	6.6161	53362.445	3.0	7.7700	62669.276	4.0	9.0	1.000	1.100	GA	5.13E+08	8.710	-3.010	-6.980	-6.980	-6.980	1.000	0.101	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.439	1074.6439	-2.100	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.440	1074.6440	-2.100	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.440	1074.6440	-2.498	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.455	1074.6455	-1.653	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.455	1074.6455	-2.100	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	10746.455	1074.6455	-2.799	3.1914	25740.377	0.5	4.3448	35043.175	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10749.378	1074.9378	-0.205	4.9296	39759.905	1.0	6.0827	49060.284	1.0	3.0	1.500	1.530	GA	3.63E+08	8.560	-5.300	-7.271	-7.271	-7.271	1.000	0.470	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10753.004	1075.3004	-1.845	3.9597	31937.134	1.0	5.1124	41234.287	0.0	1.0	0.510	0.000	GA	6.46E+06	6.810	-6.160	-7.820	-7.820	-7.820	1.000	0.260	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10753.980	1075.3980	-1.606	7.4878	60393.180	2.0	8.6404	69689.526	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.396	-7.396	-7.396	1.000	0.068	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10754.281	1075.4281	-1.185	5.5869	45061.387	3.0	6.7395	54357.733	3.0	7.0	1.510	1.180	GA	1.82E+08	8.260	-5.380	-7.500	-7.500	-7.500	1.000	0.065	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10770.133	1077.0133	-1.253	6.6192	53387.448	1.0	7.7701	62670.083	2.0	5.0	0.990	0.850	GA	2.00E+08	8.300	-2.830	-6.980	-6.980	-6.980	1.000	0.053	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10771.228	1077.1228	-1.285	5.5869	45061.387	3.0	6.7376	54342.409	2.0	5.0	1.510	1.210	GA	1.82E+08	8.260	-4.420	-7.470	-7.470	-7.470	1.000	0.054	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10780.694	1078.0694	-3.289	3.2367	26105.746	6.0	4.3865	35379.508	5.0	11.0	1.170	1.250	GA	1.05E+08	8.020	-6.070	-7.780	-7.780	-7.780	1.000	0.102	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.010	1078.2010	-1.765	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.037	1078.2037	-1.977	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.041	1078.2041	-2.454	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.059	1078.2059	-2.250	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.062	1078.2062	-2.308	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.067	1078.2067	-3.408	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.075	1078.2075	-2.660	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.077	1078.2078	-2.329	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.081	1078.2081	-3.028	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.088	1078.2088	-2.484	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.090	1078.2090	-2.852	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Al 1	10782.094	1078.2094	-2.806	4.0872	32965.491	1.5	5.2368	42237.640	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.079	0.000	X	X	F	0	1	13.0	13.000000	13.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10783.050	1078.3050	-2.567	3.1110	25091.907	0.0	4.2605	34363.250	1.0	3.0	0.000	1.500	GA	5.50E+06	6.740	-6.130	-7.790	-7.790	-7.790	1.000	0.298	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10784.562	1078.4562	-0.839	5.9639	48102.097	2.0	7.1133	57372.634	2.0	5.0	1.170	0.670	GA	3.16E+07	7.500	-4.480	-6.989	-6.989	-6.989	1.000	0.232	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10786.849	1078.6849	-0.303	4.9296	39759.905	1.0	6.0787	49028.022	0.0	1.0	1.500	0.000	GA	3.63E+08	8.560	-5.330	-7.272	-7.272	-7.272	1.000	0.459	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10796.106	1079.6106	-1.266	6.1807	49850.707	2.0	7.3288	59110.758	2.0	5.0	0.670	0.980	GA	2.34E+07	7.370	-4.460	-7.320	-7.320	-7.320	1.000	0.110	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	10801.361	1080.1361	-1.567	3.0111	24286.159	1.0	4.1587	33542.178	2.0	5.0	1.480	1.500	GA	1.20E+07	7.080	-6.110	-7.780	-7.780	-7.780	1.000	0.068	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	10811.053	1081.1053	0.024	5.9459	47956.918	3.0	7.0924	57204.064	4.0	9.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-6.677	-6.677	-6.677	1.000	0.380	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	10811.084	1081.1084	-0.137	5.9459	47956.918	2.0	7.0924	57204.064	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-6.677	-6.677	-6.677	1.000	0.361	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	10811.097	1081.1097	-1.038	5.9459	47956.918	3.0	7.0924	57204.064	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-6.677	-6.677	-6.677	1.000	0.225	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	10811.122	1081.1122	-1.036	5.9459	47956.918	2.0	7.0924	57204.064	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-6.677	-6.677	-6.677	1.000	0.226	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
