element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Sc 1	21812.346	2181.2346	-2.956	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.349	2181.2349	-2.724	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.395	2181.2395	-4.864	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.421	2181.2421	-2.693	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.443	2181.2443	-3.211	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.469	2181.2469	-2.757	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sc 1	21812.492	2181.2492	-2.956	1.4330	11557.924	2.5	2.0012	16140.767	2.5	6.0	1.030	1.340	GA	7.24E+05	5.860	-6.010	-7.820	-7.820	-7.820	1.000	0.005	0.000	X	X	F	0	1	21.0	21.000000	21.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 2	21812.563	2181.2563	-3.997	3.0948	24961.245	1.5	3.6630	29544.087	2.5	6.0	0.800	0.580	GA	1.66E+08	8.220	-6.330	-7.860	-7.860	-7.860	1.000	0.002	0.000	X	X	F	0	2	22.1	22.000000	22.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21813.977	2181.3976	-1.385	5.8485	47171.334	0.0	6.4167	51754.176	1.0	3.0	0.000	0.020	GA	2.69E+08	8.430	-4.430	-7.490	-7.490	-7.490	1.000	0.069	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21815.376	2181.5376	-2.628	6.7606	54527.916	2.0	7.3288	59110.758	2.0	5.0	1.500	0.980	GA	1.05E+08	8.020	-4.460	-7.320	-7.320	-7.320	1.000	0.007	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21815.662	2181.5662	-2.322	6.7422	54379.510	3.0	7.3104	58962.352	2.0	5.0	0.840	1.120	GA	1.78E+08	8.250	-4.140	-7.310	-7.310	-7.310	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21815.790	2181.5790	-4.122	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21815.987	2181.5988	-3.694	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.161	2181.6161	-3.444	2.3589	19025.812	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.164	2181.6164	-3.257	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.287	2181.6287	-3.096	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.310	2181.6310	-3.268	2.3589	19025.812	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.385	2181.6385	-3.104	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.459	2181.6459	-3.268	2.3589	19025.812	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21816.566	2181.6566	-0.455	6.7799	54683.581	4.0	7.3480	59265.617	4.0	9.0	1.140	1.250	GA	6.31E+07	7.800	-4.260	-7.330	-7.330	-7.330	1.000	0.078	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.614	2181.6614	-2.631	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.661	2181.6661	-2.847	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.684	2181.6684	-3.569	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	21816.685	2181.6685	-3.130	2.3590	19026.618	2.5	2.9271	23608.654	1.5	4.0	0.860	0.760	GA	1.07E+06	6.030	-6.100	-7.810	-7.810	-7.810	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21817.837	2181.7837	-0.665	6.7799	54683.581	4.0	7.3480	59265.617	3.0	7.0	1.140	1.040	GA	6.61E+07	7.820	-3.570	-7.320	-7.320	-7.320	1.000	0.052	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21819.185	2181.9185	-2.691	7.2871	58774.425	3.0	7.8552	63356.461	2.0	5.0	1.110	0.940	GA	4.57E+07	7.660	-3.290	-6.890	-6.890	-6.890	1.000	0.002	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21819.671	2181.9671	0.168	6.7206	54205.295	2.0	7.2886	58786.524	3.0	7.0	1.170	0.910	GA	3.89E+08	8.590	-4.640	-7.330	-7.330	-7.330	1.000	0.343	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21819.818	2181.9818	-1.653	6.7606	54527.916	2.0	7.3287	59109.952	3.0	7.0	1.500	1.270	GA	1.05E+08	8.020	-3.810	-7.320	-7.320	-7.320	1.000	0.054	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21819.990	2181.9990	-0.008	6.7799	54683.581	4.0	7.3479	59264.810	5.0	11.0	1.140	1.090	GA	8.71E+07	7.940	-3.840	-7.330	-7.330	-7.330	1.000	0.158	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21820.661	2182.0661	0.132	6.7799	54683.581	4.0	7.3479	59264.810	5.0	11.0	1.140	1.210	GA	6.31E+07	7.800	-3.990	-7.300	-7.300	-7.300	1.000	0.187	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	21828.770	2182.8771	-0.050	10.7595	86781.220	3.5	11.3273	91360.836	4.5	10.0	0.890	0.910	GA	3.24E+07	7.510	-3.060	-7.120	-7.120	-7.120	1.000	0.002	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	21828.770	2182.8771	0.038	10.7595	86781.220	4.5	11.3273	91360.836	5.5	12.0	1.110	1.090	GA	3.24E+07	7.510	-3.060	-7.120	-7.120	-7.120	1.000	0.002	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21831.993	2183.1993	-2.353	6.7376	54342.409	2.0	7.3054	58922.025	2.0	5.0	1.210	1.680	GA	2.14E+08	8.330	-4.420	-7.460	-7.460	-7.460	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21832.136	2183.2136	-1.936	6.0383	48702.174	4.0	6.6061	53281.790	5.0	11.0	1.060	1.220	GA	1.48E+08	8.170	-5.280	-7.510	-7.510	-7.510	1.000	0.015	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21832.980	2183.2980	-0.001	6.7799	54683.581	4.0	7.3476	59262.391	4.0	9.0	1.140	1.050	GA	6.61E+07	7.820	-4.290	-7.330	-7.330	-7.330	1.000	0.160	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21834.072	2183.4072	-2.575	7.1660	57797.688	2.0	7.7337	62376.497	3.0	7.0	1.010	1.080	GA	3.98E+07	7.600	-4.290	-7.010	-7.010	-7.010	1.000	0.003	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21835.703	2183.5703	-2.443	6.2681	50555.636	2.0	6.8358	55134.445	2.0	5.0	1.540	1.510	GA	4.27E+07	7.630	-4.830	-7.310	-7.310	-7.310	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21837.954	2183.7954	-0.889	7.0693	57017.750	2.0	7.6369	61595.752	1.0	3.0	1.180	1.300	GA	5.50E+07	7.740	-3.310	-7.050	-7.050	-7.050	1.000	0.125	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21841.156	2184.1155	-1.736	5.8492	47176.980	1.0	6.4167	51754.176	1.0	3.0	1.410	0.020	GA	2.19E+08	8.340	-4.430	-7.490	-7.490	-7.490	1.000	0.035	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	21842.100	2184.2100	-0.194	5.1150	41255.257	4.0	5.6825	45832.453	5.0	11.0	1.030	1.030	GA	2.04E+08	8.310	-5.150	-7.470	-7.470	-7.470	1.000	0.002	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21846.401	2184.6401	-1.522	6.5817	53084.991	5.0	7.1490	57660.574	5.0	11.0	1.390	1.390	GA	1.78E+08	8.250	-4.300	-7.290	-7.290	-7.290	1.000	0.012	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21848.091	2184.8091	-1.914	6.7430	54385.963	1.0	7.3104	58962.352	2.0	5.0	0.760	1.120	GA	1.95E+08	8.290	-4.140	-7.310	-7.310	-7.310	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21850.087	2185.0087	-2.509	6.7118	54134.318	3.0	7.2791	58709.901	3.0	7.0	0.970	1.260	GA	1.78E+08	8.250	-3.810	-7.370	-7.370	-7.370	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21851.381	2185.1381	-3.608	3.6416	29371.485	3.0	4.2089	33947.068	2.0	5.0	1.330	1.490	GA	7.59E+06	6.880	-6.130	-7.790	-7.790	-7.790	1.000	0.060	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21853.870	2185.3870	-1.685	6.7246	54237.557	4.0	7.2918	58812.333	5.0	11.0	1.180	1.210	GA	2.69E+08	8.430	-4.210	-7.350	-7.350	-7.350	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21856.130	2185.6130	-1.321	6.1751	49805.540	3.0	6.7422	54379.510	3.0	7.0	1.750	0.840	GA	9.12E+07	7.960	-4.700	-7.460	-7.460	-7.460	1.000	0.045	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21858.065	2185.8065	-0.299	6.8661	55378.831	2.0	7.4332	59952.801	3.0	7.0	0.680	1.290	GA	5.75E+07	7.760	-3.920	-7.180	-7.180	-7.180	1.000	0.089	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21858.882	2185.8882	-2.528	6.7271	54257.721	2.0	7.2941	58830.884	3.0	7.0	0.500	1.340	GA	1.41E+08	8.150	-4.160	-7.310	-7.310	-7.310	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21859.709	2185.9709	-2.911	5.7926	46720.470	4.0	6.3597	51294.440	3.0	7.0	1.340	1.350	GA	3.24E+08	8.510	-5.290	-7.570	-7.570	-7.570	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	21863.997	2186.3997	-0.763	6.1853	49887.809	3.5	6.7523	54460.972	2.5	6.0	1.710	2.000	GA	2.04E+08	8.310	-4.320	-7.130	-7.130	-7.130	1.000	0.003	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	21866.087	2186.6087	-0.579	3.9215	31629.031	5.0	4.4883	36200.581	5.0	11.0	1.190	1.200	GA	1.55E+08	8.190	-5.700	-7.670	-7.670	-7.670	1.000	0.010	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21866.293	2186.6293	-2.938	5.8134	46888.233	2.0	6.3803	51460.590	3.0	7.0	1.260	1.240	GA	3.24E+08	8.510	-5.210	-7.530	-7.530	-7.530	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21867.847	2186.7847	-0.522	6.8658	55376.412	1.0	7.4326	59947.962	2.0	5.0	1.460	1.370	GA	6.92E+07	7.840	-3.890	-7.190	-7.190	-7.190	1.000	0.059	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21872.847	2187.2847	-2.693	5.7542	46410.753	1.0	6.3208	50980.690	0.0	1.0	2.440	0.000	GA	4.27E+08	8.630	-5.450	-7.560	-7.560	-7.560	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21874.139	2187.4139	-0.599	6.7206	54205.295	2.0	7.2872	58775.232	2.0	5.0	1.170	0.760	GA	3.89E+08	8.590	-4.000	-7.330	-7.330	-7.330	1.000	0.243	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21879.324	2187.9324	0.406	6.7206	54205.295	2.0	7.2871	58774.425	3.0	7.0	1.170	1.110	GA	3.89E+08	8.590	-4.510	-7.330	-7.330	-7.330	1.000	0.362	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21880.871	2188.0871	-0.480	6.8661	55378.831	2.0	7.4326	59947.962	2.0	5.0	0.680	1.370	GA	7.08E+07	7.850	-3.890	-7.190	-7.190	-7.190	1.000	0.064	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21880.990	2188.0990	-1.713	5.8441	47135.845	2.0	6.4106	51704.976	2.0	5.0	1.220	0.970	GA	2.29E+08	8.360	-4.990	-7.500	-7.500	-7.500	1.000	0.037	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	21881.402	2188.1402	-1.988	6.0982	49185.300	2.0	6.6646	53753.624	2.0	5.0	1.000	1.090	GA	1.00E+08	8.000	-4.760	-7.320	-7.320	-7.320	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21882.987	2188.2987	0.143	6.8661	55378.831	2.0	7.4325	59947.155	3.0	7.0	0.680	0.720	GA	6.46E+07	7.810	-4.180	-7.320	-7.320	-7.320	1.000	0.172	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21884.535	2188.4535	-2.017	7.0826	57125.021	4.0	7.6490	61693.346	5.0	11.0	1.530	1.270	GA	9.12E+07	7.960	-3.920	-7.080	-7.080	-7.080	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21889.537	2188.9537	-2.164	5.7934	46726.922	2.0	6.3597	51294.440	3.0	7.0	1.440	1.350	GA	2.24E+08	8.350	-5.290	-7.570	-7.570	-7.570	1.000	0.015	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21892.322	2189.2322	-2.181	5.7421	46313.160	2.0	6.3083	50879.871	1.0	3.0	1.820	1.660	GA	4.68E+08	8.670	-5.170	-7.550	-7.550	-7.550	1.000	0.016	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21892.370	2189.2370	-3.115	5.5869	45061.387	3.0	6.1531	49628.098	4.0	9.0	1.510	0.910	GA	2.00E+08	8.300	-5.380	-7.540	-7.540	-7.540	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21894.983	2189.4983	-0.355	6.1445	49558.735	4.0	6.7106	54124.639	4.0	9.0	1.660	1.650	GA	3.24E+07	7.510	-4.800	-7.340	-7.340	-7.340	1.000	0.215	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21895.607	2189.5607	-2.613	5.5392	44676.661	4.0	6.1053	49242.565	3.0	7.0	1.500	1.170	GA	1.78E+08	8.250	-5.410	-7.540	-7.540	-7.540	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21896.786	2189.6786	-1.382	6.6665	53768.949	4.0	7.2326	58334.853	4.0	9.0	1.230	1.140	GA	2.45E+08	8.390	-4.310	-7.310	-7.310	-7.310	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	21897.376	2189.7376	-1.470	1.7393	14028.401	2.0	2.3054	18594.305	3.0	7.0	1.820	1.490	GA	2.34E+06	6.370	-6.050	-7.790	-7.790	-7.790	1.000	0.130	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	21898.384	2189.8384	-0.226	5.4874	44258.866	3.0	6.0535	48824.770	4.0	9.0	1.680	1.460	GA	2.95E+08	8.470	-4.510	-7.270	-7.270	-7.270	1.000	0.019	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21900.586	2190.0586	-2.699	7.4863	60381.082	1.0	8.0523	64946.179	1.0	3.0	0.700	1.500	GA	1.45E+09	9.160	-3.050	-7.140	-7.140	-7.140	1.000	0.001	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	21906.221	2190.6221	-1.718	10.3524	83497.737	2.0	10.9182	88061.222	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21910.934	2191.0934	-3.012	5.8492	47176.980	1.0	6.4149	51739.658	2.0	5.0	1.410	1.120	GA	2.82E+08	8.450	-5.450	-7.570	-7.570	-7.570	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21911.924	2191.1924	-2.054	6.8346	55124.767	3.0	7.4003	59687.445	2.0	5.0	1.070	1.200	GA	6.92E+07	7.840	-3.760	-7.260	-7.260	-7.260	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21913.787	2191.3787	-1.728	7.3221	59056.719	1.0	7.8877	63618.591	0.0	1.0	0.550	0.000	GA	2.95E+08	8.470	-3.270	-6.820	-6.820	-6.820	1.000	0.016	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21916.122	2191.6122	-2.191	6.2368	50303.184	4.0	6.8024	54865.056	3.0	7.0	1.560	1.510	GA	4.27E+07	7.630	-4.760	-7.310	-7.310	-7.310	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21916.521	2191.6521	-1.976	5.7203	46137.331	3.0	6.2858	50698.396	2.0	5.0	1.660	1.610	GA	4.90E+08	8.690	-5.310	-7.540	-7.540	-7.540	1.000	0.026	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21919.188	2191.9187	-1.992	6.5997	53230.170	1.0	7.1652	57791.235	2.0	5.0	1.270	0.790	GA	2.14E+08	8.330	-4.700	-7.320	-7.320	-7.320	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21924.831	2192.4831	-1.164	7.0644	56978.229	1.0	7.6297	61537.681	0.0	1.0	0.700	0.000	GA	2.82E+07	7.450	-3.970	-7.050	-7.050	-7.050	1.000	0.080	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21926.052	2192.6052	-1.911	6.7952	54806.984	1.0	7.3605	59366.436	2.0	5.0	0.660	1.150	GA	1.12E+08	8.050	-3.980	-7.250	-7.250	-7.250	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21933.937	2193.3937	-2.481	6.7151	54160.934	3.0	7.2802	58718.773	3.0	7.0	1.140	1.420	GA	1.20E+08	8.080	-4.160	-7.330	-7.330	-7.330	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	21934.418	2193.4418	-1.389	6.0995	49195.785	1.0	6.6646	53753.624	2.0	5.0	1.280	1.090	GA	1.12E+08	8.050	-4.260	-7.320	-7.320	-7.320	1.000	0.006	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	21936.743	2193.6743	-1.628	7.0693	57017.750	2.0	7.6343	61574.782	3.0	7.0	1.180	1.320	GA	2.34E+08	8.370	-3.200	-7.060	-7.060	-7.060	1.000	0.032	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21938.095	2193.8095	-1.441	6.5654	52953.522	4.0	7.1304	57510.554	3.0	7.0	1.210	1.200	GA	7.59E+07	7.880	-4.640	-7.320	-7.320	-7.320	1.000	0.015	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	21938.794	2193.8794	-1.515	6.2560	50458.043	1.0	6.8210	55015.075	0.0	1.0	1.180	0.000	GA	8.51E+07	7.930	-4.370	-7.190	-7.190	-7.190	1.000	0.003	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	21939.150	2193.9150	-1.081	6.2169	50142.680	3.0	6.7819	54699.712	3.0	7.0	1.100	1.280	GA	7.59E+07	7.880	-3.710	-7.270	-7.270	-7.270	1.000	0.009	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	21941.317	2194.1317	-5.928	2.8316	22838.394	2.0	3.3965	27394.620	3.0	7.0	1.500	1.250	GA	1.78E+07	7.250	-6.150	-7.800	-7.800	-7.800	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
K 1	21942.641	2194.2641	-1.354	3.3968	27397.040	2.5	3.9617	31953.265	2.5	6.0	1.200	0.860	GA	9.12E+06	6.960	-2.650	-6.980	-6.980	-6.980	1.000	0.002	0.000	X	X	F	0	1	19.0	19.000000	19.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
