element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
V 1	19535.224	1953.5224	-1.643	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.231	1953.5231	-2.597	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.292	1953.5292	-1.358	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.299	1953.5299	-1.697	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.307	1953.5307	-3.007	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.379	1953.5379	-1.194	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.388	1953.5388	-1.893	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19535.482	1953.5482	-1.053	4.0901	32988.881	3.5	4.7246	38106.469	2.5	6.0	1.180	1.370	GA	3.72E+08	8.570	-5.060	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19539.673	1953.9673	-2.964	5.7926	46720.470	4.0	6.4270	51837.251	3.0	7.0	1.340	1.660	GA	2.63E+08	8.420	-5.750	-7.470	-7.470	-7.470	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19540.204	1954.0204	-0.222	6.4090	51692.071	3.0	7.0433	56808.046	4.0	9.0	1.630	1.220	GA	1.32E+08	8.120	-4.320	-7.330	-7.330	-7.330	1.000	0.212	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19540.490	1954.0490	-0.962	6.7640	54555.339	4.0	7.3983	59671.314	5.0	11.0	0.870	1.200	GA	1.10E+08	8.040	-4.170	-7.190	-7.190	-7.190	1.000	0.033	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19540.998	1954.0998	-2.456	6.7640	54555.339	4.0	7.3983	59671.314	4.0	9.0	0.870	0.990	GA	1.15E+08	8.060	-4.610	-7.280	-7.280	-7.280	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19541.075	1954.1075	-1.591	6.6973	54017.367	4.0	7.3316	59133.342	4.0	9.0	1.200	1.440	GA	1.15E+08	8.060	-3.920	-7.150	-7.150	-7.150	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	19543.630	1954.3630	-0.392	4.8487	39107.403	1.0	5.4829	44222.571	2.0	5.0	-0.000	1.030	GA	8.91E+07	7.950	-4.920	-7.430	-7.430	-7.430	1.000	0.003	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19544.624	1954.4624	-1.272	6.7151	54160.934	3.0	7.3493	59276.102	2.0	5.0	1.140	1.420	GA	1.12E+08	8.050	-3.670	-7.320	-7.320	-7.320	1.000	0.019	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19547.138	1954.7138	-1.553	6.7430	54385.963	1.0	7.3771	59500.324	1.0	3.0	0.760	1.740	GA	5.01E+08	8.700	-5.230	-7.490	-7.490	-7.490	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19547.616	1954.7616	-1.914	6.4534	52050.181	2.0	7.0875	57164.543	1.0	3.0	1.570	2.580	GA	1.00E+08	8.000	-3.710	-7.260	-7.260	-7.260	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19547.769	1954.7769	-1.415	6.7827	54706.165	2.0	7.4168	59820.526	3.0	7.0	0.800	1.410	GA	1.10E+08	8.040	-3.520	-7.130	-7.130	-7.130	1.000	0.012	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19548.247	1954.8247	-0.698	6.3685	51365.417	3.0	7.0026	56479.778	2.0	5.0	1.100	1.520	GA	7.24E+07	7.860	-4.180	-7.330	-7.330	-7.330	1.000	0.113	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19548.296	1954.8296	-1.637	6.0663	48928.009	2.0	6.7004	54042.371	2.0	5.0	0.660	1.160	GA	1.10E+08	8.040	-4.560	-7.540	-7.540	-7.540	1.000	0.031	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19550.330	1955.0330	-2.406	6.6714	53808.470	1.0	7.3054	58922.025	2.0	5.0	1.420	1.680	GA	2.95E+08	8.470	-4.860	-7.460	-7.460	-7.460	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19552.035	1955.2035	-1.315	6.6768	53852.024	4.0	7.3108	58965.579	4.0	9.0	1.190	1.250	GA	1.17E+08	8.070	-4.170	-7.270	-7.270	-7.270	1.000	0.019	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	19554.070	1955.4070	-1.483	6.6646	53753.624	2.0	7.2985	58866.372	1.0	3.0	1.090	1.120	GA	3.09E+08	8.490	-3.470	-6.980	-6.980	-6.980	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19555.960	1955.5960	-2.627	6.7004	54042.371	2.0	7.3342	59154.312	1.0	3.0	1.160	1.200	GA	2.51E+08	8.400	-4.560	-7.500	-7.500	-7.500	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19560.945	1956.0945	-2.247	6.4403	51944.523	2.0	7.0740	57055.658	3.0	7.0	1.810	1.020	GA	1.23E+08	8.090	-4.170	-7.320	-7.320	-7.320	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	19561.447	1956.1447	-1.347	6.3024	50832.284	3.0	6.9360	55942.613	2.0	5.0	1.100	0.940	GA	1.74E+08	8.240	-4.140	-7.260	-7.260	-7.260	1.000	0.005	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19561.894	1956.1894	-1.385	6.7282	54266.593	5.0	7.3618	59376.921	4.0	9.0	1.110	1.250	GA	1.62E+08	8.210	-3.960	-7.220	-7.220	-7.220	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19563.445	1956.3445	-0.993	6.7151	54160.934	3.0	7.3487	59271.263	3.0	7.0	1.140	1.300	GA	1.12E+08	8.050	-3.640	-7.320	-7.320	-7.320	1.000	0.034	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19563.502	1956.3502	-2.279	5.7934	46726.922	2.0	6.4270	51837.251	3.0	7.0	1.440	1.660	GA	1.66E+08	8.220	-6.050	-7.470	-7.470	-7.470	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19567.304	1956.7304	-1.873	6.7827	54706.165	2.0	7.4162	59815.687	2.0	5.0	0.800	0.720	GA	2.51E+08	8.400	-5.060	-7.420	-7.420	-7.420	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19567.534	1956.7534	-2.313	6.7271	54257.721	2.0	7.3605	59366.436	2.0	5.0	0.500	1.150	GA	8.32E+07	7.920	-3.980	-7.250	-7.250	-7.250	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19567.887	1956.7887	-1.998	6.7151	54160.934	3.0	7.3486	59270.456	2.0	5.0	1.140	1.020	GA	1.15E+08	8.060	-3.600	-7.330	-7.330	-7.330	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19569.698	1956.9698	-0.845	6.7640	54555.339	4.0	7.3974	59664.055	5.0	11.0	0.870	1.180	GA	1.10E+08	8.040	-4.090	-7.210	-7.210	-7.210	1.000	0.042	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	19570.637	1957.0637	-1.103	6.3027	50834.704	2.0	6.9360	55942.613	2.0	5.0	0.750	0.940	GA	1.78E+08	8.250	-4.040	-7.260	-7.260	-7.260	1.000	0.008	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	19571.664	1957.1664	-0.372	6.3114	50904.874	2.5	6.9447	56012.783	3.5	8.0	2.000	1.720	GA	6.31E+07	7.800	-4.080	-7.120	-7.120	-7.120	1.000	0.007	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19571.832	1957.1832	-2.537	6.5318	52682.520	2.0	7.1652	57791.235	2.0	5.0	1.150	0.790	GA	1.48E+08	8.170	-4.700	-7.320	-7.320	-7.320	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 2	19572.097	1957.2097	-4.455	5.5892	45079.938	2.5	6.2225	50187.847	3.5	8.0	1.070	1.240	GA	2.88E+08	8.460	-6.530	-7.860	-7.860	-7.860	1.000	0.002	0.000	X	X	F	0	2	26.1	26.000000	26.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19572.495	1957.2495	0.029	6.3999	51618.675	3.0	7.0332	56726.584	3.0	7.0	1.290	1.300	GA	7.94E+07	7.900	-4.180	-7.340	-7.340	-7.340	1.000	0.272	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19575.262	1957.5262	-2.413	6.3739	51408.971	4.0	7.0071	56516.073	4.0	9.0	0.950	1.380	GA	3.72E+07	7.570	-4.400	-7.330	-7.330	-7.330	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19579.027	1957.9027	-2.452	6.6754	53840.732	6.0	7.3085	58947.028	6.0	13.0	1.230	1.030	GA	7.08E+08	8.850	-4.670	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19580.576	1958.0576	-2.158	6.6417	53568.923	2.0	7.2747	58674.412	3.0	7.0	1.400	1.630	GA	1.70E+08	8.230	-4.300	-7.240	-7.240	-7.240	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19580.580	1958.0580	-0.373	6.7609	54530.336	2.0	7.3940	59636.632	3.0	7.0	1.250	1.110	GA	1.55E+08	8.190	-3.560	-7.250	-7.250	-7.250	1.000	0.105	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19582.690	1958.2690	-0.129	6.4013	51629.966	2.0	7.0343	56735.456	1.0	3.0	1.480	1.340	GA	7.41E+07	7.870	-4.310	-7.330	-7.330	-7.330	1.000	0.236	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19584.696	1958.4696	-2.076	5.0095	40404.342	1.0	5.6424	45509.025	1.0	3.0	1.500	1.520	GA	5.50E+08	8.740	-5.380	-7.540	-7.540	-7.540	1.000	0.094	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19584.807	1958.4807	-1.090	6.7151	54160.934	3.0	7.3480	59265.617	4.0	9.0	1.140	1.250	GA	1.12E+08	8.050	-4.260	-7.330	-7.330	-7.330	1.000	0.027	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.442	1958.5442	-5.009	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.626	1958.5626	-4.599	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.785	1958.5785	-3.895	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.789	1958.5789	-4.377	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19585.832	1958.5832	-1.992	6.7151	54160.934	3.0	7.3480	59265.617	3.0	7.0	1.140	1.040	GA	1.15E+08	8.060	-3.570	-7.320	-7.320	-7.320	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.912	1958.5912	-3.699	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19585.930	1958.5930	-4.252	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.017	1958.6017	-3.645	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.051	1958.6051	-4.201	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.102	1958.6101	-3.667	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.150	1958.6150	-4.231	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.165	1958.6165	-3.758	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.184	1958.6184	-3.055	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.207	1958.6207	-3.946	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.254	1958.6254	-3.196	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.303	1958.6303	-3.360	1.9496	15724.584	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.321	1958.6321	-4.201	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.330	1958.6330	-3.558	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
V 1	19586.336	1958.6336	-3.813	1.9495	15723.778	3.5	2.5824	20828.461	2.5	6.0	1.220	1.350	GA	1.45E+07	7.160	-5.860	-7.790	-7.790	-7.790	1.000	0.001	0.000	X	X	F	0	1	23.0	23.000000	23.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19586.377	1958.6377	-2.628	5.7778	46601.100	1.0	6.4106	51704.976	2.0	5.0	1.890	0.970	GA	1.29E+08	8.110	-4.990	-7.500	-7.500	-7.500	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19588.503	1958.8503	-1.320	6.8358	55134.445	2.0	7.4685	60237.515	2.0	5.0	1.510	1.480	GA	6.03E+07	7.780	-3.900	-7.060	-7.060	-7.060	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	19588.637	1958.8637	-0.517	6.3114	50904.874	2.5	6.9441	56007.944	2.5	6.0	2.000	1.890	GA	6.31E+07	7.800	-4.160	-7.120	-7.120	-7.120	1.000	0.005	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19588.672	1958.8672	-1.396	6.6193	53388.255	4.0	7.2521	58492.131	5.0	11.0	1.390	1.210	GA	2.04E+08	8.310	-4.350	-7.330	-7.330	-7.330	1.000	0.017	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19590.418	1959.0418	-1.522	6.4609	52110.673	1.0	7.0936	57213.742	1.0	3.0	2.630	2.030	GA	1.45E+08	8.160	-3.890	-7.300	-7.300	-7.300	1.000	0.017	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19592.134	1959.2134	-1.882	6.7271	54257.721	2.0	7.3597	59359.984	1.0	3.0	0.760	2.110	GA	1.86E+08	8.270	-3.840	-7.250	-7.250	-7.250	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19592.737	1959.2737	-1.390	4.9880	40230.933	2.0	5.6207	45334.003	2.0	5.0	1.500	1.500	GA	5.37E+08	8.730	-5.410	-7.540	-7.540	-7.540	1.000	0.258	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19596.151	1959.6151	-0.924	6.7310	54289.176	3.0	7.3635	59390.633	3.0	7.0	1.330	1.170	GA	1.38E+08	8.140	-4.590	-7.260	-7.260	-7.260	1.000	0.038	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	19596.558	1959.6558	-0.271	6.1509	49610.354	0.0	6.7834	54711.811	1.0	3.0	0.000	0.760	GA	1.05E+08	8.020	-4.140	-7.330	-7.330	-7.330	1.000	0.066	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19597.200	1959.7200	-2.457	6.6531	53660.870	3.0	7.2856	58762.327	3.0	7.0	1.210	1.530	GA	1.17E+08	8.070	-3.820	-7.140	-7.140	-7.140	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19597.342	1959.7342	-2.457	6.6921	53975.427	1.0	7.3246	59076.883	1.0	3.0	1.490	1.870	GA	1.91E+08	8.280	-4.560	-7.500	-7.500	-7.500	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19597.369	1959.7369	-0.582	6.3999	51618.675	3.0	7.0324	56720.131	2.0	5.0	1.290	1.730	GA	7.59E+07	7.880	-4.070	-7.310	-7.310	-7.310	1.000	0.131	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	19597.984	1959.7984	-1.289	7.0399	56780.623	1.0	7.6723	61881.273	1.0	3.0	0.900	1.110	GA	3.09E+07	7.490	-4.010	-7.040	-7.040	-7.040	1.000	0.078	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19599.463	1959.9463	-2.151	6.4187	51770.307	3.0	7.0511	56870.957	3.0	7.0	1.490	1.620	GA	1.12E+08	8.050	-4.490	-7.260	-7.260	-7.260	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19600.089	1960.0089	-1.995	6.3680	51361.384	3.0	7.0004	56462.034	3.0	7.0	1.410	1.850	GA	9.77E+07	7.990	-3.730	-7.290	-7.290	-7.290	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19602.407	1960.2407	-1.800	6.4534	52050.181	2.0	7.0857	57150.025	3.0	7.0	1.570	1.310	GA	1.17E+08	8.070	-4.060	-7.310	-7.310	-7.310	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cu 1	19602.641	1960.2641	-0.770	6.5524	52848.670	0.5	7.1847	57948.514	1.5	4.0	1.990	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.001	0.000	X	X	F	0	1	29.0	29.000000	29.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19603.894	1960.3894	-1.077	6.6468	53610.057	4.0	7.2791	58709.901	3.0	7.0	1.410	1.260	GA	2.19E+08	8.340	-3.810	-7.370	-7.370	-7.370	1.000	0.032	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19605.759	1960.5759	-2.612	5.6207	45334.003	2.0	6.2529	50433.040	3.0	7.0	1.500	1.550	GA	1.15E+08	8.060	-4.950	-7.490	-7.490	-7.490	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19607.793	1960.7793	-2.141	6.7453	54404.514	3.0	7.3775	59503.550	3.0	7.0	1.570	1.330	GA	1.74E+08	8.240	-3.430	-7.170	-7.170	-7.170	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	19610.381	1961.0381	-2.018	5.9840	48264.215	3.0	6.6161	53362.445	3.0	7.0	1.330	1.000	GA	5.25E+08	8.720	-5.210	-7.470	-7.470	-7.470	1.000	0.116	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19610.970	1961.0970	-2.143	7.0266	56673.351	4.0	7.6586	61770.775	3.0	7.0	1.260	1.530	GA	5.13E+07	7.710	-2.630	-6.960	-6.960	-6.960	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	19611.551	1961.1551	-4.631	3.2515	26225.116	3.0	3.8835	31322.540	3.0	7.0	1.340	1.320	GA	5.62E+06	6.750	-6.150	-7.820	-7.820	-7.820	1.000	0.016	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
