species,wavelength_air_A,star,abundance_dex,used,source_table
Cr,15860.21,2M06520463-0047080,-0.04,True,table_cr.dat
Cr,15860.21,2M06551808-0148080,-0.05,True,table_cr.dat
Cr,15860.21,2M06574070-1231239,-0.03,True,table_cr.dat
Cr,15860.21,2M10430394-4605354,-0.18,True,table_cr.dat
Cr,15860.21,2M11042542-7318068,,False,table_cr.dat
Cr,15860.21,2M12101600-4936072,-0.15,True,table_cr.dat
Cr,15860.21,2M13403516-5040261,-0.18,True,table_cr.dat
Cr,15860.21,2M14131192-4849280,-0.12,True,table_cr.dat
Cr,15860.21,2M14240039-6252516,-0.04,True,table_cr.dat
Cr,15860.21,2M14241044-6218367,-0.09,True,table_cr.dat
Cr,15860.21,2M14260433-6219024,-0.16,True,table_cr.dat
Cr,15860.21,2M14261117-6240220,-0.20,True,table_cr.dat
Cr,15860.21,2M14275833-6147534,-0.10,True,table_cr.dat
Cr,15860.21,2M14283733-6257279,-0.14,True,table_cr.dat
Cr,15860.21,2M14291063-6317181,-0.15,True,table_cr.dat
Cr,15860.21,2M14311520-6145468,-0.09,True,table_cr.dat
Cr,15860.21,2M14322072-6215506,-0.29,True,table_cr.dat
Cr,15860.21,2M14332169-6302108,-0.14,True,table_cr.dat
Cr,15860.21,2M14332869-6211255,-0.11,True,table_cr.dat
Cr,15860.21,2M14333081-6221450,-0.08,True,table_cr.dat
Cr,15860.21,2M14333688-6232028,-0.09,True,table_cr.dat
Cr,15860.21,2M14345114-6225509,-0.03,True,table_cr.dat
Cr,15860.21,2M14360142-6228561,-0.12,True,table_cr.dat
Cr,15860.21,2M14360935-6309399,-0.09,True,table_cr.dat
Cr,15860.21,2M14371958-6251344,-0.19,True,table_cr.dat
Cr,15860.21,2M14375085-6237526,-0.11,True,table_cr.dat
Cr,15860.21,2M15161949+0244516,-0.10,True,table_cr.dat
Cr,15860.21,2M17584888-2351011,-0.14,True,table_cr.dat
Cr,15860.21,2M18103303-1626220,-0.06,True,table_cr.dat
Cr,15860.21,2M18142346-2136410,-0.06,True,table_cr.dat
Cr,15860.21,2M18191551-1726223,-0.06,True,table_cr.dat
Cr,15860.21,2M18522108-3022143,-0.03,True,table_cr.dat
Cr,15860.21,HD132813,-0.13,True,table_cr.dat
Cr,15860.21,HD175588,-0.03,True,table_cr.dat
Cr,15860.21,HD89758,-0.16,True,table_cr.dat
Cr,15860.21,HD224935,-0.10,True,table_cr.dat
Cr,15860.21,HD101153,-0.08,True,table_cr.dat
Cr,15860.21,HIP54396,-0.13,True,table_cr.dat
Cr,17708.73,2M05484106-0602007,0.01,True,table_cr.dat
Cr,17708.73,2M05594446-7212111,0.01,True,table_cr.dat
Cr,17708.73,2M06035110-7456029,0.01,True,table_cr.dat
Cr,17708.73,2M06035214-7255079,-0.03,True,table_cr.dat
Cr,17708.73,2M06052796-0553384,-0.10,True,table_cr.dat
Cr,17708.73,2M06074096-0530332,-0.02,True,table_cr.dat
Cr,17708.73,2M06124201-0025095,,False,table_cr.dat
Cr,17708.73,2M06140107-0641072,0.04,True,table_cr.dat
Cr,17708.73,2M06143705-0551064,-0.00,True,table_cr.dat
Cr,17708.73,2M06171159-7259319,0.04,True,table_cr.dat
Cr,17708.73,2M06223443-0443153,0.06,True,table_cr.dat
Cr,17708.73,2M06231693-0530385,0.00,True,table_cr.dat
Cr,17708.73,2M06520463-0047080,-0.08,True,table_cr.dat
Cr,17708.73,2M06551808-0148080,0.02,True,table_cr.dat
Cr,17708.73,2M06574070-1231239,-0.01,True,table_cr.dat
Cr,17708.73,2M10430394-4605354,-0.03,True,table_cr.dat
Cr,17708.73,2M11042542-7318068,,False,table_cr.dat
Cr,17708.73,2M12101600-4936072,-0.01,True,table_cr.dat
Cr,17708.73,2M13403516-5040261,0.03,True,table_cr.dat
Cr,17708.73,2M14131192-4849280,0.14,True,table_cr.dat
Cr,17708.73,2M14240039-6252516,0.22,True,table_cr.dat
Cr,17708.73,2M14241044-6218367,0.09,True,table_cr.dat
Cr,17708.73,2M14260433-6219024,,False,table_cr.dat
Cr,17708.73,2M14261117-6240220,0.04,True,table_cr.dat
Cr,17708.73,2M14275833-6147534,0.16,True,table_cr.dat
Cr,17708.73,2M14283733-6257279,,False,table_cr.dat
Cr,17708.73,2M14291063-6317181,-0.03,True,table_cr.dat
Cr,17708.73,2M14311520-6145468,0.05,True,table_cr.dat
Cr,17708.73,2M14322072-6215506,-0.03,True,table_cr.dat
Cr,17708.73,2M14332169-6302108,0.00,True,table_cr.dat
Cr,17708.73,2M14332869-6211255,0.04,True,table_cr.dat
Cr,17708.73,2M14333081-6221450,0.03,True,table_cr.dat
Cr,17708.73,2M14333688-6232028,0.12,True,table_cr.dat
Cr,17708.73,2M14345114-6225509,0.20,True,table_cr.dat
Cr,17708.73,2M14360142-6228561,,False,table_cr.dat
Cr,17708.73,2M14360935-6309399,,False,table_cr.dat
Cr,17708.73,2M14371958-6251344,0.00,True,table_cr.dat
Cr,17708.73,2M14375085-6237526,0.04,True,table_cr.dat
Cr,17708.73,2M15161949+0244516,0.06,True,table_cr.dat
Cr,17708.73,2M17584888-2351011,,False,table_cr.dat
Cr,17708.73,2M18103303-1626220,0.17,True,table_cr.dat
Cr,17708.73,2M18142346-2136410,0.15,True,table_cr.dat
Cr,17708.73,2M18191551-1726223,0.11,True,table_cr.dat
Cr,17708.73,2M18522108-3022143,0.06,True,table_cr.dat
Cr,17708.73,HD132813,,False,table_cr.dat
Cr,17708.73,HD175588,0.06,True,table_cr.dat
Cr,17708.73,HD89758,0.01,True,table_cr.dat
Cr,17708.73,HD224935,0.02,True,table_cr.dat
Cr,17708.73,HD101153,-0.01,True,table_cr.dat
Cr,17708.73,HIP54396,0.02,True,table_cr.dat
Mn,15217.74,2M05484106-0602007,0.02,True,table_mn.dat
Mn,15217.74,2M05594446-7212111,-0.03,True,table_mn.dat
Mn,15217.74,2M06035110-7456029,0.08,True,table_mn.dat
Mn,15217.74,2M06035214-7255079,0.06,True,table_mn.dat
Mn,15217.74,2M06052796-0553384,-0.08,True,table_mn.dat
Mn,15217.74,2M06074096-0530332,-0.00,True,table_mn.dat
Mn,15217.74,2M06124201-0025095,0.02,True,table_mn.dat
Mn,15217.74,2M06140107-0641072,0.04,True,table_mn.dat
Mn,15217.74,2M06143705-0551064,0.01,True,table_mn.dat
Mn,15217.74,2M06171159-7259319,-0.02,True,table_mn.dat
Mn,15217.74,2M06223443-0443153,0.02,True,table_mn.dat
Mn,15217.74,2M06231693-0530385,0.02,True,table_mn.dat
Mn,15217.74,2M06520463-0047080,0.16,True,table_mn.dat
Mn,15217.74,2M06551808-0148080,0.01,True,table_mn.dat
Mn,15217.74,2M06574070-1231239,0.10,True,table_mn.dat
Mn,15217.74,2M10430394-4605354,0.11,True,table_mn.dat
Mn,15217.74,2M11042542-7318068,-0.01,True,table_mn.dat
Mn,15217.74,2M12101600-4936072,0.08,True,table_mn.dat
Mn,15217.74,2M13403516-5040261,0.14,True,table_mn.dat
Mn,15217.74,2M14131192-4849280,0.22,True,table_mn.dat
Mn,15217.74,2M14240039-6252516,0.42,True,table_mn.dat
Mn,15217.74,2M14241044-6218367,0.37,True,table_mn.dat
Mn,15217.74,2M14260433-6219024,0.21,True,table_mn.dat
Mn,15217.74,2M14261117-6240220,0.34,True,table_mn.dat
Mn,15217.74,2M14275833-6147534,0.39,True,table_mn.dat
Mn,15217.74,2M14283733-6257279,0.41,True,table_mn.dat
Mn,15217.74,2M14291063-6317181,0.28,True,table_mn.dat
Mn,15217.74,2M14311520-6145468,0.28,True,table_mn.dat
Mn,15217.74,2M14322072-6215506,0.01,True,table_mn.dat
Mn,15217.74,2M14332169-6302108,0.05,True,table_mn.dat
Mn,15217.74,2M14332869-6211255,0.20,True,table_mn.dat
Mn,15217.74,2M14333081-6221450,0.24,True,table_mn.dat
Mn,15217.74,2M14333688-6232028,0.28,True,table_mn.dat
Mn,15217.74,2M14345114-6225509,0.46,True,table_mn.dat
Mn,15217.74,2M14360142-6228561,0.05,True,table_mn.dat
Mn,15217.74,2M14360935-6309399,0.41,True,table_mn.dat
Mn,15217.74,2M14371958-6251344,0.13,True,table_mn.dat
Mn,15217.74,2M14375085-6237526,0.18,True,table_mn.dat
Mn,15217.74,2M15161949+0244516,-0.05,True,table_mn.dat
Mn,15217.74,2M17584888-2351011,0.27,True,table_mn.dat
Mn,15217.74,2M18103303-1626220,0.20,True,table_mn.dat
Mn,15217.74,2M18142346-2136410,0.27,True,table_mn.dat
Mn,15217.74,2M18191551-1726223,0.32,True,table_mn.dat
Mn,15217.74,2M18522108-3022143,0.02,True,table_mn.dat
Mn,15217.74,HD132813,0.12,True,table_mn.dat
Mn,15217.74,HD175588,0.38,True,table_mn.dat
Mn,15217.74,HD89758,0.03,True,table_mn.dat
Mn,15217.74,HD224935,0.27,True,table_mn.dat
Mn,15217.74,HD101153,0.25,True,table_mn.dat
Mn,15217.74,HIP54396,0.16,True,table_mn.dat
Mn,15262.49,2M05484106-0602007,0.03,True,table_mn.dat
Mn,15262.49,2M05594446-7212111,-0.05,True,table_mn.dat
Mn,15262.49,2M06035110-7456029,0.01,True,table_mn.dat
Mn,15262.49,2M06035214-7255079,0.02,True,table_mn.dat
Mn,15262.49,2M06052796-0553384,-0.04,True,table_mn.dat
Mn,15262.49,2M06074096-0530332,-0.02,True,table_mn.dat
Mn,15262.49,2M06124201-0025095,0.07,True,table_mn.dat
Mn,15262.49,2M06140107-0641072,,False,table_mn.dat
Mn,15262.49,2M06143705-0551064,0.01,True,table_mn.dat
Mn,15262.49,2M06171159-7259319,-0.09,True,table_mn.dat
Mn,15262.49,2M06223443-0443153,0.01,True,table_mn.dat
Mn,15262.49,2M06231693-0530385,0.02,True,table_mn.dat
Mn,15262.49,2M06520463-0047080,0.15,True,table_mn.dat
Mn,15262.49,2M06551808-0148080,,False,table_mn.dat
Mn,15262.49,2M06574070-1231239,0.08,True,table_mn.dat
Mn,15262.49,2M10430394-4605354,0.09,True,table_mn.dat
Mn,15262.49,2M11042542-7318068,-0.10,True,table_mn.dat
Mn,15262.49,2M12101600-4936072,0.01,True,table_mn.dat
Mn,15262.49,2M13403516-5040261,0.09,True,table_mn.dat
Mn,15262.49,2M14131192-4849280,0.20,True,table_mn.dat
Mn,15262.49,2M14240039-6252516,0.39,True,table_mn.dat
Mn,15262.49,2M14241044-6218367,0.38,True,table_mn.dat
Mn,15262.49,2M14260433-6219024,0.08,True,table_mn.dat
Mn,15262.49,2M14261117-6240220,0.16,True,table_mn.dat
Mn,15262.49,2M14275833-6147534,0.31,True,table_mn.dat
Mn,15262.49,2M14283733-6257279,0.27,True,table_mn.dat
Mn,15262.49,2M14291063-6317181,0.10,True,table_mn.dat
Mn,15262.49,2M14311520-6145468,0.26,True,table_mn.dat
Mn,15262.49,2M14322072-6215506,-0.01,True,table_mn.dat
Mn,15262.49,2M14332169-6302108,0.06,True,table_mn.dat
Mn,15262.49,2M14332869-6211255,0.24,True,table_mn.dat
Mn,15262.49,2M14333081-6221450,0.19,True,table_mn.dat
Mn,15262.49,2M14333688-6232028,0.26,True,table_mn.dat
Mn,15262.49,2M14345114-6225509,0.47,True,table_mn.dat
Mn,15262.49,2M14360142-6228561,0.03,True,table_mn.dat
Mn,15262.49,2M14360935-6309399,0.33,True,table_mn.dat
Mn,15262.49,2M14371958-6251344,0.15,True,table_mn.dat
Mn,15262.49,2M14375085-6237526,0.18,True,table_mn.dat
Mn,15262.49,2M15161949+0244516,-0.00,True,table_mn.dat
Mn,15262.49,2M17584888-2351011,0.26,True,table_mn.dat
Mn,15262.49,2M18103303-1626220,0.32,True,table_mn.dat
Mn,15262.49,2M18142346-2136410,0.23,True,table_mn.dat
Mn,15262.49,2M18191551-1726223,0.22,True,table_mn.dat
Mn,15262.49,2M18522108-3022143,-0.02,True,table_mn.dat
Mn,15262.49,HD132813,0.07,True,table_mn.dat
Mn,15262.49,HD175588,0.29,True,table_mn.dat
Mn,15262.49,HD89758,0.04,True,table_mn.dat
Mn,15262.49,HD224935,0.24,True,table_mn.dat
Mn,15262.49,HD101153,0.23,True,table_mn.dat
Mn,15262.49,HIP54396,0.17,True,table_mn.dat
Co,16757.64,2M05484106-0602007,-0.05,True,table_co.dat
Co,16757.64,2M05594446-7212111,-0.02,True,table_co.dat
Co,16757.64,2M06035110-7456029,0.09,True,table_co.dat
Co,16757.64,2M06035214-7255079,-0.01,True,table_co.dat
Co,16757.64,2M06052796-0553384,-0.11,True,table_co.dat
Co,16757.64,2M06074096-0530332,0.04,True,table_co.dat
Co,16757.64,2M06124201-0025095,0.05,True,table_co.dat
Co,16757.64,2M06140107-0641072,0.10,True,table_co.dat
Co,16757.64,2M06143705-0551064,0.02,True,table_co.dat
Co,16757.64,2M06171159-7259319,0.18,True,table_co.dat
Co,16757.64,2M06223443-0443153,0.02,True,table_co.dat
Co,16757.64,2M06231693-0530385,0.01,True,table_co.dat
Co,16757.64,2M06520463-0047080,-0.06,True,table_co.dat
Co,16757.64,2M06551808-0148080,0.00,True,table_co.dat
Co,16757.64,2M06574070-1231239,-0.05,True,table_co.dat
Co,16757.64,2M10430394-4605354,-0.10,True,table_co.dat
Co,16757.64,2M11042542-7318068,0.02,True,table_co.dat
Co,16757.64,2M12101600-4936072,0.01,True,table_co.dat
Co,16757.64,2M13403516-5040261,-0.09,True,table_co.dat
Co,16757.64,2M14131192-4849280,-0.06,True,table_co.dat
Co,16757.64,2M14240039-6252516,-0.02,True,table_co.dat
Co,16757.64,2M14241044-6218367,-0.03,True,table_co.dat
Co,16757.64,2M14260433-6219024,-0.15,True,table_co.dat
Co,16757.64,2M14261117-6240220,-0.05,True,table_co.dat
Co,16757.64,2M14275833-6147534,-0.07,True,table_co.dat
Co,16757.64,2M14283733-6257279,-0.01,True,table_co.dat
Co,16757.64,2M14291063-6317181,-0.06,True,table_co.dat
Co,16757.64,2M14311520-6145468,-0.06,True,table_co.dat
Co,16757.64,2M14322072-6215506,-0.06,True,table_co.dat
Co,16757.64,2M14332169-6302108,-0.09,True,table_co.dat
Co,16757.64,2M14332869-6211255,-0.05,True,table_co.dat
Co,16757.64,2M14333081-6221450,-0.09,True,table_co.dat
Co,16757.64,2M14333688-6232028,-0.07,True,table_co.dat
Co,16757.64,2M14345114-6225509,-0.02,True,table_co.dat
Co,16757.64,2M14360142-6228561,-0.05,True,table_co.dat
Co,16757.64,2M14360935-6309399,-0.07,True,table_co.dat
Co,16757.64,2M14371958-6251344,-0.10,True,table_co.dat
Co,16757.64,2M14375085-6237526,-0.08,True,table_co.dat
Co,16757.64,2M15161949+0244516,0.12,True,table_co.dat
Co,16757.64,2M17584888-2351011,-0.05,True,table_co.dat
Co,16757.64,2M18103303-1626220,-0.12,True,table_co.dat
Co,16757.64,2M18142346-2136410,-0.06,True,table_co.dat
Co,16757.64,2M18191551-1726223,-0.08,True,table_co.dat
Co,16757.64,2M18522108-3022143,0.15,True,table_co.dat
Co,16757.64,HD132813,-0.12,True,table_co.dat
Co,16757.64,HD175588,-0.04,True,table_co.dat
Co,16757.64,HD89758,-0.10,True,table_co.dat
Co,16757.64,HD224935,-0.10,True,table_co.dat
Co,16757.64,HD101153,-0.11,True,table_co.dat
Co,16757.64,HIP54396,-0.12,True,table_co.dat
Ni,16310.50,2M05484106-0602007,-0.17,True,table_ni.dat
Ni,16310.50,2M05594446-7212111,-0.08,True,table_ni.dat
Ni,16310.50,2M06035110-7456029,-0.11,True,table_ni.dat
Ni,16310.50,2M06035214-7255079,-0.08,True,table_ni.dat
Ni,16310.50,2M06052796-0553384,-0.14,True,table_ni.dat
Ni,16310.50,2M06074096-0530332,-0.00,True,table_ni.dat
Ni,16310.50,2M06124201-0025095,-0.15,True,table_ni.dat
Ni,16310.50,2M06140107-0641072,-0.13,True,table_ni.dat
Ni,16310.50,2M06143705-0551064,-0.11,True,table_ni.dat
Ni,16310.50,2M06171159-7259319,0.06,True,table_ni.dat
Ni,16310.50,2M06223443-0443153,-0.22,True,table_ni.dat
Ni,16310.50,2M06231693-0530385,-0.12,True,table_ni.dat
Ni,16310.50,2M06520463-0047080,-0.20,True,table_ni.dat
Ni,16310.50,2M06551808-0148080,-0.13,True,table_ni.dat
Ni,16310.50,2M06574070-1231239,-0.31,True,table_ni.dat
Ni,16310.50,2M10430394-4605354,-0.09,True,table_ni.dat
Ni,16310.50,2M11042542-7318068,-0.03,True,table_ni.dat
Ni,16310.50,2M12101600-4936072,-0.14,True,table_ni.dat
Ni,16310.50,2M13403516-5040261,-0.20,True,table_ni.dat
Ni,16310.50,2M14131192-4849280,-0.13,True,table_ni.dat
Ni,16310.50,2M14240039-6252516,-0.08,True,table_ni.dat
Ni,16310.50,2M14241044-6218367,-0.01,True,table_ni.dat
Ni,16310.50,2M14260433-6219024,-0.22,True,table_ni.dat
Ni,16310.50,2M14261117-6240220,-0.11,True,table_ni.dat
Ni,16310.50,2M14275833-6147534,-0.19,True,table_ni.dat
Ni,16310.50,2M14283733-6257279,-0.13,True,table_ni.dat
Ni,16310.50,2M14291063-6317181,-0.21,True,table_ni.dat
Ni,16310.50,2M14311520-6145468,-0.20,True,table_ni.dat
Ni,16310.50,2M14322072-6215506,-0.12,True,table_ni.dat
Ni,16310.50,2M14332169-6302108,-0.11,True,table_ni.dat
Ni,16310.50,2M14332869-6211255,-0.06,True,table_ni.dat
Ni,16310.50,2M14333081-6221450,-0.19,True,table_ni.dat
Ni,16310.50,2M14333688-6232028,-0.19,True,table_ni.dat
Ni,16310.50,2M14345114-6225509,-0.08,True,table_ni.dat
Ni,16310.50,2M14360142-6228561,-0.17,True,table_ni.dat
Ni,16310.50,2M14360935-6309399,-0.18,True,table_ni.dat
Ni,16310.50,2M14371958-6251344,-0.13,True,table_ni.dat
Ni,16310.50,2M14375085-6237526,0.01,True,table_ni.dat
Ni,16310.50,2M15161949+0244516,0.04,True,table_ni.dat
Ni,16310.50,2M17584888-2351011,-0.13,True,table_ni.dat
Ni,16310.50,2M18103303-1626220,-0.26,True,table_ni.dat
Ni,16310.50,2M18142346-2136410,-0.19,True,table_ni.dat
Ni,16310.50,2M18191551-1726223,-0.19,True,table_ni.dat
Ni,16310.50,2M18522108-3022143,-0.14,True,table_ni.dat
Ni,16310.50,HD132813,-0.30,True,table_ni.dat
Ni,16310.50,HD175588,-0.25,True,table_ni.dat
Ni,16310.50,HD89758,-0.15,True,table_ni.dat
Ni,16310.50,HD224935,-0.23,True,table_ni.dat
Ni,16310.50,HD101153,-0.27,True,table_ni.dat
Ni,16310.50,HIP54396,-0.26,True,table_ni.dat
Ni,16363.09,2M05484106-0602007,-0.12,True,table_ni.dat
Ni,16363.09,2M05594446-7212111,-0.11,True,table_ni.dat
Ni,16363.09,2M06035110-7456029,0.01,True,table_ni.dat
Ni,16363.09,2M06035214-7255079,-0.05,True,table_ni.dat
Ni,16363.09,2M06052796-0553384,-0.12,True,table_ni.dat
Ni,16363.09,2M06074096-0530332,-0.05,True,table_ni.dat
Ni,16363.09,2M06124201-0025095,-0.13,True,table_ni.dat
Ni,16363.09,2M06140107-0641072,0.02,True,table_ni.dat
Ni,16363.09,2M06143705-0551064,-0.18,True,table_ni.dat
Ni,16363.09,2M06171159-7259319,-0.14,True,table_ni.dat
Ni,16363.09,2M06223443-0443153,-0.14,True,table_ni.dat
Ni,16363.09,2M06231693-0530385,-0.12,True,table_ni.dat
Ni,16363.09,2M06520463-0047080,-0.16,True,table_ni.dat
Ni,16363.09,2M06551808-0148080,-0.18,True,table_ni.dat
Ni,16363.09,2M06574070-1231239,-0.17,True,table_ni.dat
Ni,16363.09,2M10430394-4605354,-0.07,True,table_ni.dat
Ni,16363.09,2M11042542-7318068,-0.00,True,table_ni.dat
Ni,16363.09,2M12101600-4936072,-0.14,True,table_ni.dat
Ni,16363.09,2M13403516-5040261,-0.10,True,table_ni.dat
Ni,16363.09,2M14131192-4849280,0.01,True,table_ni.dat
Ni,16363.09,2M14240039-6252516,0.13,True,table_ni.dat
Ni,16363.09,2M14241044-6218367,0.22,True,table_ni.dat
Ni,16363.09,2M14260433-6219024,0.05,True,table_ni.dat
Ni,16363.09,2M14261117-6240220,0.02,True,table_ni.dat
Ni,16363.09,2M14275833-6147534,0.10,True,table_ni.dat
Ni,16363.09,2M14283733-6257279,-0.14,True,table_ni.dat
Ni,16363.09,2M14291063-6317181,-0.05,True,table_ni.dat
Ni,16363.09,2M14311520-6145468,-0.03,True,table_ni.dat
Ni,16363.09,2M14322072-6215506,-0.04,True,table_ni.dat
Ni,16363.09,2M14332169-6302108,-0.19,True,table_ni.dat
Ni,16363.09,2M14332869-6211255,0.03,True,table_ni.dat
Ni,16363.09,2M14333081-6221450,-0.03,True,table_ni.dat
Ni,16363.09,2M14333688-6232028,-0.01,True,table_ni.dat
Ni,16363.09,2M14345114-6225509,0.17,True,table_ni.dat
Ni,16363.09,2M14360142-6228561,-0.17,True,table_ni.dat
Ni,16363.09,2M14360935-6309399,0.06,True,table_ni.dat
Ni,16363.09,2M14371958-6251344,-0.01,True,table_ni.dat
Ni,16363.09,2M14375085-6237526,0.05,True,table_ni.dat
Ni,16363.09,2M15161949+0244516,0.08,True,table_ni.dat
Ni,16363.09,2M17584888-2351011,0.08,True,table_ni.dat
Ni,16363.09,2M18103303-1626220,-0.07,True,table_ni.dat
Ni,16363.09,2M18142346-2136410,0.01,True,table_ni.dat
Ni,16363.09,2M18191551-1726223,0.11,True,table_ni.dat
Ni,16363.09,2M18522108-3022143,-0.04,True,table_ni.dat
Ni,16363.09,HD132813,-0.06,True,table_ni.dat
Ni,16363.09,HD175588,-0.08,True,table_ni.dat
Ni,16363.09,HD89758,-0.05,True,table_ni.dat
Ni,16363.09,HD224935,-0.04,True,table_ni.dat
Ni,16363.09,HD101153,0.08,True,table_ni.dat
Ni,16363.09,HIP54396,-0.14,True,table_ni.dat
Ni,16815.46,2M05484106-0602007,-0.04,True,table_ni.dat
Ni,16815.46,2M05594446-7212111,0.02,True,table_ni.dat
Ni,16815.46,2M06035110-7456029,0.14,True,table_ni.dat
Ni,16815.46,2M06035214-7255079,0.23,True,table_ni.dat
Ni,16815.46,2M06052796-0553384,0.03,True,table_ni.dat
Ni,16815.46,2M06074096-0530332,0.08,True,table_ni.dat
Ni,16815.46,2M06124201-0025095,0.04,True,table_ni.dat
Ni,16815.46,2M06140107-0641072,0.11,True,table_ni.dat
Ni,16815.46,2M06143705-0551064,0.08,True,table_ni.dat
Ni,16815.46,2M06171159-7259319,0.14,True,table_ni.dat
Ni,16815.46,2M06223443-0443153,0.05,True,table_ni.dat
Ni,16815.46,2M06231693-0530385,0.04,True,table_ni.dat
Ni,16815.46,2M06520463-0047080,0.01,True,table_ni.dat
Ni,16815.46,2M06551808-0148080,0.14,True,table_ni.dat
Ni,16815.46,2M06574070-1231239,0.06,True,table_ni.dat
Ni,16815.46,2M10430394-4605354,0.04,True,table_ni.dat
Ni,16815.46,2M11042542-7318068,0.16,True,table_ni.dat
Ni,16815.46,2M12101600-4936072,0.13,True,table_ni.dat
Ni,16815.46,2M13403516-5040261,-0.06,True,table_ni.dat
Ni,16815.46,2M14131192-4849280,0.18,True,table_ni.dat
Ni,16815.46,2M14240039-6252516,0.02,True,table_ni.dat
Ni,16815.46,2M14241044-6218367,0.10,True,table_ni.dat
Ni,16815.46,2M14260433-6219024,-0.01,True,table_ni.dat
Ni,16815.46,2M14261117-6240220,-0.02,True,table_ni.dat
Ni,16815.46,2M14275833-6147534,0.15,True,table_ni.dat
Ni,16815.46,2M14283733-6257279,0.27,True,table_ni.dat
Ni,16815.46,2M14291063-6317181,0.15,True,table_ni.dat
Ni,16815.46,2M14311520-6145468,0.11,True,table_ni.dat
Ni,16815.46,2M14322072-6215506,0.08,True,table_ni.dat
Ni,16815.46,2M14332169-6302108,0.04,True,table_ni.dat
Ni,16815.46,2M14332869-6211255,0.11,True,table_ni.dat
Ni,16815.46,2M14333081-6221450,0.16,True,table_ni.dat
Ni,16815.46,2M14333688-6232028,0.07,True,table_ni.dat
Ni,16815.46,2M14345114-6225509,0.12,True,table_ni.dat
Ni,16815.46,2M14360142-6228561,0.12,True,table_ni.dat
Ni,16815.46,2M14360935-6309399,0.04,True,table_ni.dat
Ni,16815.46,2M14371958-6251344,0.03,True,table_ni.dat
Ni,16815.46,2M14375085-6237526,0.22,True,table_ni.dat
Ni,16815.46,2M15161949+0244516,0.09,True,table_ni.dat
Ni,16815.46,2M17584888-2351011,0.23,True,table_ni.dat
Ni,16815.46,2M18103303-1626220,0.10,True,table_ni.dat
Ni,16815.46,2M18142346-2136410,0.21,True,table_ni.dat
Ni,16815.46,2M18191551-1726223,0.19,True,table_ni.dat
Ni,16815.46,2M18522108-3022143,0.20,True,table_ni.dat
Ni,16815.46,HD132813,0.00,True,table_ni.dat
Ni,16815.46,HD175588,0.01,True,table_ni.dat
Ni,16815.46,HD89758,0.06,True,table_ni.dat
Ni,16815.46,HD224935,-0.04,True,table_ni.dat
Ni,16815.46,HD101153,-0.05,True,table_ni.dat
Ni,16815.46,HIP54396,-0.02,True,table_ni.dat
Ni,16818.74,2M05484106-0602007,0.01,True,table_ni.dat
Ni,16818.74,2M05594446-7212111,0.05,True,table_ni.dat
Ni,16818.74,2M06035110-7456029,0.16,True,table_ni.dat
Ni,16818.74,2M06035214-7255079,0.10,True,table_ni.dat
Ni,16818.74,2M06052796-0553384,0.10,True,table_ni.dat
Ni,16818.74,2M06074096-0530332,0.04,True,table_ni.dat
Ni,16818.74,2M06124201-0025095,0.06,True,table_ni.dat
Ni,16818.74,2M06140107-0641072,0.19,True,table_ni.dat
Ni,16818.74,2M06143705-0551064,0.11,True,table_ni.dat
Ni,16818.74,2M06171159-7259319,0.20,True,table_ni.dat
Ni,16818.74,2M06223443-0443153,0.06,True,table_ni.dat
Ni,16818.74,2M06231693-0530385,0.01,True,table_ni.dat
Ni,16818.74,2M06520463-0047080,0.08,True,table_ni.dat
