element,wave_A,teff_K,logg,feh,delta_nlte
Si,5622.23,6000,4.4,0.0,-0.01
Si,5701.14,6000,4.4,0.0,-0.005
Si,5708.44,6000,4.4,0.0,-0.011
Si,5772.15,6000,4.4,0.0,-0.004
Si,5780.45,6000,4.4,0.0,-0.004
Si,6067.62,6000,4.4,0.0,-0.001
Si,6253.6,6000,4.4,0.0,-0.0
Si,5622.23,6000,4.4,0.3,-0.011
Si,5701.14,6000,4.4,0.3,-0.005
Si,5708.44,6000,4.4,0.3,-0.012
Si,5772.15,6000,4.4,0.3,-0.005
Si,5780.45,6000,4.4,0.3,-0.004
Si,6067.62,6000,4.4,0.3,-0.001
Si,6253.6,6000,4.4,0.3,-0.0
Si,5622.23,6000,4.5,-0.5,-0.006
Si,5701.14,6000,4.5,-0.5,-0.005
Si,5708.44,6000,4.5,-0.5,-0.007
Si,5772.15,6000,4.5,-0.5,-0.003
Si,5780.45,6000,4.5,-0.5,-0.004
Si,6067.62,6000,4.5,-0.5,-0.002
Si,6253.6,6000,4.5,-0.5,-0.0
Si,5622.23,6000,4.5,0.0,-0.009
Si,5701.14,6000,4.5,0.0,-0.005
Si,5708.44,6000,4.5,0.0,-0.01
Si,5772.15,6000,4.5,0.0,-0.004
Si,5780.45,6000,4.5,0.0,-0.004
Si,6067.62,6000,4.5,0.0,-0.001
Si,6253.6,6000,4.5,0.0,-0.0
Si,5622.23,6000,4.5,0.3,-0.01
Si,5701.14,6000,4.5,0.3,-0.005
Si,5708.44,6000,4.5,0.3,-0.011
Si,5772.15,6000,4.5,0.3,-0.004
Si,5780.45,6000,4.5,0.3,-0.003
Si,6067.62,6000,4.5,0.3,-0.001
Si,6253.6,6000,4.5,0.3,-0.0
Si,5622.23,6500,3.5,-0.5,-0.019
Si,5701.14,6500,3.5,-0.5,-0.013
Si,5708.44,6500,3.5,-0.5,-0.019
Si,5772.15,6500,3.5,-0.5,-0.005
Si,5780.45,6500,3.5,-0.5,-0.013
Si,6067.62,6500,3.5,-0.5,-0.003
Si,6253.6,6500,3.5,-0.5,-0.0
Si,5622.23,6500,3.5,0.0,-0.023
Si,5701.14,6500,3.5,0.0,-0.011
Si,5708.44,6500,3.5,0.0,-0.025
Si,5772.15,6500,3.5,0.0,-0.008
Si,5780.45,6500,3.5,0.0,-0.01
Si,6067.62,6500,3.5,0.0,-0.003
Si,6253.6,6500,3.5,0.0,-0.0
Si,5622.23,6500,3.5,0.3,-0.026
Si,5701.14,6500,3.5,0.3,-0.011
Si,5708.44,6500,3.5,0.3,-0.028
Si,5772.15,6500,3.5,0.3,-0.009
Si,5780.45,6500,3.5,0.3,-0.009
Si,6067.62,6500,3.5,0.3,-0.002
Si,6253.6,6500,3.5,0.3,-0.0
Si,5622.23,6500,4.0,-0.5,-0.012
Si,5701.14,6500,4.0,-0.5,-0.008
Si,5708.44,6500,4.0,-0.5,-0.012
Si,5772.15,6500,4.0,-0.5,-0.004
Si,5780.45,6500,4.0,-0.5,-0.008
Si,6067.62,6500,4.0,-0.5,-0.002
Si,6253.6,6500,4.0,-0.5,-0.0
Si,5622.23,6500,4.0,0.0,-0.014
Si,5701.14,6500,4.0,0.0,-0.007
Si,5708.44,6500,4.0,0.0,-0.016
Si,5772.15,6500,4.0,0.0,-0.005
Si,5780.45,6500,4.0,0.0,-0.006
Si,6067.62,6500,4.0,0.0,-0.002
Si,6253.6,6500,4.0,0.0,-0.0
Si,5622.23,6500,4.0,0.3,-0.017
Si,5701.14,6500,4.0,0.3,-0.007
Si,5708.44,6500,4.0,0.3,-0.019
Si,5772.15,6500,4.0,0.3,-0.006
Si,5780.45,6500,4.0,0.3,-0.006
Si,6067.62,6500,4.0,0.3,-0.002
Si,6253.6,6500,4.0,0.3,-0.0
Si,5622.23,6500,4.4,-0.5,-0.008
Si,5701.14,6500,4.4,-0.5,-0.006
Si,5708.44,6500,4.4,-0.5,-0.008
Si,5772.15,6500,4.4,-0.5,-0.003
Si,5780.45,6500,4.4,-0.5,-0.006
Si,6067.62,6500,4.4,-0.5,-0.002
Si,6253.6,6500,4.4,-0.5,-0.0
Si,5622.23,6500,4.4,0.0,-0.01
Si,5701.14,6500,4.4,0.0,-0.005
Si,5708.44,6500,4.4,0.0,-0.011
Si,5772.15,6500,4.4,0.0,-0.004
Si,5780.45,6500,4.4,0.0,-0.005
Si,6067.62,6500,4.4,0.0,-0.002
Si,6253.6,6500,4.4,0.0,-0.0
Si,5622.23,6500,4.4,0.3,-0.012
Si,5701.14,6500,4.4,0.3,-0.005
Si,5708.44,6500,4.4,0.3,-0.013
Si,5772.15,6500,4.4,0.3,-0.005
Si,5780.45,6500,4.4,0.3,-0.004
Si,6067.62,6500,4.4,0.3,-0.001
Si,6253.6,6500,4.4,0.3,-0.0
Si,5622.23,6500,4.5,-0.5,-0.007
Si,5701.14,6500,4.5,-0.5,-0.006
Si,5708.44,6500,4.5,-0.5,-0.008
Si,5772.15,6500,4.5,-0.5,-0.003
Si,5780.45,6500,4.5,-0.5,-0.005
Si,6067.62,6500,4.5,-0.5,-0.002
Si,6253.6,6500,4.5,-0.5,-0.0
Si,5622.23,6500,4.5,0.0,-0.009
Si,5701.14,6500,4.5,0.0,-0.005
Si,5708.44,6500,4.5,0.0,-0.01
Si,5772.15,6500,4.5,0.0,-0.004
Si,5780.45,6500,4.5,0.0,-0.004
Si,6067.62,6500,4.5,0.0,-0.002
Si,6253.6,6500,4.5,0.0,-0.0
Si,5622.23,6500,4.5,0.3,-0.011
Si,5701.14,6500,4.5,0.3,-0.005
Si,5708.44,6500,4.5,0.3,-0.012
Si,5772.15,6500,4.5,0.3,-0.005
Si,5780.45,6500,4.5,0.3,-0.004
Si,6067.62,6500,4.5,0.3,-0.001
Si,6253.6,6500,4.5,0.3,-0.0
