teff_K,logg,log_eps_Fe,vturb_kms,species,lambda_air_nm,e_low,log_gf,lambda_air_min_nm,lambda_air_max_nm,clean,delta_mean3d_nlte_minus_mean3d_lte
5750,4.50,7.50,0.75,Fe2,483.3856,2.844141,-5.1099,483.3656,483.6459,yes,0.0004
5750,4.50,7.50,1.50,Fe2,483.3856,2.844141,-5.1099,483.3656,483.6459,yes,0.0009
5750,4.50,7.50,3.00,Fe2,483.3856,2.844141,-5.1099,483.3656,483.6459,yes,0.0016
5750,4.50,7.50,0.75,Fe1,483.9543,3.267140,-1.8219,483.6459,483.9826,yes,-0.0381
5750,4.50,7.50,1.50,Fe1,483.9543,3.267140,-1.8219,483.6459,483.9826,yes,-0.0485
5750,4.50,7.50,3.00,Fe1,483.9543,3.267140,-1.8219,483.6459,483.9826,yes,-0.0652
5750,4.50,7.50,0.75,Fe2,483.9986,2.675801,-4.7501,483.9826,484.1002,yes,0.0005
5750,4.50,7.50,1.50,Fe2,483.9986,2.675801,-4.7501,483.9826,484.1002,yes,0.0011
5750,4.50,7.50,3.00,Fe2,483.9986,2.675801,-4.7501,483.9826,484.1002,yes,0.0019
5750,4.50,7.50,0.75,Fe1,484.3142,3.396537,-1.6500,484.1002,484.3711,yes,-0.0303
5750,4.50,7.50,1.50,Fe1,484.3142,3.396537,-1.6500,484.1002,484.3711,yes,-0.0405
5750,4.50,7.50,3.00,Fe1,484.3142,3.396537,-1.6500,484.1002,484.3711,yes,-0.0565
5750,4.50,7.50,0.75,Fe1,484.4012,3.546549,-2.0499,484.3711,484.6646,yes,-0.0246
5750,4.50,7.50,1.50,Fe1,484.4012,3.546549,-2.0499,484.3711,484.6646,yes,-0.0357
5750,4.50,7.50,3.00,Fe1,484.4012,3.546549,-2.0499,484.3711,484.6646,yes,-0.0526
5750,4.50,7.50,0.75,Fe1,484.8881,2.278623,-3.1370,484.6646,485.1774,yes,-0.0125
5750,4.50,7.50,1.50,Fe1,484.8881,2.278623,-3.1370,484.6646,485.1774,yes,-0.0202
5750,4.50,7.50,3.00,Fe1,484.8881,2.278623,-3.1370,484.6646,485.1774,yes,-0.0333
5750,4.50,7.50,0.75,Fe2,485.5540,2.704371,-4.4600,485.1774,485.4583,no,-0.0188
5750,4.50,7.50,1.50,Fe2,485.5540,2.704371,-4.4600,485.1774,485.4583,no,-0.0268
5750,4.50,7.50,3.00,Fe2,485.5540,2.704371,-4.4600,485.1774,485.4583,no,-0.0430
5750,4.50,7.50,0.75,Fe1,485.5672,3.368284,-1.6299,485.4583,485.6662,no,-0.0216
5750,4.50,7.50,1.50,Fe1,485.5672,3.368284,-1.6299,485.4583,485.6662,no,-0.0295
5750,4.50,7.50,3.00,Fe1,485.5672,3.368284,-1.6299,485.4583,485.6662,no,-0.0465
5750,4.50,7.50,0.75,Fe1,485.9740,2.875527,-0.7640,485.6662,486.0764,no,-0.0276
5750,4.50,7.50,1.50,Fe1,485.9740,2.875527,-0.7640,485.6662,486.0764,no,-0.0391
5750,4.50,7.50,3.00,Fe1,485.9740,2.875527,-0.7640,485.6662,486.0764,no,-0.0651
5750,4.50,7.50,0.75,Fe1,486.0976,3.396537,-2.3300,486.0764,486.4537,no,-0.0191
5750,4.50,7.50,1.50,Fe1,486.0976,3.396537,-2.3300,486.0764,486.4537,no,-0.0275
5750,4.50,7.50,3.00,Fe1,486.0976,3.396537,-2.3300,486.0764,486.4537,no,-0.0418
5750,4.50,7.50,0.75,Fe1,487.0035,3.928639,-2.3830,486.4537,487.0192,no,-0.0157
5750,4.50,7.50,1.50,Fe1,487.0035,3.928639,-2.3830,486.4537,487.0192,no,-0.0231
5750,4.50,7.50,3.00,Fe1,487.0035,3.928639,-2.3830,486.4537,487.0192,no,-0.0370
5750,4.50,7.50,0.75,Fe2,487.1268,2.704371,-4.2500,487.0192,487.0192,no,-0.0180
5750,4.50,7.50,1.50,Fe2,487.1268,2.704371,-4.2500,487.0192,487.0192,no,-0.0259
5750,4.50,7.50,3.00,Fe2,487.1268,2.704371,-4.2500,487.0192,487.0192,no,-0.0417
5750,4.50,7.50,0.75,Fe1,487.1317,2.865415,-0.3400,487.0192,487.1753,no,-0.0314
5750,4.50,7.50,1.50,Fe1,487.1317,2.865415,-0.3400,487.0192,487.1753,no,-0.0442
5750,4.50,7.50,3.00,Fe1,487.1317,2.865415,-0.3400,487.0192,487.1753,no,-0.0734
5750,4.50,7.50,0.75,Fe1,487.1927,3.251509,-2.1502,487.1753,487.1997,no,-0.0244
5750,4.50,7.50,1.50,Fe1,487.1927,3.251509,-2.1502,487.1753,487.1997,no,-0.0350
5750,4.50,7.50,3.00,Fe1,487.1927,3.251509,-2.1502,487.1753,487.1997,no,-0.0545
5750,4.50,7.50,0.75,Fe1,487.2136,2.882016,-0.5670,487.1997,487.5189,no,-0.0319
5750,4.50,7.50,1.50,Fe1,487.2136,2.882016,-0.5670,487.1997,487.5189,no,-0.0449
5750,4.50,7.50,3.00,Fe1,487.2136,2.882016,-0.5670,487.1997,487.5189,no,-0.0762
5750,4.50,7.50,0.75,Fe1,487.5876,3.332047,-1.9002,487.5189,487.6478,yes,-0.0257
5750,4.50,7.50,1.50,Fe1,487.5876,3.332047,-1.9002,487.5189,487.6478,yes,-0.0350
5750,4.50,7.50,3.00,Fe1,487.5876,3.332047,-1.9002,487.5189,487.6478,yes,-0.0500
5750,4.50,7.50,0.75,Fe1,487.8210,2.885184,-0.8871,487.6478,488.0759,yes,-0.0268
5750,4.50,7.50,1.50,Fe1,487.8210,2.885184,-0.8871,487.6478,488.0759,yes,-0.0380
5750,4.50,7.50,3.00,Fe1,487.8210,2.885184,-0.8871,487.6478,488.0759,yes,-0.0631
5750,4.50,7.50,0.75,Fe1,488.1716,3.301430,-1.7809,488.0759,488.1906,no,-0.0379
5750,4.50,7.50,1.50,Fe1,488.1716,3.301430,-1.7809,488.0759,488.1906,no,-0.0488
5750,4.50,7.50,3.00,Fe1,488.1716,3.301430,-1.7809,488.0759,488.1906,no,-0.0663
5750,4.50,7.50,0.75,Fe1,488.2142,3.416981,-1.4800,488.1906,488.3319,no,-0.0347
5750,4.50,7.50,1.50,Fe1,488.2142,3.416981,-1.4800,488.1906,488.3319,no,-0.0461
5750,4.50,7.50,3.00,Fe1,488.2142,3.416981,-1.4800,488.1906,488.3319,no,-0.0637
5750,4.50,7.50,0.75,Fe1,488.5001,3.301430,-0.8781,488.3319,488.5245,no,-0.0648
5750,4.50,7.50,1.50,Fe1,488.5001,3.301430,-0.8781,488.3319,488.5245,no,-0.0855
5750,4.50,7.50,3.00,Fe1,488.5001,3.301430,-0.8781,488.3319,488.5245,no,-0.1213
5750,4.50,7.50,0.75,Fe1,488.5429,3.881636,-0.9698,488.5245,488.6564,no,-0.0441
5750,4.50,7.50,1.50,Fe1,488.5429,3.881636,-0.9698,488.5245,488.6564,no,-0.0586
5750,4.50,7.50,3.00,Fe1,488.5429,3.881636,-0.9698,488.5245,488.6564,no,-0.0795
5750,4.50,7.50,0.75,Fe1,488.9000,2.197885,-2.5470,488.6564,488.9258,no,-0.0314
5750,4.50,7.50,1.50,Fe1,488.9000,2.197885,-2.5470,488.6564,488.9258,no,-0.0457
5750,4.50,7.50,3.00,Fe1,488.9000,2.197885,-2.5470,488.6564,488.9258,no,-0.0662
5750,4.50,7.50,0.75,Fe1,488.9101,3.883541,-1.1900,488.9258,488.9455,no,-0.0193
5750,4.50,7.50,1.50,Fe1,488.9101,3.883541,-1.1900,488.9258,488.9455,no,-0.0276
5750,4.50,7.50,3.00,Fe1,488.9101,3.883541,-1.1900,488.9258,488.9455,no,-0.0444
5750,4.50,7.50,0.75,Fe1,489.0754,2.875527,-0.3800,488.9455,489.1084,no,-0.0311
5750,4.50,7.50,1.50,Fe1,489.0754,2.875527,-0.3800,488.9455,489.1084,no,-0.0438
5750,4.50,7.50,3.00,Fe1,489.0754,2.875527,-0.3800,488.9455,489.1084,no,-0.0730
5750,4.50,7.50,0.75,Fe1,489.1491,2.851248,-0.1110,489.1084,489.3631,no,-0.0329
5750,4.50,7.50,1.50,Fe1,489.1491,2.851248,-0.1110,489.1084,489.3631,no,-0.0464
5750,4.50,7.50,3.00,Fe1,489.1491,2.851248,-0.1110,489.1084,489.3631,no,-0.0761
5750,4.50,7.50,0.75,Fe2,489.3812,2.828146,-4.2100,489.3631,489.5974,no,-0.0047
5750,4.50,7.50,1.50,Fe2,489.3812,2.828146,-4.2100,489.3631,489.5974,no,-0.0058
5750,4.50,7.50,3.00,Fe2,489.3812,2.828146,-4.2100,489.3631,489.5974,no,-0.0076
5750,4.50,7.50,0.75,Fe1,489.6437,3.883541,-1.8901,489.5974,489.8479,yes,-0.0187
5750,4.50,7.50,1.50,Fe1,489.6437,3.883541,-1.8901,489.5974,489.8479,yes,-0.0269
5750,4.50,7.50,3.00,Fe1,489.6437,3.883541,-1.8901,489.5974,489.8479,yes,-0.0406
5750,4.50,7.50,0.75,Fe1,490.3309,2.882016,-0.8900,489.8479,490.4762,yes,-0.0272
5750,4.50,7.50,1.50,Fe1,490.3309,2.882016,-0.8900,489.8479,490.4762,yes,-0.0385
5750,4.50,7.50,3.00,Fe1,490.3309,2.882016,-0.8900,489.8479,490.4762,yes,-0.0640
5750,4.50,7.50,0.75,Fe1,490.5131,3.928639,-1.7300,490.4762,490.6645,yes,-0.0224
5750,4.50,7.50,1.50,Fe1,490.5131,3.928639,-1.7300,490.4762,490.6645,yes,-0.0319
5750,4.50,7.50,3.00,Fe1,490.5131,3.928639,-1.7300,490.4762,490.6645,yes,-0.0468
5750,4.50,7.50,0.75,Fe1,490.7730,3.430218,-1.7000,490.6645,490.8757,yes,-0.0288
5750,4.50,7.50,1.50,Fe1,490.7730,3.430218,-1.7000,490.6645,490.8757,yes,-0.0387
5750,4.50,7.50,3.00,Fe1,490.7730,3.430218,-1.7000,490.6645,490.8757,yes,-0.0544
5750,4.50,7.50,0.75,Fe1,491.0015,3.396537,-1.2800,490.8757,491.1033,yes,-0.0419
5750,4.50,7.50,1.50,Fe1,491.0015,3.396537,-1.2800,490.8757,491.1033,yes,-0.0549
5750,4.50,7.50,3.00,Fe1,491.0015,3.396537,-1.2800,490.8757,491.1033,yes,-0.0747
5750,4.50,7.50,0.75,Fe1,491.1529,4.256258,-1.8400,491.1033,491.1646,no,-0.0157
5750,4.50,7.50,1.50,Fe1,491.1529,4.256258,-1.8400,491.1033,491.1646,no,-0.0229
5750,4.50,7.50,3.00,Fe1,491.1529,4.256258,-1.8400,491.1033,491.1646,no,-0.0357
5750,4.50,7.50,0.75,Fe1,491.1777,3.928639,-1.7499,491.1646,491.2867,no,-0.0204
5750,4.50,7.50,1.50,Fe1,491.1777,3.928639,-1.7499,491.1646,491.2867,no,-0.0289
5750,4.50,7.50,3.00,Fe1,491.1777,3.928639,-1.7499,491.1646,491.2867,no,-0.0427
5750,4.50,7.50,0.75,Fe1,491.8992,2.865415,-0.3420,491.2867,491.9618,no,-0.0291
5750,4.50,7.50,1.50,Fe1,491.8992,2.865415,-0.3420,491.2867,491.9618,no,-0.0410
5750,4.50,7.50,3.00,Fe1,491.8992,2.865415,-0.3420,491.2867,491.9618,no,-0.0676
5750,4.50,7.50,0.75,Fe1,492.0501,2.832550,0.0700,491.9618,492.2781,no,-0.0317
5750,4.50,7.50,1.50,Fe1,492.0501,2.832550,0.0700,491.9618,492.2781,no,-0.0447
5750,4.50,7.50,3.00,Fe1,492.0501,2.832550,0.0700,491.9618,492.2781,no,-0.0727
5750,4.50,7.50,0.75,Fe2,492.3920,2.891042,-1.2600,492.2781,492.4473,no,-0.0179
5750,4.50,7.50,1.50,Fe2,492.3920,2.891042,-1.2600,492.2781,492.4473,no,-0.0252
5750,4.50,7.50,3.00,Fe2,492.3920,2.891042,-1.2600,492.2781,492.4473,no,-0.0435
5750,4.50,7.50,0.75,Fe1,492.4768,2.278623,-2.2411,492.4473,492.7030,no,-0.0190
5750,4.50,7.50,1.50,Fe1,492.4768,2.278623,-2.2411,492.4473,492.7030,no,-0.0271
5750,4.50,7.50,3.00,Fe1,492.4768,2.278623,-2.2411,492.4473,492.7030,no,-0.0442
5750,4.50,7.50,0.75,Fe2,492.4913,2.844141,-4.9000,492.7030,492.7030,yes,-0.0160
5750,4.50,7.50,1.50,Fe2,492.4913,2.844141,-4.9000,492.7030,492.7030,yes,-0.0240
5750,4.50,7.50,3.00,Fe2,492.4913,2.844141,-4.9000,492.7030,492.7030,yes,-0.0411
5750,4.50,7.50,0.75,Fe1,492.7417,3.573248,-2.0730,492.7030,492.8969,yes,-0.0238
5750,4.50,7.50,1.50,Fe1,492.7417,3.573248,-2.0730,492.7030,492.8969,yes,-0.0349
5750,4.50,7.50,3.00,Fe1,492.7417,3.573248,-2.0730,492.7030,492.8969,yes,-0.0520
5750,4.50,7.50,0.75,Fe1,493.0314,3.959756,-1.2011,492.8969,493.2245,yes,-0.0356
5750,4.50,7.50,1.50,Fe1,493.0314,3.959756,-1.2011,492.8969,493.2245,yes,-0.0473
5750,4.50,7.50,3.00,Fe1,493.0314,3.959756,-1.2011,492.8969,493.2245,yes,-0.0638
5750,4.50,7.50,0.75,Fe1,493.3872,3.943359,-1.5600,493.2245,493.5058,yes,-0.0262
5750,4.50,7.50,1.50,Fe1,493.3872,3.943359,-1.5600,493.2245,493.5058,yes,-0.0366
5750,4.50,7.50,3.00,Fe1,493.3872,3.943359,-1.5600,493.2245,493.5058,yes,-0.0523
5750,4.50,7.50,0.75,Fe1,493.8813,2.875527,-1.0770,493.5058,493.9356,no,-0.0269
5750,4.50,7.50,1.50,Fe1,493.8813,2.875527,-1.0770,493.5058,493.9356,no,-0.0382
5750,4.50,7.50,3.00,Fe1,493.8813,2.875527,-1.0770,493.5058,493.9356,no,-0.0630
5750,4.50,7.50,0.75,Fe1,493.9685,0.859003,-3.3400,493.9356,494.1692,no,-0.0024
5750,4.50,7.50,1.50,Fe1,493.9685,0.859003,-3.3400,493.9356,494.1692,no,-0.0082
5750,4.50,7.50,3.00,Fe1,493.9685,0.859003,-3.3400,493.9356,494.1692,no,-0.0212
5750,4.50,7.50,0.75,Fe1,494.2457,4.220397,-1.4080,494.1692,494.4050,yes,-0.0220
5750,4.50,7.50,1.50,Fe1,494.2457,4.220397,-1.4080,494.1692,494.4050,yes,-0.0304
5750,4.50,7.50,3.00,Fe1,494.2457,4.220397,-1.4080,494.1692,494.4050,yes,-0.0440
5750,4.50,7.50,0.75,Fe1,494.6386,3.368284,-1.1100,494.4050,494.8537,yes,-0.0452
5750,4.50,7.50,1.50,Fe1,494.6386,3.368284,-1.1100,494.4050,494.8537,yes,-0.0603
5750,4.50,7.50,3.00,Fe1,494.6386,3.368284,-1.1100,494.4050,494.8537,yes,-0.0845
5750,4.50,7.50,0.75,Fe1,495.0104,3.416981,-1.5000,494.8537,495.1092,yes,-0.0347
5750,4.50,7.50,1.50,Fe1,495.0104,3.416981,-1.5000,494.8537,495.1092,yes,-0.0460
5750,4.50,7.50,3.00,Fe1,495.0104,3.416981,-1.5000,494.8537,495.1092,yes,-0.0637
5750,4.50,7.50,0.75,Fe1,495.7297,2.851248,-0.3700,495.1092,495.7437,no,-0.0296
5750,4.50,7.50,1.50,Fe1,495.7297,2.851248,-0.3700,495.1092,495.7437,no,-0.0419
5750,4.50,7.50,3.00,Fe1,495.7297,2.851248,-0.3700,495.1092,495.7437,no,-0.0690
5750,4.50,7.50,0.75,Fe1,495.7595,2.808317,0.2329,495.7437,496.2006,no,-0.0395
5750,4.50,7.50,1.50,Fe1,495.7595,2.808317,0.2329,495.7437,496.2006,no,-0.0551
5750,4.50,7.50,3.00,Fe1,495.7595,2.808317,0.2329,495.7437,496.2006,no,-0.0885
5750,4.50,7.50,0.75,Fe1,496.2570,4.177731,-1.1820,496.2006,496.4243,no,-0.0268
5750,4.50,7.50,1.50,Fe1,496.2570,4.177731,-1.1820,496.2006,496.4243,no,-0.0367
5750,4.50,7.50,3.00,Fe1,496.2570,4.177731,-1.1820,496.2006,496.4243,no,-0.0521
5750,4.50,7.50,0.75,Fe1,496.6087,3.332047,-0.7901,496.4243,496.9366,yes,-0.0507
5750,4.50,7.50,1.50,Fe1,496.6087,3.332047,-0.7901,496.4243,496.9366,yes,-0.0685
5750,4.50,7.50,3.00,Fe1,496.6087,3.332047,-0.7901,496.4243,496.9366,yes,-0.0999
5750,4.50,7.50,0.75,Fe1,497.0495,3.635250,-1.7400,496.9366,497.1337,yes,-0.0316
5750,4.50,7.50,1.50,Fe1,497.0495,3.635250,-1.7400,496.9366,497.1337,yes,-0.0446
5750,4.50,7.50,3.00,Fe1,497.0495,3.635250,-1.7400,496.9366,497.1337,yes,-0.0635
5750,4.50,7.50,0.75,Fe1,497.3100,3.959756,-0.6900,497.1337,497.6144,yes,-0.0448
5750,4.50,7.50,1.50,Fe1,497.3100,3.959756,-0.6900,497.1337,497.6144,yes,-0.0606
5750,4.50,7.50,3.00,Fe1,497.3100,3.959756,-0.6900,497.1337,497.6144,yes,-0.0843
5750,4.50,7.50,0.75,Fe1,497.8602,3.984140,-0.8770,497.6144,498.0793,yes,-0.0467
5750,4.50,7.50,1.50,Fe1,497.8602,3.984140,-0.8770,497.6144,498.0793,yes,-0.0614
5750,4.50,7.50,3.00,Fe1,497.8602,3.984140,-0.8770,497.6144,498.0793,yes,-0.0819
5750,4.50,7.50,0.75,Fe1,498.5251,3.928639,-0.4400,498.0793,498.5395,no,-0.0501
5750,4.50,7.50,1.50,Fe1,498.5251,3.928639,-0.4400,498.0793,498.5395,no,-0.0691
5750,4.50,7.50,3.00,Fe1,498.5251,3.928639,-0.4400,498.0793,498.5395,no,-0.1005
5750,4.50,7.50,0.75,Fe1,498.5545,2.865415,-1.3400,498.5395,498.9352,no,-0.0268
5750,4.50,7.50,1.50,Fe1,498.5545,2.865415,-1.3400,498.5395,498.9352,no,-0.0381
5750,4.50,7.50,3.00,Fe1,498.5545,2.865415,-1.3400,498.5395,498.9352,no,-0.0618
5750,4.50,7.50,0.75,Fe2,499.1109,2.778486,-4.5501,498.9352,499.1774,yes,0.0005
5750,4.50,7.50,1.50,Fe2,499.1109,2.778486,-4.5501,498.9352,499.1774,yes,0.0010
5750,4.50,7.50,3.00,Fe2,499.1109,2.778486,-4.5501,498.9352,499.1774,yes,0.0019
5750,4.50,7.50,0.75,Fe2,499.3349,2.806678,-3.6200,499.1774,499.3573,no,0.0002
5750,4.50,7.50,1.50,Fe2,499.3349,2.806678,-3.6200,499.1774,499.3573,no,0.0012
5750,4.50,7.50,3.00,Fe2,499.3349,2.806678,-3.6200,499.1774,499.3573,no,0.0028
5750,4.50,7.50,0.75,Fe1,499.4128,0.914610,-3.0800,499.3573,499.7278,no,-0.0032
5750,4.50,7.50,1.50,Fe1,499.4128,0.914610,-3.0800,499.3573,499.7278,no,-0.0086
5750,4.50,7.50,3.00,Fe1,499.4128,0.914610,-3.0800,499.3573,499.7278,no,-0.0212
5750,4.50,7.50,0.75,Fe2,500.0729,2.778486,-4.6101,499.7278,500.0894,yes,-0.0049
5750,4.50,7.50,1.50,Fe2,500.0729,2.778486,-4.6101,499.7278,500.0894,yes,-0.0063
5750,4.50,7.50,3.00,Fe2,500.0729,2.778486,-4.6101,499.7278,500.0894,yes,-0.0090
5750,4.50,7.50,0.75,Fe1,500.1862,3.881636,-0.0099,500.0894,500.2488,no,-0.0521
5750,4.50,7.50,1.50,Fe1,500.1862,3.881636,-0.0099,500.0894,500.2488,no,-0.0724
5750,4.50,7.50,3.00,Fe1,500.1862,3.881636,-0.0099,500.0894,500.2488,no,-0.1103
5750,4.50,7.50,0.75,Fe1,500.2791,3.396537,-1.4600,500.2488,500.3680,no,-0.0364
5750,4.50,7.50,1.50,Fe1,500.2791,3.396537,-1.4600,500.2488,500.3680,no,-0.0485
5750,4.50,7.50,3.00,Fe1,500.2791,3.396537,-1.4600,500.2488,500.3680,no,-0.0675
5750,4.50,7.50,0.75,Fe1,500.5711,3.883541,-0.1199,500.3680,500.5888,no,-0.0495
5750,4.50,7.50,1.50,Fe1,500.5711,3.883541,-0.1199,500.3680,500.5888,no,-0.0692
5750,4.50,7.50,3.00,Fe1,500.5711,3.883541,-0.1199,500.3680,500.5888,no,-0.1068
5750,4.50,7.50,0.75,Fe1,500.6117,2.832550,-0.6150,500.5888,500.9677,no,-0.0334
5750,4.50,7.50,1.50,Fe1,500.6117,2.832550,-0.6150,500.5888,500.9677,no,-0.0468
5750,4.50,7.50,3.00,Fe1,500.6117,2.832550,-0.6150,500.5888,500.9677,no,-0.0783
5750,4.50,7.50,0.75,Fe1,501.2066,0.859003,-2.6420,500.9677,501.3609,yes,-0.0112
5750,4.50,7.50,1.50,Fe1,501.2066,0.859003,-2.6420,500.9677,501.3609,yes,-0.0175
5750,4.50,7.50,3.00,Fe1,501.2066,0.859003,-2.6420,500.9677,501.3609,yes,-0.0296
5750,4.50,7.50,0.75,Fe1,501.4941,3.943359,-0.1800,501.3609,501.6311,yes,-0.0504
5750,4.50,7.50,1.50,Fe1,501.4941,3.943359,-0.1800,501.3609,501.6311,yes,-0.0697
5750,4.50,7.50,3.00,Fe1,501.4941,3.943359,-0.1800,501.3609,501.6311,yes,-0.1039
5750,4.50,7.50,0.75,Fe2,501.8434,2.891042,-1.1000,501.6311,502.0697,yes,-0.0176
5750,4.50,7.50,1.50,Fe2,501.8434,2.891042,-1.1000,501.6311,502.0697,yes,-0.0245
5750,4.50,7.50,3.00,Fe2,501.8434,2.891042,-1.1000,501.6311,502.0697,yes,-0.0427
5750,4.50,7.50,0.75,Fe1,502.1588,4.256258,-0.9319,502.0697,502.1835,no,-0.0315
5750,4.50,7.50,1.50,Fe1,502.1588,4.256258,-0.9319,502.0697,502.1835,no,-0.0431
5750,4.50,7.50,3.00,Fe1,502.1588,4.256258,-0.9319,502.0697,502.1835,no,-0.0610
5750,4.50,7.50,0.75,Fe1,502.2234,3.984140,-0.3300,502.1835,502.2602,no,-0.0531
5750,4.50,7.50,1.50,Fe1,502.2234,3.984140,-0.3300,502.1835,502.2602,no,-0.0727
5750,4.50,7.50,3.00,Fe1,502.2234,3.984140,-0.3300,502.1835,502.2602,no,-0.1044
5750,4.50,7.50,0.75,Fe1,502.2788,2.990377,-2.1960,502.2602,502.3240,no,-0.0264
5750,4.50,7.50,1.50,Fe1,502.2788,2.990377,-2.1960,502.2602,502.3240,no,-0.0355
5750,4.50,7.50,3.00,Fe1,502.2788,2.990377,-2.1960,502.2602,502.3240,no,-0.0505
5750,4.50,7.50,0.75,Fe1,502.3496,4.312506,-1.6699,502.3240,502.5616,yes,-0.0168
5750,4.50,7.50,1.50,Fe1,502.3496,4.312506,-1.6699,502.3240,502.5616,yes,-0.0243
5750,4.50,7.50,3.00,Fe1,502.3496,4.312506,-1.6699,502.3240,502.5616,yes,-0.0373
5750,4.50,7.50,0.75,Fe1,502.7224,3.639802,-1.8851,502.5616,502.7533,yes,-0.0279
5750,4.50,7.50,1.50,Fe1,502.7224,3.639802,-1.8851,502.5616,502.7533,yes,-0.0400
5750,4.50,7.50,3.00,Fe1,502.7224,3.639802,-1.8851,502.5616,502.7533,yes,-0.0580
5750,4.50,7.50,0.75,Fe1,502.8125,3.573248,-1.0200,502.7533,503.0186,yes,-0.0595
5750,4.50,7.50,1.50,Fe1,502.8125,3.573248,-1.0200,502.7533,503.0186,yes,-0.0776
5750,4.50,7.50,3.00,Fe1,502.8125,3.573248,-1.0200,502.7533,503.0186,yes,-0.1070
5750,4.50,7.50,0.75,Fe1,503.0777,3.236747,-2.8299,503.0186,503.4297,yes,-0.0147
5750,4.50,7.50,1.50,Fe1,503.0777,3.236747,-2.8299,503.0186,503.4297,yes,-0.0221
5750,4.50,7.50,3.00,Fe1,503.0777,3.236747,-2.8299,503.0186,503.4297,yes,-0.0356
5750,4.50,7.50,0.75,Fe2,503.6911,2.828146,-4.6701,503.4297,503.7257,yes,0.0007
5750,4.50,7.50,1.50,Fe2,503.6911,2.828146,-4.6701,503.4297,503.7257,yes,0.0013
5750,4.50,7.50,3.00,Fe2,503.6911,2.828146,-4.6701,503.4297,503.7257,yes,0.0022
5750,4.50,7.50,0.75,Fe1,503.9250,3.368284,-1.5199,503.7257,503.9902,yes,-0.0382
5750,4.50,7.50,1.50,Fe1,503.9250,3.368284,-1.5199,503.7257,503.9902,yes,-0.0499
5750,4.50,7.50,3.00,Fe1,503.9250,3.368284,-1.5199,503.7257,503.9902,yes,-0.0677
5750,4.50,7.50,0.75,Fe1,504.1070,0.958165,-3.0860,503.9902,504.1382,no,-0.0036
5750,4.50,7.50,1.50,Fe1,504.1070,0.958165,-3.0860,503.9902,504.1382,no,-0.0091
5750,4.50,7.50,3.00,Fe1,504.1070,0.958165,-3.0860,503.9902,504.1382,no,-0.0217
5750,4.50,7.50,0.75,Fe1,504.1754,1.484877,-2.2030,504.1382,504.3334,no,-0.0233
5750,4.50,7.50,1.50,Fe1,504.1754,1.484877,-2.2030,504.1382,504.3334,no,-0.0322
5750,4.50,7.50,3.00,Fe1,504.1754,1.484877,-2.2030,504.1382,504.3334,no,-0.0491
5750,4.50,7.50,0.75,Fe1,504.4209,2.851248,-2.0172,504.3334,504.5954,yes,-0.0195
5750,4.50,7.50,1.50,Fe1,504.4209,2.851248,-2.0172,504.3334,504.5954,yes,-0.0284
5750,4.50,7.50,3.00,Fe1,504.4209,2.851248,-2.0172,504.3334,504.5954,yes,-0.0450
5750,4.50,7.50,0.75,Fe1,504.8434,3.959756,-1.0000,504.5954,504.8824,no,-0.0384
5750,4.50,7.50,1.50,Fe1,504.8434,3.959756,-1.0000,504.5954,504.8824,no,-0.0517
5750,4.50,7.50,3.00,Fe1,504.8434,3.959756,-1.0000,504.5954,504.8824,no,-0.0712
5750,4.50,7.50,0.75,Fe1,504.9818,2.278623,-1.3550,504.8824,505.0868,no,-0.0409
5750,4.50,7.50,1.50,Fe1,504.9818,2.278623,-1.3550,504.8824,505.0868,no,-0.0561
5750,4.50,7.50,3.00,Fe1,504.9818,2.278623,-1.3550,504.8824,505.0868,no,-0.0852
5750,4.50,7.50,0.75,Fe1,505.1633,0.914610,-2.7951,505.0868,505.4098,no,-0.0078
5750,4.50,7.50,1.50,Fe1,505.1633,0.914610,-2.7951,505.0868,505.4098,no,-0.0134
5750,4.50,7.50,3.00,Fe1,505.1633,0.914610,-2.7951,505.0868,505.4098,no,-0.0252
5750,4.50,7.50,0.75,Fe1,505.4641,3.639802,-1.9210,505.4098,505.7554,yes,-0.0273
5750,4.50,7.50,1.50,Fe1,505.4641,3.639802,-1.9210,505.4098,505.7554,yes,-0.0381
5750,4.50,7.50,3.00,Fe1,505.4641,3.639802,-1.9210,505.4098,505.7554,yes,-0.0548
5750,4.50,7.50,0.75,Fe1,506.0077,0.000000,-5.4310,505.7554,506.1909,yes,0.0008
5750,4.50,7.50,1.50,Fe1,506.0077,0.000000,-5.4310,505.7554,506.1909,yes,-0.0076
5750,4.50,7.50,3.00,Fe1,506.0077,0.000000,-5.4310,505.7554,506.1909,yes,-0.0219
5750,4.50,7.50,0.75,Fe1,506.5191,3.641671,-1.5130,506.1909,506.6150,yes,-0.0402
5750,4.50,7.50,1.50,Fe1,506.5191,3.641671,-1.5130,506.1909,506.6150,yes,-0.0560
5750,4.50,7.50,3.00,Fe1,506.5191,3.641671,-1.5130,506.1909,506.6150,yes,-0.0781
5750,4.50,7.50,0.75,Fe1,506.8764,2.939870,-1.0410,506.6150,507.4516,yes,-0.0265
5750,4.50,7.50,1.50,Fe1,506.8764,2.939870,-1.0410,506.6150,507.4516,yes,-0.0378
5750,4.50,7.50,3.00,Fe1,506.8764,2.939870,-1.0410,506.6150,507.4516,yes,-0.0624
