canonical_line_id,source_record_id,wavelength_vac_A,Aul_s,branching_fraction,lifetime_ns,lifetime_unc_ns,lifetime_source,lifetime_kind,source_table,component_note,species,wavelength_air,lower_EP,upper_EP,lower_level,upper_level,lower_J,upper_J,loggf,recomputed_loggf,gf_bound_dex,uncertainty_basis,source_class,source_key,source_path,source_semantics,priority,unc_pct,other_Aul_s,other_reference,aki_limit,aki_note,uncertainty_limit,intensity_limit,theory_flag,branching_limit,upper_statistical_weight_from_A_f,nist_grade,source_reference,bibliography_key,bibliography_chain,source_doi,citation_role,identity_status
alphys_I_8925.5040_0399,nl2017_a1_039,,,,,,,,,,Al I,8925.503,4.087,5.475719,4p 2Po J=3/2,6d 2D J=3/2,1.5,1.5,-2.663,-2.663,,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10768.3650_0401,nist_snapshot_0040,,,,,,,,,,Al I,10768.363,4.0852554,5.2363166,,,0.5,1.5,-2.0195421077,-2.0195421077,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0118376708,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10768.3650_0401,nl2017_a1_040,,,,,,,,,,Al I,10768.363,4.085,5.236059,4p 2Po J=1/2,5d 2D J=3/2,0.5,1.5,-2.02,-2.02,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10782.0450_0402,nist_snapshot_0041,,,,,,,,,,Al I,10782.046,4.0872183,5.2368177,,,1.5,2.5,-1.7644715531,-1.7644715531,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0143353814,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10782.0450_0402,nl2017_a1_041,,,,,,,,,,Al I,10782.046,4.087,5.236599,4p 2Po J=3/2,5d 2D J=5/2,1.5,2.5,-1.764,-1.764,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10786.7680_0403,nist_snapshot_0042,,,,,,,,,,Al I,10786.77,4.0872183,5.2363166,,,1.5,1.5,-2.7194216296,-2.7194216296,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0044077316,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10786.7680_0403,nl2017_a1_042,,,,,,,,,,Al I,10786.77,4.087,5.236095,4p 2Po J=3/2,5d 2D J=3/2,1.5,1.5,-2.719,-2.719,0.1,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10872.9730_0404,nist_snapshot_0043,,,,,,,,,,Al I,10872.975,4.0852554,5.225241,,,0.5,0.5,-1.3260580014,-1.3260580014,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0012392045,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10872.9730_0404,nl2017_a1_043,,,,,,,,,,Al I,10872.975,4.085,5.224985,4p 2Po J=1/2,6s 2S J=1/2,0.5,0.5,-1.326,-1.326,0.06,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10891.7360_0405,nist_snapshot_0044,,,,,,,,,,Al I,10891.733,4.0872183,5.225241,,,1.5,0.5,-1.0268721464,-1.0268721464,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0009460586,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_10891.7360_0405,nl2017_a1_044,,,,,,,,,,Al I,10891.732,4.087,5.225021,4p 2Po J=3/2,6s 2S J=1/2,1.5,0.5,-1.027,-1.027,0.04,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_11253.1890_0406,burheim2023_t1_03,11256.27,12900000.0,0.778,60.4,1.2,Papoulia2019,theoretical,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,11253.1884049513,4.0214836,5.1229514,3d $^2$D$_{3/2}$,4f $^2$F$_{5/2}$,1.5,2.5,0.167,0.167386641,0.0211892991,published fractional uncertainty; confidence not specified,MIXED_LAB_THEORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,1,,,,,,,,,,,,,burheim2023,burheim2023;papoulia2019,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_11253.1890_0406,nist_snapshot_0045,,,,,,,,,,Al I,11253.189,4.0214836,5.1229514,,,1.5,2.5,0.1702617154,0.1702617154,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9933913437,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_11254.9239_0407,burheim2023_t1_04,11258.008,14000000.0,0.843,60.4,1.2,Papoulia2019,theoretical,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,11254.9259333976,4.0216502,5.1229524,3d $^2$D$_{5/2}$,4f $^2$F$_{7/2}$,2.5,3.5,0.327,0.3279978052,0.0086001718,published fractional uncertainty; confidence not specified,MIXED_LAB_THEORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,1,,,,,,,,,,,,,burheim2023,burheim2023;papoulia2019,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_11254.9239_0407,nist_snapshot_0046,,,,,,,,,,Al I,11254.926,4.0216502,5.1229524,,,2.5,3.5,0.3246939139,0.3246939139,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.996488653,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_11254.9239_0407,nist_snapshot_0047,,,,,,,,,,Al I,11254.926,4.0216502,5.1229514,,,2.5,2.5,-0.9763360818,-0.9763360818,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0016842482,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,AMBIGUOUS_FINE_STRUCTURE
alphys_I_12749.9090_0420,burheim2023_t1_05,12753.397,53100.0,0.015,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,12749.9089846441,4.0216502,4.993821,3d $^2$D$_{5/2}$,5p $^2$P$_{3/2}$,2.5,1.5,-2.29,-2.2857370528,0.0374264979,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_12749.9090_0420,nist_snapshot_0049,,,,,,,,,,Al I,12749.909,4.0216502,4.993821,,,2.5,1.5,-2.2571178286,-2.2571178286,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0012038341,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_12757.2750_0421,burheim2023_t1_06,12760.765,48800.0,0.013,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,12757.2749835176,4.0214836,4.9930889,3d $^2$D$_{3/2}$,5p $^2$P$_{1/2}$,1.5,0.5,-2.62,-2.6229400839,0.0453229788,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_12757.2750_0421,nist_snapshot_0050,,,,,,,,,,Al I,12757.275,4.0214836,4.9930889,,,1.5,0.5,-2.5125787886,-2.5125787886,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0006009281,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13123.4160_0423,burheim2023_t1_07,13127.005,16500000.0,0.9998,60.5,0.9,BuurmanDonszelmann1990,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,13123.4155037306,3.1427212,4.0872183,4s $^2$S$_{1/2}$,4p $^2$P$_{3/2}$,0.5,1.5,0.232,0.2317319136,0.0064660422,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman_donszelmann1990_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13123.4160_0423,nist_snapshot_0053,,,,,,,,,,Al I,13123.416,3.1427212,4.0872183,,,0.5,1.5,0.2185355052,0.2185355052,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0015432133,A,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13123.4160_0423,nl2017_a1_045,,,,,,,,,,Al I,13123.416,3.143,4.087497,4s 2S J=1/2,4p 2Po J=3/2,0.5,1.5,0.219,0.219,0.013,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13150.7530_0425,burheim2023_t1_08,13154.35,15400000.0,0.9998,65.0,2.0,BuurmanDonszelmann1990,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,13150.7530753857,3.1427212,4.0852554,4s $^2$S$_{1/2}$,4p $^2$P$_{1/2}$,0.5,0.5,-0.098,-0.0974538208,0.0132586653,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman_donszelmann1990_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13150.7530_0425,nist_snapshot_0058,,,,,,,,,,Al I,13150.753,3.1427212,4.0852554,,,0.5,0.5,-0.0830199527,-0.0830199527,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0025688887,A,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_13150.7530_0425,nl2017_a1_046,,,,,,,,,,Al I,13150.753,3.143,4.085534,4s 2S J=1/2,4p 2Po J=1/2,0.5,0.5,-0.083,-0.083,0.013,"NL2017 Table A.1, inherited from NIST; not independent laboratory evidence",EVALUATED_THEORY,NordlanderLind2017_TOPbase,data/reference/asplund2021_al/nordlander_lind_2017_analysis_lines.csv,FINE_STRUCTURE_TOTAL,4,,,,,,,,,,,,"TOPbase: Mendoza et al. 1995, and C. Mendoza, W. Eissner, M. Le Dourneuf & C. J. Zeippen (unpublished) -- Opacity Project, THEORY",nordlander_lind2017,nordlander_lind2017;kelleher2008_al;mendoza1995_al,10.1051/0004-6361/201730427,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_19302.1310_0467,nist_snapshot_0090,,,,,,,,,,Al I,19302.13,4.993821,5.63598,,,1.5,0.5,-1.3893398369,-1.3893398369,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0001521078,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_23172.9340_0491,nist_snapshot_0111,,,,,,,,,,Al I,23172.94,5.2363166,5.7712093,,,1.5,2.5,-1.6903698326,-1.6903698326,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0015268011,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_38622.2966_burheim08,burheim2023_t1_09,38632.83,2030000.0,0.557,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,38622.2965886931,4.6728909,4.993821,5s $^2$S$_{1/2}$,5p $^2$P$_{3/2}$,0.5,1.5,0.259,0.259325752,0.0293837777,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_38622.2966_burheim08,nist_snapshot_0158,,,,,,,,,,Al I,38622.3,4.6728909,4.993821,,,0.5,1.5,0.3654879849,0.3654879849,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0033026249,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_38710.6325_burheim09,burheim2023_t1_10,38721.19,2030000.0,0.558,275.0,8.0,Buurman1986,experimental,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,38710.6325150508,4.6728909,4.9930889,5s $^2$S$_{1/2}$,5p $^2$P$_{1/2}$,0.5,0.5,-0.0396,-0.0397198981,0.0253058653,published fractional uncertainty; confidence not specified,PRIMARY_LABORATORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,0,,,,,,,,,,,,,burheim2023,burheim2023;buurman1986_al,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_38710.6325_burheim09,nist_snapshot_0159,,,,,,,,,,Al I,38710.63,4.6728909,4.9930889,,,0.5,0.5,0.0637085594,0.0637085594,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9968012575,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_41830.0124_burheim10,burheim2023_t1_11,41841.42,2570000.0,0.155,60.4,1.2,Papoulia2019,theoretical,Burheim2023 Table 1; loggf crosscheck Table 3,fine-structure transition total,Al I,41830.0123852549,4.8266321,5.1229514,nd $^2$D$_{3/2}$,4f $^2$F$_{5/2}$,1.5,2.5,0.607,0.6071538805,0.0413926852,published fractional uncertainty; confidence not specified,MIXED_LAB_THEORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,1,,,,,,,,,,,,,burheim2023,burheim2023;papoulia2019,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_41830.0124_burheim10,nist_snapshot_0164,,,,,,,,,,Al I,41830.01,4.8266321,5.1229514,,,1.5,2.5,0.4996870826,0.4996870826,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9899275279,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot,UNIQUE_SPECIES_WAVELENGTH_EP
alphys_I_41909.2708_burheim11,burheim2023_t1_12,41920.7,2590000.0,0.157,60.4,1.2,Papoulia2019,theoretical,Burheim2023 Table 1; loggf crosscheck Table 3,omitted weak fine-structure blend included in published uncertainty,Al I,41909.2707842584,4.8271968,5.1229524,nd $^2$D$_{5/2}$,4f $^2$F$_{7/2}$,2.5,3.5,0.737,0.7371034797,0.0453229788,published fractional uncertainty; confidence not specified,MIXED_LAB_THEORY,Burheim2023,data/reference/al_gf_lab/al1_lab_loggf.csv,FINE_STRUCTURE_TOTAL,1,,,,,,,,,,,,,burheim2023,burheim2023;papoulia2019,10.1051/0004-6361/202245394,published source of the retained quantities,UNIQUE_SPECIES_WAVELENGTH_EP
