element,ion,wavelength_air_A,gf_linelist_vald,excitation_potential_eV,reference_code,key_z,hfs_n_components,lab_log_gf,lab_sigma_dex,lab_source,n_lab_candidates,adjudicated,delta_lab_minus_vald
Fe,1,15677.519,-0.544,6.2461,K14,26,1,,,,0,False,
Fe,1,15678.337,-1.468,5.8294,K14,26,1,,,,0,False,
Fe,1,15681.394,-0.9,6.2529,K14,26,1,,,,0,False,
Fe,1,15682.016,-1.745,5.4099,K14,26,1,-2.31,0.09,Ruffoni2013,1,True,-0.565
Fe,1,15682.513,-0.265,6.3691,K14,26,1,,,,0,False,
Fe,1,15683.387,-2.176,5.6207,K14,26,1,,,,0,False,
Fe,1,15686.02,-0.014,6.3292,K14,26,1,,,,0,False,
Fe,1,15686.357,-1.822,6.3691,K14,26,1,,,,0,False,
Fe,1,15686.441,0.578,6.2461,K14,26,1,,,,0,False,
Fe,1,15687.14,-0.486,6.3691,K14,26,1,,,,0,False,
Fe,1,15691.853,0.649,6.2461,K14,26,1,0.65,0.06,Ruffoni2013,1,True,0.0010000000000000009
Fe,1,15692.747,-0.378,5.3852,K14,26,1,-0.53,0.05,Ruffoni2013,1,True,-0.15200000000000002
Fe,1,15694.496,-1.924,6.2368,K14,26,1,,,,0,False,
Fe,1,15698.513,-1.921,5.5188,K14,26,1,,,,0,False,
Fe,1,15698.757,-2.661,5.4759,K14,26,1,,,,0,False,
Fe,1,15706.896,-1.412,6.2222,K14,26,1,,,,0,False,
Fe,1,15714.795,-1.458,6.4187,K14,26,1,,,,0,False,
Fe,1,15717.656,-1.713,6.2994,K14,26,1,,,,0,False,
Fe,1,15723.586,-0.143,5.6207,K14,26,1,,,,0,False,
Fe,1,15726.458,-2.364,5.9665,K14,26,1,,,,0,False,
Fe,1,15727.153,-2.397,5.9209,K14,26,1,,,,0,False,
Fe,1,15731.412,-0.337,6.4521,K14,26,1,,,,0,False,
Fe,1,15732.761,-1.276,6.2461,K14,26,1,,,,0,False,
Fe,1,15733.509,-0.978,6.2517,K14,26,1,,,,0,False,
Fe,1,15741.823,-2.714,5.4781,K14,26,1,,,,0,False,
Fe,1,15741.917,-0.099,5.6531,K14,26,1,,,,0,False,
Fe,1,15743.72,-2.265,5.5188,K14,26,1,,,,0,False,
Fe,1,15746.827,-2.508,5.8794,K14,26,1,,,,0,False,
Fe,1,15748.008,-1.357,6.5654,K14,26,1,,,,0,False,
Fe,1,15749.198,-1.739,5.5869,K14,26,1,,,,0,False,
Fe,1,15751.715,-0.927,6.3597,K14,26,1,,,,0,False,
Fe,1,15756.034,-1.124,6.4534,K14,26,1,,,,0,False,
Fe,1,15757.085,-2.257,5.8283,K14,26,1,,,,0,False,
Fe,1,15758.282,-1.954,6.4013,K14,26,1,,,,0,False,
Fe,1,15761.313,0.145,6.2517,K14,26,1,,,,0,False,
Fe,1,15764.323,-0.064,6.2994,K14,26,1,,,,0,False,
Fe,1,15765.787,-1.695,6.2994,K14,26,1,,,,0,False,
Fe,1,15767.358,-1.576,6.6531,K14,26,1,,,,0,False,
Fe,1,15767.378,-1.349,5.7926,K14,26,1,,,,0,False,
Fe,1,15767.567,-1.263,5.9464,K14,26,1,,,,0,False,
Fe,1,15769.092,-0.362,6.2994,K14,26,1,,,,0,False,
Fe,1,15769.423,0.7,5.5392,K14,26,1,,,,0,False,
Fe,1,15770.617,0.46,6.2994,K14,26,1,,,,0,False,
Fe,1,15774.068,0.545,6.2994,K14,26,1,,,,0,False,
Fe,1,15776.727,-1.852,5.9426,K14,26,1,,,,0,False,
Fe,1,15778.263,-1.609,6.368,K14,26,1,,,,0,False,
Fe,1,15781.663,-0.955,6.336,K14,26,1,,,,0,False,
Fe,1,15781.979,-1.919,6.336,K14,26,1,,,,0,False,
Fe,1,15788.996,0.49,6.2517,K14,26,1,,,,0,False,
Fe,1,15789.509,-0.007,6.2517,K14,26,1,,,,0,False,
Fe,1,15793.508,-2.46,5.9303,K14,26,1,,,,0,False,
Fe,1,15798.23,-0.728,5.9464,K14,26,1,,,,0,False,
Fe,1,15798.559,0.319,6.2517,K14,26,1,,,,0,False,
Fe,1,15803.694,-1.237,6.336,K14,26,1,,,,0,False,
Fe,1,15806.275,-0.008,6.336,K14,26,1,,,,0,False,
Fe,1,15807.817,-1.51,6.2655,K14,26,1,,,,0,False,
Fe,1,15810.135,-2.214,5.8279,K14,26,1,,,,0,False,
Fe,1,15812.783,-2.075,5.6142,K14,26,1,,,,0,False,
Fe,1,15815.697,-2.861,5.1124,K14,26,1,,,,0,False,
Fe,1,15816.631,-0.333,5.9558,K14,26,1,,,,0,False,
Fe,1,15818.142,0.589,5.5869,K14,26,1,,,,0,False,
Fe,1,15819.131,0.074,6.3025,K14,26,1,,,,0,False,
Fe,1,15820.44,-1.926,5.8794,K14,26,1,,,,0,False,
Fe,1,15821.712,-0.792,5.6424,K14,26,1,,,,0,False,
Fe,1,15822.816,0.186,5.6424,K14,26,1,,,,0,False,
Fe,1,15824.334,-1.859,6.3109,K14,26,1,,,,0,False,
Fe,1,15828.39,-1.988,6.3705,K14,26,1,,,,0,False,
Fe,1,15829.295,-1.202,6.3025,K14,26,1,,,,0,False,
Fe,1,15832.627,-0.566,6.3025,K14,26,1,,,,0,False,
Fe,1,15834.164,-0.448,6.3025,K14,26,1,,,,0,False,
Fe,1,15835.165,0.74,6.3025,K14,26,1,0.71,0.06,Ruffoni2013,1,True,-0.030000000000000027
Fe,1,15837.076,-1.098,6.3109,K14,26,1,,,,0,False,
Fe,1,15837.643,0.325,6.3025,K14,26,1,,,,0,False,
Fe,1,15840.19,-1.16,6.3642,K14,26,1,,,,0,False,
Fe,1,15845.216,-1.176,5.9787,K14,26,1,,,,0,False,
Fe,1,15845.545,-1.281,6.2517,K14,26,1,,,,0,False,
Fe,1,15846.121,-1.457,6.8024,K14,26,1,,,,0,False,
Fe,1,15846.814,-1.615,6.723,K14,26,1,,,,0,False,
Fe,1,15850.555,-1.388,6.306,K14,26,1,,,,0,False,
Fe,1,15851.784,-1.237,6.3061,K14,26,1,,,,0,False,
Fe,1,15852.807,-0.548,6.3647,K14,26,1,,,,0,False,
Fe,1,15853.315,-0.556,5.9558,K14,26,1,,,,0,False,
Fe,1,15854.029,-2.006,5.0674,K14,26,1,,,,0,False,
Fe,1,15854.441,-0.913,6.4738,K14,26,1,,,,0,False,
Fe,1,15856.931,-1.876,6.4258,K14,26,1,,,,0,False,
Fe,1,15858.656,-0.488,5.5869,K14,26,1,,,,0,False,
Fe,1,15863.709,0.186,6.2581,K14,26,1,,,,0,False,
Fe,1,15864.646,-0.882,6.3642,K14,26,1,,,,0,False,
Fe,1,15868.524,0.09,5.5869,K14,26,1,,,,0,False,
Fe,1,15868.572,0.434,6.3642,K14,26,1,,,,0,False,
Fe,1,15878.298,-1.733,6.3647,K14,26,1,,,,0,False,
Fe,1,15878.444,-1.022,5.6207,,26,1,,,,0,False,
Fe,1,15884.143,-1.383,6.2529,K14,26,1,,,,0,False,
Fe,1,15885.877,-0.697,6.3061,K14,26,1,,,,0,False,
Fe,1,15886.677,-2.005,5.8251,K14,26,1,,,,0,False,
Fe,1,15887.712,-0.205,6.3061,K14,26,1,,,,0,False,
Fe,1,15888.003,-5.633,2.5881,K14,26,1,,,,0,False,
Fe,1,15891.16,-0.018,6.306,K14,26,1,,,,0,False,
Fe,1,15891.976,-1.091,6.2581,K14,26,1,,,,0,False,
Fe,1,15892.395,0.011,6.3061,K14,26,1,,,,0,False,
Fe,1,15892.453,-0.143,6.3417,K14,26,1,,,,0,False,
Fe,1,15892.769,0.123,6.3061,K14,26,1,,,,0,False,
Fe,1,15892.961,-0.583,6.3416,K14,26,1,,,,0,False,
Fe,1,15894.752,-0.539,6.2057,K14,26,1,,,,0,False,
Fe,1,15895.225,0.485,6.2581,K14,26,1,,,,0,False,
Fe,1,15896.555,0.255,6.3416,K14,26,1,,,,0,False,
Fe,1,15896.951,-1.862,5.5068,K14,26,1,,,,0,False,
Fe,1,15897.654,-1.968,6.306,K14,26,1,,,,0,False,
Fe,1,15898.016,0.27,6.306,K14,26,1,,,,0,False,
Fe,1,15898.89,-0.488,6.3061,K14,26,1,,,,0,False,
Fe,1,15899.252,-0.274,6.3061,K14,26,1,,,,0,False,
Fe,1,15899.505,-1.39,6.306,K14,26,1,,,,0,False,
Fe,1,15899.586,-0.117,6.3642,K14,26,1,,,,0,False,
Fe,1,15900.329,-2.861,5.5063,K14,26,1,,,,0,False,
Fe,1,15900.521,-1.668,6.2529,K14,26,1,,,,0,False,
Fe,1,15900.58,-2.666,5.5496,K14,26,1,,,,0,False,
Fe,1,15901.015,-2.596,5.8405,K14,26,1,,,,0,False,
Fe,1,15901.45,-0.951,6.3647,K14,26,1,,,,0,False,
Fe,1,15901.518,-0.878,5.9209,K14,26,1,,,,0,False,
Fe,1,15902.198,-2.376,5.8834,K14,26,1,,,,0,False,
Fe,1,15904.131,-1.116,6.3642,K14,26,1,,,,0,False,
Fe,1,15904.323,0.452,6.3647,K14,26,1,,,,0,False,
Fe,1,15904.417,0.173,6.306,K14,26,1,,,,0,False,
Fe,1,15905.131,-1.576,6.62,K14,26,1,,,,0,False,
Fe,1,15906.044,0.336,5.6207,K14,26,1,,,,0,False,
Fe,1,15908.555,-1.603,5.9004,K14,26,1,,,,0,False,
Fe,1,15909.084,0.075,6.3416,K14,26,1,,,,0,False,
Fe,1,15909.241,-0.458,6.3417,K14,26,1,,,,0,False,
Fe,1,15911.302,0.104,5.8741,K14,26,1,,,,0,False,
Fe,1,15912.591,0.06,6.3803,K14,26,1,,,,0,False,
Fe,1,15912.796,-0.877,6.3803,K14,26,1,,,,0,False,
Fe,1,15913.47,-1.987,6.3416,K14,26,1,,,,0,False,
Fe,1,15913.627,-0.297,6.3417,K14,26,1,,,,0,False,
Fe,1,15917.329,-0.41,6.4534,K14,26,1,,,,0,False,
Fe,1,15918.112,-4.617,3.6946,K14,26,1,,,,0,False,
Fe,1,15920.12,-1.501,6.2581,K14,26,1,,,,0,False,
Fe,1,15920.495,-1.436,6.3705,K14,26,1,,,,0,False,
Fe,1,15920.642,0.366,6.2581,K14,26,1,,,,0,False,
Fe,1,15921.096,-0.915,5.4855,,26,1,,,,0,False,
Fe,1,15921.775,-2.334,6.0172,K14,26,1,,,,0,False,
Fe,1,15922.146,-1.704,6.6155,K14,26,1,,,,0,False,
Fe,1,15922.179,-1.368,6.8744,K14,26,1,,,,0,False,
Fe,1,15922.442,-0.615,6.3416,K14,26,1,,,,0,False,
Fe,1,15922.6,-0.518,6.3417,K14,26,1,,,,0,False,
Fe,1,15924.811,-1.589,6.62,K14,26,1,,,,0,False,
Fe,1,15925.489,-1.115,6.3417,K14,26,1,,,,0,False,
Fe,1,15926.671,-3.427,4.607,K14,26,1,,,,0,False,
Fe,1,15928.158,-0.68,5.9464,K14,26,1,,,,0,False,
Fe,1,15928.67,-0.478,6.2222,K14,26,1,,,,0,False,
Fe,1,15929.472,-0.383,6.3083,K14,26,1,,,,0,False,
Fe,1,15929.843,-0.328,6.2581,K14,26,1,,,,0,False,
Fe,1,15932.171,-0.075,6.3083,K14,26,1,,,,0,False,
Fe,1,15934.017,-0.294,6.3083,K14,26,1,,,,0,False,
Fe,1,15938.102,-0.802,6.3417,K14,26,1,,,,0,False,
Fe,1,15938.727,-1.592,6.3083,K14,26,1,,,,0,False,
Fe,1,15938.918,0.065,6.3691,K14,26,1,,,,0,False,
Fe,1,15939.103,-1.901,6.3083,K14,26,1,,,,0,False,
Fe,1,15940.918,-1.594,5.8135,K14,26,1,,,,0,False,
Fe,1,15941.848,0.265,6.3597,K14,26,1,,,,0,False,
Fe,1,15943.844,-2.051,6.3666,K14,26,1,,,,0,False,
Fe,1,15948.829,-2.003,6.4403,K14,26,1,,,,0,False,
Fe,1,15954.085,-0.5,6.2222,K14,26,1,,,,0,False,
Fe,1,15954.778,-1.719,5.8135,K14,26,1,,,,0,False,
Fe,1,15958.167,-3.011,5.0674,K14,26,1,,,,0,False,
Fe,1,15960.962,-1.725,6.5654,K14,26,1,,,,0,False,
Fe,1,15962.558,-0.078,6.4187,K14,26,1,,,,0,False,
Fe,1,15963.302,-1.012,6.4791,K14,26,1,,,,0,False,
Fe,1,15963.679,-0.825,6.3691,K14,26,1,,,,0,False,
Fe,1,15964.865,0.279,5.9209,K14,26,1,,,,0,False,
Fe,1,15967.654,-1.359,6.3691,K14,26,1,,,,0,False,
Fe,1,15971.248,-0.142,6.4149,K14,26,1,,,,0,False,
Fe,1,15972.706,-1.961,6.3109,K14,26,1,,,,0,False,
Fe,1,15977.614,-1.44,6.2581,K14,26,1,,,,0,False,
Fe,1,15980.725,0.958,6.264,K14,26,1,,,,0,False,
Fe,1,15980.825,-1.207,6.3597,K14,26,1,,,,0,False,
Fe,1,15982.072,-0.761,6.2655,K14,26,1,,,,0,False,
Fe,1,15988.597,-2.205,5.9665,K14,26,1,,,,0,False,
Fe,1,15990.124,-2.37,5.9809,K14,26,1,,,,0,False,
Fe,1,15994.084,-1.487,6.5654,K14,26,1,,,,0,False,
Fe,1,15999.057,-1.753,6.3691,K14,26,1,,,,0,False,
Fe,1,16002.263,-0.848,6.2368,K14,26,1,,,,0,False,
Fe,1,16003.439,-0.863,6.347,K14,26,1,,,,0,False,
Fe,1,16005.161,-0.645,6.2222,K14,26,1,,,,0,False,
Fe,1,16006.757,0.747,6.347,K14,26,1,,,,0,False,
Fe,1,16007.083,0.216,6.347,K14,26,1,,,,0,False,
Fe,1,16008.075,0.273,6.2655,K14,26,1,,,,0,False,
Fe,1,16009.61,-0.47,5.426,K14,26,1,-0.48,0.05,Ruffoni2013,1,True,-0.010000000000000009
Fe,1,16012.859,-2.231,5.5869,K14,26,1,,,,0,False,
Fe,1,16012.947,-1.806,6.5654,K14,26,1,,,,0,False,
Fe,1,16017.991,-2.647,5.1055,K14,26,1,,,,0,False,
Fe,1,16018.725,-1.983,5.6066,K14,26,1,,,,0,False,
Fe,1,16019.787,-0.591,6.347,K14,26,1,,,,0,False,
Fe,1,16020.956,-1.783,6.2529,K14,26,1,,,,0,False,
Fe,1,16025.673,-0.175,6.6658,K14,26,1,,,,0,False,
Fe,1,16029.422,-2.102,6.347,K14,26,1,,,,0,False,
Fe,1,16034.724,-2.128,6.2858,K14,26,1,,,,0,False,
Fe,1,16037.818,0.254,6.264,K14,26,1,,,,0,False,
Fe,1,16038.124,-5.075,2.5592,K14,26,1,,,,0,False,
Fe,1,16039.853,-0.724,5.6531,K14,26,1,,,,0,False,
Fe,1,16040.654,0.317,5.8741,K14,26,1,,,,0,False,
Fe,1,16041.84,-1.727,6.2581,K14,26,1,,,,0,False,
Fe,1,16042.391,-0.96,6.264,K14,26,1,,,,0,False,
Fe,1,16042.716,0.353,6.2655,K14,26,1,,,,0,False,
Fe,1,16042.852,-2.698,5.4855,K14,26,1,,,,0,False,
Fe,1,16043.921,-1.435,6.264,K14,26,1,,,,0,False,
Fe,1,16044.039,-2.214,5.9426,K14,26,1,,,,0,False,
Fe,1,16046.027,-1.311,6.2655,K14,26,1,,,,0,False,
Fe,1,16049.804,-1.269,6.4187,K14,26,1,,,,0,False,
Fe,1,16051.734,-0.942,6.264,K14,26,1,,,,0,False,
Fe,1,16052.213,-1.679,6.6671,K14,26,1,,,,0,False,
Fe,1,16055.428,-1.5,6.8346,K14,26,1,,,,0,False,
Fe,1,16057.401,-1.012,6.264,K14,26,1,,,,0,False,
Fe,1,16064.726,-0.576,6.349,K14,26,1,,,,0,False,
Fe,1,16069.661,-2.415,5.5578,K14,26,1,,,,0,False,
Fe,1,16070.18,-0.569,5.9558,K14,26,1,,,,0,False,
Fe,1,16071.397,0.102,6.2655,K14,26,1,,,,0,False,
Fe,1,16071.562,-0.197,6.3503,K14,26,1,,,,0,False,
Fe,1,16072.092,-1.918,5.5496,K14,26,1,,,,0,False,
Fe,1,16072.242,0.358,6.3503,K14,26,1,,,,0,False,
Fe,1,16073.87,-0.604,6.349,K14,26,1,,,,0,False,
Fe,1,16075.917,-1.548,6.3503,K14,26,1,,,,0,False,
Fe,1,16076.814,-1.02,6.349,K14,26,1,,,,0,False,
Fe,1,16077.946,-4.293,2.8316,K14,26,1,,,,0,False,
Fe,1,16081.019,-1.49,6.6685,K14,26,1,,,,0,False,
Fe,1,16082.855,-1.304,6.2771,K14,26,1,,,,0,False,
Fe,1,16083.052,-1.963,5.5376,K14,26,1,,,,0,False,
Fe,1,16086.194,-1.34,6.3666,K14,26,1,,,,0,False,
Fe,1,16087.162,-0.713,6.2771,K14,26,1,,,,0,False,
Fe,1,16089.668,-0.614,6.349,K14,26,1,,,,0,False,
Fe,1,16090.662,-4.323,4.1426,K14,26,1,,,,0,False,
Fe,1,16090.906,-1.311,6.2368,K14,26,1,,,,0,False,
Fe,1,16093.216,-1.244,6.3503,K14,26,1,,,,0,False,
Fe,1,16097.365,-2.173,5.9809,K14,26,1,,,,0,False,
Fe,1,16100.282,-0.043,6.3515,K14,26,1,,,,0,False,
Fe,1,16100.611,-0.96,6.3515,K14,26,1,,,,0,False,
Fe,1,16102.408,0.546,5.8741,K14,26,1,,,,0,False,
Fe,1,16109.756,-4.889,3.417,K14,26,1,,,,0,False,
Fe,1,16111.083,-1.143,6.3901,K14,26,1,,,,0,False,
Fe,1,16115.14,-0.399,6.3901,K14,26,1,,,,0,False,
Fe,1,16115.358,-1.889,6.5788,K14,26,1,,,,0,False,
Fe,1,16115.966,0.433,6.3901,K14,26,1,,,,0,False,
Fe,1,16117.53,-2.785,5.6477,K14,26,1,,,,0,False,
Fe,1,16117.855,-1.673,6.5788,K14,26,1,,,,0,False,
Fe,1,16123.212,-0.521,6.3515,K14,26,1,,,,0,False,
Fe,1,16125.899,0.86,6.3515,K14,26,1,,,,0,False,
Fe,1,16127.423,-1.055,6.5232,K14,26,1,,,,0,False,
Fe,1,16129.991,-1.92,6.2655,K14,26,1,,,,0,False,
Fe,1,16130.504,-2.151,5.5376,K14,26,1,,,,0,False,
Fe,1,16142.472,-1.469,6.349,K14,26,1,,,,0,False,
Fe,1,16153.247,-0.685,5.3516,K14,26,1,-0.65,0.06,Ruffoni2013,1,True,0.03500000000000003
Fe,1,16153.411,-1.217,6.3207,K14,26,1,,,,0,False,
Fe,1,16156.557,-0.294,5.9558,K14,26,1,,,,0,False,
Fe,1,16158.962,-2.329,5.8251,K14,26,1,,,,0,False,
Fe,1,16159.009,-2.202,5.5188,K14,26,1,,,,0,False,
Fe,1,16162.844,-1.442,6.3192,K14,26,1,,,,0,False,
Fe,1,16165.029,0.988,6.3192,K14,26,1,0.89,0.05,Ruffoni2013,1,True,-0.09799999999999998
Fe,1,16166.501,-1.99,6.4013,K14,26,1,,,,0,False,
Fe,1,16168.676,-1.741,6.3109,K14,26,1,,,,0,False,
Fe,1,16171.93,-0.445,6.3803,K14,26,1,,,,0,False,
Fe,1,16174.944,-2.045,6.3804,K14,26,1,,,,0,False,
Fe,1,16174.975,0.185,6.3803,K14,26,1,,,,0,False,
Fe,1,16176.86,-1.576,6.5654,K14,26,1,,,,0,False,
Fe,1,16177.085,-1.569,6.2771,K14,26,1,,,,0,False,
Fe,1,16177.991,-0.402,6.3804,K14,26,1,,,,0,False,
Fe,1,16178.245,-2.939,5.4855,K14,26,1,,,,0,False,
Fe,1,16179.583,0.261,6.3192,K14,26,1,0.15,0.06,Ruffoni2013,1,True,-0.11100000000000002
Fe,1,16179.609,-2.196,5.9004,K14,26,1,,,,0,False,
Fe,1,16180.9,0.295,6.275,K14,26,1,,,,0,False,
Fe,1,16182.17,-0.708,6.3192,K14,26,1,,,,0,False,
Fe,1,16185.799,0.264,6.3935,K14,26,1,,,,0,False,
Fe,1,16189.371,-2.058,5.8405,K14,26,1,,,,0,False,
Fe,1,16191.162,-1.332,6.0172,K14,26,1,,,,0,False,
Fe,1,16193.278,-1.994,5.9464,K14,26,1,,,,0,False,
Fe,1,16195.06,0.467,6.3939,K14,26,1,,,,0,False,
Fe,1,16195.272,-0.682,6.3939,K14,26,1,,,,0,False,
Fe,1,16197.316,-2.201,5.8135,K14,26,1,,,,0,False,
Fe,1,16197.421,-1.39,6.3803,K14,26,1,,,,0,False,
Fe,1,16198.502,-0.444,5.4099,K14,26,1,-0.48,0.05,Ruffoni2013,1,True,-0.035999999999999976
Fe,1,16201.513,-0.329,6.3803,K14,26,1,,,,0,False,
Fe,1,16202.33,-0.737,6.3207,K14,26,1,,,,0,False,
Fe,1,16202.706,-1.443,6.3207,K14,26,1,,,,0,False,
Fe,1,16203.328,-1.006,6.323,K14,26,1,,,,0,False,
Fe,1,16204.252,0.208,6.3207,K14,26,1,,,,0,False,
Fe,1,16204.539,-1.563,6.3804,K14,26,1,,,,0,False,
Fe,1,16205.132,-1.667,6.3109,K14,26,1,,,,0,False,
Fe,1,16207.555,-1.303,6.275,K14,26,1,,,,0,False,
Fe,1,16207.744,0.585,6.3207,K14,26,1,,,,0,False,
Fe,1,16209.355,-1.227,6.3207,K14,26,1,,,,0,False,
Fe,1,16213.001,-0.571,6.3207,K14,26,1,,,,0,False,
Fe,1,16213.537,0.321,6.275,K14,26,1,,,,0,False,
Fe,1,16213.719,-2.379,5.9809,K14,26,1,,,,0,False,
Fe,1,16219.558,-1.457,6.675,K14,26,1,,,,0,False,
Fe,1,16225.618,0.295,6.3803,K14,26,1,,,,0,False,
Fe,1,16225.974,-5.01,2.1759,K14,26,1,,,,0,False,
Fe,1,16227.151,-1.92,6.2416,K14,26,1,,,,0,False,
Fe,1,16227.291,-2.409,5.8283,K14,26,1,,,,0,False,
Fe,1,16228.653,-0.891,6.3804,K14,26,1,,,,0,False,
Fe,1,16229.245,-1.852,6.2858,K14,26,1,,,,0,False,
Fe,1,16231.646,0.6,6.3804,K14,26,1,,,,0,False,
Fe,1,16232.518,-0.897,6.2368,K14,26,1,,,,0,False,
Fe,1,16233.844,-1.506,6.3803,K14,26,1,,,,0,False,
Fe,1,16233.881,-1.477,6.5472,K14,26,1,,,,0,False,
Fe,1,16234.184,-2.381,5.9471,K14,26,1,,,,0,False,
Fe,1,16235.966,-0.024,5.9209,K14,26,1,,,,0,False,
Fe,1,16238.952,-0.655,6.323,K14,26,1,,,,0,False,
Fe,1,16240.87,-0.223,6.323,K14,26,1,,,,0,False,
Fe,1,16241.571,-1.729,6.2057,K14,26,1,,,,0,False,
Fe,1,16243.065,-2.026,6.275,K14,26,1,,,,0,False,
Fe,1,16245.763,-1.669,6.323,K14,26,1,,,,0,False,
Fe,1,16246.46,0.054,6.275,K14,26,1,,,,0,False,
Fe,1,16252.067,-1.804,6.2222,K14,26,1,,,,0,False,
Fe,1,16252.55,-0.306,6.323,K14,26,1,,,,0,False,
Fe,1,16257.638,-1.983,6.368,K14,26,1,,,,0,False,
Fe,1,16258.912,-1.028,6.2368,K14,26,1,,,,0,False,
Fe,1,16262.901,-2.865,5.5237,K14,26,1,,,,0,False,
Fe,1,16264.457,-1.807,6.4187,K14,26,1,,,,0,False,
Fe,1,16266.894,-3.22,5.0674,K14,26,1,,,,0,False,
Fe,1,16272.468,-1.255,6.275,K14,26,1,,,,0,False,
Fe,1,16274.314,-1.58,6.3597,K14,26,1,,,,0,False,
Fe,1,16280.773,-1.601,5.9809,K14,26,1,,,,0,False,
Fe,1,16284.769,-0.175,6.3981,K14,26,1,,,,0,False,
Fe,1,16284.984,-1.083,6.3981,K14,26,1,,,,0,False,
Fe,1,16285.284,-1.299,6.2461,K14,26,1,,,,0,False,
Fe,1,16288.781,-1.381,6.4791,K14,26,1,,,,0,False,
Fe,1,16290.607,-1.929,5.9809,K14,26,1,,,,0,False,
Fe,1,16291.908,-1.586,6.6388,K14,26,1,,,,0,False,
Fe,1,16292.84,-0.157,5.9209,K14,26,1,,,,0,False,
Fe,1,16294.115,-2.414,5.9303,K14,26,1,,,,0,False,
Fe,1,16296.598,-2.196,5.9665,K14,26,1,,,,0,False,
Fe,1,16311.962,-2.096,6.2368,K14,26,1,,,,0,False,
Fe,1,16312.904,-1.418,6.3109,K14,26,1,,,,0,False,
Fe,1,16316.32,1.073,6.28,K14,26,1,,,,0,False,
Fe,1,16316.368,-1.203,6.28,K14,26,1,,,,0,False,
Fe,1,16320.459,-1.963,5.8794,K14,26,1,,,,0,False,
Fe,1,16324.451,-0.556,5.3852,K14,26,1,-0.59,0.05,Ruffoni2013,1,True,-0.03399999999999992
Fe,1,16331.249,-1.805,6.6742,K14,26,1,,,,0,False,
Fe,1,16331.305,-1.108,6.3597,K14,26,1,,,,0,False,
Fe,1,16331.524,-0.392,5.9787,K14,26,1,,,,0,False,
Fe,1,16332.54,-1.471,6.275,K14,26,1,,,,0,False,
Fe,1,16333.141,-0.639,5.6424,K14,26,1,,,,0,False,
Fe,1,16337.126,-2.332,5.5496,K14,26,1,,,,0,False,
Fe,1,16339.521,-2.09,6.2517,K14,26,1,,,,0,False,
Fe,1,16345.494,-0.82,6.4738,K14,26,1,,,,0,False,
Fe,1,16345.628,-1.558,6.5904,K14,26,1,,,,0,False,
Fe,1,16350.675,-1.934,5.9665,K14,26,1,,,,0,False,
Fe,1,16350.822,-2.726,5.6066,K14,26,1,,,,0,False,
Fe,1,16360.538,-0.97,6.5904,K14,26,1,,,,0,False,
Fe,1,16361.705,-2.061,6.3253,K14,26,1,,,,0,False,
Fe,1,16362.463,-1.675,6.5904,K14,26,1,,,,0,False,
Fe,1,16362.841,-0.876,6.5904,K14,26,1,,,,0,False,
Fe,1,16366.337,-1.355,6.3642,K14,26,1,,,,0,False,
Fe,1,16376.683,-1.313,6.3647,K14,26,1,,,,0,False,
Fe,1,16377.388,-0.465,6.3647,K14,26,1,,,,0,False,
Fe,1,16380.407,-1.073,6.3109,K14,26,1,,,,0,False,
Fe,1,16380.863,-1.111,6.3647,K14,26,1,,,,0,False,
Fe,1,16381.204,-0.253,6.3647,K14,26,1,,,,0,False,
Fe,1,16381.596,-1.407,6.5921,K14,26,1,,,,0,False,
Fe,1,16381.814,-0.023,6.3901,K14,26,1,,,,0,False,
Fe,1,16382.251,0.385,6.28,K14,26,1,0.35,0.05,Ruffoni2013,1,True,-0.03500000000000003
Fe,1,16384.141,-0.736,6.3642,K14,26,1,,,,0,False,
Fe,1,16386.091,-2.405,5.5496,K14,26,1,,,,0,False,
Fe,1,16392.348,-2.29,5.9947,K14,26,1,,,,0,False,
Fe,1,16393.147,-2.564,5.4855,K14,26,1,,,,0,False,
Fe,1,16394.389,0.358,5.9558,K14,26,1,,,,0,False,
Fe,1,16394.51,-1.222,6.3647,K14,26,1,,,,0,False,
Fe,1,16396.306,-0.53,6.28,K14,26,1,-0.58,0.05,Ruffoni2013,1,True,-0.04999999999999993
Fe,1,16398.167,0.111,5.9209,K14,26,1,,,,0,False,
Fe,1,16398.31,-0.713,6.3642,K14,26,1,,,,0,False,
Fe,1,16404.601,0.581,6.3647,K14,26,1,,,,0,False,
Fe,1,16406.138,-2.614,5.1055,K14,26,1,,,,0,False,
Fe,1,16406.159,-1.277,6.2517,K14,26,1,,,,0,False,
Fe,1,16407.786,0.007,6.2858,K14,26,1,,,,0,False,
Fe,1,16407.972,-0.649,6.3901,K14,26,1,,,,0,False,
Fe,1,16409.526,-1.265,6.4521,K14,26,1,,,,0,False,
Fe,1,16410.388,-1.172,6.2771,K14,26,1,,,,0,False,
Fe,1,16412.171,-0.814,6.3901,K14,26,1,,,,0,False,
Fe,1,16412.969,-0.424,6.2858,K14,26,1,,,,0,False,
Fe,1,16414.753,-1.179,6.3642,K14,26,1,,,,0,False,
Fe,1,16423.986,-1.819,6.6193,K14,26,1,,,,0,False,
Fe,1,16427.189,-2.384,5.9872,K14,26,1,,,,0,False,
Fe,1,16432.844,-1.645,6.7546,K14,26,1,,,,0,False,
