gf_grade,log_gf,element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
UNGRADED,-0.334,Ti,I,5847.0882,26.09,3.38,0.0022,0.1753,-5.3505,2,0.187,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.508,Ti,I,5852.3262,48.1,5.57,0.006,0.2409,-5.0852,1,0.308,UNEXPLAINED,no pipeline rule accounts for this drop
B,-0.84,Ti,I,5866.4313,56.05,2.16,0.0009,0.3595,-5.0198,1,0.073,UNEXPLAINED,no pipeline rule accounts for this drop
B,-0.84,Ti,I,5866.4504,56.11,2.16,0.0009,0.3595,-5.0193,1,0.073,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.1,Ti,I,5899.2758,53.76,5.46,0.0019,0.2717,-5.0403,1,0.042,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-3.24,Ti,II,5910.0622,48.18,2.55,0.0004,0.2336,-5.0887,1,0.344,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.38,Ti,I,5922.0897,24.49,3.64,0.0006,0.1614,-5.3835,12,0.038,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.409,Ti,I,5965.8284,40.62,2.43,0.0002,0.2302,-5.1669,1,0.133,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.31,Ti,I,5999.0116,64.32,31.64,0.0036,0.0471,-4.9697,3,0.108,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.331,Ti,I,6085.2178,49.72,3.82,0.0031,0.3343,-5.0877,1,0.32,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.435,Ti,I,6157.3486,69.61,6.69,0.0025,0.0304,-4.9467,2,0.025,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.35,Ti,I,6180.3038,67.39,0.7,0.0,0.3507,-4.9624,1,0.489,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.64,Ti,I,6366.3468,26.64,7.26,0.0009,0.0734,-5.3784,3,0.196,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.942,Ti,II,6491.5659,43.59,2.81,0.0012,0.2528,-5.173,16,0.091,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.7,Ti,I,6536.42,26.12,6.16,0.0001,0.0279,-5.3984,4,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.175,Ti,II,6559.5642,10.75,1.43,0.0007,0.2391,-5.7855,1,0.039,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.44,Ti,II,6605.8817,53.1,11.83,0.0018,0.0456,-5.0948,18,0.048,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.051,Ti,I,6666.4969,31.52,13.88,0.0003,0.0389,-5.3253,3,0.025,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.101,Ti,I,6667.7356,37.11,9.39,0.0002,0.0808,-5.2545,2,0.072,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.076,Ti,I,6668.3774,35.71,9.2,0.0002,0.0468,-5.2712,1,0.013,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.89,Ti,II,6680.1337,8.26,4.11,0.0003,0.0721,-5.9078,1,0.033,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.8,Ti,I,6735.526,22.67,7.84,0.0001,0.0512,-5.4729,1,0.04,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.081,Ti,I,6763.9623,5.15,1.96,0.0,0.0558,-6.1184,2,0.029,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.197,Ti,I,6793.5481,49.0,7.04,0.0003,0.1226,-5.1419,2,0.196,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,4851.4571,37.21,5.13,0.004,0.3346,-5.1152,2,0.067,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.695,V,I,5179.0356,25.54,7.39,0.0051,0.1099,-5.307,4,0.212,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.695,V,I,5179.0528,25.42,7.37,0.0051,0.1283,-5.3091,4,0.212,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.202,V,I,5584.4841,46.18,3.32,0.0004,0.05,-5.0825,2,0.486,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.215,V,I,5627.6101,37.95,7.67,0.0014,0.187,-5.1711,1,0.076,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.35,V,I,5627.652,38.42,7.27,0.0013,0.187,-5.1658,1,0.076,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5727.6187,62.55,9.75,0.0016,0.0616,-4.9617,1,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.8742,V,I,5727.653,65.73,10.94,0.0017,0.0616,-4.9402,1,0.008,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5748.4051,50.9,6.84,0.0033,0.2439,-5.0528,2,0.27,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.57,V,I,5772.3963,59.42,2.69,0.0002,0.0416,-4.9874,2,0.309,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,5772.4648,60.38,2.83,0.0003,0.0416,-4.9805,2,0.309,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.417,V,I,5807.0804,66.02,14.8,0.0033,0.0268,-4.9443,15,0.01,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.683,V,I,5830.6724,37.53,10.5,0.0008,0.0214,-5.1913,1,0.003,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,II,5916.277,66.73,6.96,0.0012,0.4142,-4.9477,1,0.476,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.162,V,II,5916.353,68.24,2.1,0.0004,0.3318,-4.938,1,0.476,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.324,V,II,6031.0646,21.88,4.21,0.0002,0.0534,-5.4403,1,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.65,V,I,6039.7134,15.47,0.53,0.0,0.1157,-5.5915,1,0.02,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.61,V,I,6081.4178,22.57,4.86,0.002,0.1239,-5.4305,1,0.03,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.61,V,I,6081.4608,21.97,4.76,0.002,0.1239,-5.4422,1,0.03,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.36,V,I,6119.5146,31.62,1.61,0.0002,0.179,-5.2868,1,0.099,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.36,V,I,6119.5503,31.62,1.54,0.0002,0.179,-5.2868,1,0.099,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6199.1494,21.04,9.63,0.0067,0.0925,-5.4693,1,0.011,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.46,V,I,6199.1667,20.76,9.55,0.0067,0.0925,-5.4751,2,0.041,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6199.2506,21.3,9.72,0.0067,0.0925,-5.464,2,0.041,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.37,V,I,6207.2556,18.92,6.34,0.0001,0.0267,-5.516,2,0.061,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.2902,V,I,6216.3252,46.71,6.59,0.0048,0.2391,-5.1241,1,0.201,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.2902,V,I,6216.3584,45.59,6.28,0.0048,0.2391,-5.1347,1,0.201,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-2.389,V,II,6261.0873,57.81,3.18,0.0005,0.3664,-5.0346,1,0.423,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-5.651,V,I,6261.1822,57.41,4.78,0.0005,0.3539,-5.0377,1,0.423,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6261.2643,56.95,4.72,0.0005,0.1013,-5.0412,2,0.423,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6266.2753,73.67,24.82,0.0084,0.0326,-4.9297,1,0.021,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.389,V,I,6311.4815,43.11,11.16,0.0031,0.2214,-5.1656,1,0.267,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.23,V,I,6504.1414,20.35,0.85,0.0,0.1112,-5.5046,1,0.023,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.23,V,I,6504.1575,20.22,0.84,0.0,0.1154,-5.5074,1,0.023,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6605.9296,52.04,11.56,0.0018,0.0456,-5.1036,10,0.048,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.32,V,I,6605.9839,51.1,17.44,0.0018,0.0408,-5.1115,7,0.048,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6624.7982,23.15,1.13,0.0001,0.0261,-5.4566,1,0.151,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.268,V,I,6624.8507,23.27,1.13,0.0001,0.0285,-5.4544,1,0.151,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6752.8545,43.58,0.92,0.0001,0.1305,-5.1902,1,0.282,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6752.9742,43.03,1.13,0.0001,0.0497,-5.1957,2,0.282,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6753.0537,41.62,1.52,0.0002,0.0468,-5.2102,2,0.282,UNEXPLAINED,no pipeline rule accounts for this drop
NOT_IN_CANONICAL_GF,,V,I,6753.1549,47.54,4.96,0.001,0.0449,-5.1524,2,0.052,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.395,Y,I,4845.6653,42.0,11.47,0.0052,0.4034,-5.0621,3,0.444,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,0.226,Y,I,4852.6774,49.34,3.69,0.0035,0.2484,-4.9928,3,0.434,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.36,Y,II,5119.1105,32.35,8.57,0.0042,0.1528,-5.1993,4,0.021,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.68,Y,II,5289.8159,52.43,19.17,0.005,0.0422,-5.0039,1,0.027,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-0.83,Y,II,6613.7308,40.1,5.93,0.0002,0.065,-5.2173,2,0.09,UNEXPLAINED,no pipeline rule accounts for this drop
UNGRADED,-1.719,Y,II,6858.2191,62.13,2.3,0.0006,0.3351,-5.0429,1,0.363,UNEXPLAINED,no pipeline rule accounts for this drop
