element,ion,wavelength_air_A,ew_mA,ew_err_mA,chi2,observed_depth,rew,n_contaminants,worst_contaminant_depth,drop_reason,detail
Cr,I,4165.5151,197.49,72.5,0.0638,0.4471,-4.3241,5,0.654,SATURATED_REW,REW -4.324 > -4.9
Fe,I,4166.0909,5.34,18.41,0.0694,0.1948,-5.8922,4,0.171,EW_ERR_EXCESS,err/EW 3.45 > 0.5
Mn,I,4166.1843,177.91,187.2,0.0807,0.1502,-4.3695,7,0.171,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4166.3081,27.62,36.82,0.088,0.2511,-5.1785,5,0.136,EW_ERR_EXCESS,err/EW 1.33 > 0.5
Zr,I,4166.36,262.51,183.43,0.0755,0.2474,-4.2006,5,0.171,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4166.3954,278.59,170.63,0.0736,0.2238,-4.1748,7,0.171,SATURATED_REW,REW -4.175 > -4.9
Fe,I,4168.614,53.71,26.19,0.0899,0.5893,-4.8899,0,0.029,SATURATED_REW,REW -4.890 > -4.9
Fe,II,4168.6491,53.43,27.21,0.0925,0.5893,-4.8922,0,0.029,SATURATED_REW,REW -4.892 > -4.9
V,I,4168.894,54.9,24.48,0.0879,0.6391,-4.8804,2,0.725,SATURATED_REW,REW -4.880 > -4.9
Fe,I,4168.9416,54.81,23.76,0.0854,0.6427,-4.8812,0,0.029,SATURATED_REW,REW -4.881 > -4.9
Fe,I,4169.0922,187.64,222.1,0.088,0.1668,-4.3467,14,0.219,SATURATED_REW,REW -4.347 > -4.9
V,I,4169.2542,48.78,108.98,0.0761,0.2039,-4.9318,7,0.725,EW_ERR_EXCESS,err/EW 2.23 > 0.5
Mn,I,4169.4196,87.81,56.91,0.0562,0.1785,-4.6765,10,0.67,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4169.6588,129.75,72.41,0.1027,0.4795,-4.507,9,0.67,SATURATED_REW,REW -4.507 > -4.9
Fe,I,4169.7562,125.8,69.29,0.1011,0.5865,-4.5204,5,0.321,SATURATED_REW,REW -4.520 > -4.9
Cr,I,4169.8294,125.55,71.84,0.1036,0.5782,-4.5213,6,0.67,SATURATED_REW,REW -4.521 > -4.9
Fe,I,4169.8955,125.54,76.58,0.1058,0.355,-4.5213,6,0.321,SATURATED_REW,REW -4.521 > -4.9
Fe,II,4169.9744,137.6,71.82,0.0631,0.1483,-4.4815,8,0.321,SATURATED_REW,REW -4.482 > -4.9
Cr,I,4170.2084,10.78,22.09,0.0746,0.286,-5.5875,4,0.574,EW_ERR_EXCESS,err/EW 2.05 > 0.5
Co,I,4170.8447,196.55,56.83,0.1055,0.7615,-4.3268,3,0.848,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4170.8597,195.34,56.33,0.1047,0.811,-4.3294,3,0.848,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,II,4170.8621,195.34,56.33,0.1047,0.811,-4.3294,2,0.848,SATURATED_REW,REW -4.329 > -4.9
Fe,I,4170.9012,192.77,55.46,0.1031,0.811,-4.3352,2,0.297,SATURATED_REW,REW -4.335 > -4.9
Ti,I,4171.0157,187.66,57.02,0.1001,0.7849,-4.3469,1,0.848,SATURATED_REW,REW -4.347 > -4.9
Fe,I,4171.0437,187.72,59.25,0.1001,0.7849,-4.3467,1,0.297,SATURATED_REW,REW -4.347 > -4.9
Co,I,4171.1723,193.25,62.47,0.1042,0.4219,-4.3341,3,0.848,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4171.2534,185.88,49.08,0.0898,0.1497,-4.351,7,0.657,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4171.2941,185.87,44.09,0.0908,0.1234,-4.3511,6,0.657,SATURATED_REW,REW -4.351 > -4.9
Y,II,4173.2507,222.73,69.68,0.1058,0.6813,-4.2727,5,0.808,SATURATED_REW,REW -4.273 > -4.9
Fe,I,4173.3147,223.46,70.12,0.1062,0.7429,-4.2713,1,0.793,SATURATED_REW,REW -4.271 > -4.9
Fe,II,4173.4511,217.99,67.97,0.1036,0.8012,-4.2821,1,0.793,SATURATED_REW,REW -4.282 > -4.9
Fe,I,4173.4734,216.04,67.09,0.1025,0.8012,-4.286,1,0.793,SATURATED_REW,REW -4.286 > -4.9
Co,I,4173.5202,211.12,65.73,0.0999,0.8012,-4.296,4,0.808,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,II,4173.5333,210.59,65.73,0.0996,0.8012,-4.2971,3,0.808,SATURATED_REW,REW -4.297 > -4.9
Cr,I,4173.8792,123.12,40.78,0.1107,0.8003,-4.5302,4,0.868,SATURATED_REW,REW -4.530 > -4.9
Fe,I,4173.9203,123.11,39.92,0.1116,0.8003,-4.5303,2,0.532,SATURATED_REW,REW -4.530 > -4.9
Fe,I,4173.9865,123.22,37.15,0.1099,0.8003,-4.5299,18,0.532,SATURATED_REW,REW -4.530 > -4.9
V,I,4174.0038,123.43,37.23,0.1099,0.7821,-4.5291,19,0.868,SATURATED_REW,REW -4.529 > -4.9
Ti,II,4174.0683,125.86,38.3,0.1116,0.4455,-4.5207,31,0.868,SATURATED_REW,REW -4.521 > -4.9
Ti,I,4174.0751,125.85,38.3,0.1116,0.4455,-4.5207,31,0.868,SATURATED_REW,REW -4.521 > -4.9
Mn,II,4174.3088,52.11,50.37,0.1364,0.3256,-4.9037,18,0.532,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4174.3998,37.81,39.54,0.1234,0.3923,-5.043,20,0.532,EW_ERR_EXCESS,err/EW 1.05 > 0.5
Ti,I,4174.4681,34.18,36.77,0.1205,0.383,-5.0868,19,0.409,EW_ERR_EXCESS,err/EW 1.08 > 0.5
Fe,II,4174.5277,34.56,37.3,0.1214,0.2187,-5.082,21,0.409,EW_ERR_EXCESS,err/EW 1.08 > 0.5
Fe,I,4174.7275,142.53,52.43,0.1175,0.381,-4.4667,2,0.141,SATURATED_REW,REW -4.467 > -4.9
Cr,I,4174.9073,240.85,105.98,0.1185,0.8518,-4.2389,4,0.9,SATURATED_REW,REW -4.239 > -4.9
Fe,I,4174.9123,240.85,105.98,0.1185,0.8518,-4.2389,4,0.219,SATURATED_REW,REW -4.239 > -4.9
V,I,4175.1509,190.12,79.92,0.1192,0.5448,-4.3416,7,0.9,SATURATED_REW,REW -4.342 > -4.9
Cr,I,4175.2276,200.63,84.22,0.1185,0.4666,-4.3183,5,0.9,SATURATED_REW,REW -4.318 > -4.9
Fe,I,4175.6357,119.49,35.81,0.1207,0.8622,-4.5434,2,0.351,SATURATED_REW,REW -4.543 > -4.9
Fe,I,4175.894,29.28,26.34,0.1017,0.4497,-5.1542,2,0.351,EW_ERR_EXCESS,err/EW 0.90 > 0.5
Cr,I,4175.9493,25.69,22.79,0.0922,0.4497,-5.211,4,0.884,EW_ERR_EXCESS,err/EW 0.89 > 0.5
Fe,I,4176.0116,25.37,21.97,0.0881,0.3546,-5.2164,1,0.351,EW_ERR_EXCESS,err/EW 0.87 > 0.5
Mn,I,4176.5456,127.26,44.42,0.1052,0.8345,-4.5161,4,0.845,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Mn,I,4176.5517,127.14,44.4,0.1053,0.8345,-4.5165,4,0.845,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4176.5655,127.01,44.35,0.1055,0.8345,-4.517,17,0.305,SATURATED_REW,REW -4.517 > -4.9
V,I,4176.6164,124.97,43.37,0.1046,0.8345,-4.524,19,0.845,SATURATED_REW,REW -4.524 > -4.9
Mn,I,4176.6507,125.11,43.49,0.1051,0.8054,-4.5235,4,0.845,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
V,I,4176.6554,125.11,43.49,0.1051,0.8054,-4.5235,19,0.845,SATURATED_REW,REW -4.524 > -4.9
Cr,I,4176.6686,125.11,43.48,0.105,0.6977,-4.5235,18,0.845,SATURATED_REW,REW -4.524 > -4.9
Ti,II,4176.6868,125.11,43.37,0.1049,0.5617,-4.5235,19,0.845,SATURATED_REW,REW -4.524 > -4.9
Fe,I,4176.8669,299.17,219.11,0.0904,0.3322,-4.1449,17,0.305,SATURATED_REW,REW -4.145 > -4.9
V,I,4177.0517,29.89,26.16,0.1001,0.3886,-5.1453,4,0.591,EW_ERR_EXCESS,err/EW 0.88 > 0.5
Fe,I,4177.0757,29.97,26.28,0.1001,0.3886,-5.1442,1,0.521,EW_ERR_EXCESS,err/EW 0.88 > 0.5
Fe,II,4178.8536,82.08,27.66,0.0965,0.7499,-4.7068,2,0.082,SATURATED_REW,REW -4.707 > -4.9
Fe,I,4178.953,79.99,25.9,0.0911,0.6276,-4.718,20,0.23,SATURATED_REW,REW -4.718 > -4.9
Fe,I,4179.189,175.39,56.89,0.089,0.5069,-4.3771,78,0.39,SATURATED_REW,REW -4.377 > -4.9
Co,I,4179.1963,175.39,57.28,0.089,0.5069,-4.3771,65,0.817,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4179.2318,164.28,52.48,0.0886,0.5391,-4.4055,60,0.739,SATURATED_REW,REW -4.406 > -4.9
Cr,I,4179.2559,163.97,52.36,0.0886,0.5391,-4.4063,60,0.739,SATURATED_REW,REW -4.406 > -4.9
Fe,I,4179.3662,162.38,53.21,0.0892,0.7635,-4.4106,58,0.39,SATURATED_REW,REW -4.411 > -4.9
Cr,I,4179.3702,161.54,53.33,0.0887,0.7635,-4.4128,58,0.739,SATURATED_REW,REW -4.413 > -4.9
V,I,4179.3717,161.54,53.33,0.0887,0.7635,-4.4128,38,0.739,SATURATED_REW,REW -4.413 > -4.9
Cr,II,4179.421,158.06,55.19,0.0863,0.7635,-4.4223,57,0.353,SATURATED_REW,REW -4.422 > -4.9
Zr,II,4179.808,6.47,15.15,0.0768,0.2562,-5.8103,7,0.248,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Ti,I,4179.8694,6.37,15.24,0.0788,0.2562,-5.817,3,0.248,EW_ERR_EXCESS,err/EW 2.39 > 0.5
Cr,I,4179.8953,6.04,14.84,0.0782,0.236,-5.8401,4,0.248,EW_ERR_EXCESS,err/EW 2.46 > 0.5
Fe,I,4180.4085,44.01,26.53,0.089,0.5022,-4.9777,1,0.055,EW_ERR_EXCESS,err/EW 0.60 > 0.5
Ti,I,4180.4915,42.98,26.65,0.0905,0.4151,-4.988,3,0.549,EW_ERR_EXCESS,err/EW 0.62 > 0.5
Co,I,4180.6048,236.5,218.17,0.0885,0.1635,-4.2474,47,0.549,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4180.6555,86.14,38.93,0.0864,0.2149,-4.686,27,0.549,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
V,II,4180.8782,77.25,36.3,0.0825,0.6141,-4.7334,4,0.47,SATURATED_REW,REW -4.733 > -4.9
Fe,II,4180.9795,80.36,37.99,0.0842,0.3281,-4.7162,24,0.202,SATURATED_REW,REW -4.716 > -4.9
Fe,I,4181.1327,6.38,15.42,0.0906,0.2269,-5.8165,25,0.197,EW_ERR_EXCESS,err/EW 2.42 > 0.5
Fe,I,4181.1869,7.73,17.03,0.0925,0.2339,-5.7331,23,0.111,EW_ERR_EXCESS,err/EW 2.20 > 0.5
Fe,I,4182.3823,77.1,28.9,0.0826,0.7683,-4.7344,18,0.156,SATURATED_REW,REW -4.734 > -4.9
Fe,I,4182.4831,78.6,29.7,0.0841,0.6051,-4.726,19,0.156,SATURATED_REW,REW -4.726 > -4.9
Fe,I,4182.7577,72.77,27.34,0.0881,0.6279,-4.7595,18,0.156,SATURATED_REW,REW -4.760 > -4.9
Fe,I,4183.0039,38.0,27.01,0.116,0.4412,-5.0417,2,0.202,EW_ERR_EXCESS,err/EW 0.71 > 0.5
Cr,I,4183.0643,37.01,26.93,0.1153,0.4412,-5.0532,21,0.721,EW_ERR_EXCESS,err/EW 0.73 > 0.5
Ti,I,4183.288,130.41,46.64,0.08,0.4521,-4.5062,26,0.577,SATURATED_REW,REW -4.506 > -4.9
Zr,I,4183.32,125.08,43.9,0.0782,0.4535,-4.5243,27,0.577,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
V,II,4183.3814,114.67,38.93,0.0743,0.5494,-4.5621,5,0.202,SATURATED_REW,REW -4.562 > -4.9
V,II,4183.4649,103.72,39.22,0.0711,0.573,-4.6057,6,0.202,SATURATED_REW,REW -4.606 > -4.9
Fe,I,4183.6198,298.59,227.63,0.0774,0.215,-4.1465,27,0.449,SATURATED_REW,REW -4.146 > -4.9
Fe,I,4184.212,295.29,238.57,0.0853,0.4308,-4.1514,4,0.657,SATURATED_REW,REW -4.151 > -4.9
Fe,II,4184.2707,64.66,37.62,0.0939,0.5939,-4.811,4,0.657,SATURATED_REW,REW -4.811 > -4.9
Ti,II,4184.3119,64.64,39.13,0.0965,0.5939,-4.8111,4,0.313,SATURATED_REW,REW -4.811 > -4.9
Ni,I,4184.4649,274.58,271.75,0.0966,0.2974,-4.183,4,0.657,SATURATED_REW,REW -4.183 > -4.9
Fe,I,4184.8912,116.1,32.58,0.105,0.8439,-4.5569,1,0.093,SATURATED_REW,REW -4.557 > -4.9
Ti,I,4185.9871,12.89,15.36,0.1041,0.1174,-5.5115,9,0.136,EW_ERR_EXCESS,err/EW 1.19 > 0.5
Ti,I,4186.1173,26.4,20.93,0.1037,0.4895,-5.2002,1,0.136,EW_ERR_EXCESS,err/EW 0.79 > 0.5
Cr,I,4186.1736,30.54,23.53,0.1112,0.4895,-5.1369,1,0.672,EW_ERR_EXCESS,err/EW 0.77 > 0.5
Ti,I,4188.6808,275.82,113.66,0.0956,0.7833,-4.1815,19,0.807,SATURATED_REW,REW -4.181 > -4.9
Fe,I,4188.7036,275.82,115.85,0.0958,0.7847,-4.1815,17,0.221,SATURATED_REW,REW -4.181 > -4.9
Fe,I,4188.8666,278.96,114.91,0.0969,0.4277,-4.1766,19,0.221,SATURATED_REW,REW -4.177 > -4.9
Ni,I,4188.9676,260.74,89.23,0.1038,0.5516,-4.2059,20,0.807,SATURATED_REW,REW -4.206 > -4.9
Ti,II,4188.9871,260.66,89.15,0.1038,0.5516,-4.206,20,0.807,SATURATED_REW,REW -4.206 > -4.9
Co,I,4189.495,70.42,25.12,0.1136,0.5667,-4.7745,32,0.726,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4189.5522,66.71,23.77,0.1081,0.6348,-4.798,38,0.726,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4189.5566,66.2,23.56,0.1074,0.6348,-4.8013,37,0.183,SATURATED_REW,REW -4.801 > -4.9
Mn,I,4189.9504,8.77,17.19,0.079,0.2732,-5.6792,25,0.356,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4189.9588,8.79,16.78,0.0787,0.2732,-5.6782,37,0.356,EW_ERR_EXCESS,err/EW 1.91 > 0.5
Cr,I,4190.1364,31.65,41.76,0.0796,0.3021,-5.1219,38,0.356,EW_ERR_EXCESS,err/EW 1.32 > 0.5
Si,I,4190.23,32.05,36.72,0.0798,0.2978,-5.1164,19,0.356,EW_ERR_EXCESS,err/EW 1.15 > 0.5
Ti,II,4190.2351,32.04,36.71,0.0798,0.2978,-5.1165,18,0.232,EW_ERR_EXCESS,err/EW 1.15 > 0.5
Co,I,4190.6492,49.18,28.54,0.0758,0.5077,-4.9305,21,0.164,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4190.6706,49.19,28.55,0.0754,0.5146,-4.9304,21,0.164,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4190.7522,49.6,28.84,0.0753,0.5146,-4.9268,22,0.164,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4192.8643,5.34,16.3,0.0728,0.158,-5.895,12,0.241,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4193.6049,50.94,55.8,0.059,0.3727,-4.9155,4,0.484,EW_ERR_EXCESS,err/EW 1.10 > 0.5
Cr,I,4193.6617,26.88,30.02,0.058,0.3825,-5.1932,4,0.333,EW_ERR_EXCESS,err/EW 1.12 > 0.5
Ni,I,4193.7034,17.13,21.01,0.0531,0.3825,-5.3888,4,0.484,EW_ERR_EXCESS,err/EW 1.23 > 0.5
Fe,I,4193.8017,60.98,59.72,0.057,0.3327,-4.8374,3,0.484,SATURATED_REW,REW -4.837 > -4.9
Ti,I,4193.8969,79.43,58.25,0.0636,0.3053,-4.7226,5,0.484,SATURATED_REW,REW -4.723 > -4.9
Zr,I,4194.76,134.98,86.41,0.0864,0.5,-4.4924,6,0.51,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4196.2083,106.34,36.98,0.1144,0.8136,-4.5962,9,0.438,SATURATED_REW,REW -4.596 > -4.9
Fe,II,4199.0842,222.92,63.51,0.1315,0.9032,-4.275,1,0.247,SATURATED_REW,REW -4.275 > -4.9
Zr,I,4199.09,222.3,64.08,0.1313,0.9032,-4.2762,4,0.922,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4199.0948,222.3,64.08,0.1313,0.9032,-4.2762,1,0.247,SATURATED_REW,REW -4.276 > -4.9
Fe,I,4199.2042,216.59,65.37,0.1291,0.8222,-4.2875,1,0.247,SATURATED_REW,REW -4.288 > -4.9
Fe,I,4199.8774,131.89,54.05,0.135,0.5695,-4.503,3,0.223,SATURATED_REW,REW -4.503 > -4.9
Fe,I,4199.9836,131.0,55.34,0.1334,0.7204,-4.506,3,0.223,SATURATED_REW,REW -4.506 > -4.9
Co,I,4200.0813,129.51,55.35,0.1333,0.5109,-4.511,6,0.7,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4200.0868,129.32,55.25,0.1334,0.4189,-4.5116,3,0.223,SATURATED_REW,REW -4.512 > -4.9
Cr,I,4200.101,129.19,55.14,0.1335,0.3452,-4.512,22,0.7,SATURATED_REW,REW -4.512 > -4.9
Cr,I,4200.1652,130.05,39.07,0.1364,0.2774,-4.5092,24,0.7,SATURATED_REW,REW -4.509 > -4.9
V,I,4200.1763,130.7,39.0,0.1367,0.2652,-4.507,9,0.7,SATURATED_REW,REW -4.507 > -4.9
Ti,II,4200.4135,10.3,15.67,0.1268,0.4604,-5.6105,5,0.552,EW_ERR_EXCESS,err/EW 1.52 > 0.5
Ni,I,4200.4541,12.78,17.21,0.1243,0.4604,-5.5168,5,0.574,EW_ERR_EXCESS,err/EW 1.35 > 0.5
Fe,I,4200.6263,299.27,119.78,0.1383,0.5481,-4.1473,4,0.552,SATURATED_REW,REW -4.147 > -4.9
Ti,I,4200.7446,287.91,126.44,0.1351,0.5949,-4.1641,5,0.828,SATURATED_REW,REW -4.164 > -4.9
Fe,I,4200.7774,290.41,112.86,0.1223,0.5949,-4.1603,4,0.552,SATURATED_REW,REW -4.160 > -4.9
V,I,4200.873,275.7,109.49,0.1184,0.7685,-4.1829,5,0.828,SATURATED_REW,REW -4.183 > -4.9
Fe,I,4200.924,269.71,107.65,0.1168,0.7814,-4.1924,3,0.26,SATURATED_REW,REW -4.192 > -4.9
Fe,I,4202.7527,70.52,30.94,0.1102,0.6233,-4.7752,4,0.458,SATURATED_REW,REW -4.775 > -4.9
Ca,I,4203.1167,33.8,22.78,0.1126,0.4357,-5.0947,6,0.279,EW_ERR_EXCESS,err/EW 0.67 > 0.5
Mn,I,4203.1452,32.44,21.94,0.1114,0.4357,-5.1125,7,0.279,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4203.2627,251.67,185.59,0.1099,0.191,-4.2228,8,0.794,SATURATED_REW,REW -4.223 > -4.9
Fe,I,4203.2945,256.47,179.99,0.1123,0.108,-4.2146,10,0.449,SATURATED_REW,REW -4.215 > -4.9
Fe,I,4203.5678,65.2,29.45,0.1116,0.6609,-4.8094,2,0.449,SATURATED_REW,REW -4.809 > -4.9
Cr,I,4203.589,65.01,29.71,0.1116,0.6609,-4.8106,4,0.794,SATURATED_REW,REW -4.811 > -4.9
Fe,I,4203.675,64.92,30.71,0.1159,0.4648,-4.8113,3,0.449,SATURATED_REW,REW -4.811 > -4.9
Ni,I,4203.762,104.58,34.11,0.0867,0.1166,-4.6042,19,0.869,SATURATED_REW,REW -4.604 > -4.9
Fe,I,4203.9379,136.91,39.03,0.1029,0.863,-4.4872,1,0.449,SATURATED_REW,REW -4.487 > -4.9
Fe,I,4203.9648,136.71,39.05,0.1028,0.863,-4.4879,0,0.069,SATURATED_REW,REW -4.488 > -4.9
Cr,I,4204.2043,125.77,20.93,0.0524,0.3166,-4.5241,33,0.869,SATURATED_REW,REW -4.524 > -4.9
Y,II,4204.694,93.43,39.25,0.0971,0.6534,-4.6532,25,0.508,SATURATED_REW,REW -4.653 > -4.9
Eu,II,4204.9572,256.04,247.02,0.0816,0.4662,-4.2155,28,0.508,SYNTH_ROUTED,Eu: synthesis is the reporting channel (HFS_sum (problem-children registry))
Fe,I,4205.0157,64.53,34.85,0.0796,0.5436,-4.814,60,0.508,SATURATED_REW,REW -4.814 > -4.9
V,II,4205.0504,58.94,31.92,0.0785,0.5483,-4.8534,49,0.508,SATURATED_REW,REW -4.853 > -4.9
Eu,II,4205.052,59.34,32.06,0.0785,0.5483,-4.8504,40,0.439,SYNTH_ROUTED,Eu: synthesis is the reporting channel (HFS_sum (problem-children registry))
Cr,I,4205.0564,59.34,32.06,0.0785,0.5483,-4.8504,70,0.508,SATURATED_REW,REW -4.850 > -4.9
Fe,I,4205.0974,57.66,32.13,0.0807,0.5483,-4.8629,67,0.508,SATURATED_REW,REW -4.863 > -4.9
Mn,II,4205.3581,101.96,54.01,0.085,0.4583,-4.6154,43,0.755,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,II,4205.462,110.48,49.29,0.0947,0.587,-4.5805,16,0.488,SATURATED_REW,REW -4.581 > -4.9
Fe,I,4205.5385,103.43,47.2,0.0917,0.7219,-4.6092,15,0.439,SATURATED_REW,REW -4.609 > -4.9
Fe,I,4205.6164,103.15,47.36,0.0909,0.7131,-4.6104,15,0.439,SATURATED_REW,REW -4.610 > -4.9
Co,I,4206.0981,266.72,82.15,0.0651,0.0964,-4.1978,23,0.44,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4206.1515,284.61,81.11,0.0634,0.0997,-4.1696,22,0.44,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Ca,II,4206.1756,292.51,80.81,0.0625,0.1123,-4.1577,58,0.44,SATURATED_REW,REW -4.158 > -4.9
Mn,II,4206.295,20.47,22.6,0.0761,0.2548,-5.3128,11,0.501,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4206.3009,20.47,23.0,0.0761,0.2548,-5.3128,25,0.278,EW_ERR_EXCESS,err/EW 1.12 > 0.5
Mn,II,4206.3535,20.49,23.35,0.0763,0.2548,-5.3124,17,0.904,SYNTH_ROUTED,Mn: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4206.6117,148.53,48.9,0.0759,0.7558,-4.4521,18,0.278,SATURATED_REW,REW -4.452 > -4.9
Fe,I,4206.6961,151.03,47.72,0.077,0.8461,-4.4449,18,0.278,SATURATED_REW,REW -4.445 > -4.9
Cr,I,4206.8946,264.54,198.1,0.0691,0.1767,-4.2015,38,0.904,SATURATED_REW,REW -4.201 > -4.9
Ca,I,4206.9357,233.14,49.5,0.0485,0.1767,-4.2563,38,0.904,SATURATED_REW,REW -4.256 > -4.9
Fe,I,4207.127,77.02,21.99,0.0748,0.7639,-4.7374,4,0.134,SATURATED_REW,REW -4.737 > -4.9
Ca,I,4207.1956,77.69,20.94,0.0736,0.7639,-4.7336,3,0.83,SATURATED_REW,REW -4.734 > -4.9
Cr,II,4207.3628,52.52,31.08,0.0794,0.5161,-4.9037,16,0.83,EW_ERR_EXCESS,err/EW 0.59 > 0.5
Fe,I,4207.4385,52.32,31.29,0.0786,0.5161,-4.9054,15,0.134,EW_ERR_EXCESS,err/EW 0.60 > 0.5
Co,I,4207.5379,247.51,233.75,0.07,0.2442,-4.2304,16,0.164,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4207.5604,241.08,232.53,0.0698,0.1561,-4.2419,18,0.164,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,I,4208.3528,85.44,32.5,0.0613,0.2252,-4.6925,20,0.801,SATURATED_REW,REW -4.692 > -4.9
Fe,I,4208.4252,95.01,26.66,0.0723,0.2252,-4.6464,25,0.079,SATURATED_REW,REW -4.646 > -4.9
Co,II,4208.4605,93.12,28.43,0.0703,0.2216,-4.6551,22,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,II,4208.5558,93.12,29.81,0.0699,0.7621,-4.6551,4,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4208.5604,93.12,29.75,0.0697,0.772,-4.6551,1,0.079,SATURATED_REW,REW -4.655 > -4.9
Co,I,4208.5627,93.12,29.75,0.0697,0.772,-4.6551,4,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,II,4208.6974,92.88,30.67,0.0718,0.6315,-4.6562,6,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4208.7035,92.88,30.67,0.0718,0.6315,-4.6562,5,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Co,I,4208.756,91.72,30.1,0.0711,0.2405,-4.6617,6,0.801,SYNTH_ROUTED,Co: synthesis is the reporting channel (synthesis (problem-children registry))
Fe,I,4208.8549,251.63,170.82,0.071,0.1448,-4.2234,23,0.686,SATURATED_REW,REW -4.223 > -4.9
Cr,I,4208.9497,44.69,19.14,0.0731,0.5212,-4.974,2,0.801,UNEXPLAINED,no pipeline rule accounts for this drop
Zr,II,4208.98,44.74,19.03,0.0728,0.5212,-4.9735,1,0.161,SYNTH_ROUTED,Zr: synthesis is the reporting channel (synthesis (problem-children registry))
Cr,II,4209.086,253.41,119.88,0.0643,0.3539,-4.2204,2,0.686,SATURATED_REW,REW -4.220 > -4.9
Cr,I,4210.2474,182.12,30.8,0.0536,0.6999,-4.3639,3,0.903,SATURATED_REW,REW -4.364 > -4.9
Fe,I,4210.2506,182.12,30.8,0.0536,0.6999,-4.364,2,0.448,SATURATED_REW,REW -4.364 > -4.9
Fe,I,4210.3829,180.06,34.35,0.0529,0.8975,-4.3689,1,0.448,SATURATED_REW,REW -4.369 > -4.9
Ca,I,4210.4439,177.65,40.37,0.0532,0.8781,-4.3748,3,0.903,SATURATED_REW,REW -4.375 > -4.9
Cr,I,4211.366,270.72,144.77,0.047,0.2367,-4.1919,9,0.145,SATURATED_REW,REW -4.192 > -4.9
Fe,I,4211.6465,68.64,23.27,0.0568,0.1892,-4.7879,24,0.546,SATURATED_REW,REW -4.788 > -4.9
