key,species,wl,gf_ll,gf_synth,dgf,ep,n_comp_ll,n_comp_synth,nist_grade,ll_source,synth_ref,hfs
"(22, 1)",Ti I,4928.33611,-0.22499999999999998,0.04999999999999996,0.2749999999999999,2.1535,1,1,,VALD3,MFW,False
"(22, 1)",Ti I,4928.34,-0.655,-0.655,0.0,2.2674,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4928.72949,-1.955,-1.955,0.0,3.1608,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4928.73751,-1.172,-1.172,0.0,3.5896,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4928.8848,-3.44,-3.44,0.0,0.836,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4929.76389,-2.43,-2.43,0.0,2.6766,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4930.01138,-1.942,-1.942,0.0,2.6954,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4931.04997,-3.001,-3.001,0.0,1.4298,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4931.63475,-0.724,-0.724,0.0,3.1278,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4935.59611,-0.909,-0.909,0.0,3.581,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4936.41304,-2.324,-2.324,0.0,2.3341,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4936.91327,-1.255,-1.255,0.0,3.581,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4937.7258,-2.08,-2.08,0.0,0.8129,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4938.04,-2.15,-2.15,0.0,1.9969,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4938.13137,-2.343,-2.343,0.0,2.6619,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4938.2917,0.060000000000000026,0.060000000000000026,0.0,2.5783,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4938.44775,-3.637,-3.637,0.0,0.8995,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4938.88154,-0.698,-0.698,0.0,3.1478,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4939.33542,-1.116,-1.116,0.0,3.1662,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4940.37794,-2.274,-2.274,0.0,2.6954,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4940.88069,-2.929,-2.929,0.0,1.8871,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4940.97,-1.88,-1.88,0.0,1.9807,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4941.09998,-1.082,-1.082,0.0,3.5743,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4941.303,-2.74,-2.74,0.0,0.8259,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4941.52373,-1.261,-1.26,0.0009999999999998899,3.1864,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4941.57063,-1.101,-1.01,0.09099999999999997,2.1603,1,1,,VALD3,MFW,False
"(22, 1)",Ti I,4943.0668,-3.07,-3.07,0.0,0.8995,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4944.35,-1.87,-1.87,0.0,1.9685,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4944.35508,-1.999,-1.999,0.0,2.408,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4946.18784,-1.842,-1.842,0.0,2.4269,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4947.9735,-2.68,-2.68,0.0,0.8181,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4948.15151,-2.097,-2.097,0.0,2.3957,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4948.1893,-1.0,-1.0,0.0,2.1747,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4948.63037,-1.061,-1.061,0.0,3.1784,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4949.4276,-0.881,-0.88,0.0010000000000000009,2.1603,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4950.62246,-2.391,-2.391,0.0,1.4298,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4951.526280000001,-2.465,-2.465,0.0,1.4432,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4953.35675,-3.762,-3.762,0.0,0.8484,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4953.54794,-1.408,-1.408,0.0,3.581,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4954.91891,-1.919,-1.919,0.0,3.1278,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4954.95034,-1.768,-1.768,0.0,3.0898,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4957.36982,-2.14,-2.14,0.0,2.3447,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4957.4711,-2.141,-2.141,0.0,1.4432,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4957.7317,-0.939,-0.939,0.0,3.1755,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4958.2759,-2.5,-2.5,0.0,0.8995,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4963.47605,-0.653,-0.653,0.0,3.1784,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4963.96823,-2.667,-2.667,0.0,2.2393,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4964.42229,-0.463,-0.463,0.0,3.1864,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4964.47948,-1.994,-1.994,0.0,1.4601,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4964.72,-0.82,-0.82,0.0,1.9685,1,1,,VALD3,1986MNRAS.,False
"(22, 1)",Ti I,4965.48085,-0.559,-0.558,0.0010000000000000009,3.1985,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4966.0275,-1.44,-1.44,0.0,2.1603,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4967.2958,-3.91,-3.91,0.0,0.0,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4968.57,-0.64,-0.64,0.0,1.9807,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4970.15053,-2.623,-2.623,0.0,2.1747,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4973.03,-0.61,-0.61,0.0,1.9969,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4973.80926,-4.215,-4.215,0.0,0.8995,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4975.3431,0.15000000000000002,0.15000000000000002,0.0,2.5057,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4977.73,-0.74,-0.74,0.0,2.0169,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,4979.2594,-1.59,-1.59,0.0,2.1747,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4979.36302,-0.616,-0.616,0.0,3.1864,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4981.7305,0.57,0.57,0.0,0.8484,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,4983.57834,-1.303,-1.303,0.0,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4985.35502,-3.515,-3.515,0.0,1.4601,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4988.60249,-0.22900000000000004,-0.22900000000000004,0.0,3.1985,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4991.066,0.45,0.45,0.0,0.836,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,4994.89177,-2.643,-2.643,0.0,2.1747,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4995.0653,-1.0,-1.0,0.0,2.2497,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,4997.0967,-2.07,-2.07,0.0,0.0,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,4997.54553,0.025,0.025999999999999964,0.0009999999999999627,3.2145,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4997.71842,-0.883,-0.883,0.0,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4998.72899,-0.76,-0.76,0.0,3.1124,1,1,,VALD3,K10,False
"(22, 1)",Ti I,4999.503,0.32,0.32,0.0,0.8259,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,4999.99354,-1.568,-1.568,0.0,3.1124,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5000.989999999999,-0.01999999999999998,-0.01999999999999998,0.0,1.9969,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5001.12812,-1.699,-1.699,0.0,3.1129,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5002.15335,-1.083,-1.083,0.0,3.1129,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5005.58515,-1.7,-1.7,0.0,3.1081,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5007.01216,-1.694,-1.748,-0.05400000000000005,3.2145,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5007.2093,0.17,0.17,0.0,0.8181,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5009.6447,-2.2,-2.2,0.0,0.0211,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5013.28,0.11999999999999997,0.11999999999999997,0.0,2.0169,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5014.186159745357,-1.2197501824644845,-1.22,-0.00024981753551545083,0.0,5,1,,VALD3,LGWSC,True
"(22, 1)",Ti I,5014.2762,0.04000000000000003,0.04000000000000003,0.0,0.8129,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5015.44787,-1.846,-1.846,0.0,3.1081,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5016.1609,-0.48,-0.48,0.0,0.8484,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5019.8897,-1.34,-1.34,0.0,2.2393,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5020.0263,-0.33,-0.33,0.0,0.836,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5022.8679,-0.33,-0.33,0.0,0.8259,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5023.3323,-1.51,-1.51,0.0,2.1603,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5023.84868,-1.954,-1.954,0.0,2.6619,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5024.8444,-0.53,-0.53,0.0,0.8181,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5025.56502,-1.728,-1.728,0.0,2.6766,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5025.57,0.25,0.25,0.0,2.0406,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5030.00346,-1.653,-1.653,0.0,3.1278,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5030.2911,-1.97,-1.97,0.0,2.3341,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5031.28389,-0.793,-0.793,0.0,3.1278,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5034.7772,-1.91,-1.91,0.0,2.2312,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5035.32941,-1.005,-1.005,0.0,3.1081,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5035.5037,-1.59,-1.59,0.0,2.3447,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5035.902999999999,0.22,0.22,0.0,1.4601,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5036.4639,0.13999999999999999,0.13999999999999999,0.0,1.4432,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5038.3979,0.02000000000000003,0.02000000000000003,0.0,1.4298,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5039.94139,-2.427,-2.427,0.0,2.3331,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5039.957137847537,-1.0797501824644844,-1.08,-0.00024981753551567287,0.0211,5,1,,VALD3,2013ApJS..,True
"(22, 1)",Ti I,5040.6136,-1.67,-1.67,0.0,0.8259,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5041.45314,-1.81,-1.81,0.0,3.1111,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5041.89428,-2.219,-2.219,0.0,2.3341,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5043.5838,-1.59,-1.59,0.0,0.836,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5044.2529,-1.17,-1.17,0.0,2.1747,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5045.218,-2.5,-2.5,0.0,2.2363,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5045.414,-1.84,-1.84,0.0,0.8484,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5046.54071,-2.297,-2.297,0.0,2.7778,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5048.215,-1.15,-1.15,0.0,2.1535,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5048.32842,-1.158,-1.158,0.0,3.6908,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5050.14341,-3.041,-3.041,0.0,1.5025,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5052.0542,-2.03,-2.03,0.0,2.3447,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5052.8685,-0.2700000000000001,-0.2700000000000001,0.0,2.1747,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5054.07445,-0.454,-0.454,0.0,2.6766,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5062.1021,-0.39,-0.39,0.0,2.1603,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5063.91543,-2.989,-2.989,0.0,2.0406,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5064.01213,-1.103,-1.103,0.0,3.1111,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5064.05933,-0.318,0.0076928029166204205,0.32569280291662045,2.6954,1,2,,VALD3,MFW,True
"(22, 1)",Ti I,5064.6526,-0.94,-0.94,0.0,0.048,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5065.9851,-0.97,-0.97,0.0,1.4432,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5068.32375,-0.509,-0.509,0.0,2.6619,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5069.35331,-0.665,-0.665,0.0,2.1535,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5071.11066,-0.582,-0.582,0.0,3.1478,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5071.4673,-0.99,-0.99,0.0,1.4601,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5071.74714,-3.607,-3.607,0.0,1.5025,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5081.3705,-3.11,-3.11,0.0,1.4298,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5085.08848,-1.901,-1.901,0.0,2.4953,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5085.335099999999,-1.54,-1.54,0.0,1.4298,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5086.52261,-1.481,-1.481,0.0,3.154,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5087.0582,-0.88,-0.88,0.0,1.4298,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5090.85788,-3.379,-3.379,0.0,0.8995,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5091.53175,-1.994,-1.994,0.0,2.4804,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5092.06599,-2.489,-2.489,0.0,2.3447,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5094.6205,-1.52,-1.52,0.0,2.4875,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5095.96102,-1.693,-1.693,0.0,2.6619,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5098.36965,-0.485,-0.485,0.0,3.1608,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5100.82871,-2.484,-2.484,0.0,2.4875,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5100.9639,-1.95,-1.95,0.0,2.2497,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5101.4014,-2.71,-2.71,0.0,1.4601,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5102.36262,-1.642,-1.642,0.0,2.2393,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5103.12446,-0.756,-0.756,0.0,2.7377,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5103.46859,-2.123,-2.123,0.0,2.472,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5105.6518,-2.22,-2.22,0.0,2.2363,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5109.4316,-1.54,-1.54,0.0,1.4432,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5109.50673,-0.28500000000000003,-0.28500000000000003,0.0,3.5827,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5109.7745,-2.54,-2.54,0.0,2.2674,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5111.04039,-0.675,-0.675,0.0,3.1662,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5113.4401,-0.7,-0.7,0.0,1.4432,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5113.9099,-2.0,-2.0,0.0,2.2492,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5114.06912,-1.917,-1.917,0.0,3.1124,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5114.17063,-4.008,-4.008,0.0,0.8995,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5115.38799,-3.08,-3.08,0.0,1.8792,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5116.1854,-0.493,-0.493,0.0,3.5693,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5120.4152,0.48,0.48,0.0,2.5783,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5122.0892,-1.34,-1.34,0.0,2.2363,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5123.85487,-1.337,-1.337,0.0,3.5455,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5124.0714,-1.98,-1.98,0.0,1.5025,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5124.3053,-2.477,-2.477,0.0,2.2497,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5125.17091,-0.694,-0.694,0.0,3.5587,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5127.06341,-1.414,-1.414,0.0,2.6766,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5127.3664,-1.05,-1.05,0.0,2.2556,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5131.81949,-1.92,-1.92,0.0,3.1755,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5132.08715,-3.131,-3.131,0.0,1.8871,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5132.75458,-1.357,-1.357,0.0,2.2497,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5132.9286,-1.17,-1.17,0.0,2.2492,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5135.04777,-0.884,-0.884,0.0,3.5508,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5136.89294,-1.366,-1.366,0.0,3.1784,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5137.97458,-1.667,-1.667,0.0,3.1784,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5138.26322,-2.695,-2.695,0.0,2.2674,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5139.42074,-0.978,-0.978,0.0,3.5455,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5142.63956,-1.64,-1.64,0.0,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5144.53519,-1.193,-1.193,0.0,3.5827,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5145.4602,-0.54,-0.54,0.0,1.4601,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5146.80818,-1.58,-1.58,0.0,3.1278,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5147.4777,-1.94,-1.94,0.0,0.0,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5147.762,-1.055,-1.055,0.0,3.5693,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5150.68183,-1.253,-1.253,0.0,3.5508,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5151.96761,-1.075,-1.075,0.0,3.5587,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5152.1835,-1.95,-1.95,0.0,0.0211,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5153.91131,-1.677,-1.677,0.0,3.1864,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5159.81087,-2.163,-2.163,0.0,2.3341,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5160.89633,-2.481,-2.481,0.0,1.5025,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5169.70018,-0.913,-0.913,0.0,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5170.5222,-1.38,-1.38,0.0,2.2674,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5170.92513,-1.85,-1.851,-0.0009999999999998899,3.139,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5171.7742,-2.595,-2.595,0.0,2.2674,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5173.7431,-1.06,-1.06,0.0,0.0,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5178.62023,-1.44,-1.44,0.0,3.1985,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5178.6517,-2.67,-2.67,0.0,1.0666,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5179.753070000001,-1.889,-1.888,0.001000000000000112,3.1081,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5179.97744,-1.781,-1.781,0.0,3.1985,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5183.17901,-1.161,-1.161,0.0,2.7377,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5183.81007,-2.482,-2.482,0.0,1.0666,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5186.33,-0.77,-0.77,0.0,2.1171,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5188.82287,-1.45,-1.45,0.0,2.7778,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5189.5785,-1.19,-1.19,0.0,2.2393,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5191.89867,-2.681,-2.681,0.0,1.5025,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5192.9686,-0.95,-0.95,0.0,0.0211,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5193.8805,-1.15,-1.15,0.0,2.3447,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5193.94818,-3.102,-3.102,0.0,1.0529,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5194.04,-0.65,-0.65,0.0,2.1029,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5203.112,-1.84,-1.84,0.0,2.2497,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5203.51737,-1.147,-1.147,0.0,3.154,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5206.0885,-0.28,-0.28,0.0,2.4875,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5207.85,-0.84,-0.84,0.0,2.0851,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5207.91011,-1.797,-1.798,-0.001000000000000112,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5210.0703,-1.054,-1.055,-0.0009999999999998899,3.1081,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5210.3843,-0.82,-0.82,0.0,0.048,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5211.222099999999,-2.771,-2.771,0.0,0.836,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5212.2794,-0.8,-0.8,0.0,2.2497,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5212.992,-1.16,-1.16,0.0,2.2312,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5213.506290000001,-0.983,-0.983,0.0,3.2145,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5218.08369,-1.061,-1.061,0.0,2.3957,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5219.63363,-1.846,-1.846,0.0,2.3957,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5219.7015,-2.22,-2.22,0.0,0.0211,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5220.258699999999,-1.52,-1.52,0.0,2.3341,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5222.34557,-4.17,-4.17,0.0,0.8129,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5223.0255,-1.315,-1.315,0.0,3.1111,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5224.13717,-2.728,-2.728,0.0,0.8259,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5224.3,0.12999999999999998,0.12999999999999998,0.0,2.1344,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5224.54,-0.28,-0.28,0.0,2.1029,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5224.93,-0.07000000000000002,-0.07000000000000002,0.0,2.1171,1,1,,VALD3,NWL,False
"(22, 1)",Ti I,5226.03927,-2.341,-2.341,0.0,2.3179,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5229.16457,-1.206,-1.206,0.0,3.1042,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5229.46573,-1.386,-1.386,0.0,3.708,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5230.9675,-1.19,-1.19,0.0,2.2393,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5231.75528,-3.224,-3.224,0.0,1.7335,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5233.21938,-3.241,-3.241,0.0,1.7335,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5233.81007,-2.859,-2.859,0.0,0.8181,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5237.5415,-2.83,-2.83,0.0,1.5025,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5237.9888,-2.59,-2.59,0.0,1.7393,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5238.58571,-2.074,-2.074,0.0,0.8484,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5239.93581,-3.27,-3.27,0.0,0.8129,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5243.46661,-2.658,-2.658,0.0,2.3054,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5243.7005,-1.72,-1.72,0.0,2.3447,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5244.40377,-1.658,-1.658,0.0,3.1111,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5246.1286,-0.92,-0.92,0.0,2.5057,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5246.35315,-3.098,-3.098,0.0,0.8129,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5246.496319999999,-1.907,-1.907,0.0,2.408,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5246.55028,-2.355,-2.355,0.0,0.836,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5246.64253,-0.893,-0.893,0.0,2.408,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5248.3837,-1.68,-1.68,0.0,1.8792,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5250.92031,-2.578,-2.578,0.0,0.8259,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5251.47776,-2.976,-2.976,0.0,0.8181,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5252.0997,-2.36,-2.36,0.0,0.048,1,1,,VALD3,2013ApJS..,False
"(22, 1)",Ti I,5252.3765,-1.94,-1.94,0.0,2.3331,1,1,,VALD3,LGWSC,False
"(22, 1)",Ti I,5253.66735,-1.405,-1.405,0.0,2.2393,1,1,,VALD3,K10,False
"(22, 1)",Ti I,5254.032700000001,-1.85,-1.85,0.0,2.2497,1,1,,VALD3,LGWSC,False
