reference_line_set,adopted_solar_value_lineage,use_status,source_row,species,system,delta_nu,band,wavelength_vac_nm,source_band,lower_energy_eV,published_loggf,equivalent_width_pm,element_parameter,abundance_3d,abundance_mean_3d,abundance_atmo,abundance_marcs,abundance_hm74,transition_identity_status,canonical_join_status
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,267,OH,X-X,0,(0-0),9395.361,IR,3.068,-1.240,1.810,logepsO,8.731,8.791,8.784,8.778,8.848,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,268,OH,X-X,0,(0-0),9471.329,IR,2.941,-1.255,2.296,logepsO,8.726,8.794,8.787,8.782,8.849,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,269,OH,X-X,0,(0-0),9475.080,IR,2.935,-1.243,2.298,logepsO,8.710,8.775,8.766,8.761,8.828,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,270,OH,X-X,0,(0-0),9476.149,IR,2.937,-1.255,2.299,logepsO,8.723,8.791,8.784,8.778,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,271,OH,X-X,0,(0-0),9561.719,IR,2.809,-1.259,2.907,logepsO,8.708,8.776,8.771,8.765,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,272,OH,X-X,0,(0-0),9563.237,IR,2.811,-1.271,2.689,logepsO,8.687,8.753,8.746,8.740,8.809,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,273,OH,X-X,0,(0-0),9567.666,IR,2.805,-1.259,2.930,logepsO,8.708,8.778,8.769,8.766,8.831,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,274,OH,X-X,0,(0-0),9568.847,IR,2.808,-1.272,2.893,logepsO,8.717,8.788,8.779,8.775,8.843,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,275,OH,X-X,0,(0-0),9665.842,IR,2.681,-1.276,3.672,logepsO,8.708,8.783,8.775,8.770,8.837,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,276,OH,X-X,0,(0-0),9667.590,IR,2.683,-1.288,3.510,logepsO,8.700,8.774,8.770,8.761,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,277,OH,X-X,0,(0-0),9672.667,IR,2.677,-1.276,3.565,logepsO,8.691,8.764,8.758,8.750,8.817,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,278,OH,X-X,0,(0-0),9673.949,IR,2.679,-1.289,3.538,logepsO,8.701,8.775,8.769,8.765,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,279,OH,X-X,0,(0-0),9913.957,IR,2.429,-1.312,5.500,logepsO,8.693,8.778,8.775,8.766,8.833,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,280,OH,X-X,0,(0-0),9916.198,IR,2.431,-1.326,5.110,logepsO,8.673,8.756,8.752,8.743,8.809,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,281,OH,X-X,0,(0-0),9922.495,IR,2.425,-1.312,5.602,logepsO,8.698,8.784,8.782,8.773,8.837,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,282,OH,X-X,0,(0-0),10059.522,IR,2.306,-1.332,6.750,logepsO,8.697,8.788,8.789,8.780,8.842,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,283,OH,X-X,0,(0-0),10062.063,IR,2.308,-1.346,6.318,logepsO,8.679,8.768,8.768,8.758,8.819,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,284,OH,X-X,0,(0-0),10068.922,IR,2.302,-1.332,6.762,logepsO,8.694,8.787,8.785,8.776,8.840,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,285,OH,X-X,0,(0-0),10070.666,IR,2.305,-1.347,6.288,logepsO,8.675,8.764,8.762,8.754,8.817,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,286,OH,X-X,0,(1-1),10131.250,IR,3.013,-1.304,1.673,logepsO,8.731,8.797,8.794,8.785,8.856,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,287,OH,X-X,0,(1-1),10133.160,IR,3.015,-1.315,1.540,logepsO,8.708,8.768,8.767,8.761,8.822,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,288,OH,X-X,0,(1-1),10137.598,IR,3.009,-1.304,1.572,logepsO,8.701,8.767,8.759,8.755,8.816,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,289,OH,X-X,0,(1-1),10139.119,IR,3.012,-1.315,1.604,logepsO,8.722,8.787,8.782,8.778,8.837,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,290,OH,X-X,0,(0-0),10220.716,IR,2.185,-1.352,8.221,logepsO,8.704,8.804,8.806,8.796,8.854,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,291,OH,X-X,0,(0-0),10223.569,IR,2.186,-1.367,8.048,logepsO,8.707,8.808,8.809,8.800,8.858,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,292,OH,X-X,0,(0-0),10230.975,IR,2.181,-1.353,7.798,logepsO,8.674,8.771,8.773,8.762,8.822,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,293,OH,X-X,0,(0-0),10232.943,IR,2.184,-1.368,7.749,logepsO,8.687,8.786,8.787,8.776,8.837,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,294,OH,X-X,0,(1-1),10247.613,IR,2.892,-1.320,2.100,logepsO,8.729,8.799,8.795,8.788,8.851,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,295,OH,X-X,0,(1-1),10254.906,IR,2.888,-1.320,2.082,logepsO,8.722,8.797,8.789,8.785,8.845,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,296,OH,X-X,0,(1-1),10378.752,IR,2.772,-1.338,2.574,logepsO,8.721,8.800,8.793,8.788,8.847,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,297,OH,X-X,0,(1-1),10386.977,IR,2.769,-1.338,2.502,logepsO,8.707,8.781,8.779,8.771,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,298,OH,X-X,0,(1-1),10388.823,IR,2.771,-1.351,2.385,logepsO,8.700,8.775,8.771,8.764,8.826,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,299,OH,X-X,0,(0-0),10398.664,IR,2.065,-1.375,9.126,logepsO,8.671,8.775,8.779,8.767,8.823,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,300,OH,X-X,0,(0-0),10401.909,IR,2.067,-1.390,9.261,logepsO,8.694,8.802,8.806,8.791,8.849,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,301,OH,X-X,0,(0-0),10409.835,IR,2.062,-1.375,9.254,logepsO,8.676,8.781,8.785,8.772,8.828,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,302,OH,X-X,0,(0-0),10412.057,IR,2.064,-1.390,9.204,logepsO,8.688,8.794,8.799,8.787,8.843,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,303,OH,X-X,0,(1-1),10525.507,IR,2.655,-1.356,3.124,logepsO,8.714,8.797,8.794,8.785,8.848,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,304,OH,X-X,0,(1-1),10528.311,IR,2.656,-1.370,3.026,logepsO,8.714,8.796,8.795,8.786,8.850,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,305,OH,X-X,0,(1-1),10534.666,IR,2.651,-1.357,3.196,logepsO,8.722,8.804,8.803,8.793,8.853,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,306,OH,X-X,0,(1-1),10536.719,IR,2.654,-1.370,3.009,logepsO,8.710,8.793,8.788,8.782,8.842,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,307,OH,X-X,0,(0-0),10594.736,IR,1.948,-1.397,10.664,logepsO,8.670,8.784,8.791,8.774,8.828,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,308,OH,X-X,0,(0-0),10598.396,IR,1.950,-1.413,10.446,logepsO,8.675,8.788,8.795,8.781,8.834,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,309,OH,X-X,0,(0-0),10606.805,IR,1.945,-1.397,10.778,logepsO,8.674,8.787,8.795,8.780,8.831,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,310,OH,X-X,0,(0-0),10609.325,IR,1.948,-1.413,10.513,logepsO,8.677,8.791,8.798,8.783,8.835,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,311,OH,X-X,0,(1-1),10688.877,IR,2.539,-1.376,3.713,logepsO,8.703,8.788,8.787,8.780,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,312,OH,X-X,0,(1-1),10701.276,IR,2.538,-1.390,3.733,logepsO,8.718,8.806,8.806,8.796,8.855,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,313,OH,X-X,0,(0-0),10814.575,IR,1.836,-1.437,11.988,logepsO,8.673,8.796,8.805,8.788,8.838,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,314,OH,X-X,0,(0-0),10823.448,IR,1.831,-1.421,12.007,logepsO,8.655,8.776,8.786,8.769,8.817,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,315,OH,X-X,0,(1-1),10870.026,IR,2.425,-1.398,4.277,logepsO,8.684,8.774,8.774,8.765,8.825,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,316,OH,X-X,0,(1-1),10881.085,IR,2.421,-1.397,4.618,logepsO,8.714,8.809,8.809,8.799,8.858,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,317,OH,X-X,0,(1-1),10883.667,IR,2.424,-1.412,4.264,logepsO,8.694,8.787,8.787,8.774,8.833,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,318,OH,X-X,0,(0-0),11047.490,IR,1.722,-1.446,13.718,logepsO,8.660,8.792,8.805,8.786,8.829,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,319,OH,X-X,0,(0-0),11061.494,IR,1.718,-1.446,13.826,logepsO,8.662,8.793,8.808,8.788,8.830,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,320,OH,X-X,0,(0-0),11064.799,IR,1.721,-1.463,13.088,logepsO,8.647,8.775,8.788,8.769,8.812,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,321,OH,X-X,0,(1-1),11070.274,IR,2.313,-1.419,5.196,logepsO,8.691,8.790,8.794,8.780,8.836,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,322,OH,X-X,0,(1-1),11074.344,IR,2.314,-1.434,5.237,logepsO,8.709,8.809,8.813,8.801,8.858,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,323,OH,X-X,0,(1-1),11085.245,IR,2.312,-1.434,5.173,logepsO,8.702,8.804,8.805,8.792,8.847,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,324,OH,X-X,0,(0-0),11323.028,IR,1.609,-1.472,15.372,logepsO,8.655,8.799,8.815,8.793,8.831,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,325,OH,X-X,0,(2-2),11402.353,IR,2.763,-1.441,1.872,logepsO,8.712,8.798,8.795,8.785,8.844,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,326,OH,X-X,0,(1-1),11534.611,IR,2.095,-1.466,7.051,logepsO,8.685,8.799,8.805,8.791,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,327,OH,X-X,0,(1-1),11539.869,IR,2.097,-1.482,7.231,logepsO,8.713,8.831,8.837,8.823,8.871,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,328,OH,X-X,0,(1-1),11552.520,IR,2.095,-1.483,6.900,logepsO,8.689,8.805,8.810,8.797,8.844,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,329,OH,X-X,0,(0-0),11594.297,IR,1.505,-1.499,17.247,logepsO,8.659,8.817,8.835,8.810,8.844,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,330,OH,X-X,0,(0-0),11600.511,IR,1.507,-1.517,17.104,logepsO,8.670,8.829,8.848,8.824,8.857,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,331,OH,X-X,0,(2-2),11607.284,IR,2.656,-1.459,2.263,logepsO,8.710,8.801,8.801,8.792,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,332,OH,X-X,0,(0-0),11610.410,IR,1.502,-1.500,16.351,logepsO,8.625,8.772,8.790,8.766,8.801,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,333,OH,X-X,0,(0-0),11614.847,IR,1.505,-1.518,16.512,logepsO,8.647,8.802,8.819,8.794,8.829,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,334,OH,X-X,0,(2-2),11802.571,IR,1.990,-1.492,8.493,logepsO,8.705,8.832,8.841,8.822,8.869,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,335,OH,X-X,0,(2-2),11808.606,IR,1.992,-1.508,7.809,logepsO,8.679,8.801,8.809,8.793,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,336,OH,X-X,0,(0-0),11909.114,IR,1.401,-1.528,18.381,logepsO,8.634,8.797,8.816,8.789,8.822,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,337,OH,X-X,0,(0-0),11916.281,IR,1.403,-1.547,18.829,logepsO,8.666,8.838,8.858,8.831,8.862,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,338,OH,X-X,0,(0-0),11926.371,IR,1.398,-1.529,18.491,logepsO,8.636,8.801,8.821,8.793,8.825,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,339,OH,X-X,0,(2-2),12072.425,IR,2.451,-1.506,3.090,logepsO,8.699,8.799,8.804,8.792,8.839,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,340,OH,X-X,0,(2-2),12085.045,IR,2.449,-1.506,2.862,logepsO,8.665,8.761,8.764,8.753,8.799,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,341,OH,X-X,0,(1-1),12097.574,IR,1.888,-1.519,9.220,logepsO,8.680,8.812,8.821,8.803,8.846,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,342,OH,X-X,0,(1-1),12104.471,IR,1.890,-1.536,8.996,logepsO,8.684,8.816,8.826,8.808,8.851,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,343,OH,X-X,0,(1-1),12113.870,IR,1.885,-1.519,8.951,logepsO,8.663,8.791,8.800,8.781,8.825,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,344,OH,X-X,0,(0-0),12255.683,IR,1.300,-1.558,20.082,logepsO,8.629,8.805,8.826,8.797,8.826,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,345,OH,X-X,0,(0-0),12263.980,IR,1.302,-1.578,20.090,logepsO,8.646,8.829,8.849,8.819,8.849,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,346,OH,X-X,0,(0-0),12274.140,IR,1.297,-1.559,20.082,logepsO,8.627,8.805,8.824,8.796,8.824,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,347,OH,X-X,0,(0-0),12280.260,IR,1.300,-1.577,20.253,logepsO,8.649,8.833,8.853,8.824,8.853,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,348,OH,X-X,1,(1-0),2969.970,IR,0.067,-4.790,0.953,logepsO,8.693,8.802,8.734,8.725,8.893,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,349,OH,X-X,1,(1-0),3007.901,IR,0.095,-4.671,1.194,logepsO,8.703,8.811,8.745,8.737,8.902,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,350,OH,X-X,1,(1-0),3041.476,IR,0.134,-4.629,1.175,logepsO,8.695,8.803,8.734,8.724,8.890,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,351,OH,X-X,1,(2-1),3043.204,IR,0.467,-4.924,0.273,logepsO,8.689,8.776,8.711,8.706,8.868,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,352,OH,X-X,1,(1-0),3048.089,IR,0.127,-4.569,1.357,logepsO,8.693,8.798,8.732,8.723,8.889,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,353,OH,X-X,1,(2-1),3078.689,IR,0.485,-4.733,0.426,logepsO,8.709,8.797,8.735,8.722,8.894,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,354,OH,X-X,1,(1-0),3084.977,IR,0.170,-4.531,1.399,logepsO,8.710,8.816,8.749,8.740,8.902,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,355,OH,X-X,1,(2-1),3090.568,IR,0.164,-4.477,1.576,logepsO,8.704,8.809,8.744,8.734,8.896,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,356,OH,X-X,1,(1-0),3131.177,IR,0.210,-4.444,1.667,logepsO,8.739,8.849,8.781,8.772,8.932,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
AmarsiEtAl2021_AA656_A113_Table2,AGSS21_CNO,USED,357,OH,X-X,1,(1-0),3136.291,IR,0.205,-4.396,1.859,logepsO,8.736,8.844,8.777,8.769,8.933,SOURCE_TABLE_LACKS_ROTATIONAL_QUANTUM_IDENTITY,CROSSMATCH_REVIEW
