band,species,wavelength_A,depth,unsaturated,purity,gof,robust,canonical_line_id,action
H,FeI,16070.18,Y,Y,Y,Y,Y,gf_169292,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16071.397,Y,Y,N, ,N,gf_169293,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16071.562,N, , , ,N,gf_169294,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16072.092,N, , , ,N,gf_169295,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16072.242,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16073.87,Y,Y,Y,Y,Y,gf_169297,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16075.917,Y,Y,U,N,N,gf_169298,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16076.814,N, , , ,N,gf_169299,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16077.946,Y,Y,Y,N,N,gf_169300,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16082.855,Y,Y,N, ,N,gf_169302,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16083.052,N, , , ,N,gf_169303,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16089.668,N, , , ,N,gf_169306,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16090.662, , , , , ,gf_169307,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16090.906,N, , , ,N,gf_169308,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16093.216,N, , , ,N,gf_169309,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16094.787,Y,Y,Y,N,N,gf_173783,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16100.281,Y,Y,U,Y,N,gf_169311,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16100.611,N, , , ,N,gf_169312,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16102.408,Y,Y,Y,N,N,gf_169313,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16109.756, , , , , ,gf_169314,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16111.083, , , , , ,gf_169315,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16115.14,N, , , ,N,gf_169316,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16115.966,N, , , ,N,gf_169318,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16123.212, , , , , ,gf_169321,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16125.677, , , , , ,gf_173804,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16125.899,N, , , ,N,gf_169322,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16129.015, , , , , ,gf_173807,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16130.504,N, , , ,N,gf_169325,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16130.673, , , , , ,gf_173809,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16134.854, , , , , ,gf_173815,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16135.0, , , , , ,gf_173816,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16136.096,N, , , ,N,gf_173819,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16136.823, , , , , ,gf_173820,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,VI,16137.276, , , , , ,gf_173822,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16142.472,N, , , ,N,gf_169326,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16150.762,N, , , ,N,gf_173835,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16152.626, , , , , ,gf_173839,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16152.77, , , , , ,gf_173840,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16153.247,Y,Y,Y,Y,Y,gf_169327,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16153.411,N, , , ,N,gf_169328,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16155.236,Y,Y,Y,Y,Y,gf_173842,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16156.557,Y,Y,U,N,N,gf_169329,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16157.364, , , , , ,gf_173844,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16159.009,Y,Y,N, ,N,gf_169331,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16162.844,Y,Y,N, ,N,gf_169332,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16163.691,Y,Y,Y,Y,Y,gf_173850,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16163.699, , , , , ,gf_173851,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16165.029,Y,Y,Y,Y,Y,gf_169333,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16168.676,Y,Y,N, ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16170.164, , , , , ,gf_173860,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16171.93,Y,Y,Y,Y,Y,gf_169336,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16174.975,Y,Y,Y,Y,Y,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16175.889, , , , , ,gf_173867,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16177.085, , , , , ,gf_169340,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16177.991,Y,Y,Y,Y,Y,gf_169341,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16179.583,Y,Y,Y,Y,Y,gf_169343,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16179.609, , , , , ,gf_169344,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16180.9,Y,Y,Y,Y,Y,gf_169345,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16182.17,Y,Y,Y,Y,Y,gf_169346,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16185.799,Y,Y,Y,Y,Y,gf_169347,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16186.475, , , , , ,gf_173883,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16189.371, , , , , ,gf_169348,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16191.162, , , , , ,gf_169349,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16193.279, , , , , ,gf_169350,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16194.406, , , , , ,gf_173892,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16194.669, , , , , ,gf_173894,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16195.06,Y,Y,Y,N,N,gf_169351,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16195.272,N, , , ,N,gf_169352,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16197.075,Y,Y,Y,N,N,gf_173895,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16197.316, , , , , ,gf_169353,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16197.421, , , , , ,gf_169354,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16198.503,Y,Y,Y,N,N,gf_169355,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16201.513,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16201.674, , , , , ,gf_173902,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16202.33,N, , , ,N,gf_169357,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16203.328,Y,Y,N, ,N,gf_169359,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16204.087, , , , , ,gf_173904,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16204.252,Y,Y,N, ,N,gf_169360,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16204.539, , , , , ,gf_169361,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16205.132,N, , , ,N,gf_169362,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16206.701,N, , , ,N,gf_173905,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16207.555, , , , , ,gf_169363,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16207.744,N, , , ,N,gf_169364,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16207.9, , , , , ,gf_173906,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,16208.59, , , , , ,gf_173907,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16209.355,N, , , ,N,gf_169365,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16209.423, , , , , ,gf_173908,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16213.001,N, , , ,N,gf_169366,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16213.537,N, , , ,N,gf_169367,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16215.67,N, , , ,N,gf_173915,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16216.025, , , , , ,gf_173916,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16217.546,N, , , ,N,gf_173919,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16224.096, , , , , ,gf_173924,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16225.618,Y,Y,Y,N,N,gf_169370,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16231.646,Y,Y,Y,Y,Y,gf_169376,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16232.518,N, , , ,N,gf_169377,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16235.966,Y,Y,Y,N,N,gf_169381,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16240.87,Y,Y,Y,N,N,gf_169383,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16241.571, , , , , ,gf_169384,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16241.833,Y,Y,Y,N,N,gf_173938,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16245.269,N, , , ,N,gf_173942,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16245.763,Y,Y,N, ,N,gf_169386,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16246.46,Y,Y,Y,N,N,gf_169387,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16252.067,N, , , ,N,gf_169388,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16252.55,Y,Y,Y,Y,Y,gf_169389,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16254.273,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16258.912,Y,Y,Y,Y,Y,gf_169391,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16263.581, , , , , ,gf_173962,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16264.472,Y,Y,N, ,N,gf_173966,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16266.894, , , , , ,gf_169394,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16272.468,Y,Y,U,Y,N,gf_169395,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16280.773, , , , , ,gf_169397,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16284.769,Y,Y,Y,Y,Y,gf_169398,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16284.984, , , , , ,gf_169399,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16288.781, , , , , ,gf_169401,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16290.607, , , , , ,gf_169402,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16292.84,Y,Y,Y,N,N,gf_169404,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16310.48,Y,Y,N, ,N,gf_174012,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16310.533, , , , , ,gf_174012,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16310.562, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16310.59, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16310.638, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16312.904,N, , , ,N,gf_169408,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16316.32,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16316.368, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16320.459,N, , , ,N,gf_169411,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16324.451,N, , , ,N,gf_169412,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16330.531, , , , , ,gf_174028,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16331.524,Y,Y,Y,N,N,gf_169415,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,16332.78, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16333.141, , , , , ,gf_169417,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16333.94, , , , , ,gf_174030,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16337.126, , , , , ,gf_169418,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16345.494,Y,Y,Y,Y,Y,gf_169420,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16346.857,Y,Y,Y,N,N,gf_174040,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16350.675,N, , , ,N,gf_169422,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16354.53, , , , , ,gf_174043,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16360.538,Y,Y,U,N,N,gf_169424,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16363.103,Y,Y,Y,N,N,gf_174051,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16364.748, , , , , ,gf_174055,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16364.85, , , , , ,gf_174056,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,16364.96, , , , , ,gf_174057,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16366.337,Y,Y,N, ,N,gf_169428,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NaI,16373.87,Y,Y,N, ,N,gf_174066,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CeI,16376.471,Y,Y, , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16377.388,Y,Y,Y,Y,Y,gf_169430,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16380.176, , , , , ,gf_174070,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16380.407, , , , , ,gf_169431,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16380.861, , , , , ,gf_174071,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16380.863, , , , , ,gf_169432,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16381.204, , , , , ,gf_169433,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16381.534, , , , , ,gf_174073,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16381.596, , , , , ,gf_169434,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16381.814, , , , , ,gf_169435,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16382.251,Y,Y,U,Y,N,gf_169436,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16382.694, , , , , ,gf_174076,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16384.141,Y,Y,U,Y,N,gf_169437,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16385.043, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16385.065, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NaI,16388.85, , , , , ,gf_174086,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16394.389,Y,Y,Y,Y,Y,gf_169441,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16394.51, , , , , ,gf_169442,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16395.117, , , , , ,gf_174090,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16395.346, , , , , ,gf_174092,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16396.306,N, , , ,N,gf_169443,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16398.167,Y,Y,Y,N,N,gf_169444,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16398.31, , , , , ,gf_169445,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16401.508, , , , , ,gf_174096,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16404.601,Y,Y,Y,Y,Y,gf_169446,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16406.138, , , , , ,gf_169447,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16406.159, , , , , ,gf_169448,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,HI,16407.199, , , , , ,gf_174102,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16407.786,N, , , ,N,gf_169449,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16407.972, , , , , ,gf_169450,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16409.526,Y,Y,N, ,N,gf_169451,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16410.388,Y,Y,N, ,N,gf_169452,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16412.171,Y,Y,N, ,N,gf_169453,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16412.968,N, , , ,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16412.982,N, , , ,N,gf_174108,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,16413.041, , , , , ,gf_174109,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16414.752,Y,Y,U,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16415.82,N, , , ,N,gf_174111,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16419.33,Y,Y,Y,N,N,gf_174116,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16434.246,N, , , ,N,gf_169460,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16434.927,Y,Y,Y,Y,Y,gf_174136,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16436.621,Y,Y,Y,N,N,gf_169461,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16440.394, , , , , ,gf_169462,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16444.816,N, , , ,N,gf_169464,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16446.55,N, , , ,N,gf_169467,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16447.159,N, , , ,N,gf_169468,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16450.211, , , , , ,gf_169469,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16460.368,Y,Y,Y,Y,Y,gf_169472,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16464.375, , , , , ,gf_174168,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16465.11, , , , , ,gf_174169,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16466.921,Y,Y,Y,Y,Y,gf_169475,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16468.64, , , , , ,gf_174175,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16470.94, , , , , ,gf_174176,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16471.753,Y,Y,Y,N,N,gf_169478,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16474.077,Y,Y,U,Y,N,gf_169479,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16476.933,Y,Y,U,Y,N,gf_169480,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16480.54,Y,Y,N, ,N,gf_174181,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16480.546,Y,Y,N, ,N,gf_174181,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16480.55, , , , , ,gf_174181,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16481.228,Y,Y,Y,Y,Y,gf_169482,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,PI,16482.932, , , , , ,gf_174183,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16486.666,Y,Y,Y,Y,Y,gf_169483,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,16489.987, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16492.536,Y,Y,U,Y,N,gf_169486,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16494.427, , , , , ,gf_169487,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16494.5,Y,Y,N, ,N,gf_169488,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16494.702, , , , , ,gf_169489,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,LuII,16498.396, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,16505.21, , , , , ,gf_174205,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16506.293,Y,Y,Y,Y,Y,gf_169492,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16517.223,Y,Y,Y,Y,Y,gf_169497,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16518.94, , , , , ,gf_169498,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16519.147,N, , , ,N,gf_169499,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16521.511,Y,Y,N, ,N,gf_169502,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16522.074,Y,Y,Y,N,N,gf_169504,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16523.707, , , , , ,gf_174220,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16523.846, , , , , ,gf_169505,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CoI,16524.094, , , , , ,gf_174223,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16524.466,Y,Y,Y,Y,Y,gf_169506,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16525.482,Y,Y,N, ,N,gf_169507,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16531.983,Y,Y,Y,N,N,gf_169509,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16535.557, , , , , ,gf_169510,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16536.156,N, , , ,N,gf_174237,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16537.994,Y,Y,Y,Y,Y,gf_169511,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16539.193,Y,Y,Y,Y,Y,gf_169512,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16540.87,N, , , ,N,gf_169513,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16541.423,Y,Y,N, ,N,gf_169514,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16541.962,Y,Y,Y,N,N,gf_169515,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16542.66,Y,Y,N, ,N,gf_174240,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16544.667,Y,Y,Y,Y,Y,gf_169516,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16550.383,Y,Y,Y,Y,Y,gf_174244,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16551.994,Y,Y,Y,N,N,gf_169519,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16556.347, , , , , ,gf_174247,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16556.484, , , , , ,gf_169520,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16556.674, , , , , ,gf_169521,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16557.148,Y,Y,N, ,N,gf_169522,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16559.677,N, , , ,N,gf_169523,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16560.914, , , , , ,gf_169524,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaII,16561.065, , , , , ,gf_174254,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16561.764,N, , , ,N,gf_169525,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16563.891,N, , , ,N,gf_169526,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16566.732, , , , , ,gf_169527,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16570.51, , , , , ,gf_169528,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,16571.433, , , , , ,gf_174265,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16575.271, , , , , ,gf_169529,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16576.472, , , , , ,gf_169530,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16576.621, , , , , ,gf_174269,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16578.064, , , , , ,gf_169531,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16581.383, , , , , ,gf_169533,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16584.438, , , , , ,gf_174276,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,16586.051,N, , , ,N,gf_169537,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16587.133, , , , , ,gf_174279,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16587.193, , , , , ,gf_174279,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16589.439, , , , , ,gf_174281,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,16593.126, , , , , ,gf_174287,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SI,16593.22, , , , , ,gf_174288,TRACE_PRIMARY_GF_BEFORE_PROMOTION
