line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry
gf_088019,pk_a3d149dfa56f,MgH,,MgH,5188.021,0.6248,1,0.275,VALD3,,linelist(VALD3),single_source,,,0.275,False,False,True,,,,,False,VALD3,False
gf_088020,pk_74ca5f376580,MgH,,MgH,5190.5296,0.5866,1,0.243,VALD3,,linelist(VALD3),single_source,,,0.243,False,False,True,,,,,False,VALD3,False
gf_088021,pk_7e23e416b859,MgH,,MgH,5191.0379,0.5866,1,0.26,VALD3,,linelist(VALD3),single_source,,,0.26,False,False,True,,,,,False,VALD3,False
gf_088022,pk_603ddcf2867a,MgH,,MgH,5193.3338,0.5494,1,0.227,VALD3,,linelist(VALD3),single_source,,,0.227,False,False,True,,,,,False,VALD3,False
gf_088023,pk_980121cdb5cd,MgH,,MgH,5193.8408,0.5495,1,0.244,VALD3,,linelist(VALD3),single_source,,,0.244,False,False,True,,,,,False,VALD3,False
gf_088024,pk_e05bcf566410,MgH,,MgH,5195.0162,0.0085,1,-0.792,VALD3,,linelist(VALD3),single_source,,,-0.792,False,False,True,,,,,False,VALD3,False
gf_088025,pk_4448e022ebf0,MgH,,MgH,5195.9221,0.5133,1,0.21,VALD3,,linelist(VALD3),single_source,,,0.21,False,False,True,,,,,False,VALD3,False
gf_088026,pk_285bec4ab3b3,MgH,,MgH,5196.1803,0.0142,1,-0.884,VALD3,,linelist(VALD3),single_source,,,-0.884,False,False,True,,,,,False,VALD3,False
gf_088027,pk_e524009e6e91,MgH,,MgH,5196.4304,0.5133,1,0.228,VALD3,,linelist(VALD3),single_source,,,0.228,False,False,True,,,,,False,VALD3,False
gf_088028,pk_dc8135553c9a,MgH,,MgH,5197.3797,0.0142,1,-0.649,VALD3,,linelist(VALD3),single_source,,,-0.649,False,False,True,,,,,False,VALD3,False
gf_088029,pk_8696916bdbe2,MgH,,MgH,5198.3156,0.4782,1,0.192,VALD3,,linelist(VALD3),single_source,,,0.192,False,False,True,,,,,False,VALD3,False
gf_088030,pk_58fb0c0875f7,MgH,,MgH,5198.6213,0.0213,1,-0.701,VALD3,,linelist(VALD3),single_source,,,-0.701,False,False,True,,,,,False,VALD3,False
gf_088031,pk_f263804f8719,MgH,,MgH,5198.8192,0.4783,1,0.211,VALD3,,linelist(VALD3),single_source,,,0.211,False,False,True,,,,,False,VALD3,False
gf_088032,pk_7fcd0d9b63a4,MgH,,MgH,5199.5963,0.0213,1,-0.541,VALD3,,linelist(VALD3),single_source,,,-0.541,False,False,True,,,,,False,VALD3,False
gf_088033,pk_cdba6c96bcc4,MgH,,MgH,5200.4973,0.4442,1,0.174,VALD3,,linelist(VALD3),single_source,,,0.174,False,False,True,,,,,False,VALD3,False
gf_088034,pk_b06cc78683a5,MgH,,MgH,5200.8065,0.0298,1,-0.574,VALD3,,linelist(VALD3),single_source,,,-0.574,False,False,True,,,,,False,VALD3,False
gf_088035,pk_45c632730df5,MgH,,MgH,5201.0022,0.4442,1,0.194,VALD3,,linelist(VALD3),single_source,,,0.194,False,False,True,,,,,False,VALD3,False
gf_088036,pk_38f852af3eee,MgH,,MgH,5201.6397,0.0298,1,-0.454,VALD3,,linelist(VALD3),single_source,,,-0.454,False,False,True,,,,,False,VALD3,False
gf_088037,pk_4edbb6a8f3c1,MgH,,MgH,5202.4637,0.4113,1,0.155,VALD3,,linelist(VALD3),single_source,,,0.155,False,False,True,,,,,False,VALD3,False
gf_088038,pk_efdf5400f388,MgH,,MgH,5202.758,0.0397,1,-0.477,VALD3,,linelist(VALD3),single_source,,,-0.477,False,False,True,,,,,False,VALD3,False
gf_088039,pk_92590cd7cb2d,MgH,,MgH,5202.9654,0.4113,1,0.176,VALD3,,linelist(VALD3),single_source,,,0.176,False,False,True,,,,,False,VALD3,False
gf_088040,pk_780e7f71c7de,MgH,,MgH,5203.4949,0.0397,1,-0.382,VALD3,,linelist(VALD3),single_source,,,-0.382,False,False,True,,,,,False,VALD3,False
gf_088041,pk_652f68efedf1,MgH,,MgH,5204.2171,0.3795,1,0.135,VALD3,,linelist(VALD3),single_source,,,0.135,False,False,True,,,,,False,VALD3,False
gf_088042,pk_a3e306684268,MgH,,MgH,5204.4831,0.051,1,-0.399,VALD3,,linelist(VALD3),single_source,,,-0.399,False,False,True,,,,,False,VALD3,False
gf_088043,pk_f9f8b1b4f052,MgH,,MgH,5204.714,0.3795,1,0.157,VALD3,,linelist(VALD3),single_source,,,0.157,False,False,True,,,,,False,VALD3,False
gf_088044,pk_30a3e9a997c8,MgH,,MgH,5205.1546,0.051,1,-0.32,VALD3,,linelist(VALD3),single_source,,,-0.32,False,False,True,,,,,False,VALD3,False
gf_088045,pk_9abe15e5139d,MgH,,MgH,5205.755,0.3488,1,0.114,VALD3,,linelist(VALD3),single_source,,,0.114,False,False,True,,,,,False,VALD3,False
gf_088046,pk_63a353717f0a,MgH,,MgH,5205.9895,0.0636,1,-0.333,VALD3,,linelist(VALD3),single_source,,,-0.333,False,False,True,,,,,False,VALD3,False
gf_088047,pk_01f8c9bd15ba,MgH,,MgH,5206.2557,0.3489,1,0.137,VALD3,,linelist(VALD3),single_source,,,0.137,False,False,True,,,,,False,VALD3,False
gf_088048,pk_f67645cc5016,MgH,,MgH,5206.6128,0.0637,1,-0.266,VALD3,,linelist(VALD3),single_source,,,-0.266,False,False,True,,,,,False,VALD3,False
gf_088049,pk_7ddbeb7d7622,MgH,,MgH,5207.0757,0.3194,1,0.093,VALD3,,linelist(VALD3),single_source,,,0.093,False,False,True,,,,,False,VALD3,False
gf_088050,pk_211897c07a6b,MgH,,MgH,5207.2783,0.0777,1,-0.276,VALD3,,linelist(VALD3),single_source,,,-0.276,False,False,True,,,,,False,VALD3,False
gf_088051,pk_75d749f404a4,MgH,,MgH,5207.5794,0.3194,1,0.117,VALD3,,linelist(VALD3),single_source,,,0.117,False,False,True,,,,,False,VALD3,False
gf_088052,pk_933703882e18,MgH,,MgH,5207.8656,0.0777,1,-0.217,VALD3,,linelist(VALD3),single_source,,,-0.217,False,False,True,,,,,False,VALD3,False
gf_088053,pk_2cc8c75b0093,MgH,,MgH,5208.1801,0.2911,1,0.07,VALD3,,linelist(VALD3),single_source,,,0.07,False,False,True,,,,,False,VALD3,False
gf_088054,pk_063c619499ba,MgH,,MgH,5208.3488,0.0931,1,-0.226,VALD3,,linelist(VALD3),single_source,,,-0.226,False,False,True,,,,,False,VALD3,False
gf_088055,pk_d4bb7ecff6a0,MgH,,MgH,5208.6818,0.2911,1,0.095,VALD3,,linelist(VALD3),single_source,,,0.095,False,False,True,,,,,False,VALD3,False
gf_088056,pk_46ad8c2f1f91,MgH,,MgH,5208.9103,0.0931,1,-0.174,VALD3,,linelist(VALD3),single_source,,,-0.174,False,False,True,,,,,False,VALD3,False
gf_088057,pk_7b0914692275,MgH,,MgH,5209.071,0.264,1,0.045,VALD3,,linelist(VALD3),single_source,,,0.045,False,False,True,,,,,False,VALD3,False
gf_088058,pk_f707807ccd8c,MgH,,MgH,5209.2018,0.1099,1,-0.181,VALD3,,linelist(VALD3),single_source,,,-0.181,False,False,True,,,,,False,VALD3,False
gf_088059,pk_5f041902645f,MgH,,MgH,5209.5748,0.264,1,0.072,VALD3,,linelist(VALD3),single_source,,,0.072,False,False,True,,,,,False,VALD3,False
gf_088060,pk_0b2d10bc6798,MgH,,MgH,5209.7434,0.1099,1,-0.134,VALD3,,linelist(VALD3),single_source,,,-0.134,False,False,True,,,,,False,VALD3,False
gf_088061,pk_a48414f86f4f,MgH,,MgH,5209.7448,0.2381,1,0.019,VALD3,,linelist(VALD3),single_source,,,0.019,False,False,True,,,,,False,VALD3,False
gf_088062,pk_a8a664f8e077,MgH,,MgH,5209.8381,0.128,1,-0.14,VALD3,,linelist(VALD3),single_source,,,-0.14,False,False,True,,,,,False,VALD3,False
gf_088063,pk_3a601f6ea18f,MgH,,MgH,5210.1952,0.2135,1,-0.008,VALD3,,linelist(VALD3),single_source,,,-0.008,False,False,True,,,,,False,VALD3,False
gf_088064,pk_cc17e738ba32,MgH,,MgH,5210.2457,0.2382,1,0.048,VALD3,,linelist(VALD3),single_source,,,0.048,False,False,True,,,,,False,VALD3,False
gf_088065,pk_61645fa0a2fd,MgH,,MgH,5210.2563,0.1474,1,-0.103,VALD3,,linelist(VALD3),single_source,,,-0.103,False,False,True,,,,,False,VALD3,False
gf_088066,pk_a83c67e57e48,MgH,,MgH,5210.3655,0.128,1,-0.098,VALD3,,linelist(VALD3),single_source,,,-0.098,False,False,True,,,,,False,VALD3,False
gf_088067,pk_e3556f41babe,MgH,,MgH,5210.4312,0.1902,1,-0.038,VALD3,,linelist(VALD3),single_source,,,-0.038,False,False,True,,,,,False,VALD3,False
gf_088068,pk_2ad2384a8ea0,MgH,,MgH,5210.4486,0.1682,1,-0.069,VALD3,,linelist(VALD3),single_source,,,-0.069,False,False,True,,,,,False,VALD3,False
gf_088069,pk_5f25edf10fac,MgH,,MgH,5210.7041,0.2136,1,0.022,VALD3,,linelist(VALD3),single_source,,,0.022,False,False,True,,,,,False,VALD3,False
gf_088070,pk_6bbb8b7f6eaa,MgH,,MgH,5210.7739,0.1475,1,-0.065,VALD3,,linelist(VALD3),single_source,,,-0.065,False,False,True,,,,,False,VALD3,False
gf_088071,pk_aa8e61215787,MgH,,MgH,5210.9448,0.1903,1,-0.005,VALD3,,linelist(VALD3),single_source,,,-0.005,False,False,True,,,,,False,VALD3,False
gf_088072,pk_b2d43209c0b6,MgH,,MgH,5210.9673,0.1682,1,-0.034,VALD3,,linelist(VALD3),single_source,,,-0.034,False,False,True,,,,,False,VALD3,False
gf_097079,pk_825464098ddb,NH,,NH,3780.1916,1.3781,1,-2.56,VALD3,,linelist(VALD3),single_source,,,-2.56,False,False,True,,,,,False,VALD3,False
gf_097080,pk_5cf7a7d92587,NH,,NH,3780.1948,0.4959,1,-3.474,VALD3,,linelist(VALD3),single_source,,,-3.474,False,False,True,,,,,False,VALD3,False
gf_097081,pk_4d7cffda406b,NH,,NH,3780.6993,1.3781,1,-2.534,VALD3,,linelist(VALD3),single_source,,,-2.534,False,False,True,,,,,False,VALD3,False
gf_097082,pk_6dbf53ae559b,NH,,NH,3781.0149,0.9985,1,-2.87,VALD3,,linelist(VALD3),single_source,,,-2.87,False,False,True,,,,,False,VALD3,False
gf_097083,pk_5cc81110e794,NH,,NH,3781.232,1.3779,1,-2.494,VALD3,,linelist(VALD3),single_source,,,-2.494,False,False,True,,,,,False,VALD3,False
gf_097084,pk_644bf62566f5,NH,,NH,3781.3613,0.4958,1,-3.41,VALD3,,linelist(VALD3),single_source,,,-3.41,False,False,True,,,,,False,VALD3,False
gf_097085,pk_c22b1e9afbe6,NH,,NH,3781.5533,0.9985,1,-2.842,VALD3,,linelist(VALD3),single_source,,,-2.842,False,False,True,,,,,False,VALD3,False
gf_097086,pk_10ac9c25a95c,NH,,NH,3782.1557,0.9983,1,-2.8,VALD3,,linelist(VALD3),single_source,,,-2.8,False,False,True,,,,,False,VALD3,False
gf_097087,pk_ed68851f5a09,NH,,NH,3782.5504,0.5266,1,-3.433,VALD3,,linelist(VALD3),single_source,,,-3.433,False,False,True,,,,,False,VALD3,False
gf_097088,pk_0a8a5e8bfcbe,NH,,NH,3782.74,1.4227,1,-2.519,VALD3,,linelist(VALD3),single_source,,,-2.519,False,False,True,,,,,False,VALD3,False
gf_097089,pk_73050812539b,NH,,NH,3783.1938,1.4228,1,-2.493,VALD3,,linelist(VALD3),single_source,,,-2.493,False,False,True,,,,,False,VALD3,False
gf_097090,pk_5fe89afdc81f,NH,,NH,3783.3188,0.5266,1,-3.402,VALD3,,linelist(VALD3),single_source,,,-3.402,False,False,True,,,,,False,VALD3,False
gf_097091,pk_6dcbdc180bfe,NH,,NH,3783.4445,1.0418,1,-2.825,VALD3,,linelist(VALD3),single_source,,,-2.825,False,False,True,,,,,False,VALD3,False
gf_097092,pk_9b00f229a385,NH,,NH,3783.6526,1.4226,1,-2.455,VALD3,,linelist(VALD3),single_source,,,-2.455,False,False,True,,,,,False,VALD3,False
gf_097093,pk_0369e4454d5c,NH,,NH,3783.921,1.0419,1,-2.799,VALD3,,linelist(VALD3),single_source,,,-2.799,False,False,True,,,,,False,VALD3,False
gf_097094,pk_013562e6951e,NH,,NH,3784.2848,0.5265,1,-3.348,VALD3,,linelist(VALD3),single_source,,,-3.348,False,False,True,,,,,False,VALD3,False
gf_097095,pk_f7f1eeac367b,NH,,NH,3784.4378,1.0417,1,-2.759,VALD3,,linelist(VALD3),single_source,,,-2.759,False,False,True,,,,,False,VALD3,False
gf_097096,pk_74ac5d29e2da,NH,,NH,3785.1529,1.4705,1,-2.48,VALD3,,linelist(VALD3),single_source,,,-2.48,False,False,True,,,,,False,VALD3,False
gf_097097,pk_06d3bff89f70,NH,,NH,3785.5424,0.561,1,-3.372,VALD3,,linelist(VALD3),single_source,,,-3.372,False,False,True,,,,,False,VALD3,False
gf_097098,pk_0bd6fb8ac37a,NH,,NH,3785.5589,1.4706,1,-2.454,VALD3,,linelist(VALD3),single_source,,,-2.454,False,False,True,,,,,False,VALD3,False
gf_097099,pk_00baca30e5e7,NH,,NH,3785.6813,1.0886,1,-2.783,VALD3,,linelist(VALD3),single_source,,,-2.783,False,False,True,,,,,False,VALD3,False
gf_097100,pk_772e66a64b7a,NH,,NH,3785.9535,1.4704,1,-2.418,VALD3,,linelist(VALD3),single_source,,,-2.418,False,False,True,,,,,False,VALD3,False
gf_097101,pk_b1d0c9938cda,NH,,NH,3786.1032,1.0886,1,-2.758,VALD3,,linelist(VALD3),single_source,,,-2.758,False,False,True,,,,,False,VALD3,False
gf_097102,pk_cb898ec01f44,NH,,NH,3786.2135,0.5611,1,-3.343,VALD3,,linelist(VALD3),single_source,,,-3.343,False,False,True,,,,,False,VALD3,False
gf_097103,pk_7a9db286bb5b,NH,,NH,3786.5468,1.0884,1,-2.72,VALD3,,linelist(VALD3),single_source,,,-2.72,False,False,True,,,,,False,VALD3,False
gf_097104,pk_8a578f1f7553,NH,,NH,3787.0245,0.5609,1,-3.294,VALD3,,linelist(VALD3),single_source,,,-3.294,False,False,True,,,,,False,VALD3,False
gf_097105,pk_bfd4266c8a76,NH,,NH,3787.4373,1.5214,1,-2.443,VALD3,,linelist(VALD3),single_source,,,-2.443,False,False,True,,,,,False,VALD3,False
gf_097106,pk_b6b1c997ab40,NH,,NH,3787.7289,1.1386,1,-2.745,VALD3,,linelist(VALD3),single_source,,,-2.745,False,False,True,,,,,False,VALD3,False
gf_097107,pk_b1d208d51fca,NH,,NH,3787.8003,1.5214,1,-2.417,VALD3,,linelist(VALD3),single_source,,,-2.417,False,False,True,,,,,False,VALD3,False
gf_097108,pk_06a8253637a3,NH,,NH,3788.1018,1.1387,1,-2.719,VALD3,,linelist(VALD3),single_source,,,-2.719,False,False,True,,,,,False,VALD3,False
gf_097109,pk_acb725650f7b,NH,,NH,3788.1385,1.5212,1,-2.383,VALD3,,linelist(VALD3),single_source,,,-2.383,False,False,True,,,,,False,VALD3,False
gf_097110,pk_1cfa83e803e7,NH,,NH,3788.2935,0.5991,1,-3.318,VALD3,,linelist(VALD3),single_source,,,-3.318,False,False,True,,,,,False,VALD3,False
gf_097111,pk_dce359045728,NH,,NH,3788.482,1.1385,1,-2.683,VALD3,,linelist(VALD3),single_source,,,-2.683,False,False,True,,,,,False,VALD3,False
gf_097112,pk_c3600d38e01a,NH,,NH,3788.8822,0.5992,1,-3.29,VALD3,,linelist(VALD3),single_source,,,-3.29,False,False,True,,,,,False,VALD3,False
gf_097113,pk_2c3534413b16,NH,,NH,3789.5691,0.599,1,-3.246,VALD3,,linelist(VALD3),single_source,,,-3.246,False,False,True,,,,,False,VALD3,False
gf_097114,pk_6f47be26dcf7,NH,,NH,3789.5909,1.1919,1,-2.708,VALD3,,linelist(VALD3),single_source,,,-2.708,False,False,True,,,,,False,VALD3,False
gf_097115,pk_1e9452fad6e1,NH,,NH,3789.6008,1.5752,1,-2.407,VALD3,,linelist(VALD3),single_source,,,-2.407,False,False,True,,,,,False,VALD3,False
gf_097116,pk_d507b951c098,NH,,NH,3789.9198,1.1919,1,-2.682,VALD3,,linelist(VALD3),single_source,,,-2.682,False,False,True,,,,,False,VALD3,False
gf_097117,pk_733152c03762,NH,,NH,3789.925,1.5753,1,-2.382,VALD3,,linelist(VALD3),single_source,,,-2.382,False,False,True,,,,,False,VALD3,False
gf_097118,pk_b26b2088bcf6,NH,,NH,3790.2131,1.5751,1,-2.349,VALD3,,linelist(VALD3),single_source,,,-2.349,False,False,True,,,,,False,VALD3,False
gf_097119,pk_69f044c55e75,NH,,NH,3790.2441,1.1917,1,-2.648,VALD3,,linelist(VALD3),single_source,,,-2.648,False,False,True,,,,,False,VALD3,False
gf_097120,pk_aa5027948e15,NH,,NH,3790.8082,0.6408,1,-3.27,VALD3,,linelist(VALD3),single_source,,,-3.27,False,False,True,,,,,False,VALD3,False
gf_097121,pk_4724e1cc849c,NH,,NH,3791.2717,1.2483,1,-2.672,VALD3,,linelist(VALD3),single_source,,,-2.672,False,False,True,,,,,False,VALD3,False
gf_097122,pk_d6f309821d42,NH,,NH,3791.3259,0.6409,1,-3.242,VALD3,,linelist(VALD3),single_source,,,-3.242,False,False,True,,,,,False,VALD3,False
gf_097123,pk_5f4b483dec5d,NH,,NH,3791.5606,1.2483,1,-2.647,VALD3,,linelist(VALD3),single_source,,,-2.647,False,False,True,,,,,False,VALD3,False
gf_097124,pk_07eda537209f,NH,,NH,3791.652,1.632,1,-2.373,VALD3,,linelist(VALD3),single_source,,,-2.373,False,False,True,,,,,False,VALD3,False
gf_097125,pk_ca9be6ca06c6,NH,,NH,3791.8355,1.2481,1,-2.613,VALD3,,linelist(VALD3),single_source,,,-2.613,False,False,True,,,,,False,VALD3,False
gf_097126,pk_149f2c035e50,NH,,NH,3791.9108,0.6407,1,-3.202,VALD3,,linelist(VALD3),single_source,,,-3.202,False,False,True,,,,,False,VALD3,False
gf_097127,pk_fd767a0813ed,NH,,NH,3791.9409,1.6321,1,-2.348,VALD3,,linelist(VALD3),single_source,,,-2.348,False,False,True,,,,,False,VALD3,False
gf_097128,pk_9cb27db67342,NH,,NH,3792.1841,1.6319,1,-2.316,VALD3,,linelist(VALD3),single_source,,,-2.316,False,False,True,,,,,False,VALD3,False
gf_097129,pk_f8a8728f16c7,NH,,NH,3792.7763,1.3078,1,-2.638,VALD3,,linelist(VALD3),single_source,,,-2.638,False,False,True,,,,,False,VALD3,False
gf_097130,pk_20593d0dcea7,NH,,NH,3793.0287,1.3078,1,-2.613,VALD3,,linelist(VALD3),single_source,,,-2.613,False,False,True,,,,,False,VALD3,False
gf_097131,pk_a16398daf0fd,NH,,NH,3793.0895,0.6861,1,-3.225,VALD3,,linelist(VALD3),single_source,,,-3.225,False,False,True,,,,,False,VALD3,False
gf_097132,pk_d4201c6ea1e4,NH,,NH,3793.2592,1.3076,1,-2.579,VALD3,,linelist(VALD3),single_source,,,-2.579,False,False,True,,,,,False,VALD3,False
gf_097133,pk_0045b222b7ce,NH,,NH,3793.5452,0.6862,1,-3.201,VALD3,,linelist(VALD3),single_source,,,-3.201,False,False,True,,,,,False,VALD3,False
gf_097134,pk_1d9e984c37e4,NH,,NH,3793.6003,1.6917,1,-2.34,VALD3,,linelist(VALD3),single_source,,,-2.34,False,False,True,,,,,False,VALD3,False
gf_097135,pk_4059fff08730,NH,,NH,3793.8572,1.6917,1,-2.315,VALD3,,linelist(VALD3),single_source,,,-2.315,False,False,True,,,,,False,VALD3,False
gf_097136,pk_32e78d8adb44,NH,,NH,3794.0441,0.686,1,-3.162,VALD3,,linelist(VALD3),single_source,,,-3.162,False,False,True,,,,,False,VALD3,False
gf_097137,pk_043f9194f4fe,NH,,NH,3794.0598,1.6915,1,-2.283,VALD3,,linelist(VALD3),single_source,,,-2.283,False,False,True,,,,,False,VALD3,False
gf_097138,pk_0f054fa1e6ca,NH,,NH,3794.1105,1.3703,1,-2.605,VALD3,,linelist(VALD3),single_source,,,-2.605,False,False,True,,,,,False,VALD3,False
gf_097139,pk_fe120688ecb5,NH,,NH,3794.3296,1.3704,1,-2.579,VALD3,,linelist(VALD3),single_source,,,-2.579,False,False,True,,,,,False,VALD3,False
gf_097140,pk_1a14a079d00d,NH,,NH,3794.5201,1.3701,1,-2.546,VALD3,,linelist(VALD3),single_source,,,-2.546,False,False,True,,,,,False,VALD3,False
gf_097141,pk_12311328b729,NH,,NH,3795.1394,0.7349,1,-3.185,VALD3,,linelist(VALD3),single_source,,,-3.185,False,False,True,,,,,False,VALD3,False
gf_097142,pk_e91858f1823b,NH,,NH,3795.2814,1.4358,1,-2.572,VALD3,,linelist(VALD3),single_source,,,-2.572,False,False,True,,,,,False,VALD3,False
gf_097143,pk_1fff533eb8b0,NH,,NH,3795.4567,1.7541,1,-2.308,VALD3,,linelist(VALD3),single_source,,,-2.308,False,False,True,,,,,False,VALD3,False
gf_097144,pk_1e8b8368e889,NH,,NH,3795.4697,1.4358,1,-2.546,VALD3,,linelist(VALD3),single_source,,,-2.546,False,False,True,,,,,False,VALD3,False
gf_097145,pk_116fd650f414,NH,,NH,3795.5401,0.735,1,-3.16,VALD3,,linelist(VALD3),single_source,,,-3.16,False,False,True,,,,,False,VALD3,False
gf_097146,pk_50c6d2ae6521,NH,,NH,3795.624,1.4356,1,-2.513,VALD3,,linelist(VALD3),single_source,,,-2.513,False,False,True,,,,,False,VALD3,False
gf_097147,pk_60470537b0b7,NH,,NH,3795.684,1.7541,1,-2.283,VALD3,,linelist(VALD3),single_source,,,-2.283,False,False,True,,,,,False,VALD3,False
gf_097148,pk_d1a681df4898,NH,,NH,3795.8499,1.7539,1,-2.251,VALD3,,linelist(VALD3),single_source,,,-2.251,False,False,True,,,,,False,VALD3,False
gf_097149,pk_41ee5a01255f,NH,,NH,3795.9654,0.7348,1,-3.124,VALD3,,linelist(VALD3),single_source,,,-3.124,False,False,True,,,,,False,VALD3,False
gf_097150,pk_a366f63fe15e,NH,,NH,3796.2969,1.5041,1,-2.54,VALD3,,linelist(VALD3),single_source,,,-2.54,False,False,True,,,,,False,VALD3,False
gf_097151,pk_d4bd43fe1b16,NH,,NH,3796.4569,1.5041,1,-2.513,VALD3,,linelist(VALD3),single_source,,,-2.513,False,False,True,,,,,False,VALD3,False
gf_097152,pk_a9a66114c1f6,NH,,NH,3796.5782,1.5039,1,-2.481,VALD3,,linelist(VALD3),single_source,,,-2.481,False,False,True,,,,,False,VALD3,False
gf_097153,pk_a85ab85ebac5,NH,,NH,3796.9596,0.7872,1,-3.149,VALD3,,linelist(VALD3),single_source,,,-3.149,False,False,True,,,,,False,VALD3,False
gf_097154,pk_470eae835399,NH,,NH,3797.1664,1.5751,1,-2.508,VALD3,,linelist(VALD3),single_source,,,-2.508,False,False,True,,,,,False,VALD3,False
gf_097155,pk_991a1cbe8798,NH,,NH,3797.2328,1.8192,1,-2.276,VALD3,,linelist(VALD3),single_source,,,-2.276,False,False,True,,,,,False,VALD3,False
gf_097156,pk_4c0dc1b85953,NH,,NH,3797.3113,0.7872,1,-3.123,VALD3,,linelist(VALD3),single_source,,,-3.123,False,False,True,,,,,False,VALD3,False
gf_097157,pk_f125ffb8f4d9,NH,,NH,3797.3475,1.575,1,-2.1632,VALD3,,linelist(VALD3),single_source,,,-2.1632,False,False,True,,,,,False,VALD3,False
gf_097158,pk_b1bfb9013dbc,NH,,NH,3797.4332,1.8192,1,-2.251,VALD3,,linelist(VALD3),single_source,,,-2.251,False,False,True,,,,,False,VALD3,False
gf_097159,pk_5fac20f45cae,NH,,NH,3797.5654,1.819,1,-2.22,VALD3,,linelist(VALD3),single_source,,,-2.22,False,False,True,,,,,False,VALD3,False
gf_097160,pk_22f739c0c0d5,NH,,NH,3797.6724,0.787,1,-3.089,VALD3,,linelist(VALD3),single_source,,,-3.089,False,False,True,,,,,False,VALD3,False
gf_097161,pk_32d2f87b108c,NH,,NH,3797.9005,1.6489,1,-2.475,VALD3,,linelist(VALD3),single_source,,,-2.475,False,False,True,,,,,False,VALD3,False
gf_097162,pk_bddb5fc57aa8,NH,,NH,3798.0431,1.6488,1,-2.1307,VALD3,,linelist(VALD3),single_source,,,-2.1307,False,False,True,,,,,False,VALD3,False
gf_097163,pk_6309cd9ba8ea,NH,,NH,3798.552,0.8428,1,-3.113,VALD3,,linelist(VALD3),single_source,,,-3.113,False,False,True,,,,,False,VALD3,False
gf_097164,pk_e7e5c2f6e2fc,NH,,NH,3798.5855,1.725,1,-1.9355,VALD3,,linelist(VALD3),single_source,,,-1.9355,False,False,True,,,,,False,VALD3,False
gf_097165,pk_4ab0488ce5b6,NH,,NH,3798.8594,0.8429,1,-3.087,VALD3,,linelist(VALD3),single_source,,,-3.087,False,False,True,,,,,False,VALD3,False
gf_097166,pk_ba362e6a46fa,NH,,NH,3798.9417,1.8869,1,-2.245,VALD3,,linelist(VALD3),single_source,,,-2.245,False,False,True,,,,,False,VALD3,False
gf_097167,pk_8a9d46533622,NH,,NH,3799.0649,1.8038,1,-1.9025,VALD3,,linelist(VALD3),single_source,,,-1.9025,False,False,True,,,,,False,VALD3,False
gf_097168,pk_2e7960958b61,NH,,NH,3799.1173,1.8869,1,-2.22,VALD3,,linelist(VALD3),single_source,,,-2.22,False,False,True,,,,,False,VALD3,False
gf_097169,pk_f74e538ccfac,NH,,NH,3799.164,0.8427,1,-3.053,VALD3,,linelist(VALD3),single_source,,,-3.053,False,False,True,,,,,False,VALD3,False
gf_097170,pk_41bcbf4f084a,NH,,NH,3799.2187,1.8867,1,-2.188,VALD3,,linelist(VALD3),single_source,,,-2.188,False,False,True,,,,,False,VALD3,False
gf_097171,pk_279444d3aa66,NH,,NH,3799.4636,1.8848,1,-2.316,VALD3,,linelist(VALD3),single_source,,,-2.316,False,False,True,,,,,False,VALD3,False
gf_097172,pk_2a6e9c449067,NH,,NH,3799.9187,0.9018,1,-3.077,VALD3,,linelist(VALD3),single_source,,,-3.077,False,False,True,,,,,False,VALD3,False
gf_097173,pk_8da12ae0a066,NH,,NH,3800.186,0.9018,1,-3.053,VALD3,,linelist(VALD3),single_source,,,-3.053,False,False,True,,,,,False,VALD3,False
gf_097174,pk_4bc373e8e81f,NH,,NH,3800.4402,0.9016,1,-3.02,VALD3,,linelist(VALD3),single_source,,,-3.02,False,False,True,,,,,False,VALD3,False
gf_097175,pk_f92220473b1d,NH,,NH,3800.5975,1.9571,1,-2.214,VALD3,,linelist(VALD3),single_source,,,-2.214,False,False,True,,,,,False,VALD3,False
gf_097176,pk_3666955f004c,NH,,NH,3800.7503,1.9571,1,-2.189,VALD3,,linelist(VALD3),single_source,,,-2.189,False,False,True,,,,,False,VALD3,False
gf_097177,pk_1dc15883535f,NH,,NH,3801.0624,0.964,1,-3.045,VALD3,,linelist(VALD3),single_source,,,-3.045,False,False,True,,,,,False,VALD3,False
gf_097178,pk_ed24366c5334,NH,,NH,3801.2931,0.964,1,-3.02,VALD3,,linelist(VALD3),single_source,,,-3.02,False,False,True,,,,,False,VALD3,False
gf_097179,pk_d0410051a75f,NH,,NH,3801.5019,0.9638,1,-2.988,VALD3,,linelist(VALD3),single_source,,,-2.988,False,False,True,,,,,False,VALD3,False
gf_097180,pk_9e9a2c6fc171,NH,,NH,3801.9862,1.0294,1,-3.012,VALD3,,linelist(VALD3),single_source,,,-3.012,False,False,True,,,,,False,VALD3,False
