element,ion,wave_air_A,log_gf,ep_eV,predicted_depth,instruments,measured_in_pool,gf_canonical,log_gf_intake,gf_source_intake
Fe,I,4378.3395,-3.036,3.3014,0.201,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.029,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4378.7044,-2.621,4.2562,0.158,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.229,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4378.975,-1.563,4.1544,0.487,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.56,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4379.521,-4.063,4.2562,0.127,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.341,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4380.1076,-2.876,3.6398,0.148,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.865,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4380.7361,-2.001,4.1777,0.268,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.002,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4381.0558,-2.561,2.5592,0.073,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-2.561,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4381.4668,-2.37,4.3201,0.12,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.308,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4382.9267,-3.223,3.3009,0.101,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.38,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4383.7794,-4.03,4.2204,0.052,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.78,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4384.2914,-1.8,2.657,0.53,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.8,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4385.249,-3.807,3.0176,0.106,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.633,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4386.5601,-4.546,2.5827,0.059,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-4.546,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4386.762,-2.306,4.5485,0.17,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.904,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4388.5905,-2.676,4.2089,0.083,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.588,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4390.4477,-2.5,2.9904,0.588,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.5,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4390.7559,-2.063,4.2204,0.138,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.335,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4391.2807,-2.319,4.5585,0.071,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.319,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4391.861,-2.04,3.9286,0.363,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.04,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4392.3044,-2.76,3.5465,0.179,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.853,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4392.5794,-2.0,3.8816,0.407,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.0,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4392.8529,-2.71,3.2671,0.361,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.702,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4393.0603,-3.266,3.0173,0.076,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-3.266,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4393.2769,-1.099,4.2562,0.499,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.099,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4393.6165,-3.226,3.0176,0.235,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.221,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4394.3029,-2.993,3.9433,0.061,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.977,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4394.9827,-2.453,4.58,0.115,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.081,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4395.2402,-1.83,3.6537,0.582,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.83,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4395.5232,-1.929,3.8835,0.439,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.929,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4397.9711,-1.956,4.58,0.129,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.023,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4398.8434,-2.198,4.2562,0.089,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.506,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4399.2699,-4.088,2.8316,0.329,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.614,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4400.3574,-2.581,4.6382,0.176,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.795,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4400.5491,-2.484,4.2176,0.118,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.414,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4402.369,-2.052,4.5585,0.117,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.091,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4403.1545,-1.956,4.5485,0.154,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.956,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4403.3418,-2.142,4.5844,0.065,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.337,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4403.408,-2.887,4.2176,0.107,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.461,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4403.9865,-1.645,4.1544,0.445,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.645,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4404.0813,-2.048,3.9286,0.365,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.035,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4404.8489,-1.871,4.5844,0.169,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.871,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4406.1212,-2.611,3.9286,0.138,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.618,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4406.4999,-1.987,4.2204,0.24,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.023,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4406.9898,-4.12,2.5592,0.11,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.069,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4407.2342,-2.954,3.6025,0.099,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.095,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4408.2399,-3.982,3.0176,0.056,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.922,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4408.3429,-2.124,4.1909,0.201,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.152,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4409.1189,-2.23,3.3009,0.567,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.23,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4411.9371,-1.865,3.8816,0.469,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.865,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4412.2067,-2.322,4.2843,0.063,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-2.322,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4413.3953,-1.53,4.0758,0.531,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.53,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,II,4413.5912,-3.67,2.6758,0.525,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.67,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4414.0267,-3.006,3.6025,0.129,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.972,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4414.2257,-2.482,3.0713,0.549,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.506,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4414.4608,-1.397,4.1777,0.54,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.401,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4414.9526,-1.835,3.4149,0.482,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.835,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4416.964,-2.353,4.2204,0.097,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.505,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4417.3061,-3.599,3.2112,0.076,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.594,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4418.4336,-3.059,2.9904,0.324,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.051,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4418.9297,-1.848,4.2562,0.24,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.848,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4419.0736,-2.58,4.3865,0.086,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.188,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4419.7912,-2.5991,3.3009,0.375,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.636,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4419.843,-3.304,3.3009,0.119,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-3.304,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4420.4602,-2.191,4.5485,0.057,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.429,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4420.5483,-3.554,3.3014,0.076,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.505,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4423.1406,-2.51,2.9904,0.58,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.51,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4423.5824,-3.881,3.9433,0.072,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.903,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4424.0673,-2.3123,3.6416,0.367,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.312,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4424.1873,-1.896,3.5465,0.595,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.895,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4425.6526,-2.524,3.5732,0.295,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.533,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4425.751,-3.059,3.2657,0.205,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.048,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4428.5701,-2.228,3.9433,0.233,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.31,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4429.1905,-2.015,3.9286,0.37,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.022,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4429.2461,-2.553,3.6537,0.185,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.723,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4429.2975,-2.42,3.9433,0.189,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.428,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4429.7652,-4.336,2.5881,0.062,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.297,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4430.0109,-2.503,3.8816,0.184,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.165,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4430.8279,-2.286,4.58,0.073,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.286,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4432.129,-2.173,4.0758,0.246,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.148,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4433.2713,-3.251,3.0176,0.206,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.292,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4433.3942,-3.349,3.0176,0.188,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.341,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4434.9784,-1.7,4.3013,0.343,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.71,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4436.187,-2.818,4.1909,0.096,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.536,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4437.1561,-2.029,4.2833,0.198,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.068,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4437.6977,-3.637,2.6924,0.199,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.536,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4439.0476,-2.195,4.5844,0.089,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.195,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4439.634,-2.84,3.0469,0.399,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.84,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4440.4531,-2.07,3.6025,0.5,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-2.07,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4440.8239,-1.6,3.9597,0.546,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.6,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4440.9858,-3.052,3.3009,0.511,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.422,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4441.0862,-1.193,4.5485,0.469,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.193,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4441.5421,-1.835,3.8835,0.416,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.572,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4442.4274,-2.409,4.4346,0.07,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.442,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4443.8961,-5.587,2.5592,0.261,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.65,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4444.6156,-2.157,4.1426,0.229,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.123,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4446.2496,-4.663,3.5732,0.095,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.185,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4446.8956,-2.481,3.3014,0.442,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.496,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4447.2461,-1.7008,4.2562,0.405,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.621,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4447.8027,-1.186,4.2204,0.578,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.242,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4448.1815,-3.005,3.9286,0.06,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.002,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4449.5874,-1.699,2.5592,0.057,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.699,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4450.7666,-2.24,3.8816,0.289,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.24,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,II,4451.5408,-1.907,6.1381,0.059,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.907,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4451.6125,-2.287,4.5931,0.071,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.287,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4452.6095,-1.93,3.9433,0.406,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.93,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4452.799,-4.096,2.5881,0.109,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.046,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4453.0458,-3.17,4.5585,0.099,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.167,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4453.3239,-1.526,3.283,0.572,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-1.526,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4454.6705,-2.861,3.6352,0.148,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.863,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4456.633,-1.68,3.8816,0.544,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.68,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4459.8586,-4.169,2.7275,0.061,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-4.169,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4460.1869,-2.734,3.6946,0.154,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.781,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4460.6816,-1.731,4.607,0.193,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.765,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4461.3718,-2.332,3.4149,0.467,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.329,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4461.4535,-2.493,2.5827,0.264,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,False,-2.493,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4462.1976,-2.454,3.6025,0.363,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.353,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4462.3922,-3.993,4.58,0.124,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-2.034,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4462.692,-1.449,4.5844,0.333,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.449,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4463.1301,-3.051,3.0713,0.286,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-3.042,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
Fe,I,4463.4037,-1.315,4.2562,0.526,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity|iag_fts_solar_atlas,False,True,-1.344,"linelist_solar.csv (VALD intake, max over the HFS cluster)"
