element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes
Fe,I,4218.1204,0.9901,-5.761,VALD3,,6.75,-6.16,-7.82,0.394,True,1,
Ti,II,4218.165,1.1156,-4.33,VALD3,,8.41,-6.5,-7.84,0.04,True,3,
Fe,I,4218.2051,2.4327,-3.727,VALD3,,5.98,-6.22,-7.82,0.574,True,1,
Sc,I,4218.225,1.9864,-0.61,VALD3,,8.07,-4.84,-7.55,0.04,True,3,
Mn,I,4218.4128,4.7263,-1.334,VALD3,,7.89,-5.9,-7.77,0.028,True,3,
V,I,4218.4828,1.9496,-1.48,VALD3,,8.26,-5.61,-7.64,0.035,True,3,
V,I,4218.7017,0.3006,-2.13,VALD3,,7.96,-5.96,-7.621,0.362,True,3,
V,I,4218.7053,1.7112,-2.123,VALD3,,7.85,-6.09,-7.77,0.015,True,3,
Fe,I,4218.9421,4.4346,-2.375,VALD3,,8.15,-3.64,-7.12,0.205,True,1,
Cr,I,4219.0316,3.0922,-2.611,VALD3,,7.31,-5.94,-7.79,0.039,True,3,
Fe,I,4219.199,3.3683,-2.058,VALD3,,8.38,-5.28,-7.54,0.714,False,1,
Ni,I,4219.3415,3.5432,-3.527,VALD3,,7.36,-4.78,-7.32,0.013,True,2,
Ni,I,4219.3545,3.5432,-3.113,VALD3,,7.36,-4.78,-7.32,0.034,True,2,
Fe,I,4219.3595,3.5732,0.0,VALD3,,8.05,-6.09,-7.684,0.916,True,1,
Fe,I,4219.4141,2.9904,-1.896,VALD3,,7.52,-6.08,-7.81,0.815,True,1,
V,I,4219.4915,0.2866,-2.59,VALD3,,7.96,-5.96,-7.624,0.17,True,3,
Fe,I,4219.5908,3.5465,-2.611,VALD3,,8.24,-6.03,-7.75,0.508,True,1,
Cr,I,4219.6095,3.0106,-1.827,VALD3,,8.35,-5.16,-7.63,0.226,True,3,
Sc,I,4219.7043,1.985,-0.716,VALD3,,8.07,-4.84,-7.55,0.032,True,3,
Fe,I,4219.7222,3.6537,-4.122,VALD3,,8.07,-4.69,-7.52,0.033,True,1,
Fe,I,4219.952,4.4153,-1.883,VALD3,,8.41,-4.02,-7.34,0.408,True,1,
Fe,I,4220.0482,3.9286,-1.66,VALD3,,7.66,-4.91,-7.074,0.658,True,1,
V,II,4220.073,1.6752,-2.67,VALD3,,8.53,-6.46,-7.86,0.053,True,3,
Cr,I,4220.1273,3.4216,-2.746,VALD3,,8.02,-5.5,-7.72,0.013,True,3,
Co,I,4220.2757,2.8745,-2.011,VALD3,,7.97,-6.26,-7.81,0.081,True,3,
Ni,I,4220.3316,3.841,-3.032,VALD3,,7.63,-3.88,-7.27,0.02,True,2,
Fe,I,4220.3411,3.0713,-1.311,VALD3,,8.0,-6.07,-7.64,0.869,True,1,
Cr,I,4220.4459,2.9674,-1.703,VALD3,,6.42,-6.06,-7.79,0.298,False,3,
Mn,I,4220.6089,4.1938,-0.78,VALD3,,8.09,-5.74,-7.695,0.259,True,3,
Y,I,4220.6287,1.8534,0.051,VALD3,,8.18,-3.82,-7.51,0.037,True,3,
V,I,4221.0334,2.5826,-0.953,VALD3,,8.34,-4.71,-7.54,0.024,True,3,
Co,I,4221.0681,3.8116,-1.274,VALD3,,8.08,-5.34,-7.55,0.045,True,3,
Fe,I,4221.2927,4.4153,-2.718,VALD3,,8.49,-3.62,-7.37,0.114,False,1,
Fe,I,4221.3931,4.4456,-2.333,VALD3,,8.23,-3.65,-7.12,0.215,False,1,
Cr,I,4221.5706,3.8504,-0.174,VALD3,,8.19,-6.05,-7.75,0.529,False,3,
Ni,I,4221.6876,3.3061,-2.09,VALD3,,8.12,-5.44,-7.59,0.356,False,2,
Mn,I,4221.8241,4.6854,-1.174,VALD3,,7.92,-6.07,-7.661,0.044,True,3,
Sc,I,4221.8516,1.9865,-0.788,VALD3,,8.07,-4.84,-7.55,0.027,True,3,
Fe,I,4222.2127,2.4496,-0.967,VALD3,,8.18,-5.41,-7.258,0.941,True,1,
Co,I,4222.246,3.1047,-2.05,VALD3,,7.92,-5.43,-7.55,0.043,True,3,
V,I,4222.3379,1.9307,-1.21,VALD3,,8.25,-5.59,-7.65,0.066,True,3,
Fe,I,4222.345,2.5881,-4.567,VALD3,,7.75,-6.0,-7.82,0.148,True,1,
V,I,4222.5738,2.3315,-1.367,VALD3,,8.16,-5.34,-7.63,0.017,True,3,
Ca,I,4222.6197,4.6244,-1.97,VALD3,,7.53,-3.35,-6.85,0.014,True,2,
Cr,I,4222.7274,3.0128,-0.98,VALD3,,8.35,-5.16,-7.594,0.585,False,3,
V,I,4222.9211,2.316,-1.007,VALD3,,7.97,-4.35,-7.53,0.04,False,3,
Fe,I,4223.2338,2.4534,-4.06,VALD3,,6.52,-6.21,-7.82,0.416,True,1,
Cr,I,4223.2792,4.8551,-1.191,VALD3,,8.35,-3.77,-7.47,0.013,True,3,
Fe,I,4223.3398,4.3013,-2.051,VALD3,,8.41,-5.43,-7.3,0.39,True,1,
Cr,I,4223.4519,3.0133,-2.576,VALD3,,8.35,-5.16,-7.63,0.051,False,3,
Fe,I,4223.7284,2.9488,-2.91,VALD3,,7.25,-6.29,-7.619,0.639,True,1,
Co,I,4223.7743,2.9577,-2.51,VALD3,,7.91,-5.47,-7.23,0.022,True,3,
Ni,I,4223.7836,3.8474,-2.234,VALD3,,8.14,-3.71,-7.27,0.109,True,2,
Cr,I,4224.0788,3.3752,-2.83,VALD3,,7.83,-6.12,-7.77,0.012,True,3,
Cr,II,4224.0806,3.8581,-3.475,VALD3,,8.37,-6.52,-7.833,0.011,True,3,
V,I,4224.1297,1.9496,-0.57,VALD3,,8.22,-5.02,-7.7,0.223,True,3,
Fe,I,4224.1711,3.3683,-0.506,VALD3,,8.37,-5.12,-7.25,0.902,True,1,
Y,I,4224.2519,2.0128,0.153,VALD3,,8.13,-4.95,-7.47,0.031,True,3,
Fe,I,4224.2926,4.1034,-2.836,VALD3,,8.34,-3.77,-7.33,0.171,True,1,
Fe,I,4224.2969,4.2833,-1.83,VALD3,,8.41,-5.54,-7.3,0.486,True,1,
Mn,I,4224.3183,4.7263,-1.61,VALD3,,7.95,-6.07,-7.647,0.015,True,3,
Cr,I,4224.5108,3.0869,-1.842,VALD3,,6.99,-6.16,-7.8,0.191,True,3,
Cr,I,4224.5116,4.6129,-0.539,VALD3,,8.28,-5.89,-7.72,0.098,True,3,
Fe,I,4224.5127,3.4302,-1.04,VALD3,,8.35,-5.12,-7.224,0.848,True,1,
V,II,4224.5206,1.6855,-2.65,VALD3,,8.51,-6.46,-7.86,0.053,True,3,
Fe,I,4224.6263,2.7586,-3.127,VALD3,,7.8,-6.09,-7.81,0.642,False,1,
Ti,I,4224.7841,2.7778,-0.297,VALD3,,7.71,-5.64,-7.67,0.386,True,3,
Co,I,4224.8201,3.4092,-1.934,VALD3,,7.86,-4.57,-7.67,0.027,True,3,
Cr,II,4224.8535,5.3297,-1.254,VALD3,,8.31,-6.48,-7.856,0.058,True,3,
Fe,I,4224.9601,4.1426,-3.722,VALD3,,7.74,-4.4,-7.53,0.025,False,1,
Mn,I,4225.0801,4.1938,-2.26,VALD3,,7.24,-5.67,-7.737,0.012,True,3,
Co,I,4225.1098,1.8826,-2.705,VALD3,,6.03,-6.22,-7.8,0.176,True,3,
V,II,4225.2146,2.026,-1.32,VALD3,,8.26,-6.54,-7.85,0.312,False,3,
Fe,I,4225.4541,3.417,-0.51,VALD3,,8.17,-4.95,-7.23,0.896,True,1,
Sc,I,4225.54,2.0012,-0.64,VALD3,,8.07,-4.84,-7.55,0.036,True,3,
Ca,I,4225.5409,4.43,-2.227,VALD3,,7.79,-4.47,-6.99,0.012,True,2,
Fe,I,4225.6588,3.4149,-2.826,VALD3,,7.54,-6.14,-7.81,0.482,True,1,
Sc,I,4225.692,1.9958,-0.9,VALD3,,8.08,-4.84,-7.55,0.021,True,3,
Fe,I,4225.714,4.2204,-1.449,VALD3,,8.45,-4.87,-7.32,0.625,True,1,
Fe,I,4225.7584,4.4456,-3.718,VALD3,,8.19,-3.78,-7.12,0.012,True,1,
Fe,I,4225.7908,2.4242,-5.435,VALD3,,7.84,-6.17,-7.82,0.035,True,1,
V,I,4225.9188,1.2181,-2.656,VALD3,,6.68,-6.14,-7.78,0.015,True,3,
Fe,I,4225.9555,3.0469,-1.41,VALD3,,7.05,-6.18,-7.805,0.862,True,1,
V,I,4226.06,1.7112,-2.22,VALD3,,7.8,-6.12,-7.76,0.012,False,3,
Fe,I,4226.3433,2.4534,-3.448,VALD3,,6.84,-6.21,-7.82,0.653,True,1,
Ni,I,4226.3984,4.1054,-1.454,VALD3,,8.33,-5.41,-7.54,0.259,True,2,
Fe,I,4226.424,2.845,-1.52,VALD3,,7.65,-6.16,-7.78,0.877,True,1,
Fe,I,4226.5997,4.1544,-3.271,VALD3,,8.37,-3.69,-7.3,0.065,True,1,
V,I,4226.6171,1.9452,-0.45,VALD3,,8.22,-5.01,-7.69,0.275,True,3,
Cr,I,4226.685,4.2074,-0.837,VALD3,,8.22,-5.79,-7.73,0.128,True,3,
Ca,I,4226.728,0.0,0.244,VALD3,,8.36,-6.031,-7.562,0.965,True,2,
Cr,I,4226.7504,2.9674,-1.158,VALD3,,6.58,-6.06,-7.79,0.54,True,3,
Fe,II,4227.1679,2.891,-4.476,VALD3,,8.5,-6.53,-7.88,0.082,False,1,
Fe,I,4227.298,4.3714,-2.26,VALD3,,8.48,-5.58,-7.43,0.272,True,1,
Fe,I,4227.3016,4.1909,-3.019,VALD3,,8.38,-4.44,-7.3,0.101,True,1,
Ti,II,4227.334,1.1305,-2.52,VALD3,,8.41,-6.49,-7.84,0.622,True,3,
Fe,I,4227.3656,4.1544,-2.112,VALD3,,8.36,-4.65,-7.32,0.432,True,1,
Fe,I,4227.4264,3.332,0.266,VALD3,,8.14,-4.96,-7.55,0.939,True,1,
Fe,I,4227.4471,4.3201,-3.052,VALD3,,8.37,-4.35,-7.33,0.071,True,1,
Ti,I,4227.6872,3.1042,-1.357,VALD3,,7.61,-5.57,-7.25,0.026,True,3,
Ti,I,4227.716,2.4875,-0.348,VALD3,,8.52,-5.54,-7.59,0.512,True,3,
V,I,4227.7399,1.7123,-0.798,VALD3,,7.8,-6.12,-7.76,0.238,True,3,
Fe,I,4227.7592,4.4733,-2.458,VALD3,,8.13,-3.75,-7.12,0.165,True,1,
Fe,I,4227.9643,4.2562,-2.323,VALD3,,8.43,-5.33,-7.33,0.297,False,1,
Fe,I,4228.1226,4.58,-2.666,VALD3,,8.58,-4.76,-7.25,0.089,False,1,
Co,I,4228.5075,3.4092,-1.887,VALD3,,7.78,-4.3,-7.5,0.03,False,3,
Fe,I,4228.7169,3.3683,-2.54,VALD3,,8.38,-5.07,-7.252,0.603,False,1,
Co,I,4228.8745,3.6224,-1.589,VALD3,,8.04,-4.42,-7.51,0.035,True,3,
Fe,I,4228.9695,4.4153,-2.827,VALD3,,8.24,-3.39,-7.14,0.092,True,1,
Ti,I,4229.1062,1.5025,-2.677,VALD3,,8.08,-5.86,-7.74,0.069,False,3,
Fe,I,4229.4051,2.5881,-2.822,VALD3,,7.92,-5.95,-7.8,0.751,True,1,
Ni,I,4229.4816,3.8474,-3.107,VALD3,,8.14,-3.88,-7.27,0.016,True,2,
Ni,I,4229.4829,3.8474,-1.835,VALD3,,8.14,-3.88,-7.27,0.222,True,2,
Ni,I,4229.4865,3.8474,-2.249,VALD3,,8.14,-3.88,-7.27,0.105,True,2,
Fe,I,4229.5093,3.274,-1.628,VALD3,,7.92,-6.08,-7.8,0.799,True,1,
Fe,I,4229.5188,4.1909,-3.021,VALD3,,8.38,-4.05,-7.29,0.101,True,1,
Fe,I,4229.5342,2.9488,-2.942,VALD3,,7.85,-5.76,-7.8,0.63,True,1,
Ni,I,4229.5885,3.8474,-3.135,VALD3,,8.14,-3.96,-7.27,0.015,True,2,
Ni,I,4229.5959,3.8474,-2.721,VALD3,,8.14,-3.96,-7.27,0.039,True,2,
V,I,4229.6879,1.9422,-0.573,VALD3,,8.22,-5.07,-7.69,0.225,True,3,
Fe,I,4229.7516,1.4849,-3.427,VALD3,,8.06,-6.06,-7.656,0.871,True,1,
Cr,II,4229.8117,3.8267,-3.44,VALD3,,8.37,-6.49,-7.833,0.013,True,3,
Co,I,4229.9547,0.1744,-4.397,VALD3,,4.43,-6.28,-7.82,0.263,True,3,
Ti,I,4229.9817,2.3957,-1.239,VALD3,,7.78,-5.28,-7.61,0.171,True,3,
Mn,I,4230.1346,2.9532,-2.05,VALD3,,6.18,-6.13,-7.761,0.297,True,3,
Ca,I,4230.1718,4.43,-1.627,VALD3,,7.81,-4.37,-7.0,0.046,True,2,
Fe,I,4230.2703,4.2305,-2.427,VALD3,,8.36,-5.2,-7.32,0.267,True,1,
Cr,I,4230.2787,2.9826,-1.888,VALD3,,6.24,-5.86,-7.79,0.215,True,3,
Ni,I,4230.3762,3.7963,-2.065,VALD3,,8.28,-4.69,-7.5,0.164,True,2,
Ni,I,4230.3811,3.7963,-2.479,VALD3,,8.28,-4.69,-7.5,0.074,True,2,
Ni,I,4230.3869,3.7963,-3.337,VALD3,,8.28,-4.69,-7.5,0.011,True,2,
Cr,I,4230.4704,3.0111,-1.16,VALD3,,8.3,-5.11,-7.595,0.518,True,3,
Fe,I,4230.5469,4.1034,-2.352,VALD3,,8.35,-4.18,-7.34,0.355,True,1,
Fe,I,4230.5705,3.0173,-2.6,VALD3,,8.6,-5.56,-7.64,0.691,True,1,
Ti,I,4230.7497,2.1747,-2.477,VALD3,,8.18,-4.95,-7.59,0.021,False,3,
Ni,I,4231.0246,3.5422,-3.151,VALD3,,8.18,-4.81,-7.32,0.031,True,2,
Ni,I,4231.0272,3.5421,-2.557,VALD3,,8.18,-4.81,-7.32,0.109,True,2,
Ni,I,4231.0287,3.5421,-3.061,VALD3,,8.18,-4.81,-7.32,0.038,True,2,
Ni,I,4231.03,3.5421,-1.699,VALD3,,8.18,-4.81,-7.32,0.409,True,2,
Ni,I,4231.0336,3.5421,-1.285,VALD3,,8.18,-4.81,-7.32,0.562,True,2,
V,II,4231.1916,1.7037,-2.757,VALD3,,8.48,-6.46,-7.86,0.04,False,3,
Cr,I,4231.3349,4.6177,-1.456,VALD3,,8.28,-5.89,-7.72,0.013,False,3,
Fe,I,4231.5968,2.6085,-3.686,VALD3,,8.0,-5.85,-7.8,0.506,True,1,
Sc,I,4231.636,1.9958,-0.82,VALD3,,8.08,-4.84,-7.55,0.025,True,3,
Cr,I,4231.6534,4.4464,-1.624,VALD3,,7.84,-5.14,-7.75,0.013,True,3,
Sc,I,4231.9242,2.5091,0.247,VALD3,,8.11,-4.92,-7.46,0.074,True,3,
Fe,I,4231.9493,4.4346,-2.982,VALD3,,8.16,-4.59,-7.26,0.064,True,1,
Fe,I,4231.9665,4.58,-2.462,VALD3,,8.7,-4.04,-7.25,0.131,True,1,
V,II,4232.0443,3.9725,-0.688,VALD3,,8.37,-6.45,-7.83,0.021,True,3,
Cr,I,4232.11,4.2074,-1.286,VALD3,,8.2,-5.72,-7.72,0.051,True,3,
Ca,I,4232.1238,4.43,-1.146,VALD3,,7.84,-3.95,-7.01,0.123,True,2,
Fe,I,4232.2508,4.2204,-2.369,VALD3,,8.41,-5.12,-7.29,0.294,True,1,
Cr,I,4232.2634,4.2075,-0.5,VALD3,,8.2,-5.72,-7.72,0.233,True,3,
Ti,I,4232.361,2.3054,-1.202,VALD3,,7.81,-4.61,-7.56,0.218,True,3,
V,I,4232.4564,1.9553,0.24,VALD3,,8.22,-5.02,-7.7,0.588,True,3,
Ni,I,4232.6163,3.5432,-3.592,VALD3,,7.38,-4.81,-7.32,0.011,False,2,
Fe,I,4232.7261,0.1101,-4.928,VALD3,,3.14,-6.17,-7.787,0.909,False,1,
Fe,I,4232.844,4.1544,-2.569,VALD3,,8.38,-4.3,-7.29,0.243,True,1,
Cr,I,4232.8528,3.0128,-1.654,VALD3,,8.3,-5.11,-7.61,0.295,True,3,
V,I,4232.9466,1.9496,0.06,VALD3,,8.22,-5.01,-7.69,0.516,True,3,
Cr,I,4232.9479,3.826,-1.621,VALD3,,7.9,-4.74,-7.49,0.059,True,3,
Ti,I,4233.0655,3.1129,-1.706,VALD3,,8.26,-4.4,-7.32,0.012,True,3,
Fe,II,4233.1621,2.5827,-1.9,VALD3,,8.56,-6.54,-7.877,0.812,True,1,
Cr,II,4233.248,3.8644,-2.02,VALD3,,8.37,-6.5,-7.834,0.208,True,3,
Cr,I,4233.5807,3.0133,-3.009,VALD3,,8.3,-5.11,-7.61,0.019,True,3,
Sc,I,4233.591,2.0012,-0.21,VALD3,,8.07,-4.84,-7.55,0.092,True,3,
Fe,I,4233.6021,2.4821,-0.604,VALD3,,8.18,-5.41,-7.252,0.949,True,1,
Cr,I,4233.6736,4.6129,-0.816,VALD3,,8.12,-5.61,-7.69,0.055,True,3,
Ti,I,4233.8552,3.1278,-1.469,VALD3,,8.2,-4.3,-7.3,0.019,False,3,
Co,I,4233.9972,0.0,-3.413,VALD3,,4.12,-6.28,-7.82,0.779,True,3,
V,I,4233.998,1.9452,0.03,VALD3,,8.22,-5.07,-7.69,0.504,True,3,
V,I,4234.0033,0.0401,-2.11,VALD3,,5.91,-6.09,-7.704,0.537,True,3,
Fe,I,4234.0333,3.5732,-1.675,VALD3,,8.1,-6.08,-7.79,0.735,True,1,
Fe,I,4234.0743,4.2605,-3.075,VALD3,,8.12,-5.33,-7.33,0.077,True,1,
Cr,I,4234.2132,3.668,-1.85,VALD3,,8.3,-4.49,-7.54,0.052,True,3,
V,II,4234.2562,1.6855,-1.921,VALD3,,8.38,-6.46,-7.86,0.221,True,3,
Fe,I,4234.3903,4.5844,-1.73,VALD3,,8.58,-4.76,-7.25,0.391,False,1,
V,I,4234.5216,0.0,-2.13,VALD3,,6.03,-6.13,-7.709,0.552,True,3,
V,II,4234.5467,3.759,-1.134,VALD3,,8.49,-6.47,-7.86,0.012,True,3,
Fe,I,4234.5491,3.5465,-2.711,VALD3,,8.21,-5.73,-7.72,0.466,True,1,
Ti,I,4234.6523,1.8792,-1.74,VALD3,,8.31,-5.97,-7.65,0.194,False,3,
Cr,I,4234.762,3.8392,-1.631,VALD3,,7.91,-4.73,-7.48,0.056,False,3,
Fe,I,4235.0941,4.4153,-2.932,VALD3,,8.21,-3.57,-7.14,0.074,True,1,
Mn,I,4235.1391,2.9197,-0.239,VALD3,,8.02,-5.76,-7.76,0.82,True,3,
Mn,I,4235.2839,2.8884,0.17,VALD3,,8.02,-5.87,-7.603,0.87,True,3,
Ni,I,4235.341,4.2357,-1.493,VALD3,,8.37,-5.0,-7.49,0.195,True,2,
Fe,I,4235.3856,3.3965,-1.676,VALD3,,8.34,-5.08,-7.54,0.769,True,1,
Ni,I,4235.5464,4.1536,-1.856,VALD3,,8.38,-4.81,-7.44,0.119,True,2,
Fe,I,4235.6331,2.5592,-4.046,VALD3,,7.69,-6.05,-7.82,0.365,True,1,
Y,II,4235.7282,0.1296,-1.5,VALD3,,7.36,-6.23,-7.84,0.653,True,3,
V,I,4235.7581,1.9422,-0.23,VALD3,,8.22,-5.0,-7.69,0.379,True,3,
Fe,I,4235.8149,4.1909,-2.525,VALD3,,8.37,-4.34,-7.31,0.245,True,1,
Fe,I,4235.8208,2.4041,-3.723,VALD3,,7.2,-6.21,-7.82,0.585,True,1,
Y,I,4235.9341,0.0658,-0.49,VALD3,,8.33,-5.98,-7.68,0.513,True,3,
Fe,I,4235.936,2.4254,-0.341,VALD3,,8.18,-5.41,-7.265,0.955,True,1,
Fe,I,4235.9628,3.332,-0.994,VALD3,,8.26,-5.45,-7.55,0.865,True,1,
Cr,I,4235.9982,3.01,-1.27,VALD3,,8.26,-5.07,-7.596,0.471,True,3,
Ni,I,4236.3654,4.1054,-1.355,VALD3,,8.31,-4.72,-7.49,0.296,True,2,
Cr,II,4236.3841,3.1038,-3.606,VALD3,,8.63,-6.56,-7.767,0.048,True,3,
V,I,4236.6163,0.3006,-3.0,VALD3,,6.37,-6.16,-7.664,0.071,True,3,
Ni,I,4236.6839,4.2661,-1.828,VALD3,,8.49,-4.61,-7.43,0.1,True,2,
Fe,I,4236.7651,3.6352,-2.542,VALD3,,8.27,-6.06,-7.77,0.494,True,1,
V,II,4236.8098,1.6873,-2.4,VALD3,,8.38,-6.56,-7.86,0.09,True,3,
Cr,I,4236.811,3.8171,-1.712,VALD3,,7.9,-4.73,-7.48,0.05,True,3,
Co,I,4237.0509,3.629,-1.649,VALD3,,8.02,-5.76,-7.54,0.03,True,3,
Fe,I,4237.0732,0.9582,-4.379,VALD3,,6.75,-6.15,-7.699,0.841,True,1,
Mn,I,4237.1055,4.7263,-0.715,VALD3,,7.88,-5.21,-7.69,0.105,True,3,
Ti,I,4237.1476,1.7393,-3.27,VALD3,,8.15,-5.5,-7.69,0.01,True,3,
Cr,I,4237.2593,3.0004,-3.306,VALD3,,6.64,-6.02,-7.79,0.01,True,3,
Co,I,4237.3413,2.28,-2.087,VALD3,,7.93,-6.15,-7.81,0.24,True,3,
Fe,I,4237.4225,4.4153,-2.466,VALD3,,8.29,-3.77,-7.22,0.181,True,1,
Ti,I,4237.5868,1.8732,-2.22,VALD3,,8.31,-5.89,-7.65,0.076,True,3,
Fe,I,4237.6701,3.0176,-2.37,VALD3,,7.91,-5.71,-7.624,0.734,True,1,
Fe,I,4237.7013,4.3013,-2.516,VALD3,,8.44,-5.45,-7.34,0.204,True,1,
Cr,I,4237.7017,3.0111,-1.49,VALD3,,8.26,-5.07,-7.596,0.37,True,3,
Ti,I,4237.769,2.3054,-0.495,VALD3,,8.09,-4.6,-7.55,0.538,True,3,
Sc,I,4237.8084,2.5094,0.128,VALD3,,8.1,-5.08,-7.46,0.058,True,3,
Ti,I,4237.8867,2.5057,0.102,VALD3,,8.16,-5.69,-7.65,0.656,True,3,
Fe,I,4238.0119,3.417,-2.864,VALD3,,8.19,-5.2,-7.54,0.463,True,1,
Fe,I,4238.0231,3.417,-0.665,VALD3,,8.36,-5.1,-7.54,0.883,True,1,
Sc,I,4238.053,2.0099,0.18,VALD3,,8.07,-4.84,-7.55,0.193,True,3,
Cr,I,4238.0642,3.9796,-1.309,VALD3,,8.25,-6.07,-7.75,0.081,True,3,
Fe,I,4238.2457,4.5844,-2.554,VALD3,,8.7,-4.04,-7.25,0.109,True,1,
Ti,I,4238.2658,2.408,-2.098,VALD3,,7.81,-5.32,-7.6,0.027,True,3,
Co,I,4238.4403,3.629,-1.549,VALD3,,8.03,-4.42,-7.51,0.037,False,3,
Fe,I,4238.5977,4.3865,-2.697,VALD3,,8.17,-4.17,-7.27,0.125,True,1,
Fe,I,4238.6115,3.6343,-2.766,VALD3,,8.04,-6.08,-7.79,0.401,True,1,
Cr,II,4238.7275,3.1054,-4.301,VALD3,,8.63,-6.56,-7.769,0.01,True,3,
Fe,I,4238.7298,4.4733,-2.983,VALD3,,8.89,-5.09,-7.77,0.057,True,1,
Fe,I,4238.7454,4.4153,-2.394,VALD3,,8.2,-3.95,-7.28,0.204,True,1,
Mn,II,4238.7913,1.8326,-3.588,VALD3,,8.49,-6.57,-7.89,0.292,True,3,
Fe,I,4238.8096,3.3965,-0.233,VALD3,,8.13,-4.89,-7.243,0.915,True,1,
Fe,I,4238.8128,4.2833,-3.387,VALD3,,8.42,-6.1,-7.3,0.037,True,1,
V,I,4238.9464,1.9422,-1.21,VALD3,,8.25,-5.59,-7.65,0.064,True,3,
Cr,I,4238.9491,3.0106,-0.74,VALD3,,8.36,-5.15,-7.62,0.651,True,3,
Fe,I,4239.0062,2.7586,-4.236,VALD3,,7.8,-6.08,-7.81,0.192,True,1,
Fe,I,4239.3613,3.6416,-1.52,VALD3,,7.67,-4.71,-7.133,0.745,False,1,
Sc,I,4239.552,2.0012,-0.59,VALD3,,8.07,-4.84,-7.55,0.041,True,3,
Ni,I,4239.6394,4.2357,-2.448,VALD3,,8.45,-4.89,-7.53,0.029,True,2,
Mn,I,4239.7199,2.9408,-0.68,VALD3,,8.02,-5.91,-7.594,0.748,True,3,
Fe,I,4239.732,2.9488,-1.528,VALD3,,7.41,-6.26,-7.82,0.863,True,1,
Co,I,4239.8186,2.28,-2.461,VALD3,,7.94,-6.14,-7.81,0.121,True,3,
Fe,I,4239.8348,0.9582,-4.927,VALD3,,6.13,-6.11,-7.81,0.741,True,1,
Ni,I,4239.8417,3.193,-3.932,VALD3,,7.98,-3.6,-7.51,0.012,True,2,
Fe,I,4239.8476,2.6924,-1.643,VALD3,,7.34,-6.23,-7.83,0.884,True,1,
Ni,I,4239.8533,3.193,-3.074,VALD3,,7.98,-3.6,-7.51,0.082,True,2,
Ni,I,4239.8658,3.193,-2.66,VALD3,,7.98,-3.6,-7.51,0.181,True,2,
Fe,I,4239.9422,3.0713,-2.187,VALD3,,8.09,-5.91,-7.77,0.753,True,1,
V,I,4240.0807,1.9452,-0.76,VALD3,,8.22,-5.0,-7.69,0.159,True,3,
Cr,I,4240.0922,3.0128,-3.042,VALD3,,8.26,-5.07,-7.6,0.018,True,3,
Fe,I,4240.1911,4.1034,-3.104,VALD3,,8.35,-4.51,-7.32,0.102,True,1,
Fe,I,4240.1993,4.1544,-3.155,VALD3,,8.39,-3.9,-7.29,0.083,True,1,
V,I,4240.3483,1.9496,-0.5,VALD3,,8.22,-5.07,-7.69,0.251,True,3,
Fe,I,4240.3704,3.5465,-1.266,VALD3,,8.18,-6.26,-7.66,0.799,True,1,
Ca,I,4240.4573,2.709,-1.051,VALD3,,7.45,-4.17,-7.03,0.739,True,2,
Fe,I,4240.6918,2.9904,-2.59,VALD3,,7.49,-6.01,-7.82,0.699,True,1,
Cr,I,4240.7071,2.9826,-1.022,VALD3,,6.56,-6.15,-7.79,0.581,True,3,
Fe,I,4240.7843,4.3714,-2.351,VALD3,,8.32,-4.16,-7.31,0.237,True,1,
Co,I,4240.801,3.0535,-2.67,VALD3,,7.92,-5.33,-7.213,0.012,True,3,
Fe,I,4240.8142,3.9433,-3.569,VALD3,,7.65,-4.92,-7.41,0.056,True,1,
Fe,I,4241.1143,2.8316,-2.51,VALD3,,8.47,-6.08,-7.671,0.75,False,1,
V,I,4241.3081,1.9553,-0.8,VALD3,,8.22,-5.01,-7.69,0.144,False,3,
Co,I,4241.5105,3.6321,-0.77,VALD3,,8.12,-5.76,-7.54,0.181,False,3,
Co,I,4241.8897,2.0802,-2.176,VALD3,,8.59,-5.98,-7.73,0.294,False,3,
V,I,4242.0486,1.8038,-1.14,VALD3,,8.16,-5.39,-7.72,0.102,True,3,
Co,I,4242.0888,1.049,-2.707,VALD3,,7.9,-6.18,-7.82,0.6,True,3,
Cr,II,4242.366,3.8707,-1.19,VALD3,,8.37,-6.5,-7.834,0.493,False,3,
Fe,I,4242.5952,2.7275,-2.648,VALD3,,7.3,-6.22,-7.84,0.749,True,1,
Fe,I,4242.6152,4.2089,-3.688,VALD3,,7.56,-4.64,-7.32,0.023,True,1,
Fe,I,4242.7025,4.1544,-2.776,VALD3,,8.38,-4.27,-7.3,0.171,True,1,
Fe,I,4242.7293,3.3009,-1.749,VALD3,,7.97,-6.03,-7.692,0.776,True,1,
Ti,I,4242.817,1.8732,-2.695,VALD3,,8.29,-5.6,-7.63,0.027,True,3,
Cr,I,4242.8267,3.0133,-1.36,VALD3,,8.36,-5.15,-7.62,0.428,True,3,
Ca,I,4243.2319,4.7353,-1.481,VALD3,,7.93,-2.56,-6.61,0.031,True,2,
V,I,4243.2784,1.9452,-1.96,VALD3,,8.25,-5.59,-7.65,0.012,True,3,
Fe,I,4243.3683,3.6398,-1.537,VALD3,,8.27,-6.06,-7.77,0.742,True,1,
