element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,vald_proximity_flag,blend_flag,priority,notes
V,I,3583.75176,1.0806,-2.523,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.75314,1.0806,-2.966,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.75803,1.0806,-2.966,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.75942,1.0806,-2.711,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
V,I,3583.76011,1.0806,-2.996,VALD3,,7.48,-6.06,-7.706,0.068,1.0,False,2,
CN,I,3583.87495,0.4039,-0.853,VALD3,,7.18,0.0,0.0,0.054,1.0,False,0,
Fe,I,3583.90142,3.8835,-1.248,VALD3,,7.72,-3.57,-7.14,0.767,1.0,False,1,
CN,I,3583.90489,0.4039,-0.87,VALD3,,7.18,0.0,0.0,0.052,1.0,False,0,
CN,I,3584.11022,0.4159,-0.853,VALD3,,7.18,0.0,0.0,0.053,1.0,False,0,
Fe,I,3584.15121,2.9398,-1.676,VALD3,,7.98,-4.3,-7.5,0.851,0.492551,False,1,
Fe,I,3584.1904,3.6537,-3.226,VALD3,,7.82,-4.89,-7.29,0.071,1.0,False,1,
Cr,I,3584.33678,3.1952,0.764,VALD3,,8.3,-5.04,-7.54,0.84,1.0,False,2,
Dy,II,3584.418,1.4631,0.265,VALD3,,0.0,0.0,0.0,0.09,1.0,False,0,
Y,II,3584.51441,0.1042,-0.887,VALD3,,8.46,-6.23,-7.76,0.896,1.0,False,2,
Y,II,3584.5159,0.1042,-1.586,VALD3,,8.46,-6.23,-7.76,0.896,1.0,False,2,
Y,II,3584.51615,0.1042,-0.632,VALD3,,8.46,-6.23,-7.76,0.896,1.0,False,2,
Ni,I,3584.59447,3.606,-1.259,VALD3,,7.48,-3.41,-7.1,0.491,1.0,False,1,
Fe,I,3584.65912,2.6924,-0.157,VALD3,,8.01,-6.08,-7.78,0.957,1.0,False,1,
Co,I,3584.7796,0.1744,-3.14,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Fe,I,3584.7858,2.8654,-0.823,VALD3,,8.31,-5.08,-7.54,0.922,1.0,False,1,
Co,I,3584.78628,0.1744,-3.281,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.79247,0.1744,-3.445,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.79811,0.1744,-3.643,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.80221,0.1744,-3.98,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.80318,0.1744,-3.898,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.80563,0.1744,-3.784,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.80764,0.1744,-4.286,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.80857,0.1744,-3.73,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.81098,0.1744,-3.752,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.81282,0.1744,-3.843,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.81406,0.1744,-4.031,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.81727,0.1744,-4.316,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.81924,0.1744,-4.286,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.82061,0.1744,-4.337,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.82143,0.1744,-4.462,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.82156,0.1744,-5.094,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Co,I,3584.82173,0.1744,-4.684,VALD3,,7.6,-6.21,-7.777,0.823,1.0,False,2,
Fe,I,3584.84345,3.2515,-3.592,VALD3,,8.35,-4.97,-7.5,0.075,1.0,False,1,
Fe,I,3584.92753,2.998,-3.92,VALD3,,7.91,-4.47,-7.48,0.063,1.0,False,1,
Fe,I,3584.95735,3.2671,0.068,VALD3,,8.04,-5.45,-7.71,0.94,1.0,False,1,
Gd,II,3584.961,0.1437,0.27,VALD3,,0.0,0.0,0.0,0.589,1.0,False,0,
Tb,II,3585.02872,0.3731,-2.121,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.03453,0.3732,-1.997,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.04223,0.3732,-2.119,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.0563,0.3731,-0.654,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Dy,II,3585.06,0.0,-0.41,VALD3,,0.0,0.0,0.0,0.382,1.0,False,0,
Tb,II,3585.06849,0.3732,-0.602,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.08348,0.3732,-0.54,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.09607,0.3732,-2.121,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.10166,0.3733,-0.473,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Tb,II,3585.11744,0.3732,-1.997,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Co,I,3585.14202,0.5136,-2.348,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14223,0.5136,-2.486,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14262,0.5136,-2.282,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Tb,II,3585.14291,0.3733,-2.119,VALD3,,0.0,0.0,0.0,0.059,1.0,False,0,
Co,I,3585.14331,0.5136,-2.766,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14397,0.5136,-2.275,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14597,0.5136,-2.34,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14622,0.5136,-3.787,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14803,0.5136,-3.088,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.1482,0.5136,-2.766,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.14851,0.5136,-2.544,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.1507,0.5136,-2.641,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.15202,0.5136,-2.486,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.15417,0.5136,-2.31,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.15671,0.5136,-2.348,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.15835,0.5136,-2.047,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.16225,0.5136,-2.282,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.16315,0.5136,-1.828,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.16845,0.5137,-1.641,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.16855,0.5136,-2.275,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.17553,0.5136,-2.34,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Co,I,3585.18309,0.5137,-2.544,VALD3,,7.9,-6.18,-7.69,0.938,1.0,False,2,
Fe,I,3585.1897,2.9488,-1.314,VALD3,,7.85,-6.12,-7.8,0.883,1.0,False,1,
Cr,II,3585.29411,2.7056,-0.88,VALD3,,8.36,-6.54,-7.797,0.906,1.0,False,2,
Fe,I,3585.31864,0.9582,-0.802,VALD3,,8.06,-6.06,-7.664,0.983,1.0,False,1,
Fe,I,3585.38834,3.9286,-2.915,VALD3,,7.66,-3.44,-7.12,0.079,1.0,False,1,
Cr,II,3585.50447,2.7058,-1.26,VALD3,,8.36,-6.54,-7.797,0.876,1.0,False,2,
Fe,I,3585.56876,3.8835,-0.759,VALD3,,7.92,-3.77,-7.22,0.837,1.0,False,1,
Fe,I,3585.70508,0.9146,-1.187,VALD3,,8.05,-6.06,-7.67,0.981,1.0,False,1,
Co,I,3585.76218,2.0802,-3.954,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.76368,2.0802,-3.526,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.76616,2.0802,-3.276,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.76952,2.0802,-3.1,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Dy,II,3585.776,0.928,0.279,VALD3,,0.0,0.0,0.0,0.262,1.0,False,0,
Co,I,3585.78127,2.0802,-3.1,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.78384,2.0802,-2.936,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.78737,2.0802,-2.928,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.79196,2.0802,-3.089,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.79896,2.0802,-3.401,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.80753,2.0802,-2.962,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.81716,2.0802,-2.679,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Co,I,3585.82796,2.0803,-2.463,VALD3,,7.36,-6.21,-7.82,0.174,1.0,False,2,
Ni,I,3585.90702,3.7057,-1.498,VALD3,,8.26,-5.0,-7.49,0.305,1.0,False,1,
Fe,I,3586.00439,3.9597,-0.026,VALD3,,8.26,-5.4,-7.42,0.891,1.0,False,1,
Fe,I,3586.00593,2.1759,-2.765,VALD3,,7.31,-6.22,-7.83,0.823,1.0,False,1,
Co,I,3586.03986,2.1366,-3.072,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.03987,2.1366,-3.335,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.04165,2.1367,-2.868,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.04351,2.1366,-3.268,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.04524,2.1367,-2.698,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.04714,2.1367,-3.072,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05059,2.1367,-2.552,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05079,2.1367,-3.967,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05255,2.1367,-2.967,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05768,2.1367,-2.423,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05804,2.1367,-3.812,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.05973,2.1367,-2.92,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.06645,2.1367,-2.307,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.06705,2.1367,-3.812,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.06865,2.1367,-2.926,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.07686,2.1367,-2.202,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.07779,2.1367,-3.909,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.07925,2.1367,-2.999,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.09021,2.1367,-4.113,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Co,I,3586.09149,2.1367,-3.21,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Fe,I,3586.10331,3.0173,-0.131,VALD3,,8.21,-5.73,-7.72,0.944,1.0,False,1,
Co,I,3586.10428,2.1367,-4.511,VALD3,,6.44,-6.32,-7.82,0.31,1.0,False,2,
Dy,II,3586.11,0.5382,-0.69,VALD3,,0.0,0.0,0.0,0.08,1.0,False,0,
Fe,I,3586.1126,3.2367,0.173,VALD3,,8.14,-6.06,-7.77,0.945,1.0,False,1,
Cr,I,3586.23543,3.1044,-1.178,VALD3,,7.6,-6.14,-7.8,0.177,1.0,False,2,
Ni,I,3586.24508,3.7398,-1.237,VALD3,,8.09,-4.04,-7.34,0.43,1.0,False,1,
Zr,I,3586.29,0.0,-0.43,VALD3,,0.0,0.0,0.0,0.15,1.0,False,3,
Fe,I,3586.3592,3.8816,-1.842,VALD3,,7.73,-3.65,-7.14,0.543,1.0,False,1,
Fe,I,3586.48941,3.0176,-3.612,VALD3,,8.21,-5.73,-7.72,0.118,1.0,False,1,
Fe,I,3586.51591,3.8835,-1.022,VALD3,,7.69,-3.95,-7.28,0.805,1.0,False,1,
Mn,I,3586.52307,2.1427,-2.544,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52324,2.1427,-2.465,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52412,2.1427,-2.59,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52557,2.1427,-1.766,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52573,2.1427,-2.942,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52682,2.1427,-1.796,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52698,2.1427,-1.59,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52912,2.1427,-1.523,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.52948,2.1427,-1.511,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.53198,2.1427,-1.549,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.53286,2.1427,-1.289,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.53559,2.1427,-1.725,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.53697,2.1427,-1.105,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.54183,2.1427,-0.947,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Mn,I,3586.54746,2.1427,-0.807,VALD3,,8.28,-5.61,-7.68,0.895,1.0,False,3,
Fe,I,3586.60045,1.6079,-4.561,VALD3,,8.78,-5.79,-7.67,0.277,1.0,False,1,
Fe,I,3586.7384,2.8083,-1.042,VALD3,,8.07,-4.96,-7.55,0.913,1.0,False,1,
Nd,II,3586.866,0.2046,-1.13,VALD3,,0.0,0.0,0.0,0.065,1.0,False,0,
Fe,I,3586.98434,0.9901,-0.796,VALD3,,8.07,-6.05,-7.66,0.982,1.0,False,1,
Co,I,3587.00773,2.28,-2.277,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.0078,2.28,-2.391,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.00817,2.28,-2.402,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01147,2.28,-2.578,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01213,2.28,-21.374,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01331,2.28,-2.596,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01524,2.28,-1.98,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01544,2.28,-2.402,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.01771,2.28,-2.277,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Co,I,3587.02074,2.28,-2.391,VALD3,,8.05,-6.13,-7.8,0.316,1.0,False,2,
Ti,II,3587.131,0.6072,-1.63,VALD3,,8.41,-6.39,-7.84,0.922,1.0,False,1,
Co,I,3587.16454,1.049,-0.964,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.16484,1.049,-1.145,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.16499,1.049,-0.933,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.16624,1.049,-0.997,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.16835,1.049,-1.196,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.17618,1.049,-1.451,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.17799,1.049,-3.104,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.18065,1.049,-1.861,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.18412,1.049,-1.144,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.18582,1.049,-1.196,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.18833,1.049,-0.738,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.1924,1.049,-0.997,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.1932,1.049,-0.446,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Fe,I,3587.19375,3.2112,-1.658,VALD3,,8.04,-4.94,-7.51,0.818,1.0,False,1,
Co,I,3587.19978,1.049,-0.933,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Co,I,3587.20791,1.049,-0.964,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Cr,I,3587.21203,3.1442,-1.262,VALD3,,8.31,-4.52,-7.54,0.139,1.0,False,2,
Co,I,3587.21669,1.049,-1.145,VALD3,,8.25,-6.07,-7.605,0.957,1.0,False,2,
Fe,I,3587.23881,2.8654,-0.872,VALD3,,8.07,-4.89,-7.55,0.919,1.0,False,1,
Ti,I,3587.30703,1.9807,-1.143,VALD3,,8.02,-4.63,-7.53,0.097,1.0,False,1,
Ni,I,3587.34552,3.6988,-0.865,VALD3,,8.36,-4.56,-7.5,0.646,1.0,False,1,
Fe,I,3587.42302,2.4242,-1.438,VALD3,,7.5,-6.14,-7.81,0.917,1.0,False,1,
Nd,II,3587.5,0.1823,-0.65,VALD3,,0.0,0.0,0.0,0.184,1.0,False,0,
Fe,I,3587.7521,2.8512,-0.47,VALD3,,8.35,-5.28,-7.54,0.939,1.0,False,1,
Fe,I,3587.75931,3.274,-3.387,VALD3,,8.37,-4.99,-7.5,0.113,1.0,False,1,
Ni,I,3587.92732,0.0254,-2.507,VALD3,,5.48,-6.28,-7.83,0.959,1.0,False,1,
Ni,I,3587.9322,0.0254,-2.921,VALD3,,5.48,-6.28,-7.83,0.942,1.0,False,1,
Ni,I,3587.93459,0.0254,-4.283,VALD3,,5.48,-6.28,-7.83,0.788,1.0,False,1,
Ni,I,3587.93689,0.0254,-3.779,VALD3,,5.48,-6.28,-7.83,0.878,1.0,False,1,
Ni,I,3587.94128,0.0254,-4.373,VALD3,,5.48,-6.28,-7.83,0.757,1.0,False,1,
Zr,II,3587.974,0.3189,-0.8,VALD3,,0.0,0.0,0.0,0.781,1.0,False,3,
CN,I,3588.08845,0.1082,-1.178,VALD3,,7.18,0.0,0.0,0.051,1.0,False,0,
V,II,3588.11424,2.3763,-1.961,VALD3,,8.24,-6.47,-7.87,0.184,1.0,False,2,
V,II,3588.13034,2.3763,-1.836,VALD3,,8.24,-6.47,-7.87,0.184,1.0,False,2,
V,II,3588.15105,2.3763,-1.739,VALD3,,8.24,-6.47,-7.87,0.184,1.0,False,2,
Nd,II,3588.243,0.3802,-0.8,VALD3,,0.0,0.0,0.0,0.091,1.0,False,0,
Zr,II,3588.314,0.4091,-1.13,VALD3,,0.0,0.0,0.0,0.598,0.693302,False,3,
CN,I,3588.31796,0.1184,-1.158,VALD3,,7.18,0.0,0.0,0.052,1.0,False,0,
Fe,I,3588.39859,3.9433,-3.079,VALD3,,8.83,-5.09,-7.81,0.052,1.0,False,1,
Fe,I,3588.52637,2.9398,-1.011,VALD3,,8.32,-5.22,-7.52,0.905,0.690353,False,1,
CN,I,3588.53526,0.1292,-1.139,VALD3,,7.18,0.0,0.0,0.053,1.0,False,0,
CN,I,3588.5645,0.1292,-1.158,VALD3,,7.18,0.0,0.0,0.051,1.0,False,0,
Fe,I,3588.60881,2.8325,-0.597,VALD3,,8.07,-4.94,-7.54,0.935,0.63742,False,1,
CN,I,3588.74022,0.1404,-1.121,VALD3,,7.18,0.0,0.0,0.054,1.0,False,0,
CN,I,3588.77075,0.1404,-1.139,VALD3,,7.18,0.0,0.0,0.052,1.0,False,0,
Zr,II,3588.806,0.9991,-1.81,VALD3,,0.0,0.0,0.0,0.068,1.0,False,3,
Fe,I,3588.91724,2.8755,-0.905,VALD3,,8.29,-5.34,-7.55,0.916,0.551352,False,1,
CN,I,3588.93296,0.1521,-1.103,VALD3,,7.18,0.0,0.0,0.055,1.0,False,0,
CN,I,3588.96478,0.1521,-1.121,VALD3,,7.18,0.0,0.0,0.053,1.0,False,0,
Ni,I,3588.98785,3.7057,-2.35,VALD3,,8.36,-4.89,-7.53,0.055,1.0,False,1,
Cr,I,3589.06902,3.4216,-0.892,VALD3,,8.2,-6.19,-7.74,0.17,1.0,False,2,
Fe,I,3589.10459,0.859,-2.115,VALD3,,8.01,-6.08,-7.679,0.968,1.0,False,1,
Ni,I,3589.10665,1.9354,-2.763,VALD3,,7.21,-6.24,-7.81,0.581,1.0,False,1,
CN,I,3589.14647,0.1642,-1.103,VALD3,,7.18,0.0,0.0,0.053,1.0,False,0,
Ru,I,3589.213,0.385,-0.06,VALD3,,0.0,0.0,0.0,0.233,1.0,False,0,
Fe,I,3589.35072,3.9286,-1.519,VALD3,,7.76,-3.65,-7.12,0.673,1.0,False,1,
Ca,I,3589.42264,2.5213,-1.866,VALD3,,6.53,-2.92,-6.75,0.391,1.0,False,1,
Fe,I,3589.45163,2.7275,-0.848,VALD3,,8.03,-6.16,-7.78,0.929,1.0,False,1,
Fe,I,3589.48334,3.274,-3.292,VALD3,,7.66,-4.53,-7.46,0.136,1.0,False,1,
Fe,I,3589.60346,2.9904,-1.901,VALD3,,8.1,-5.66,-7.7,0.818,1.0,False,1,
Sc,II,3589.61816,0.0084,-1.57,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.61912,0.0084,-1.841,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.6209,0.0084,-2.281,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.62368,0.0084,-1.586,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.62682,0.0084,-1.466,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.63073,0.0084,-1.582,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.63138,0.0084,-1.841,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.63665,0.0084,-1.386,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3589.64265,0.0084,-1.093,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
V,II,3589.73652,1.0713,-2.061,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.73661,1.0712,-1.621,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.73754,1.0712,-1.35,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.74738,1.0712,-1.366,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.75038,1.0713,-1.246,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.75423,1.0713,-1.362,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.76115,1.0713,-1.621,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.76808,1.0713,-1.166,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
V,II,3589.77587,1.0713,-0.873,VALD3,,8.3,-6.44,-7.86,0.909,1.0,False,2,
Fe,I,3589.96066,3.2112,-2.246,VALD3,,8.04,-4.38,-7.51,0.673,1.0,False,1,
Dy,II,3590.074,1.8468,0.595,VALD3,,0.0,0.0,0.0,0.082,1.0,False,0,
Fe,I,3590.0834,2.9488,-1.716,VALD3,,7.8,-6.09,-7.631,0.846,1.0,False,1,
Fe,I,3590.27744,3.0173,-2.611,VALD3,,8.18,-6.27,-7.74,0.59,1.0,False,1,
Cr,I,3590.31032,3.1676,-0.312,VALD3,,8.3,-4.95,-7.54,0.583,1.0,False,2,
Sc,II,3590.44066,0.022,-1.997,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.4436,0.022,-2.094,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.44493,0.022,-1.918,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.44884,0.022,-2.24,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.45071,0.022,-1.735,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.45204,0.022,-2.219,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.45635,0.022,-2.474,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.45877,0.022,-1.676,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.46064,0.022,-1.801,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Gd,II,3590.464,0.6002,-0.44,VALD3,,0.0,0.0,0.0,0.079,1.0,False,0,
Sc,II,3590.46607,0.022,-2.892,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.46906,0.022,-1.709,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.47148,0.022,-1.53,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.48154,0.0221,-1.892,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.48453,0.0221,-1.323,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Sc,II,3590.49972,0.0221,-1.152,VALD3,,8.38,-6.31,-7.83,0.941,1.0,False,3,
Fe,I,3590.5218,3.9597,-2.727,VALD3,,7.6,-3.78,-7.12,0.112,1.0,False,1,
Ni,I,3590.65167,3.7398,-0.882,VALD3,,8.12,-4.61,-7.43,0.619,1.0,False,1,
Dy,II,3590.657,1.5715,0.229,VALD3,,0.0,0.0,0.0,0.066,1.0,False,0,
