# linelist_alpha_cen_a.csv — alpha Cen A per-system VALD3 linelist (RYA-300)
# Generated: 2026-06-15  by scripts/intake_build_alpha_cen.py
# Stellar params: Teff=5792 K, logg=4.3, [Fe/H]=+0.20, vmic=1.1 km/s
#   (Heiter+2015 GBS Paper I / Jofre+2014 GBS Paper III)
# HFS splitting: ON (Codex permanent convention — all extractions, RYA-300)
# Detection threshold (central_depth): 0.05
# Extractions merged (all HFS-ON):
#   uv1     : vald_alpha_cen_a_uv1_raw.txt (RyanSchmitt.019551.gz), 1150-2000 A
#   uv2     : vald_alpha_cen_a_uv2_raw.txt (RyanSchmitt.019552.gz), 2000-3780 A
#   optical : vald_alpha_cen_a_optical_raw.txt (RyanSchmitt.019553.gz), 3780-6910 A
#   nir     : vald_alpha_cen_a_nir_raw.txt (RyanSchmitt.019554.gz), 6910-17000 A
# Wavelength convention: 'vacuum' for lambda < 2000 A (VALD delivers vacuum
#   below 2000 A despite the WL_air label), 'air' for lambda >= 2000 A.
#   NO vacuum->air conversion at build — done at the spectrum-matching boundary.
# Seam duplicates dropped at band endpoints: 102
# nist_grade empty pending NIST cross-validation; blend_flag=False everywhere.
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,loggf_source,nist_grade,damping_rad,damping_stark,damping_vdW,central_depth,blend_flag,priority,notes,extraction_source,wavelength_convention
CO,I,1697.02589,1.828,-1.784,VALD3,,8.05,0.0,0.0,0.237,False,0,,uv1_019551,vacuum
CO,I,1697.04087,1.828,-1.464,VALD3,,8.05,0.0,0.0,0.391,False,0,,uv1_019551,vacuum
CO,I,1697.1002,2.8723,-1.221,VALD3,,8.05,0.0,0.0,0.069,False,0,,uv1_019551,vacuum
CO,I,1697.16126,1.3997,-2.612,VALD3,,8.05,0.0,0.0,0.123,False,0,,uv1_019551,vacuum
CO,I,1697.18949,1.6814,-0.633,VALD3,,8.05,0.0,0.0,0.847,False,0,,uv1_019551,vacuum
Mn,II,1697.20879,3.7095,-0.693,VALD3,,8.67,-6.48,-7.87,0.119,False,0,,uv1_019551,vacuum
CO,I,1697.23097,1.9128,-1.692,VALD3,,8.05,0.0,0.0,0.234,False,0,,uv1_019551,vacuum
CO,I,1697.51533,1.3155,-2.706,VALD3,,8.05,0.0,0.0,0.124,False,0,,uv1_019551,vacuum
CO,I,1697.52542,1.3155,-2.385,VALD3,,8.05,0.0,0.0,0.23,False,0,,uv1_019551,vacuum
CO,I,1697.53521,1.5456,-0.691,VALD3,,8.05,0.0,0.0,0.874,False,0,,uv1_019551,vacuum
CO,I,1697.5453,1.5456,-0.378,VALD3,,8.05,0.0,0.0,0.928,False,0,,uv1_019551,vacuum
CO,I,1697.68017,1.8441,-1.771,VALD3,,8.05,0.0,0.0,0.234,False,0,,uv1_019551,vacuum
CO,I,1697.70582,1.8441,-1.452,VALD3,,8.05,0.0,0.0,0.387,False,0,,uv1_019551,vacuum
Fe,I,1697.73733,0.0516,-5.263,VALD3,,7.22,-4.13,-7.11,0.258,False,0,,uv1_019551,vacuum
CO,I,1697.74502,2.883,-1.204,VALD3,,8.05,0.0,0.0,0.069,False,0,,uv1_019551,vacuum
CO,I,1697.77932,1.4179,-2.601,VALD3,,8.05,0.0,0.0,0.123,False,0,,uv1_019551,vacuum
Ni,I,1697.90158,0.0,-2.383,VALD3,,8.66,-4.24,-7.09,0.949,False,0,,uv1_019551,vacuum
V,II,1697.91596,1.0963,-1.84,VALD3,,8.44,-6.41,-7.85,0.061,False,0,,uv1_019551,vacuum
Si,I,1697.94067,0.0277,-0.38,VALD3,,8.49,-3.76,-7.23,0.993,False,0,,uv1_019551,vacuum
CO,I,1697.94566,1.9311,-1.682,VALD3,,8.05,0.0,0.0,0.231,False,0,,uv1_019551,vacuum
CO,I,1698.12788,1.3315,-2.693,VALD3,,8.05,0.0,0.0,0.122,False,0,,uv1_019551,vacuum
CO,I,1698.13221,1.3315,-2.373,VALD3,,8.05,0.0,0.0,0.227,False,0,,uv1_019551,vacuum
Fe,II,1698.1363,0.3519,-2.317,VALD3,,8.67,-6.58,-7.792,0.989,False,0,,uv1_019551,vacuum
Ca,II,1698.18238,3.151,-1.773,VALD3,,8.32,-4.27,-7.16,0.518,False,0,,uv1_019551,vacuum
CO,I,1698.19594,1.7099,-0.626,VALD3,,8.05,0.0,0.0,0.839,False,0,,uv1_019551,vacuum
CO,I,1698.21959,2.5171,-1.741,VALD3,,8.05,0.0,0.0,0.052,False,0,,uv1_019551,vacuum
CO,I,1698.28534,2.5344,-1.749,VALD3,,8.05,0.0,0.0,0.052,False,0,,uv1_019551,vacuum
Fe,II,1698.3154,1.0405,-4.025,VALD3,,8.63,-6.5,-7.872,0.527,False,0,,uv1_019551,vacuum
CO,I,1698.36178,2.5197,-1.668,VALD3,,8.05,0.0,0.0,0.064,False,0,,uv1_019551,vacuum
CO,I,1698.38803,2.8941,-1.187,VALD3,,8.05,0.0,0.0,0.072,False,0,,uv1_019551,vacuum
CO,I,1698.39783,1.8606,-1.44,VALD3,,8.05,0.0,0.0,0.385,False,0,,uv1_019551,vacuum
CO,I,1698.40966,1.8606,-1.759,VALD3,,8.05,0.0,0.0,0.233,False,0,,uv1_019551,vacuum
CO,I,1698.42754,1.4365,-2.591,VALD3,,8.05,0.0,0.0,0.12,False,0,,uv1_019551,vacuum
Fe,II,1698.43882,1.6706,-1.801,VALD3,,8.51,-6.56,-7.802,0.941,False,0,,uv1_019551,vacuum
CO,I,1698.48697,2.5392,-1.714,VALD3,,8.05,0.0,0.0,0.054,False,0,,uv1_019551,vacuum
CO,I,1698.52649,2.5227,-1.606,VALD3,,8.05,0.0,0.0,0.071,False,0,,uv1_019551,vacuum
CO,I,1698.57381,1.5719,-0.683,VALD3,,8.05,0.0,0.0,0.868,False,0,,uv1_019551,vacuum
CO,I,1698.57554,1.5719,-0.371,VALD3,,8.05,0.0,0.0,0.924,False,0,,uv1_019551,vacuum
CO,I,1698.68057,1.9498,-1.672,VALD3,,8.05,0.0,0.0,0.225,False,0,,uv1_019551,vacuum
CO,I,1698.6999,2.5444,-1.636,VALD3,,8.05,0.0,0.0,0.062,False,0,,uv1_019551,vacuum
CO,I,1698.71433,2.5262,-1.552,VALD3,,8.05,0.0,0.0,0.077,False,0,,uv1_019551,vacuum
CO,I,1698.73712,1.3479,-2.68,VALD3,,8.05,0.0,0.0,0.12,False,0,,uv1_019551,vacuum
CO,I,1698.73972,1.3479,-2.361,VALD3,,8.05,0.0,0.0,0.224,False,0,,uv1_019551,vacuum
CO,I,1698.92472,2.5301,-1.504,VALD3,,8.05,0.0,0.0,0.087,False,0,,uv1_019551,vacuum
CO,I,1698.92789,2.55,-1.606,VALD3,,8.05,0.0,0.0,0.067,False,0,,uv1_019551,vacuum
Fe,I,1698.93782,0.0516,-4.14,VALD3,,7.23,-3.67,-7.32,0.799,False,0,,uv1_019551,vacuum
CO,I,1699.01189,1.4556,-2.581,VALD3,,8.05,0.0,0.0,0.116,False,0,,uv1_019551,vacuum
Fe,II,1699.02046,0.3865,-4.023,VALD3,,8.45,-6.52,-7.844,0.842,False,0,,uv1_019551,vacuum
CO,I,1699.09012,2.9056,-1.171,VALD3,,8.05,0.0,0.0,0.071,False,0,,uv1_019551,vacuum
Fe,I,1699.11336,0.0516,-6.031,VALD3,,7.3,-3.6,-7.33,0.055,False,0,,uv1_019551,vacuum
CO,I,1699.14988,1.8776,-1.747,VALD3,,8.05,0.0,0.0,0.228,False,0,,uv1_019551,vacuum
CO,I,1699.16027,2.5344,-1.506,VALD3,,8.05,0.0,0.0,0.084,False,0,,uv1_019551,vacuum
CO,I,1699.18828,2.5561,-1.624,VALD3,,8.05,0.0,0.0,0.062,False,0,,uv1_019551,vacuum
Fe,II,1699.19619,1.6953,-1.257,VALD3,,8.6,-6.56,-7.795,0.972,False,0,,uv1_019551,vacuum
CO,I,1699.21946,1.7388,-0.62,VALD3,,8.05,0.0,0.0,0.831,False,0,,uv1_019551,vacuum
Ni,II,1699.23563,1.2542,-3.486,VALD3,,8.61,-6.63,-7.92,0.3,False,0,,uv1_019551,vacuum
Fe,I,1699.2408,0.0516,-5.201,VALD3,,7.24,-4.26,-7.33,0.286,False,0,,uv1_019551,vacuum
Fe,I,1699.24851,0.0516,-5.608,VALD3,,7.31,-3.57,-7.32,0.136,False,0,,uv1_019551,vacuum
Au,I,1699.339,0.0,-1.0,VALD3,,0.0,0.0,0.0,0.148,False,0,,uv1_019551,vacuum
Fe,I,1699.34028,0.0516,-5.482,VALD3,,7.31,-4.29,-7.33,0.176,False,0,,uv1_019551,vacuum
CO,I,1699.38752,1.3647,-2.668,VALD3,,8.05,0.0,0.0,0.121,False,0,,uv1_019551,vacuum
CO,I,1699.38955,1.3647,-2.349,VALD3,,8.05,0.0,0.0,0.223,False,0,,uv1_019551,vacuum
CO,I,1699.39388,2.5392,-1.466,VALD3,,8.05,0.0,0.0,0.093,False,0,,uv1_019551,vacuum
Sn,II,1699.414,0.0,-0.5,VALD3,,0.0,0.0,0.0,0.755,False,0,,uv1_019551,vacuum
CO,I,1699.43518,1.969,-1.662,VALD3,,8.05,0.0,0.0,0.222,False,0,,uv1_019551,vacuum
CO,I,1699.49727,2.5626,-1.598,VALD3,,8.05,0.0,0.0,0.066,False,0,,uv1_019551,vacuum
Ni,I,1699.51706,0.0254,-3.635,VALD3,,8.4,-3.31,-6.99,0.592,False,0,,uv1_019551,vacuum
CO,I,1699.5432,1.5986,-0.364,VALD3,,8.05,0.0,0.0,0.92,False,0,,uv1_019551,vacuum
CO,I,1699.55706,1.5986,-0.676,VALD3,,8.05,0.0,0.0,0.862,False,0,,uv1_019551,vacuum
CO,I,1699.69659,2.5444,-1.43,VALD3,,8.05,0.0,0.0,0.097,False,0,,uv1_019551,vacuum
CO,I,1699.70843,2.5695,-1.573,VALD3,,8.05,0.0,0.0,0.067,False,0,,uv1_019551,vacuum
Si,I,1699.716,0.0277,-2.63,VALD3,,8.47,-4.27,-7.23,0.992,False,0,,uv1_019551,vacuum
CO,I,1699.72288,1.4751,-2.571,VALD3,,8.05,0.0,0.0,0.112,False,0,,uv1_019551,vacuum
CO,I,1699.90606,1.895,-1.418,VALD3,,8.05,0.0,0.0,0.376,False,0,,uv1_019551,vacuum
CO,I,1699.90953,1.895,-1.736,VALD3,,8.05,0.0,0.0,0.227,False,0,,uv1_019551,vacuum
CO,I,1700.01039,2.55,-1.351,VALD3,,8.05,0.0,0.0,0.115,False,0,,uv1_019551,vacuum
CO,I,1700.01357,1.8776,-1.429,VALD3,,8.05,0.0,0.0,0.38,False,0,,uv1_019551,vacuum
CO,I,1700.05316,2.5768,-1.504,VALD3,,8.05,0.0,0.0,0.077,False,0,,uv1_019551,vacuum
CO,I,1700.05576,1.382,-2.656,VALD3,,8.05,0.0,0.0,0.118,False,0,,uv1_019551,vacuum
CO,I,1700.05663,1.382,-2.338,VALD3,,8.05,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
Fe,I,1700.24891,0.1101,-3.409,VALD3,,7.4,-3.86,-7.16,0.935,False,0,,uv1_019551,vacuum
CO,I,1700.28238,1.7681,-0.613,VALD3,,8.05,0.0,0.0,0.822,False,0,,uv1_019551,vacuum
Mn,II,1700.33548,1.1745,-2.932,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.3355,1.1745,-2.835,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.33717,1.1745,-2.568,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.33721,1.1745,-2.67,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.33724,1.1745,-3.379,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
CO,I,1700.33963,2.5561,-1.32,VALD3,,8.05,0.0,0.0,0.122,False,0,,uv1_019551,vacuum
CO,I,1700.33963,2.5561,-1.668,VALD3,,8.05,0.0,0.0,0.059,False,0,,uv1_019551,vacuum
Mn,II,1700.33998,1.1745,-2.316,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34005,1.1745,-2.584,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.3401,1.1745,-3.346,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34393,1.1745,-2.116,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34403,1.1745,-2.594,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.3441,1.1745,-3.492,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34898,1.1745,-1.948,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34913,1.1745,-2.76,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
Mn,II,1700.34923,1.1745,-3.857,VALD3,,8.71,-6.46,-7.87,0.906,False,0,,uv1_019551,vacuum
CO,I,1700.359,1.4951,-2.562,VALD3,,8.05,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
CO,I,1700.40757,2.5846,-1.481,VALD3,,8.05,0.0,0.0,0.081,False,0,,uv1_019551,vacuum
Si,I,1700.419,0.0277,-1.17,VALD3,,8.49,-3.53,-7.22,0.993,False,0,,uv1_019551,vacuum
V,II,1700.4787,1.128,-1.759,VALD3,,8.44,-6.41,-7.85,0.067,False,0,,uv1_019551,vacuum
Co,II,1700.49741,1.4446,-2.487,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.49798,1.4446,-2.658,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.49855,1.4446,-2.865,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.49911,1.4446,-3.136,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.49966,1.4446,-3.554,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50085,1.4446,-3.227,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50089,1.4446,-3.044,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50093,1.4446,-3.011,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50096,1.4446,-3.07,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50098,1.4446,-3.253,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50178,1.4446,-3.332,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50229,1.4446,-3.429,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50278,1.4446,-3.575,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50327,1.4446,-3.809,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
Co,II,1700.50376,1.4446,-4.227,VALD3,,8.65,-6.61,-7.89,0.176,False,0,,uv1_019551,vacuum
CO,I,1700.59062,1.6258,-0.356,VALD3,,8.05,0.0,0.0,0.917,False,0,,uv1_019551,vacuum
CO,I,1700.59437,1.6258,-0.668,VALD3,,8.05,0.0,0.0,0.856,False,0,,uv1_019551,vacuum
CO,I,1700.60565,1.3997,-2.645,VALD3,,8.05,0.0,0.0,0.116,False,0,,uv1_019551,vacuum
Mn,II,1700.63204,1.8094,-3.818,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63204,1.8094,-4.711,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63306,1.8094,-4.536,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63308,1.8094,-4.026,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63308,1.8094,-4.711,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63386,1.8094,-4.514,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.6339,1.8094,-4.263,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63392,1.8094,-4.536,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63447,1.8094,-4.59,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63451,1.8094,-4.532,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63454,1.8094,-4.514,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.6349,1.8094,-4.799,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63493,1.8094,-4.808,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63497,1.8094,-4.59,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.63517,1.8094,-4.896,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Mn,II,1700.6352,1.8094,-4.799,VALD3,,8.54,-6.61,-7.87,0.051,False,0,,uv1_019551,vacuum
Si,I,1700.636,0.0,-1.4,VALD3,,8.12,-3.92,-7.24,0.993,False,0,,uv1_019551,vacuum
Ni,II,1700.64643,1.1568,-3.069,VALD3,,8.65,-6.63,-7.92,0.568,False,0,,uv1_019551,vacuum
Fe,II,1700.65632,0.107,-4.601,VALD3,,8.46,-6.54,-7.901,0.767,False,0,,uv1_019551,vacuum
CO,I,1700.68548,1.9128,-1.407,VALD3,,8.05,0.0,0.0,0.37,False,0,,uv1_019551,vacuum
CO,I,1700.68808,1.9128,-1.724,VALD3,,8.05,0.0,0.0,0.222,False,0,,uv1_019551,vacuum
Fe,I,1700.69783,0.0873,-3.576,VALD3,,8.15,-3.43,-7.17,0.917,False,0,,uv1_019551,vacuum
Fe,I,1700.70092,0.1101,-4.209,VALD3,,7.39,-3.76,-7.26,0.748,False,0,,uv1_019551,vacuum
CO,I,1700.7011,2.5626,-1.636,VALD3,,8.05,0.0,0.0,0.059,False,0,,uv1_019551,vacuum
CO,I,1700.7011,2.5626,-1.337,VALD3,,8.05,0.0,0.0,0.113,False,0,,uv1_019551,vacuum
Fe,I,1700.77801,0.0873,-3.954,VALD3,,8.61,-5.23,-7.49,0.84,False,0,,uv1_019551,vacuum
CO,I,1700.78267,2.5928,-1.46,VALD3,,8.05,0.0,0.0,0.08,False,0,,uv1_019551,vacuum
CO,I,1700.8411,1.3997,-2.662,VALD3,,8.05,0.0,0.0,0.113,False,0,,uv1_019551,vacuum
CO,I,1700.84255,1.3997,-2.596,VALD3,,8.05,0.0,0.0,0.13,False,0,,uv1_019551,vacuum
Fe,I,1700.90665,0.1101,-5.393,VALD3,,7.27,-4.16,-7.32,0.184,False,0,,uv1_019551,vacuum
CO,I,1701.06562,1.5155,-2.552,VALD3,,8.05,0.0,0.0,0.107,False,0,,uv1_019551,vacuum
Mn,II,1701.09137,3.8038,-0.968,VALD3,,8.6,-6.58,-7.87,0.058,False,0,,uv1_019551,vacuum
CO,I,1701.11105,2.5695,-1.652,VALD3,,8.05,0.0,0.0,0.057,False,0,,uv1_019551,vacuum
CO,I,1701.11105,2.5695,-1.31,VALD3,,8.05,0.0,0.0,0.119,False,0,,uv1_019551,vacuum
CO,I,1701.17818,2.6015,-1.44,VALD3,,8.05,0.0,0.0,0.083,False,0,,uv1_019551,vacuum
CO,I,1701.35676,1.7978,-0.607,VALD3,,8.05,0.0,0.0,0.814,False,0,,uv1_019551,vacuum
CO,I,1701.39555,1.4179,-2.902,VALD3,,8.05,0.0,0.0,0.065,False,0,,uv1_019551,vacuum
CO,I,1701.397,1.4179,-2.316,VALD3,,8.05,0.0,0.0,0.212,False,0,,uv1_019551,vacuum
CO,I,1701.42305,2.5768,-1.284,VALD3,,8.05,0.0,0.0,0.124,False,0,,uv1_019551,vacuum
CO,I,1701.42305,2.5768,-1.624,VALD3,,8.05,0.0,0.0,0.061,False,0,,uv1_019551,vacuum
CO,I,1701.48414,1.9311,-1.396,VALD3,,8.05,0.0,0.0,0.366,False,0,,uv1_019551,vacuum
CO,I,1701.48616,1.9311,-1.713,VALD3,,8.05,0.0,0.0,0.219,False,0,,uv1_019551,vacuum
CO,I,1701.60053,2.6105,-1.421,VALD3,,8.05,0.0,0.0,0.085,False,0,,uv1_019551,vacuum
CO,I,1701.64714,1.6534,-0.349,VALD3,,8.05,0.0,0.0,0.912,False,0,,uv1_019551,vacuum
CO,I,1701.6512,1.6534,-0.661,VALD3,,8.05,0.0,0.0,0.848,False,0,,uv1_019551,vacuum
Fe,II,1701.71875,1.6706,-2.247,VALD3,,8.51,-6.56,-7.803,0.884,False,0,,uv1_019551,vacuum
CO,I,1701.7317,1.5363,-2.543,VALD3,,8.05,0.0,0.0,0.103,False,0,,uv1_019551,vacuum
CO,I,1701.86927,2.5846,-1.26,VALD3,,8.05,0.0,0.0,0.129,False,0,,uv1_019551,vacuum
CO,I,1701.86927,2.5846,-1.598,VALD3,,8.05,0.0,0.0,0.064,False,0,,uv1_019551,vacuum
Fe,I,1701.90669,0.0,-2.476,VALD3,,7.5,-3.98,-7.32,0.987,False,0,,uv1_019551,vacuum
Fe,II,1701.94023,1.6953,-1.219,VALD3,,8.62,-6.56,-7.795,0.973,False,0,,uv1_019551,vacuum
Fe,II,1702.04521,0.2322,-0.275,VALD3,,8.6,-6.64,-7.808,0.993,False,0,,uv1_019551,vacuum
CO,I,1702.04741,2.62,-1.402,VALD3,,8.05,0.0,0.0,0.087,False,0,,uv1_019551,vacuum
CO,I,1702.12071,1.4365,-2.622,VALD3,,8.05,0.0,0.0,0.111,False,0,,uv1_019551,vacuum
CO,I,1702.12534,1.4365,-2.305,VALD3,,8.05,0.0,0.0,0.207,False,0,,uv1_019551,vacuum
CO,I,1702.20531,1.6814,-1.944,VALD3,,8.05,0.0,0.0,0.24,False,0,,uv1_019551,vacuum
CO,I,1702.30296,1.9498,-1.386,VALD3,,8.05,0.0,0.0,0.359,False,0,,uv1_019551,vacuum
CO,I,1702.30615,1.9498,-1.703,VALD3,,8.05,0.0,0.0,0.213,False,0,,uv1_019551,vacuum
CO,I,1702.32498,2.5928,-1.191,VALD3,,8.05,0.0,0.0,0.142,False,0,,uv1_019551,vacuum
CO,I,1702.32498,2.5928,-1.527,VALD3,,8.05,0.0,0.0,0.069,False,0,,uv1_019551,vacuum
CO,I,1702.5154,2.63,-1.384,VALD3,,8.05,0.0,0.0,0.088,False,0,,uv1_019551,vacuum
CO,I,1702.51801,1.5576,-2.534,VALD3,,8.05,0.0,0.0,0.101,False,0,,uv1_019551,vacuum
Fe,I,1702.7131,0.0,-2.324,VALD3,,7.68,-4.39,-7.23,0.989,False,0,,uv1_019551,vacuum
CO,I,1702.72673,1.6814,-0.654,VALD3,,8.05,0.0,0.0,0.841,False,0,,uv1_019551,vacuum
Fe,II,1702.737,2.5438,-3.08,VALD3,,9.13,-6.36,-7.79,0.182,False,0,,uv1_019551,vacuum
CO,I,1702.75978,1.6814,-0.353,VALD3,,8.05,0.0,0.0,0.906,False,0,,uv1_019551,vacuum
CO,I,1702.80153,2.6015,-1.17,VALD3,,8.05,0.0,0.0,0.145,False,0,,uv1_019551,vacuum
CO,I,1702.80153,2.6015,-1.504,VALD3,,8.05,0.0,0.0,0.072,False,0,,uv1_019551,vacuum
Fe,II,1702.80327,0.3013,-3.137,VALD3,,8.47,-6.63,-7.811,0.97,False,0,,uv1_019551,vacuum
Fe,II,1702.80852,2.5438,-2.9,VALD3,,8.71,-6.57,-7.798,0.245,False,0,,uv1_019551,vacuum
Fe,I,1702.85297,0.1213,-2.595,VALD3,,7.4,-3.86,-7.16,0.981,False,0,,uv1_019551,vacuum
CO,I,1702.86243,1.4556,-2.295,VALD3,,8.05,0.0,0.0,0.204,False,0,,uv1_019551,vacuum
Si,I,1702.869,0.0096,-1.61,VALD3,,8.12,-3.92,-7.24,0.993,False,0,,uv1_019551,vacuum
CO,I,1702.87577,1.4556,-2.612,VALD3,,8.05,0.0,0.0,0.11,False,0,,uv1_019551,vacuum
CO,I,1703.01178,2.6403,-1.367,VALD3,,8.05,0.0,0.0,0.09,False,0,,uv1_019551,vacuum
Fe,I,1703.02512,0.0,-3.392,VALD3,,7.4,-4.16,-7.33,0.951,False,0,,uv1_019551,vacuum
Fe,II,1703.08379,0.9863,-5.086,VALD3,,8.52,-6.5,-7.9,0.114,False,0,,uv1_019551,vacuum
CO,I,1703.14404,1.969,-1.376,VALD3,,8.05,0.0,0.0,0.353,False,0,,uv1_019551,vacuum
CO,I,1703.14665,1.969,-1.692,VALD3,,8.05,0.0,0.0,0.21,False,0,,uv1_019551,vacuum
Fe,I,1703.14743,0.0873,-3.113,VALD3,,7.59,-4.1,-7.19,0.963,False,0,,uv1_019551,vacuum
Fe,I,1703.15251,0.0,-3.324,VALD3,,7.53,-4.09,-7.33,0.956,False,0,,uv1_019551,vacuum
Ni,I,1703.17319,0.0,-4.003,VALD3,,6.88,-3.28,-7.13,0.412,False,0,,uv1_019551,vacuum
Fe,I,1703.25117,0.0,-4.148,VALD3,,7.23,-3.86,-7.32,0.816,False,0,,uv1_019551,vacuum
CO,I,1703.2798,1.5793,-2.525,VALD3,,8.05,0.0,0.0,0.096,False,0,,uv1_019551,vacuum
CO,I,1703.29837,2.6105,-1.149,VALD3,,8.05,0.0,0.0,0.148,False,0,,uv1_019551,vacuum
CO,I,1703.29837,2.6105,-1.481,VALD3,,8.05,0.0,0.0,0.074,False,0,,uv1_019551,vacuum
Fe,I,1703.36327,0.0,-5.275,VALD3,,7.18,-4.15,-7.33,0.282,False,0,,uv1_019551,vacuum
Ni,II,1703.41,0.0,-1.44,VALD3,,8.86,-6.66,-7.9,0.992,False,0,,uv1_019551,vacuum
Fe,I,1703.43494,0.0,-4.685,VALD3,,7.37,-4.16,-7.33,0.59,False,0,,uv1_019551,vacuum
CO,I,1703.52818,2.6511,-1.351,VALD3,,8.05,0.0,0.0,0.09,False,0,,uv1_019551,vacuum
CO,I,1703.55894,1.4751,-2.285,VALD3,,8.05,0.0,0.0,0.199,False,0,,uv1_019551,vacuum
CO,I,1703.56677,1.4751,-2.601,VALD3,,8.05,0.0,0.0,0.107,False,0,,uv1_019551,vacuum
Fe,II,1703.73549,1.6706,-2.005,VALD3,,8.52,-6.56,-7.803,0.919,False,0,,uv1_019551,vacuum
CO,I,1703.81378,1.7099,-0.335,VALD3,,8.05,0.0,0.0,0.903,False,0,,uv1_019551,vacuum
CO,I,1703.8222,2.62,-1.129,VALD3,,8.05,0.0,0.0,0.151,False,0,,uv1_019551,vacuum
CO,I,1703.8222,2.62,-1.46,VALD3,,8.05,0.0,0.0,0.075,False,0,,uv1_019551,vacuum
Ni,I,1703.82592,0.0254,-1.884,VALD3,,8.66,-4.24,-7.09,0.975,False,0,,uv1_019551,vacuum
CO,I,1703.82685,1.7099,-0.647,VALD3,,8.05,0.0,0.0,0.833,False,0,,uv1_019551,vacuum
