line_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew
gf_070762,26,2,Fe II,5370.19,12.972,1,-1.571,K13,,synth(GES),single_source,-1.571,,,True,False,False,
gf_070763,26,2,Fe II,5370.207,10.73,1,-3.611,K13,,synth(GES),single_source,-3.611,,,True,False,False,
gf_070764,26,2,Fe II,5370.279,10.448,1,-0.566,RU,,synth(GES),single_source,-0.566,,,True,False,False,
gf_070765,26,2,Fe II,5370.318,10.503,1,-0.775,RU,,synth(GES),single_source,-0.775,,,True,False,False,
gf_070766,26,2,Fe II,5370.347,13.148,1,0.171,K13,,synth(GES),single_source,0.171,,,True,False,False,
gf_070767,26,2,Fe II,5370.435,10.455,1,-0.773,RU,,synth(GES),single_source,-0.773,,,True,False,False,
gf_070768,26,2,Fe II,5370.585,13.187,1,-6.144,K13,,synth(GES),single_source,-6.144,,,True,False,False,
gf_070769,26,2,Fe II,5370.609,12.946,1,-2.63,K13,,synth(GES),single_source,-2.63,,,True,False,False,
gf_070770,26,2,Fe II,5370.793,10.381,1,-8.317,K13,,synth(GES),single_source,-8.317,,,True,False,False,
gf_070771,26,2,Fe II,5371.021,12.858,1,-6.416,K13,,synth(GES),single_source,-6.416,,,True,False,False,
gf_070772,26,2,Fe II,5371.224,10.731,1,-3.772,K13,,synth(GES),single_source,-3.772,,,True,False,False,
gf_070773,26,2,Fe II,5371.23,11.885,1,-2.933,K13,,synth(GES),single_source,-2.933,,,True,False,False,
gf_070774,26,2,Fe II,5371.273,10.545,1,-0.696,RU,,synth(GES),single_source,-0.696,,,True,False,False,
gf_070775,26,2,Fe II,5371.336,10.714,1,-4.548,RU,,synth(GES),single_source,-4.548,,,True,False,False,
gf_070776,26,2,Fe II,5371.439,10.758,1,-4.283,RU,,synth(GES),single_source,-4.283,,,True,False,False,
gf_070777,26,2,Fe II,5374.61,8.145,1,-2.801,RU,,synth(GES),single_source,-2.801,,,True,False,False,
gf_070778,26,2,Fe II,5375.832,10.545,1,-0.701,RU,,synth(GES),single_source,-0.701,,,True,False,False,
gf_070779,26,2,Fe II,5375.848,10.452,1,-0.327,RU,,synth(GES),single_source,-0.327,,,True,False,False,
gf_070780,26,2,Fe II,5375.876,8.175,1,-3.425,RU,,synth(GES),single_source,-3.425,,,True,False,False,
gf_070781,26,2,Fe II,5376.135,12.934,1,0.109,K13,,synth(GES),single_source,0.109,,,True,False,False,
gf_070782,26,2,Fe II,5376.466,0.3865,1,-7.901,VALD3,,regions(VALD3),agreed,-7.901,-7.901,-7.901,True,True,True,0.0
gf_070783,26,2,Fe II,5377.557,12.946,1,-2.351,K13,,synth(GES),single_source,-2.351,,,True,False,False,
gf_070784,26,2,Fe II,5377.624,13.148,1,-1.982,K13,,synth(GES),single_source,-1.982,,,True,False,False,
gf_070785,26,2,Fe II,5377.679,12.999,1,-2.614,K13,,synth(GES),single_source,-2.614,,,True,False,False,
gf_070786,26,2,Fe II,5377.723,12.989,1,-0.174,K13,,synth(GES),single_source,-0.174,,,True,False,False,
gf_070787,26,2,Fe II,5378.074,11.93,1,-6.186,K13,,synth(GES),single_source,-6.186,,,True,False,False,
gf_070788,26,2,Fe II,5378.131,13.573,1,-8.056,K13,,synth(GES),single_source,-8.056,,,True,False,False,
gf_070789,26,2,Fe II,5378.148,11.902,1,-8.045,K13,,synth(GES),single_source,-8.045,,,True,False,False,
gf_070790,26,2,Fe II,5378.243,9.13,1,-2.982,RU,,synth(GES),single_source,-2.982,,,True,False,False,
gf_070791,26,2,Fe II,5378.428,11.164,1,-5.724,RU,,synth(GES),single_source,-5.724,,,True,False,False,
gf_070792,26,2,Fe II,5378.47,13.003,1,-2.248,K13,,synth(GES),single_source,-2.248,,,True,False,False,
gf_070793,26,2,Fe II,5378.546,10.937,1,-5.671,RU,,synth(GES),single_source,-5.671,,,True,False,False,
gf_070794,26,2,Fe II,5378.882,12.859,1,-4.522,K13,,synth(GES),single_source,-4.522,,,True,False,False,
gf_070795,26,2,Fe II,5379.03,10.452,1,-2.765,RU,,synth(GES),single_source,-2.765,,,True,False,False,
gf_070796,26,2,Fe II,5379.24,11.387,1,-4.677,K13,,synth(GES),single_source,-4.677,,,True,False,False,
gf_070797,26,2,Fe II,5379.245,10.448,1,-0.988,RU,,synth(GES),single_source,-0.988,,,True,False,False,
gf_070798,26,2,Fe II,5379.4,12.866,1,-3.121,K13,,synth(GES),single_source,-3.121,,,True,False,False,
gf_070799,26,2,Fe II,5379.514,10.73,1,-2.874,RU,,synth(GES),single_source,-2.874,,,True,False,False,
gf_070800,26,2,Fe II,5379.516,13.027,1,-3.722,K13,,synth(GES),single_source,-3.722,,,True,False,False,
gf_070801,26,2,Fe II,5379.547,12.866,1,-1.843,K13,,synth(GES),single_source,-1.843,,,True,False,False,
gf_070802,26,2,Fe II,5379.618,10.596,1,-4.977,RU,,synth(GES),single_source,-4.977,,,True,False,False,
gf_070803,26,2,Fe II,5379.747,10.723,1,-3.941,K13,,synth(GES),single_source,-3.941,,,True,False,False,
gf_070804,26,2,Fe II,5379.788,13.002,1,-2.442,K13,,synth(GES),single_source,-2.442,,,True,False,False,
gf_070805,26,2,Fe II,5379.797,12.973,1,-3.539,K13,,synth(GES),single_source,-3.539,,,True,False,False,
gf_070806,26,2,Fe II,5380.15,11.291,1,-3.887,K13,,synth(GES),single_source,-3.887,,,True,False,False,
gf_070807,26,2,Fe II,5380.16,13.573,1,-7.912,K13,,synth(GES),single_source,-7.912,,,True,False,False,
gf_070808,26,2,Fe II,5380.291,13.148,1,-0.581,K13,,synth(GES),single_source,-0.581,,,True,False,False,
gf_070809,26,2,Fe II,5380.424,12.973,1,-4.006,K13,,synth(GES),single_source,-4.006,,,True,False,False,
gf_070810,26,2,Fe II,5380.5001,12.866,2,-1.0367,K13,,synth(GES),single_source,-1.0367,,,True,False,False,
gf_070811,26,2,Fe II,5380.535,10.731,1,-4.568,K13,,synth(GES),single_source,-4.568,,,True,False,False,
gf_070812,26,2,Fe II,5380.894,9.13,1,-2.296,RU,,synth(GES),single_source,-2.296,,,True,False,False,
gf_070813,26,2,Fe II,5381.151,13.003,1,-2.358,K13,,synth(GES),single_source,-2.358,,,True,False,False,
gf_070814,26,2,Fe II,5381.311,13.002,1,-3.486,K13,,synth(GES),single_source,-3.486,,,True,False,False,
gf_070815,26,2,Fe II,5381.386,13.148,1,-1.78,K13,,synth(GES),single_source,-1.78,,,True,False,False,
gf_070816,26,2,Fe II,5382.397,5.911,1,-3.496,RU,,synth(GES),single_source,-3.496,,-3.496,True,False,True,
gf_070817,26,2,Fe II,5382.504,5.956,1,-3.587,RU,,synth(GES),single_source,-3.587,,-3.587,True,False,True,
gf_070818,26,2,Fe II,5384.903,4.837,1,-5.484,RU,,synth(GES),single_source,-5.484,,,True,False,False,
gf_070819,26,2,Fe II,5386.009,10.52,1,-1.167,RU,,synth(GES),single_source,-1.167,,,True,False,False,
gf_070820,26,2,Fe II,5386.374,10.455,1,-1.761,RU,,synth(GES),single_source,-1.761,,,True,False,False,
gf_070821,26,2,Fe II,5386.385,8.259,1,-2.799,RU,,synth(GES),single_source,-2.799,,,True,False,False,
gf_070822,26,2,Fe II,5386.418,10.596,1,-1.803,RU,,synth(GES),single_source,-1.803,,,True,False,False,
gf_070823,26,2,Fe II,5387.063,10.522,1,0.499,RU,,synth(GES),single_source,0.499,,0.499,True,False,True,
gf_070824,26,2,Fe II,5387.355,10.522,1,-1.679,RU,,synth(GES),single_source,-1.679,,,True,False,False,
gf_070825,26,2,Fe II,5387.912,13.092,1,-3.548,K13,,synth(GES),single_source,-3.548,,,True,False,False,
gf_070826,26,2,Fe II,5388.026,10.452,1,-0.694,RU,,synth(GES),single_source,-0.694,,,True,False,False,
gf_070827,26,2,Fe II,5388.03,11.27,1,-8.094,K13,,synth(GES),single_source,-8.094,,,True,False,False,
gf_070828,26,2,Fe II,5388.093,11.017,1,-4.956,K13,,synth(GES),single_source,-4.956,,,True,False,False,
gf_070829,26,2,Fe II,5388.139,11.27,1,-5.641,RU,,synth(GES),single_source,-5.641,,,True,False,False,
gf_070830,26,2,Fe II,5388.19,12.947,1,-3.9,K13,,synth(GES),single_source,-3.9,,,True,False,False,
gf_070831,26,2,Fe II,5388.257,13.506,1,-3.236,K13,,synth(GES),single_source,-3.236,,,True,False,False,
gf_070832,26,2,Fe II,5388.297,12.982,1,-2.218,K13,,synth(GES),single_source,-2.218,,,True,False,False,
gf_070833,26,2,Fe II,5388.365,11.289,1,-5.708,K13,,synth(GES),single_source,-5.708,,,True,False,False,
gf_070834,26,2,Fe II,5388.524,12.866,1,-3.433,K13,,synth(GES),single_source,-3.433,,,True,False,False,
gf_070835,26,2,Fe II,5388.532,7.604,1,-3.068,RU,,synth(GES),single_source,-3.068,,,True,False,False,
gf_070836,26,2,Fe II,5388.579,12.982,1,-3.048,K13,,synth(GES),single_source,-3.048,,,True,False,False,
gf_070837,26,2,Fe II,5388.722,4.818,1,-5.385,RU,,synth(GES),single_source,-5.385,,,True,False,False,
gf_070838,26,2,Fe II,5388.877,11.409,1,-5.931,K13,,synth(GES),single_source,-5.931,,,True,False,False,
gf_070839,26,2,Fe II,5388.881,12.388,1,-5.881,K13,,synth(GES),single_source,-5.881,,,True,False,False,
gf_070840,26,2,Fe II,5388.958,13.002,1,-2.744,K13,,synth(GES),single_source,-2.744,,,True,False,False,
gf_070841,26,2,Fe II,5388.985,11.74,1,-5.233,K13,,synth(GES),single_source,-5.233,,,True,False,False,
gf_070842,26,2,Fe II,5389.031,10.6,1,-1.3,RU,,synth(GES),single_source,-1.3,,,True,False,False,
gf_070843,26,2,Fe II,5389.042,11.27,1,-9.137,K13,,synth(GES),single_source,-9.137,,,True,False,False,
gf_070844,26,2,Fe II,5389.054,7.139,1,-4.689,RU,,synth(GES),single_source,-4.689,,,True,False,False,
gf_070845,26,2,Fe II,5389.228,12.897,1,-6.052,K13,,synth(GES),single_source,-6.052,,,True,False,False,
gf_070846,26,2,Fe II,5389.265,13.027,1,-2.522,K13,,synth(GES),single_source,-2.522,,,True,False,False,
gf_070847,26,2,Fe II,5389.375,11.662,1,-4.084,K13,,synth(GES),single_source,-4.084,,,True,False,False,
gf_070848,26,2,Fe II,5389.399,10.758,1,-4.543,K13,,synth(GES),single_source,-4.543,,,True,False,False,
gf_070849,26,2,Fe II,5389.696,11.27,1,-8.01,K13,,synth(GES),single_source,-8.01,,,True,False,False,
gf_070850,26,2,Fe II,5389.783,12.389,1,-8.648,K13,,synth(GES),single_source,-8.648,,,True,False,False,
gf_070851,26,2,Fe II,5389.9588,12.388,2,-6.368,K13,,synth(GES),single_source,-6.368,,,True,False,False,
gf_070852,26,2,Fe II,5390.202,10.523,1,-1.262,RU,,synth(GES),single_source,-1.262,,,True,False,False,
gf_070853,26,2,Fe II,5390.24,10.845,1,-7.768,K13,,synth(GES),single_source,-7.768,,,True,False,False,
gf_070854,26,2,Fe II,5390.358,10.52,1,-1.252,RU,,synth(GES),single_source,-1.252,,,True,False,False,
gf_070855,26,2,Fe II,5390.384,12.972,1,-0.028,K13,,synth(GES),single_source,-0.028,,,True,False,False,
gf_070856,26,2,Fe II,5390.586,11.396,1,-7.265,K13,,synth(GES),single_source,-7.265,,,True,False,False,
gf_070857,26,2,Fe II,5390.712,11.74,1,-4.481,K13,,synth(GES),single_source,-4.481,,,True,False,False,
gf_070858,26,2,Fe II,5390.863,12.389,1,-9.194,K13,,synth(GES),single_source,-9.194,,,True,False,False,
gf_070859,26,2,Fe II,5390.863,12.954,1,-1.093,K13,,synth(GES),single_source,-1.093,,,True,False,False,
gf_070860,26,2,Fe II,5390.947,13.155,1,-2.208,K13,,synth(GES),single_source,-2.208,,,True,False,False,
gf_070861,26,2,Fe II,5390.983,13.506,1,-2.713,K13,,synth(GES),single_source,-2.713,,,True,False,False,
gf_070862,26,2,Fe II,5391.034,13.008,1,-2.224,K13,,synth(GES),single_source,-2.224,,,True,False,False,
gf_070863,26,2,Fe II,5391.045,12.94,1,-3.722,K13,,synth(GES),single_source,-3.722,,,True,False,False,
gf_070864,26,2,Fe II,5391.244,10.452,1,-1.568,RU,,synth(GES),single_source,-1.568,,,True,False,False,
gf_070865,26,2,Fe II,5391.371,12.388,1,-7.499,K13,,synth(GES),single_source,-7.499,,,True,False,False,
gf_070866,26,2,Fe II,5391.517,11.207,1,-6.156,K13,,synth(GES),single_source,-6.156,,,True,False,False,
gf_070867,26,2,Fe II,5391.557,10.73,1,-4.937,K13,,synth(GES),single_source,-4.937,,,True,False,False,
gf_070868,26,2,Fe II,5391.977,10.52,1,-1.065,RU,,synth(GES),single_source,-1.065,,,True,False,False,
gf_070869,26,2,Fe II,5393.523,5.571,1,-4.128,RU,,synth(GES),single_source,-4.128,,,True,False,False,
gf_070870,26,2,Fe II,5393.578,10.523,1,-1.178,RU,,synth(GES),single_source,-1.178,,,True,False,False,
gf_070871,26,2,Fe II,5393.841,10.452,1,-0.246,RU,,synth(GES),single_source,-0.246,,,True,False,False,
gf_070872,26,2,Fe II,5395.854,10.6,1,0.285,RU,,synth(GES),single_source,0.285,,0.285,True,False,True,
gf_070873,26,2,Fe II,5396.218,8.248,1,-2.557,RU,,synth(GES),single_source,-2.557,,,True,False,False,
gf_070874,26,2,Fe II,5397.566,13.034,1,-2.506,K13,,synth(GES),single_source,-2.506,,,True,False,False,
gf_070875,26,2,Fe II,5397.677,10.714,1,-3.153,RU,,synth(GES),single_source,-3.153,,,True,False,False,
gf_070876,26,2,Fe II,5397.792,10.758,1,-5.067,RU,,synth(GES),single_source,-5.067,,,True,False,False,
gf_070877,26,2,Fe II,5397.843,13.165,1,-4.701,K13,,synth(GES),single_source,-4.701,,,True,False,False,
gf_070878,26,2,Fe II,5397.9,14.088,1,-9.406,K13,,synth(GES),single_source,-9.406,,,True,False,False,
gf_070879,26,2,Fe II,5397.939,10.523,1,-0.738,RU,,synth(GES),single_source,-0.738,,,True,False,False,
gf_070880,26,2,Fe II,5398.058,10.52,1,-0.858,RU,,synth(GES),single_source,-0.858,,,True,False,False,
gf_070881,26,2,Fe II,5398.068,12.947,1,-6.56,K13,,synth(GES),single_source,-6.56,,,True,False,False,
gf_070882,26,2,Fe II,5398.098,10.778,1,-4.625,RU,,synth(GES),single_source,-4.625,,,True,False,False,
gf_070883,26,2,Fe II,5398.1249,9.1,2,-5.1047,K13,,synth(GES),single_source,-5.1047,,,True,False,False,
gf_070884,26,2,Fe II,5398.139,12.874,1,-5.558,K13,,synth(GES),single_source,-5.558,,,True,False,False,
gf_070885,26,2,Fe II,5398.369,12.986,1,-5.244,K13,,synth(GES),single_source,-5.244,,,True,False,False,
gf_070886,26,2,Fe II,5398.4069,13.008,2,-3.3272,K13,,synth(GES),single_source,-3.3272,,,True,False,False,
gf_070887,26,2,Fe II,5398.592,10.731,1,-5.022,K13,,synth(GES),single_source,-5.022,,,True,False,False,
gf_070888,26,2,Fe II,5398.94,10.562,1,-1.113,RU,,synth(GES),single_source,-1.113,,,True,False,False,
gf_070889,26,2,Fe II,5399.516,8.185,1,-3.844,RU,,synth(GES),single_source,-3.844,,,True,False,False,
gf_070890,26,2,Fe II,5399.562,10.523,1,-0.747,RU,,synth(GES),single_source,-0.747,,,True,False,False,
gf_070891,26,2,Fe II,5399.575,13.034,1,-1.428,K13,,synth(GES),single_source,-1.428,,,True,False,False,
gf_070892,26,2,Fe II,5399.87,13.097,1,-1.855,K13,,synth(GES),single_source,-1.855,,,True,False,False,
gf_070893,26,2,Fe II,5399.932,10.414,1,-4.917,RU,,synth(GES),single_source,-4.917,,,True,False,False,
gf_070894,26,2,Fe II,5400.186,11.396,1,-4.617,K13,,synth(GES),single_source,-4.617,,,True,False,False,
gf_070895,26,2,Fe II,5400.188,10.937,1,-5.139,RU,,synth(GES),single_source,-5.139,,,True,False,False,
gf_070896,26,2,Fe II,5400.273,8.266,1,-4.381,RU,,synth(GES),single_source,-4.381,,,True,False,False,
gf_070897,26,2,Fe II,5400.6232,10.723,2,-2.6521,K13,,synth(GES),single_source,-2.6521,,,True,False,False,
gf_070898,26,2,Fe II,5400.814,13.008,1,-2.099,K13,,synth(GES),single_source,-2.099,,,True,False,False,
gf_070899,26,2,Fe II,5400.913,11.167,1,-3.198,RU,,synth(GES),single_source,-3.198,,,True,False,False,
gf_070900,26,2,Fe II,5400.966,13.034,1,-1.711,K13,,synth(GES),single_source,-1.711,,,True,False,False,
gf_070901,26,2,Fe II,5401.103,12.871,1,-0.536,K13,,synth(GES),single_source,-0.536,,,True,False,False,
gf_070902,26,2,Fe II,5401.886,10.596,1,-0.86,RU,,synth(GES),single_source,-0.86,,,True,False,False,
gf_070903,26,2,Fe II,5402.057,10.562,1,0.469,RU,,synth(GES),single_source,0.469,,0.469,True,False,True,
gf_070904,26,2,Fe II,5402.892,10.56,1,-0.591,RU,,synth(GES),single_source,-0.591,,,True,False,False,
gf_070905,26,2,Fe II,5404.995,2.544,1,-7.159,K13,,synth(GES),single_source,-7.159,,,True,False,False,
gf_070906,26,2,Fe II,5405.0918,10.561,2,-0.2804,RU,,synth(GES),single_source,-0.2804,,,True,False,False,
gf_070907,26,2,Fe II,5405.66,10.523,1,-0.44,RU,,synth(GES),single_source,-0.44,,,True,False,False,
gf_070908,26,2,Fe II,5405.774,8.23,1,-2.346,RU,,synth(GES),single_source,-2.346,,,True,False,False,
gf_070909,26,2,Fe II,5407.381,13.034,1,-1.15,K13,,synth(GES),single_source,-1.15,,,True,False,False,
gf_070910,26,2,Fe II,5407.969,12.855,1,-4.264,K13,,synth(GES),single_source,-4.264,,,True,False,False,
gf_070911,26,2,Fe II,5407.99,12.989,1,0.078,K13,,synth(GES),single_source,0.078,,,True,False,False,
gf_070912,26,2,Fe II,5408.24,13.563,1,-1.759,K13,,synth(GES),single_source,-1.759,,,True,False,False,
gf_070913,26,2,Fe II,5408.428,10.778,1,-5.657,RU,,synth(GES),single_source,-5.657,,,True,False,False,
gf_070914,26,2,Fe II,5408.492,11.304,1,-7.52,K13,,synth(GES),single_source,-7.52,,,True,False,False,
gf_070915,26,2,Fe II,5408.523,12.989,1,-2.008,K13,,synth(GES),single_source,-2.008,,,True,False,False,
gf_070916,26,2,Fe II,5408.815,5.956,1,-2.656,RU,,synth(GES),single_source,-2.656,,-2.656,True,False,True,
gf_070917,26,2,Fe II,5408.949,13.038,1,-3.669,K13,,synth(GES),single_source,-3.669,,,True,False,False,
gf_070918,26,2,Fe II,5408.957,7.558,1,-4.365,RU,,synth(GES),single_source,-4.365,,,True,False,False,
gf_070919,26,2,Fe II,5409.0393,9.776,2,-4.7229,K13,,synth(GES),single_source,-4.7229,,,True,False,False,
gf_070920,26,2,Fe II,5409.357,12.879,1,-5.514,K13,,synth(GES),single_source,-5.514,,,True,False,False,
gf_070921,26,2,Fe II,5409.38,11.418,1,-7.39,K13,,synth(GES),single_source,-7.39,,,True,False,False,
gf_070922,26,2,Fe II,5409.448,10.853,1,-7.646,K13,,synth(GES),single_source,-7.646,,,True,False,False,
gf_070923,26,2,Fe II,5409.506,12.879,1,-4.032,K13,,synth(GES),single_source,-4.032,,,True,False,False,
gf_070924,26,2,Fe II,5409.717,4.837,1,-5.572,RU,,synth(GES),single_source,-5.572,,,True,False,False,
gf_070925,26,2,Fe II,5409.747,10.531,1,-2.548,RU,,synth(GES),single_source,-2.548,,,True,False,False,
gf_070926,26,2,Fe II,5409.748,13.563,1,-1.462,K13,,synth(GES),single_source,-1.462,,,True,False,False,
gf_070927,26,2,Fe II,5409.749,11.902,1,-4.662,K13,,synth(GES),single_source,-4.662,,,True,False,False,
gf_070928,26,2,Fe II,5409.755,11.112,1,-5.658,K13,,synth(GES),single_source,-5.658,,,True,False,False,
gf_070929,26,2,Fe II,5409.848,10.531,1,-1.755,RU,,synth(GES),single_source,-1.755,,,True,False,False,
gf_070930,26,2,Fe II,5409.949,13.563,1,-1.36,K13,,synth(GES),single_source,-1.36,,,True,False,False,
gf_070931,26,2,Fe II,5410.38,13.038,1,0.007,K13,,synth(GES),single_source,0.007,,,True,False,False,
gf_070932,26,2,Fe II,5410.423,11.788,1,-8.701,K13,,synth(GES),single_source,-8.701,,,True,False,False,
gf_070933,26,2,Fe II,5410.469,12.879,2,-2.8879,K13,,synth(GES),single_source,-2.8879,,,True,False,False,
gf_070934,26,2,Fe II,5410.671,12.986,1,-4.688,K13,,synth(GES),single_source,-4.688,,,True,False,False,
gf_070935,26,2,Fe II,5411.015,12.856,1,-5.379,K13,,synth(GES),single_source,-5.379,,,True,False,False,
gf_070936,26,2,Fe II,5411.22,11.902,1,-3.89,K13,,synth(GES),single_source,-3.89,,,True,False,False,
gf_070937,26,2,Fe II,5411.231,11.145,1,-3.668,RU,,synth(GES),single_source,-3.668,,,True,False,False,
gf_070938,26,2,Fe II,5411.354,13.521,1,0.47,K13,,synth(GES),single_source,0.47,,,True,False,False,
gf_070939,26,2,Fe II,5411.37,13.038,1,-2.431,K13,,synth(GES),single_source,-2.431,,,True,False,False,
gf_070940,26,2,Fe II,5411.377,10.6,1,-0.047,RU,,synth(GES),single_source,-0.047,,,True,False,False,
gf_070941,26,2,Fe II,5411.422,10.711,1,-5.768,K13,,synth(GES),single_source,-5.768,,,True,False,False,
gf_070942,26,2,Fe II,5411.431,12.986,1,-7.119,K13,,synth(GES),single_source,-7.119,,,True,False,False,
gf_070943,26,2,Fe II,5411.458,8.038,1,-7.316,K13,,synth(GES),single_source,-7.316,,,True,False,False,
gf_070944,26,2,Fe II,5411.968,10.56,1,-0.568,RU,,synth(GES),single_source,-0.568,,,True,False,False,
gf_070945,26,2,Fe II,5412.675,0.352,1,-8.314,K13,,synth(GES),single_source,-8.314,,-8.314,True,False,True,
gf_070946,26,2,Fe II,5412.743,10.523,1,-0.596,RU,,synth(GES),single_source,-0.596,,,True,False,False,
gf_070947,26,2,Fe II,5414.07,3.221,1,-3.58,2009A&A...,,synth(GES),pending,-3.58,,-3.54,True,False,True,
gf_070948,26,2,Fe II,5414.714,10.522,1,-1.315,RU,,synth(GES),single_source,-1.315,,,True,False,False,
gf_070949,26,2,Fe II,5414.852,10.522,1,-0.324,RU,,synth(GES),single_source,-0.324,,,True,False,False,
gf_070950,26,2,Fe II,5414.915,8.307,1,-2.198,RU,,synth(GES),single_source,-2.198,,,True,False,False,
gf_070951,26,2,Fe II,5415.26,6.703,1,-4.255,RU,,synth(GES),single_source,-4.255,,,True,False,False,
gf_070952,26,2,Fe II,5417.514,11.421,1,-3.841,RU,,synth(GES),single_source,-3.841,,,True,False,False,
gf_070953,26,2,Fe II,5417.641,10.531,1,-1.274,RU,,synth(GES),single_source,-1.274,,,True,False,False,
gf_070954,26,2,Fe II,5417.668,10.758,1,-3.388,RU,,synth(GES),single_source,-3.388,,,True,False,False,
gf_070955,26,2,Fe II,5417.716,9.905,1,-4.082,K13,,synth(GES),single_source,-4.082,,,True,False,False,
gf_070956,26,2,Fe II,5417.815,10.48,1,-4.174,RU,,synth(GES),single_source,-4.174,,,True,False,False,
gf_070957,26,2,Fe II,5418.027,12.995,1,-0.356,K13,,synth(GES),single_source,-0.356,,,True,False,False,
gf_070958,26,2,Fe II,5418.057,8.234,1,-4.176,RU,,synth(GES),single_source,-4.176,,,True,False,False,
gf_070959,26,2,Fe II,5418.194,10.711,1,-3.448,RU,,synth(GES),single_source,-3.448,,,True,False,False,
gf_070960,26,2,Fe II,5418.311,12.995,1,-2.983,K13,,synth(GES),single_source,-2.983,,,True,False,False,
gf_070961,26,2,Fe II,5418.533,7.562,1,-4.676,K13,,synth(GES),single_source,-4.676,,,True,False,False,
gf_070962,26,2,Fe II,5418.583,12.879,1,-5.472,K13,,synth(GES),single_source,-5.472,,,True,False,False,
gf_070963,26,2,Fe II,5418.592,11.784,1,-5.754,K13,,synth(GES),single_source,-5.754,,,True,False,False,
gf_070964,26,2,Fe II,5418.618,10.778,1,-4.1,RU,,synth(GES),single_source,-4.1,,,True,False,False,
gf_070965,26,2,Fe II,5418.892,11.885,1,-4.97,K13,,synth(GES),single_source,-4.97,,,True,False,False,
gf_070966,26,2,Fe II,5419.237,9.1,1,-6.136,K13,,synth(GES),single_source,-6.136,,,True,False,False,
gf_070967,26,2,Fe II,5419.59,10.731,1,-4.03,RU,,synth(GES),single_source,-4.03,,,True,False,False,
gf_070968,26,2,Fe II,5419.733,13.592,1,0.023,K13,,synth(GES),single_source,0.023,,,True,False,False,
gf_070969,26,2,Fe II,5419.881,10.937,1,-2.365,K13,,synth(GES),single_source,-2.365,,,True,False,False,
gf_070970,26,2,Fe II,5420.108,12.492,1,-9.822,K13,,synth(GES),single_source,-9.822,,,True,False,False,
gf_070971,26,2,Fe II,5420.179,13.168,1,-0.799,K13,,synth(GES),single_source,-0.799,,,True,False,False,
gf_070972,26,2,Fe II,5420.233,12.995,1,-1.782,K13,,synth(GES),single_source,-1.782,,,True,False,False,
gf_070973,26,2,Fe II,5420.254,12.968,1,-5.169,K13,,synth(GES),single_source,-5.169,,,True,False,False,
gf_070974,26,2,Fe II,5420.379,12.823,1,-4.832,K13,,synth(GES),single_source,-4.832,,,True,False,False,
gf_070975,26,2,Fe II,5420.403,13.044,1,-4.855,K13,,synth(GES),single_source,-4.855,,,True,False,False,
gf_070976,26,2,Fe II,5420.502,11.309,1,-4.514,K13,,synth(GES),single_source,-4.514,,,True,False,False,
gf_070977,26,2,Fe II,5420.646,9.624,1,-2.726,K13,,synth(GES),single_source,-2.726,,,True,False,False,
gf_070978,26,2,Fe II,5420.674,12.823,1,-4.787,K13,,synth(GES),single_source,-4.787,,,True,False,False,
gf_070979,26,2,Fe II,5420.73,10.459,1,-5.331,K13,,synth(GES),single_source,-5.331,,,True,False,False,
gf_070980,26,2,Fe II,5420.738,11.409,1,-8.87,K13,,synth(GES),single_source,-8.87,,,True,False,False,
gf_070981,26,2,Fe II,5420.927,12.492,1,-8.595,K13,,synth(GES),single_source,-8.595,,,True,False,False,
gf_070982,26,2,Fe II,5421.014,13.592,1,-1.583,K13,,synth(GES),single_source,-1.583,,,True,False,False,
gf_070983,26,2,Fe II,5421.0238,13.018,2,-2.8175,K13,,synth(GES),single_source,-2.8175,,,True,False,False,
gf_070984,26,2,Fe II,5421.193,12.879,1,-7.918,K13,,synth(GES),single_source,-7.918,,,True,False,False,
gf_070985,26,2,Fe II,5421.379,13.521,1,-1.088,K13,,synth(GES),single_source,-1.088,,,True,False,False,
gf_070986,26,2,Fe II,5421.431,10.906,1,-4.343,K13,,synth(GES),single_source,-4.343,,,True,False,False,
gf_070987,26,2,Fe II,5421.528,12.877,1,-5.071,K13,,synth(GES),single_source,-5.071,,,True,False,False,
gf_070988,26,2,Fe II,5421.54,13.521,1,-3.826,K13,,synth(GES),single_source,-3.826,,,True,False,False,
gf_070989,26,2,Fe II,5425.248,3.199,1,-3.22,2009A&A...,,synth(GES),pending,-3.22,,-3.16,True,False,True,
gf_070990,26,2,Fe II,5427.422,10.596,1,-2.392,RU,,synth(GES),single_source,-2.392,,,True,False,False,
gf_070991,26,2,Fe II,5427.608,13.047,1,-2.586,K13,,synth(GES),single_source,-2.586,,,True,False,False,
gf_070992,26,2,Fe II,5427.633,13.571,1,-9.033,K13,,synth(GES),single_source,-9.033,,,True,False,False,
gf_070993,26,2,Fe II,5427.815,12.887,1,-5.734,K13,,synth(GES),single_source,-5.734,,,True,False,False,
gf_070994,26,2,Fe II,5427.816,6.724,1,-1.581,RU,,synth(GES),single_source,-1.581,,-1.581,True,False,True,
gf_070995,26,2,Fe II,5427.819,13.045,1,-3.606,K13,,synth(GES),single_source,-3.606,,,True,False,False,
