wavelength_obs_A,wavelength_ritz_A,fik,gi,aki_s-1,nist_grade,ref_transition_probability,ref_line,ei_eV,log_gf,nist_acc_pct,wavelength_A,nist_sigma_dex,canon_index,species,canon_log_gf,canon_hfs_n,delta_nist_minus_canon,canon_shared_with
6999.8836,6999.8831,0.0035,9.0,470000.0,D,T2578n,L11631,4.10337372,-1.5016894462103996,50.0,6999.8836,0.17609125905568124,62845,Fe I,-1.38,1.0,-0.12168944621039968,1
,7000.6145,0.000588,7.0,80000.0,C,T5720,,4.14264893,-2.385524633909605,25.0,7000.6145,0.09691001300805642,62847,Fe I,-2.385,1.0,-0.000524633909605221,1
,7005.2511,3e-10,7.0,0.032,E,T6409,,0.95815732,-8.67778070526608,100.0,7005.2511,0.3010299956639812,62869,Fe I,-8.648,1.0,-0.029780705266080787,1
7007.97,7007.9652,,11.0,,,,L11631,4.17769679,,,7007.97,,62873,Fe I,-1.77,1.0,,1
,7008.8983,2.3e-10,5.0,0.022,E,T6409,,0.99011115,-8.939302159646388,100.0,7008.8983,0.3010299956639812,62875,Fe I,-8.917,1.0,-0.022302159646388375,1
7011.343,7011.3433,,9.0,,,,L11631,4.59311043,,,7011.343,,62882,Fe I,-1.319,1.0,,1
,7016.2344,1.9e-10,9.0,0.033,E,T6409,,1.48486439,-8.767003889607846,100.0,7016.2344,0.3010299956639812,62902,Fe I,-8.73,1.0,-0.03700388960784551,1
7016.3916,7016.3901,0.0088,7.0,1200000.0,D,T2578n,L11631,4.15435379,-1.2104192878355746,50.0,7016.3916,0.17609125905568124,62904,Fe I,-1.11,1.0,-0.10041928783557452,1
7022.9535,7022.952,0.013,5.0,1700000.0,D,T2578n,L11631,4.19086081,-1.1870866433571443,50.0,7022.9535,0.17609125905568124,62922,Fe I,-1.05,1.0,-0.13708664335714427,1
,7024.0617,0.000688,9.0,93000.0,D+,T5720,,4.07581091,-2.2081690523251636,40.0,7024.0617,0.146128035678238,-1,Fe I,,,,0
,7024.6407,0.0119,7.0,2250000.0,C,T5720,,4.55852281,-1.0793549985932125,25.0,7024.6407,0.09691001300805642,62926,Fe I,-1.08,1.0,0.000645001406787582,1
7038.223,7038.22,0.019,3.0,2500000.0,D,T2578n,L11631,4.21758325,-1.2441251443275083,50.0,7038.223,0.17609125905568124,62962,Fe I,-1.2,1.0,-0.04412514432750836,1
7068.409,7068.4088,0.00524,9.0,899000.0,D,T2578n,L11631,4.07581091,-1.3264262035769483,50.0,7068.409,0.17609125905568124,63038,Fe I,-1.28,1.0,-0.046426203576948266,1
7090.3831,7090.3841,0.069,1.0,3000000.0,D,T2578n,L11631,4.2305396,-1.1611509092627446,50.0,7090.3831,0.17609125905568124,63091,Fe I,-1.11,1.0,-0.05115090926274446,1
7107.461,7107.4595,0.00908,5.0,1200000.0,D,T5720,L11631,4.1863644,-1.3429441471428962,50.0,7107.461,0.17609125905568124,63134,Fe I,-1.342,1.0,-0.0009441471428961457,1
,7112.1675,0.000114,9.0,19300.0,D+,T6110,,2.99035244,-2.9888526392242025,40.0,7112.1675,0.146128035678238,63142,Fe I,-2.99,1.0,0.00114736077579769,1
7130.9217,7130.9206,0.053,3.0,4100000.0,D,T2578n,L11631,4.21758325,-0.7986028756795485,50.0,7130.9217,0.17609125905568124,63185,Fe I,-0.69,1.0,-0.10860287567954852,1
7132.9858,7132.9863,0.00262,9.0,343000.0,D+,T5720,L11631,4.07581091,-1.6274561992409298,40.0,7132.9858,0.146128035678238,63194,Fe I,-1.628,1.0,0.0005438007590701233,1
7148.148,7148.1456,,9.0,,,,L11631,5.35157038,,,7148.148,,-1,Fe I,,,,0
7164.4481,7164.4471,,5.0,,,,L11631,4.19086081,,,7164.4481,,63284,Fe I,-0.53,1.0,,1
7181.1955,7181.1939,,9.0,,,,L11631,4.22036211,,,7181.1955,,63332,Fe I,-1.11,1.0,,1
7187.3175,7187.3165,0.0792,9.0,8360000.0,C+,T5720,L11631,4.10337372,-0.1470323089711815,18.0,7187.3175,0.07188200730612536,63342,Fe I,-0.092,1.0,-0.0550323089711815,1
,7189.1482,0.000473,3.0,36600.0,D+,T5720,,3.0713388,-2.848017604542526,40.0,7189.1482,0.146128035678238,63346,Fe I,-2.781,1.0,-0.0670176045425257,1
7207.1111,7207.1116,0.00595,9.0,982000.0,C,T5720,L11631,4.07581091,-1.2712405248321257,25.0,7207.1111,0.09691001300805642,63384,Fe I,-1.27,1.0,-0.0012405248321256668,1
7207.3876,7207.3865,,7.0,,,,L11631,4.15435379,,,7207.3876,,63385,Fe I,-0.31,1.0,,1
7219.685,7219.6817,,9.0,,,,L11631,4.07581091,,,7219.685,,63416,Fe I,-1.69,1.0,,1
7223.66,7223.6573,0.00124,5.0,113000.0,D+,T5720,L11631,3.01725044,-2.207608310501746,40.0,7223.66,0.146128035678238,63427,Fe I,-2.214,1.0,0.006391689498253861,1
7239.867,7239.8665,,5.0,,,,L11631,4.20888328,,,7239.867,,63454,Fe I,-1.34,1.0,,1
7248.107,7248.1075,,5.0,,,,L11631,5.40986861,,,7248.107,,-1,Fe I,,,,0
7261.514,7261.5183,,7.0,,,,L11631,4.55852281,,,7261.514,,-1,Fe I,,,,0
7284.835,7284.8342,,7.0,,,,L11631,4.14264893,,,7284.835,,63571,Fe I,-1.75,1.0,,1
7288.738,7288.7358,,9.0,,,,L11631,4.22036211,,,7288.738,,63579,Fe I,-0.99,1.0,,1
7292.829,7292.8294,0.0113,7.0,1100000.0,C,T5720,L11631,4.55852281,-1.1018235165023236,25.0,7292.829,0.09691001300805642,63592,Fe I,-1.141,1.0,0.03917648349767644,1
7293.0449,7293.0428,,7.0,,,,L11631,4.2562228,,,7293.0449,,63595,Fe I,-0.96,1.0,,1
7306.562,7306.5618,,11.0,,,,L11631,4.17769679,,,7306.562,,63644,Fe I,-1.43,1.0,,1
7307.9313,7307.9307,0.00421,7.0,525000.0,C+,T5720,L11631,4.14264893,-1.5306198641500748,18.0,7307.9313,0.07188200730612536,63645,Fe I,-1.531,1.0,0.00038013584992513394,1
7311.0754,7311.0743,,5.0,,,,L11631,4.28330826,,,7311.0754,,63650,Fe I,-0.965,1.0,,1
,7316.4666,1.6e-10,7.0,0.02,E,T6409,,1.55735733,-8.950781977329818,100.0,7316.4666,0.3010299956639812,63663,Fe I,-8.91,1.0,-0.04078197732981792,1
7320.682,7320.6799,0.01,7.0,967000.0,C,T5720,L11631,4.55852281,-1.154901959985743,25.0,7320.682,0.09691001300805642,63671,Fe I,-1.155,1.0,9.804001425695041e-05,1
,7321.2106,8.8e-11,5.0,0.011,E,T6409,,1.60789577,-9.356547323513812,100.0,7321.2106,0.3010299956639812,63676,Fe I,-9.2394,2.0,-0.1171473235138123,1
7343.946,7343.9442,,9.0,,,,L11631,5.386209,,,7343.946,,63738,Fe I,-3.935,1.0,,1
7386.3327,7386.3332,,9.0,,,,L11631,4.91297355,,,7386.3327,,63859,Fe I,-0.268,1.0,,1
7389.308,7389.3076,,9.0,,,,L11631,4.91297355,,,7389.308,,63864,Fe I,-0.524,1.0,,1
7389.3983,7389.3977,,3.0,,,,L11631,4.30127816,,,7389.3983,,63865,Fe I,-0.46,1.0,,1
7396.507,7396.5088,,5.0,,,,L11631,5.40986861,,,7396.507,,-1,Fe I,,,,0
7396.507,7396.5115,,5.0,,,,L11631,4.98804995,,,7396.507,,63893,Fe I,-1.64,1.0,,1
7401.6844,7401.6827,0.00887,5.0,1800000.0,C,T5720,L11631,4.1863644,-1.3531063758322548,25.0,7401.6844,0.09691001300805642,63905,Fe I,-1.548,1.0,0.19489362416774525,1
7411.1539,7411.1528,,5.0,,,,L11631,4.28330826,,,7411.1539,,63920,Fe I,-0.43,1.0,,1
7418.667,7418.6664,0.00601,7.0,1020000.0,C+,T5720,L11631,4.14264893,-1.3760274879830037,18.0,7418.667,0.07188200730612536,63943,Fe I,-1.376,1.0,-2.748798300378219e-05,1
7421.558,7421.5594,,3.0,,,,L11631,4.63819369,,,7421.558,,63953,Fe I,-1.8,1.0,,1
7430.8562,7430.8556,,5.0,,,,L11631,4.60695104,,,7430.8562,,63969,Fe I,-1.764,1.0,,1
,7439.5839,8e-11,5.0,0.016,E,T6409,,1.60789577,-9.397940008672036,100.0,7439.5839,0.3010299956639812,-1,Fe I,,,,0
7440.9118,7440.9112,,9.0,,,,L11631,4.91297355,,,7440.9118,,63987,Fe I,-0.573,1.0,,1
7443.0219,7443.0218,,5.0,,,,L11631,4.1863644,,,7443.0219,,63992,Fe I,-1.82,1.0,,1
7445.7504,7445.7487,,7.0,,,,L11631,4.2562228,,,7445.7504,,64003,Fe I,-0.22,1.0,,1
7447.3933,7447.3932,,7.0,,,,L11631,4.95563019,,,7447.3933,,64006,Fe I,-1.209,1.0,,1
7453.997,7453.9967,,5.0,,,,L11631,4.1863644,,,7453.997,,64026,Fe I,-2.41,1.0,,1
7460.36,7460.3596,,5.0,,,,L11631,5.61423177,,,7460.36,,64037,Fe I,-4.083,1.0,,1
7461.5201,7461.5195,,9.0,,,,L11631,2.55917148,,,7461.5201,,64045,Fe I,-3.58,1.0,,1
7463.382,7463.3839,,7.0,,,,L11631,5.06378173,,,7463.382,,64052,Fe I,-1.72,1.0,,1
7466.519,7466.5216,,5.0,,,,L11631,4.79546566,,,7466.519,,64060,Fe I,-3.376,1.0,,1
7469.191,7469.187,,7.0,,,,L11631,5.44571679,,,7469.191,,-1,Fe I,,,,0
7472.751,7472.7501,,9.0,,,,L11631,5.35157038,,,7472.751,,64078,Fe I,-1.016,1.0,,1
7473.5535,7473.554,,5.0,,,,L11631,4.60695104,,,7473.5535,,64080,Fe I,-1.87,1.0,,1
7476.3754,7476.3748,,5.0,,,,L11631,4.79546566,,,7476.3754,,64089,Fe I,-1.68,1.0,,1
7477.508,7477.506,,9.0,,,,L11631,3.88160368,,,7477.508,,64094,Fe I,-3.109,1.0,,1
7481.319,7481.319,,9.0,,,,L11631,5.99610917,,,7481.319,,-1,Fe I,,,,0
7481.741,7481.7395,,7.0,,,,L11631,2.75857762,,,7481.741,,64100,Fe I,-4.1,1.0,,1
7481.9321,7481.9315,,5.0,,,,L11631,4.79546566,,,7481.9321,,64101,Fe I,-1.8,1.0,,1
7482.2228,7482.2227,,5.0,,,,L11631,5.08559017,,,7482.2228,,64103,Fe I,-1.377,1.0,,1
7484.297,7484.2992,,5.0,,,,L11631,5.08559017,,,7484.297,,64109,Fe I,-1.7,1.0,,1
7486.11,7486.1111,,7.0,,,,L11631,3.88350907,,,7486.11,,64116,Fe I,-4.069,1.0,,1
7486.661,7486.6577,,9.0,,,,L11631,5.35157038,,,7486.661,,-1,Fe I,,,,0
7491.426,7491.4302,,7.0,,,,L11631,5.38520741,,,7491.426,,64123,Fe I,-4.3,1.0,,1
7491.6481,7491.6469,,3.0,,,,L11631,4.30127816,,,7491.6481,,64125,Fe I,-1.06,1.0,,1
7495.067,7495.0652,,9.0,,,,L11631,4.22036211,,,7495.067,,64147,Fe I,-0.1,1.0,,1
7498.53,7498.5299,,7.0,,,,L11631,4.14264893,,,7498.53,,64150,Fe I,-2.25,1.0,,1
7501.276,7501.27,,5.0,,,,L11631,4.1863644,,,7501.276,,-1,Fe I,,,,0
7506.0139,7506.0127,,7.0,,,,L11631,5.06378173,,,7506.0139,,64168,Fe I,-1.218,1.0,,1
7506.146,7506.1463,,3.0,,,,L11631,5.09954435,,,7506.146,,64170,Fe I,-1.818,1.0,,1
7507.2658,7507.2652,,7.0,,,,L11631,4.41527878,,,7507.2658,,64172,Fe I,-1.475,1.0,,1
7508.617,7508.6218,,7.0,,,,L11631,4.14264893,,,7508.617,,-1,Fe I,,,,0
7511.02,7511.0182,0.114,11.0,13500000.0,B,T5720,L11631,4.17769679,0.0982975364946976,10.0,7511.02,0.04139268515822508,64182,Fe I,0.119,1.0,-0.0207024635053024,1
7512.138,7512.138,,7.0,,,,L11631,4.14264893,,,7512.138,,64191,Fe I,-3.039,1.0,,1
7514.199,7514.1983,,11.0,,,,L11631,5.30848946,,,7514.199,,64200,Fe I,-0.868,1.0,,1
7528.145,7528.1468,,9.0,,,,L11631,5.03306811,,,7528.145,,64232,Fe I,-1.902,1.0,,1
7531.1447,7531.1435,,9.0,,,,L11631,4.37135106,,,7531.1447,,64236,Fe I,-0.939,1.0,,1
7540.43,7540.4292,,9.0,,,,L11631,2.7275445,,,7540.43,,64258,Fe I,-3.85,1.0,,1
7541.531,7541.5305,,7.0,,,,L11631,3.94332623,,,7541.531,,-1,Fe I,,,,0
7541.9123,7541.9122,,3.0,,,,L11631,5.09954435,,,7541.9123,,64266,Fe I,-1.86,1.0,,1
7545.582,7545.58,,7.0,,,,L11631,6.01021907,,,7545.582,,-1,Fe I,,,,0
7547.8963,7547.8962,,3.0,,,,L11631,5.09954435,,,7547.8963,,64283,Fe I,-1.35,1.0,,1
7551.108,7551.1042,,5.0,,,,L11631,5.08559017,,,7551.108,,64289,Fe I,-1.63,1.0,,1
7559.573,7559.5732,,7.0,,,,L11631,5.06378173,,,7559.573,,64310,Fe I,-2.245,1.0,,1
7559.7196,7559.7189,,7.0,,,,L11631,5.06378173,,,7559.7196,,64311,Fe I,-1.077,1.0,,1
7563.0103,7563.0102,,3.0,,,,L11631,4.83485507,,,7563.0103,,64315,Fe I,-1.969,1.0,,1
7568.8995,7568.8982,,5.0,,,,L11631,4.28330826,,,7568.8995,,64325,Fe I,-0.88,1.0,,1
7582.1214,7582.1208,,7.0,,,,L11631,4.95563019,,,7582.1214,,64358,Fe I,-1.75,1.0,,1
7583.7877,7583.7876,0.00186,7.0,302000.0,D+,T5720,L11631,3.01762252,-1.8853890157678268,40.0,7583.7877,0.146128035678238,64364,Fe I,-1.885,1.0,-0.0003890157678267947,1
7586.0182,7586.0176,,11.0,,,,L11631,4.31247059,,,7586.0182,,64374,Fe I,-0.27,1.0,,1
7588.3048,7588.3047,,9.0,,,,L11631,5.03306811,,,7588.3048,,64379,Fe I,-2.06,1.0,,1
7594.25,7594.2501,,3.0,,,,L11631,5.00952178,,,7594.25,,64391,Fe I,-2.364,1.0,,1
7600.6954,7600.6965,,9.0,,,,L11631,5.03306811,,,7600.6954,,64399,Fe I,-1.742,1.0,,1
7605.3588,7605.3581,,9.0,,,,L11631,5.03306811,,,7605.3588,,64413,Fe I,-0.93,1.0,,1
7606.4692,7606.468,,5.0,,,,L11631,5.08559017,,,7606.4692,,64415,Fe I,-1.398,1.0,,1
7610.2677,7610.2676,,5.0,,,,L11631,4.1863644,,,7610.2677,,64418,Fe I,-2.981,1.0,,1
7615.083,7615.0796,,11.0,,,,L11631,2.69240763,,,7615.083,,64433,Fe I,-4.29,1.0,,1
7615.848,7615.8465,,3.0,,,,L11631,5.09954435,,,7615.848,,64436,Fe I,-1.376,1.0,,1
7617.2375,7617.2363,,7.0,,,,L11631,5.06378173,,,7617.2375,,64441,Fe I,-2.113,1.0,,1
7617.9892,7617.9892,,5.0,,,,L11631,4.1863644,,,7617.9892,,64443,Fe I,-2.139,1.0,,1
7620.5123,7620.5128,,7.0,,,,L11631,4.73314079,,,7620.5123,,64445,Fe I,-0.54,1.0,,1
7623.049,7623.0493,,5.0,,,,L11631,5.08559017,,,7623.049,,64456,Fe I,-4.213,1.0,,1
7634.006,7634.0074,,11.0,,,,L11631,4.99127081,,,7634.006,,64495,Fe I,-2.171,1.0,,1
7635.848,7635.8482,,5.0,,,,L11631,4.79546566,,,7635.848,,64501,Fe I,-2.443,1.0,,1
7647.6482,7647.6452,,3.0,,,,L11631,5.50221316,,,7647.6482,,-1,Fe I,,,,0
7647.8413,7647.8418,,5.0,,,,L11631,4.44562726,,,7647.8413,,64521,Fe I,-2.127,1.0,,1
7650.9445,7650.9421,,11.0,,,,L11631,2.69240763,,,7650.9445,,64529,Fe I,-4.552,1.0,,1
7653.7591,7653.7584,0.026,5.0,2960000.0,C,T5720,L11631,4.79546566,-0.8860566476931632,25.0,7653.7591,0.09691001300805642,64535,Fe I,-0.783,1.0,-0.10305664769316314,1
7658.329,7658.3281,,3.0,,,,L11631,4.83485507,,,7658.329,,64540,Fe I,-2.412,1.0,,1
7661.1969,7661.1945,,7.0,,,,L11631,4.2562228,,,7661.1969,,64546,Fe I,-0.88,1.0,,1
7661.4764,7661.4769,,5.0,,,,L11631,5.08559017,,,7661.4764,,64547,Fe I,-1.624,1.0,,1
7664.1582,7664.1587,,3.0,,,,L11631,4.83485507,,,7664.1582,,64553,Fe I,-1.41,1.0,,1
7664.2928,7664.2933,0.00231,9.0,337000.0,D+,T5720,L11631,2.99035244,-1.6821455106685308,40.0,7664.2928,0.146128035678238,64554,Fe I,-1.682,1.0,-0.00014551066853085715,1
7676.065,7676.0594,,3.0,,,,L11631,4.83485507,,,7676.065,,-1,Fe I,,,,0
7689.036,7689.0365,,3.0,,,,L11631,5.09954435,,,7689.036,,64603,Fe I,-1.372,1.0,,1
7696.8122,7696.8098,,7.0,,,,L11631,5.06378173,,,7696.8122,,64642,Fe I,-1.759,1.0,,1
7710.096,7710.0957,,5.0,,,,L11631,5.06740926,,,7710.096,,64660,Fe I,-1.306,1.0,,1
7710.364,7710.3627,0.00857,9.0,786000.0,C+,T5720,L11631,4.22036211,-1.112776668637477,18.0,7710.364,0.07188200730612536,64661,Fe I,-1.074,1.0,-0.03877666863747686,1
7719.0481,7719.048,,9.0,,,,L11631,5.03306811,,,7719.0481,,64678,Fe I,-1.31,1.0,,1
7720.7125,7720.7112,,5.0,,,,L11631,5.08559017,,,7720.7125,,64680,Fe I,-1.333,1.0,,1
7723.2075,7723.2068,4.83e-05,5.0,3860.0,B,T4187,L11631,2.27860466,-3.617082864912469,10.0,7723.2075,0.04139268515822508,64687,Fe I,-3.617,1.0,-8.286491246911609e-05,1
7733.7227,7733.7233,,7.0,,,,L11631,5.06378173,,,7733.7227,,64721,Fe I,-1.537,1.0,,1
7737.6656,7737.6649,,7.0,,,,L11631,4.41527878,,,7737.6656,,64729,Fe I,-2.75,1.0,,1
7742.7043,7742.7036,,11.0,,,,L11631,4.99127081,,,7742.7043,,64737,Fe I,-0.777,1.0,,1
7745.5135,7745.5128,,5.0,,,,L11631,5.08559017,,,7745.5135,,64747,Fe I,-1.172,1.0,,1
7746.5938,7746.5949,,7.0,,,,L11631,5.06378173,,,7746.5938,,64750,Fe I,-1.282,1.0,,1
7748.2689,7748.2694,0.00161,11.0,219000.0,C,T5720,L11631,2.94879294,-1.751781438809925,25.0,7748.2689,0.09691001300805642,64752,Fe I,-1.751,1.0,-0.0007814388099252056,1
7751.1086,7751.1086,,11.0,,,,L11631,4.99127081,,,7751.1086,,64757,Fe I,-0.753,1.0,,1
7754.026,7754.0243,,9.0,,,,L11631,5.63240401,,,7754.026,,64763,Fe I,-8.872,1.0,,1
7755.024,7755.0222,,5.0,,,,L11631,5.51876133,,,7755.024,,64768,Fe I,-5.807,1.0,,1
7779.811,7779.8102,,5.0,,,,L11631,5.61423177,,,7779.811,,-1,Fe I,,,,0
7780.5568,7780.5561,,7.0,,,,L11631,4.47327202,,,7780.5568,,64823,Fe I,0.029,1.0,,1
7788.744,7788.742,,5.0,,,,L11631,4.1863644,,,7788.744,,64844,Fe I,-3.339,1.0,,1
7802.4723,7802.4729,,5.0,,,,L11631,5.08559017,,,7802.4723,,64883,Fe I,-1.522,1.0,,1
7807.9086,7807.9085,,11.0,,,,L11631,4.99127081,,,7807.9086,,64892,Fe I,-0.541,1.0,,1
7810.8142,7810.8141,,9.0,,,,L11631,5.03306811,,,7810.8142,,64895,Fe I,-1.155,1.0,,1
7813.646,7813.6467,,3.0,,,,L11631,5.09954435,,,7813.646,,64908,Fe I,-1.994,1.0,,1
7820.8029,7820.8022,,5.0,,,,L11631,4.29441489,,,7820.8029,,64923,Fe I,-2.64,1.0,,1
7832.1963,7832.1949,,9.0,,,,L11631,4.43461275,,,7832.1963,,64945,Fe I,0.111,1.0,,1
7832.661,7832.6576,,5.0,,,,L11631,5.74214676,,,7832.661,,64946,Fe I,-1.512,1.0,,1
7844.5584,7844.5583,,3.0,,,,L11631,4.83485507,,,7844.5584,,64975,Fe I,-1.81,1.0,,1
7853.637,7853.6388,,5.0,,,,L11631,5.08559017,,,7853.637,,64994,Fe I,-4.134,1.0,,1
7855.3983,7855.3988,,7.0,,,,L11631,5.06378173,,,7855.3983,,64998,Fe I,-1.02,1.0,,1
7869.61,7869.5704,,7.0,,,,L11631,5.06378173,,,7869.61,,-1,Fe I,,,,0
7869.61,7869.6094,,9.0,,,,L11631,4.37135106,,,7869.61,,65024,Fe I,-1.88,1.0,,1
7879.7579,7879.7566,,9.0,,,,L11631,5.03306811,,,7879.7579,,65042,Fe I,-1.65,1.0,,1
7887.087,7887.0884,,5.0,,,,L11631,4.44562726,,,7887.087,,65060,Fe I,-3.126,1.0,,1
7892.546,7892.543,,3.0,,,,L11631,5.75415389,,,7892.546,,65069,Fe I,-2.159,1.0,,1
7892.798,7892.8028,,5.0,,,,L11631,5.74214676,,,7892.798,,-1,Fe I,,,,0
7912.8665,7912.8657,1.29e-06,11.0,168.0,A,T3548,L11631,0.85899575,-4.848017604542526,3.0,7912.8665,0.012837224705172217,65122,Fe I,-4.848,1.0,-1.7604542525972988e-05,1
7914.712,7914.7075,,11.0,,,,L11631,5.48551782,,,7914.712,,65129,Fe I,-4.2,1.0,,1
7915.5135,7915.514,,3.0,,,,L11631,5.1054724,,,7915.5135,,65133,Fe I,-1.262,1.0,,1
7924.1498,7924.1491,,5.0,,,,L11631,4.79546566,,,7924.1498,,65142,Fe I,-1.683,1.0,,1
,7935.323,6e-10,9.0,0.064,E,T6409,,1.48486439,-8.267606240177031,100.0,7935.323,0.3010299956639812,65161,Fe I,-8.2244,2.0,-0.043206240177031674,1
7937.1401,7937.1387,,11.0,,,,L11631,4.31247059,,,7937.1401,,65162,Fe I,-0.02,1.0,,1
7941.0887,7941.0873,0.00173,3.0,182000.0,C+,T5783,L11631,3.2739844,-2.284832642151542,18.0,7941.0887,0.07188200730612536,65166,Fe I,-2.286,1.0,0.001167357848458117,1
7941.8325,7941.8317,,9.0,,,,L11631,3.0468689,,,7941.8325,,65172,Fe I,-3.732,1.0,,1
7945.8464,7945.8457,,11.0,,,,L11631,4.38646275,,,7945.8464,,65183,Fe I,0.225,1.0,,1
7945.9866,7945.984,,3.0,,,,L11631,2.42419831,,,7945.9866,,65185,Fe I,-4.693,1.0,,1
7950.826,7950.826,,1.0,,,,L11631,5.11242705,,,7950.826,,65200,Fe I,-1.769,1.0,,1
7953.616,7953.6149,,3.0,,,,L11631,5.75415389,,,7953.616,,65213,Fe I,-5.327,1.0,,1
7954.9339,7954.9345,,9.0,,,,L11631,2.99035244,,,7954.9339,,65218,Fe I,-3.659,1.0,,1
7955.6917,7955.6916,,9.0,,,,L11631,5.03306811,,,7955.6917,,65221,Fe I,-1.12,1.0,,1
7959.143,7959.1423,,9.0,,,,L11631,5.03306811,,,7959.143,,65227,Fe I,-1.213,1.0,,1
7964.9725,7964.9724,,7.0,,,,L11631,5.06378173,,,7964.9725,,65247,Fe I,-1.841,1.0,,1
7974.491,7974.4911,,5.0,,,,L11631,4.58004944,,,7974.491,,65270,Fe I,-4.553,1.0,,1
7981.9112,7981.9124,,7.0,,,,L11631,5.72027099,,,7981.9112,,65279,Fe I,-6.206,1.0,,1
7986.012,7986.01,,3.0,,,,L11631,5.1054724,,,7986.012,,65293,Fe I,-4.502,1.0,,1
7996.8159,7996.8158,,7.0,,,,L11631,4.58438864,,,7996.8159,,65320,Fe I,-2.486,1.0,,1
7997.302,7997.3013,,7.0,,,,L11631,4.14264893,,,7997.302,,65321,Fe I,-3.775,1.0,,1
7998.252,7998.2534,,5.0,,,,L11631,4.29441489,,,7998.252,,65322,Fe I,-3.935,1.0,,1
7998.9453,7998.9439,,9.0,,,,L11631,4.37135106,,,7998.9453,,65323,Fe I,-0.02,1.0,,1
8002.576,8002.5718,,5.0,,,,L11631,5.51876133,,,8002.576,,65327,Fe I,-4.243,1.0,,1
8002.576,8002.5757,,5.0,,,,L11631,4.58004944,,,8002.576,,65328,Fe I,-1.618,1.0,,1
8013.016,8013.0149,,3.0,,,,L11631,5.77776507,,,8013.016,,65342,Fe I,-2.856,1.0,,1
8021.958,8021.955,,1.0,,,,L11631,5.11242705,,,8021.958,,65357,Fe I,-2.804,1.0,,1
8027.9413,8027.9406,,7.0,,,,L11631,3.25148176,,,8027.9413,,65372,Fe I,-2.785,1.0,,1
8028.314,8028.3126,,7.0,,,,L11631,4.47327202,,,8028.314,,65373,Fe I,-0.686,1.0,,1
8046.0474,8046.046,,7.0,,,,L11631,4.41527878,,,8046.0474,,65419,Fe I,-0.1,1.0,,1
8047.618,8047.6166,,11.0,,,,L11631,0.85899575,,,8047.618,,65421,Fe I,-4.742,1.0,,1
8048.992,8048.9883,,7.0,,,,L11631,4.14264893,,,8048.992,,65424,Fe I,-4.521,1.0,,1
8052.581,8052.5788,,9.0,,,,L11631,4.59311043,,,8052.581,,65427,Fe I,-4.187,1.0,,1
8059.3503,8059.346,,1.0,,,,L11631,5.7866575,,,8059.3503,,65454,Fe I,-2.216,1.0,,1
8072.1642,8072.1634,,3.0,,,,L11631,2.42419831,,,8072.1642,,65474,Fe I,-3.519,1.0,,1
8075.1504,8075.149,9.07e-07,9.0,119.0,B+,T4920,L11631,0.91460217,-5.08815020350058,7.0,8075.1504,0.029383777685209667,65485,Fe I,-5.088,1.0,-0.0001502035005795932,1
8078.398,8078.397,,7.0,,,,L11631,5.72027099,,,8078.398,,65497,Fe I,-2.134,1.0,,1
8080.5469,8080.5449,,5.0,,,,L11631,3.30092244,,,8080.5469,,65499,Fe I,-2.71,1.0,,1
8085.1718,8085.1711,,5.0,,,,L11631,4.44562726,,,8085.1718,,65511,Fe I,-0.121,1.0,,1
8089.353,8089.3535,,5.0,,,,L11631,5.06740926,,,8089.353,,65527,Fe I,-1.141,1.0,,1
8090.3264,8090.325,,5.0,,,,L11631,4.58004944,,,8090.3264,,65528,Fe I,-1.911,1.0,,1
8090.967,8090.964,,7.0,,,,L11631,5.38520741,,,8090.967,,-1,Fe I,,,,0
8094.932,8094.9335,,5.0,,,,L11631,5.79341882,,,8094.932,,65532,Fe I,-1.798,1.0,,1
8094.932,8094.9322,,7.0,,,,L11631,5.47591165,,,8094.932,,65531,Fe I,-3.557,1.0,,1
8096.8749,8096.8748,,9.0,,,,L11631,4.07581091,,,8096.8749,,65542,Fe I,-1.767,1.0,,1
8098.385,8098.3775,,7.0,,,,L11631,5.72027099,,,8098.385,,-1,Fe I,,,,0
8106.694,8106.6965,,7.0,,,,L11631,5.2733878,,,8106.694,,65553,Fe I,-3.133,1.0,,1
8108.3206,8108.3192,,9.0,,,,L11631,2.7275445,,,8108.3206,,65558,Fe I,-3.898,1.0,,1
8112.163,8112.1603,,11.0,,,,L11631,2.69240763,,,8112.163,,65561,Fe I,-3.706,1.0,,1
8126.323,8126.3296,,5.0,,,,L11631,4.58004944,,,8126.323,,-1,Fe I,,,,0
8126.5061,8126.5046,,5.0,,,,L11631,4.58004944,,,8126.5061,,65597,Fe I,-4.815,1.0,,1
8146.6768,8146.674,,3.0,,,,L11631,3.2739844,,,8146.6768,,65641,Fe I,-3.537,1.0,,1
8149.5152,8149.5137,,7.0,,,,L11631,4.58438864,,,8149.5152,,65645,Fe I,-1.893,1.0,,1
8149.6892,8149.6898,,7.0,,,,L11631,4.58438864,,,8149.6892,,65646,Fe I,-1.81,1.0,,1
8151.76,8151.754,,11.0,,,,L11631,6.13237029,,,8151.76,,-1,Fe I,,,,0
8168.596,8168.598,,5.0,,,,L11631,5.62068415,,,8168.596,,65687,Fe I,-1.483,1.0,,1
8171.1413,8171.1405,,7.0,,,,L11631,5.79564049,,,8171.1413,,65688,Fe I,-0.877,1.0,,1
