lab_source,lab_tag,species,lab_wavelength_A,lab_elo_eV,lab_loggf,lab_sigma_dex,canon_index,status,canon_wavelength_A,canon_ep_eV,canon_log_gf,canon_reference,canon_hfs_n,delta_lab_minus_canon
Ruffoni2014,RU14,Fe I,4903.3102,2.881992,-0.89,0.02,56975,matched,4903.31,2.882,-0.903,BWL+2014MN,1.0,0.013000000000000012
Ruffoni2014,RU14,Fe I,4905.1328,3.928604,-1.73,0.1,56979,matched,4905.133,3.929,-2.05,VALD3,1.0,0.31999999999999984
Ruffoni2014,RU14,Fe I,4911.5294,4.256222,-1.84,0.08,57005,matched,4911.529,4.256,-1.84,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4911.7794,3.928607,-1.75,0.07,57006,matched,4911.779,3.929,-1.79,2014MNRAS.,1.0,0.040000000000000036
Ruffoni2014,RU14,Fe I,4921.8768,2.832527,0.07,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,4933.873,3.943324,-1.56,0.05,57080,matched,4933.873,3.943,-1.56,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4946.3881,3.368257,-1.11,0.02,57111,matched,4946.387,3.368,-1.11,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,4958.682,2.851224,-0.37,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,4973.1019,3.959724,-0.69,0.03,57183,matched,4973.102,3.96,-0.73,2014MNRAS.,1.0,0.040000000000000036
Ruffoni2014,RU14,Fe I,4986.9382,2.865391,-1.34,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,5001.8636,3.881604,-0.01,0.02,57280,matched,5001.863,3.882,-0.01,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5002.7927,3.396509,-1.46,0.03,57284,matched,5002.792,3.397,-1.46,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5005.7123,3.883509,-0.12,0.02,57293,matched,5005.712,3.884,-0.12,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5022.2355,3.984107,-0.33,0.02,57363,matched,5022.235,3.984,-0.53,VALD3,1.0,0.2
Ruffoni2014,RU14,Fe I,5023.4978,4.31247,-1.67,0.08,57367,matched,5023.498,4.313,-1.67,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5028.1264,3.573219,-1.02,0.02,57390,matched,5028.126,3.573,-1.036,BWL+2014MN,1.0,0.016000000000000014
Ruffoni2014,RU14,Fe I,5098.5723,3.928606,-0.88,0.02,57614,matched,5098.573,3.929,-0.88,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5129.6308,3.943326,-1.67,0.07,57724,matched,5129.631,3.943,-1.67,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5139.2515,2.998045,-0.73,0.02,57749,matched,5139.251,2.998,-0.734,BWL+2014MN,1.0,0.0040000000000000036
Ruffoni2014,RU14,Fe I,5140.8947,2.939846,-0.48,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,5171.6731,3.641641,-2.27,0.1,57841,matched,5171.672,3.642,-2.27,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5226.8623,3.038471,-0.55,0.02,58011,matched,5226.861,3.039,-0.551,BWL+2014MN,1.0,0.0010000000000000009
Ruffoni2014,RU14,Fe I,5268.0211,2.998045,-0.37,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,5285.1286,4.434613,-1.66,0.13,58217,matched,5285.127,4.435,-1.66,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5288.5247,3.694596,-1.49,0.02,58223,matched,5288.525,3.695,-1.493,BWL+2014MN,1.0,0.0030000000000001137
Ruffoni2014,RU14,Fe I,5324.179,3.211189,-0.11,0.02,58336,matched,5324.179,3.211,-0.103,VALD3,1.0,-0.007000000000000006
Ruffoni2014,RU14,Fe I,5353.3736,4.103373,-0.76,0.03,58417,matched,5353.374,4.103,-0.76,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5373.7086,4.473272,-0.71,0.03,58473,matched,5373.709,4.473,-0.71,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5393.1676,3.240969,-0.72,0.02,58535,matched,5393.167,3.241,-0.719,BKK+2014MN,1.0,-0.0010000000000000009
Ruffoni2014,RU14,Fe I,5473.9005,4.154353,-0.72,0.03,58775,matched,5473.9,4.154,-0.76,VALD3,1.0,0.040000000000000036
Ruffoni2014,RU14,Fe I,5481.4387,4.190861,-1.33,0.04,58796,matched,5481.438,4.191,-1.36,2014MNRAS.,1.0,0.030000000000000027
Ruffoni2014,RU14,Fe I,5493.4988,4.103373,-1.48,0.08,58840,matched,5493.499,4.103,-1.48,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5538.5162,4.217581,-1.54,0.06,58964,matched,5538.516,4.218,-1.54,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5554.8951,4.548506,-0.27,0.02,59004,matched,5554.894,4.549,-0.44,VALD3,1.0,0.16999999999999998
Ruffoni2014,RU14,Fe I,5563.6002,4.190861,-0.75,0.04,59029,matched,5563.6,4.191,-0.75,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5615.6439,3.332019,0.04,0.02,59167,matched,5615.644,3.332,0.05,VALD3,1.0,-0.010000000000000002
Ruffoni2014,RU14,Fe I,5638.2621,4.220362,-0.72,0.02,59226,matched,5638.262,4.22,-0.72,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5705.9922,4.607593,-0.46,0.03,59388,matched,5705.992,4.608,-0.46,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,5709.3783,3.368256,-1.01,0.02,59396,matched,5709.378,3.368,-1.015,BKK+2014MN,1.0,0.004999999999999893
Ruffoni2014,RU14,Fe I,5717.8329,4.284348,-0.96,0.03,59413,matched,5717.833,4.284,-0.99,2014MNRAS.,1.0,0.030000000000000027
Ruffoni2014,RU14,Fe I,5762.9922,4.208883,-0.36,0.02,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,5784.6584,3.396509,-2.67,0.09,59591,matched,5784.658,3.397,-2.532,VALD3,1.0,-0.1379999999999999
Ruffoni2014,RU14,Fe I,5792.6238,3.211189,-2.18,0.06,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,6003.0123,3.881604,-1.1,0.02,60255,matched,6003.011,3.882,-1.1,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6008.5566,3.883509,-0.98,0.02,60269,matched,6008.556,3.884,-0.98,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6056.0047,4.73314,-0.32,0.03,60412,matched,6056.005,4.733,-0.46,VALD3,1.0,0.14
Ruffoni2014,RU14,Fe I,6315.8115,4.075811,-1.63,0.1,61220,matched,6315.811,4.076,-1.63,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6400.0012,3.602525,-0.27,0.02,61426,matched,6400.0,3.603,-0.276,BKK+2014MN,1.0,0.006000000000000005
Ruffoni2014,RU14,Fe I,6627.5448,4.548506,-1.59,0.1,61941,matched,6627.544,4.549,-1.59,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6663.2325,4.558523,-1.2,0.11,62011,matched,6663.231,4.559,-1.2,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6705.1024,4.606949,-0.87,0.04,62106,matched,6705.101,4.607,-0.87,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6725.3572,4.103374,-2.1,0.1,62165,matched,6725.356,4.103,-2.1,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6841.3391,4.606951,-0.49,0.03,62460,matched,6841.339,4.607,-0.49,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6843.656,4.548506,-0.73,0.03,62469,matched,6843.655,4.549,-0.73,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6916.6815,4.154354,-1.28,0.03,62651,matched,6916.68,4.154,-1.28,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,6999.8841,4.103374,-1.38,0.03,62845,matched,6999.883,4.103,-1.38,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7007.9701,4.177698,-1.77,0.04,62873,matched,7007.966,4.178,-1.77,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7071.8573,4.606954,-1.17,0.13,63045,matched,7071.86,4.607,-1.17,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7181.1959,4.220362,-1.11,0.03,63332,matched,7181.194,4.22,-1.11,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7207.388,4.154354,-0.31,0.02,63385,matched,7207.387,4.154,-0.31,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7306.5623,4.177697,-1.43,0.03,63644,matched,7306.562,4.178,-1.43,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7333.5572,4.256222,-1.82,0.05,63715,matched,7333.56,4.256,-1.82,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7495.0674,4.220362,-0.1,0.02,64147,matched,7495.066,4.22,-0.1,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7586.0187,4.31247,-0.27,0.02,64374,matched,7586.018,4.313,-0.27,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7620.5128,4.73314,-0.54,0.03,64445,matched,7620.513,4.733,-0.54,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7661.1974,4.256223,-0.88,0.02,64546,matched,7661.195,4.256,-0.88,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7664.1587,4.834855,-1.38,0.11,64553,matched,7664.159,4.835,-1.41,2014MNRAS.,1.0,0.030000000000000027
Ruffoni2014,RU14,Fe I,7937.1406,4.312471,-0.02,0.02,65162,matched,7937.139,4.313,-0.02,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,7945.8469,4.386463,0.0,0.02,65183,matched,7945.846,4.387,0.225,K07,1.0,-0.225
Ruffoni2014,RU14,Fe I,8198.9221,4.434613,-0.76,0.02,65754,matched,8198.921,4.435,-0.76,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8248.1309,4.371351,-1.23,0.05,65858,matched,8248.129,4.371,-1.23,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8331.9157,4.386463,-0.26,0.02,66023,matched,8331.914,4.387,-0.26,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8432.1708,3.881606,-1.77,0.08,66231,matched,8432.174,3.882,-5.755,K07,1.0,3.985
Ruffoni2014,RU14,Fe I,8446.3844,4.988047,-0.92,0.05,66256,matched,8446.384,4.988,-0.92,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8446.5685,4.912972,-1.44,0.13,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,8471.7444,4.95563,-0.91,0.03,66319,matched,8471.743,4.956,-0.91,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8571.8052,5.009519,-1.11,0.04,66549,matched,8571.804,5.01,-1.11,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8610.612,4.434613,-1.69,0.04,66641,matched,8610.61,4.435,-1.69,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8632.4147,4.103374,-2.32,0.11,66686,matched,8632.414,4.103,-2.32,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8699.454,4.95563,-0.37,0.02,66846,matched,8699.454,4.956,-0.37,BWL+2014MN,1.0,0.0
Ruffoni2014,RU14,Fe I,8866.9329,4.548506,-0.01,0.02,67173,matched,8866.931,4.549,-0.01,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8905.9947,5.063779,-1.22,0.04,67254,matched,8905.991,5.064,-1.22,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,8945.19,5.033068,-0.23,0.03,67320,matched,8945.189,5.033,-0.23,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,9103.6375,4.177697,-2.19,0.05,67662,matched,9103.636,4.178,-2.19,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,9147.9579,5.063781,-0.87,0.03,67756,matched,9147.957,5.064,-0.87,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,9163.9826,5.099544,-1.57,0.06,67802,matched,9163.982,5.1,-1.61,2014MNRAS.,1.0,0.040000000000000036
Ruffoni2014,RU14,Fe I,9199.4455,5.033068,-1.12,0.04,67876,matched,9199.445,5.033,-1.12,2014MNRAS.,1.0,0.0
Ruffoni2014,RU14,Fe I,9258.2698,4.607593,-0.68,0.03,167185,matched,9258.267,4.6076,-0.68,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,9350.4175,4.548506,-0.97,0.02,167199,matched,9350.415,4.5485,-0.97,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,9414.0422,5.063781,-0.27,0.02,167221,matched,9414.042,5.0638,-0.27,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,9786.645,4.607593,-1.84,0.04,167307,matched,9786.641,4.6076,-1.84,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,10216.314,4.733141,-0.13,0.02,167367,matched,10216.313,4.7331,-0.13,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,10353.197,4.154354,-2.13,0.11,-1,absent,,,,,,
Ruffoni2014,RU14,Fe I,10863.52,4.733141,-0.9,0.02,167472,matched,10863.518,4.7331,-0.9,PRIMARY LAB Ruffoni2014,1.0,0.0
Ruffoni2014,RU14,Fe I,11316.0637,4.256227,-1.7,0.13,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2249.178,0.0,-1.81,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2250.175,0.1069502325866506,-2.37,0.06,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2250.935,0.0827821291676388,-1.93,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2251.555,0.047707532561421,-2.49,0.05,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2253.126,0.047707532561421,-1.68,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2255.987,0.1211387362875635,-2.68,0.05,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2260.079,0.0,-1.7,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2260.859,0.1069502325866506,-2.09,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2262.687,0.1069502325866506,-2.25,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2265.994,0.0827821291676388,-2.46,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2267.586,0.0827821291676388,-1.75,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2279.915,0.047707532561421,-1.48,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2283.484,0.0827821291676388,-2.42,0.05,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2327.395,0.0827821291676388,-0.68,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2331.308,0.2321727851992234,-0.75,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2332.799,0.047707532561421,-0.25,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2338.007,0.1069502325866506,-0.45,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2343.495,0.0,0.06,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2343.961,0.3012985756424873,-0.84,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2344.281,0.1211387362875635,-0.51,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2348.116,0.2321727851992234,-0.39,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2348.302,0.0827821291676388,-0.3,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2354.889,0.3518647622736272,-1.08,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2359.105,0.1069502325866506,-0.66,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2359.999,0.2321727851992234,-0.6,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2360.294,0.3012985756424873,-0.58,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2362.021,0.3012985756424873,-1.08,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2364.828,0.047707532561421,-0.41,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2366.594,0.3518647622736272,-1.32,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2368.596,0.3518647622736272,-0.69,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2370.499,0.3865192136265961,-1.3,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2373.735,0.0,-0.51,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2375.194,0.3865192136265961,-0.79,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2379.276,0.3012985756424873,-0.83,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2380.761,0.0827821291676388,-0.68,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2382.037,0.0,0.5,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2382.358,0.3865192136265961,-1.87,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2383.06,0.047707532561421,-1.4,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2383.245,0.3518647622736272,-0.82,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2384.388,0.3865192136265961,-0.96,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2385.006,0.3518647622736272,-1.7,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2388.629,0.047707532561421,-0.18,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2391.478,0.3012985756424873,-1.59,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2395.419,0.0827821291676388,-1.06,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2395.625,0.047707532561421,0.36,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2399.241,0.0827821291676388,-0.15,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2402.599,0.3518647622736272,-1.83,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2404.431,0.1069502325866506,-0.99,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2404.885,0.0827821291676388,0.15,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2406.661,0.1069502325866506,-0.24,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2410.519,0.1069502325866506,-0.1,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2411.067,0.1211387362875635,-0.38,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2413.31,0.1211387362875635,-0.46,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2451.101,0.2321727851992234,-2.63,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2526.833,0.3518647622736272,-2.58,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2562.535,0.9863337999444338,0.03,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2563.475,1.0404698636012155,-0.25,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2566.912,1.0762411894105586,-0.64,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2577.922,1.096861385803892,-0.6,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2582.583,1.0762411894105586,-0.47,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2585.876,0.0,-0.16,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2591.543,1.0404698636012155,-0.48,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2593.728,1.096861385803892,-1.22,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2598.369,0.047707532561421,-0.06,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2599.395,0.0,0.38,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2607.087,0.0827821291676388,-0.15,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2611.073,1.0762411894105586,-1.36,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2611.873,0.047707532561421,0.01,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2613.824,0.1069502325866506,-0.36,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2617.617,0.0827821291676388,-0.52,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2620.409,0.1069502325866506,-1.85,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2621.669,0.1211387362875635,-0.96,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2625.667,0.047707532561421,-0.44,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2628.293,0.1211387362875635,-0.44,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2631.047,0.1069502325866506,-0.29,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2631.323,0.0827821291676388,-0.3,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2692.834,0.9863337999444338,-2.01,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2714.413,0.9863337999444338,-0.44,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2724.884,1.0404698636012155,-1.19,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2727.539,1.0404698636012155,-0.36,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2730.734,1.0762411894105586,-0.91,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2732.448,0.2321727851992234,-3.07,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2736.966,1.0762411894105586,-0.57,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2739.547,0.9863337999444338,0.33,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2743.197,1.096861385803892,-0.05,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2746.483,1.0762411894105586,0.16,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2746.982,1.0404698636012155,0.08,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2749.181,1.0762411894105586,-0.24,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2749.321,1.0404698636012155,0.31,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2749.486,1.096861385803892,-0.58,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2755.736,0.9863337999444338,0.41,0.01,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2761.813,1.096861385803892,-1.2,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2768.934,1.0762411894105586,-1.51,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2868.874,1.0404698636012155,-2.21,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2880.756,0.9863337999444338,-1.65,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2917.466,1.0404698636012155,-2.74,0.05,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2926.585,0.9863337999444338,-1.28,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2939.507,1.0404698636012155,-2.68,0.05,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2944.395,1.695261300019126,-0.85,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2947.655,1.6706185602916517,-0.81,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2953.774,1.0404698636012155,-1.38,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2961.275,1.0762411894105586,-2.63,0.08,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2964.623,1.723982971094191,-1.6,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2965.032,1.695261300019126,-1.35,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2970.515,1.0762411894105586,-1.65,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2975.936,1.096861385803892,-2.59,0.07,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2979.353,1.096861385803892,-2.02,0.04,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2984.825,1.6706185602916517,-0.45,0.02,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,2985.545,1.723982971094191,-0.89,0.03,-1,absent,,,,,,
DenHartog2019,DH19,Fe II,3002.644,1.695261300019126,-0.87,0.04,145981,matched,3002.644,1.6953,-0.93,VALD3,1.0,0.06000000000000005
DenHartog2019,DH19,Fe II,3170.337,1.695261300019126,-2.38,0.07,151098,matched,3170.337,1.6953,-2.42,VALD3,1.0,0.040000000000000036
DenHartog2019,DH19,Fe II,3183.114,1.695261300019126,-2.01,0.04,151454,matched,3183.114,1.6953,-2.0,VALD3,1.0,-0.009999999999999787
DenHartog2019,DH19,Fe II,3186.737,1.695261300019126,-1.64,0.03,151571,matched,3186.737,1.6953,-1.67,VALD3,1.0,0.030000000000000027
DenHartog2019,DH19,Fe II,3192.91,1.6706185602916517,-1.9,0.04,151748,matched,3192.909,1.6706,-1.915,VALD3,1.0,0.015000000000000124
DenHartog2019,DH19,Fe II,3193.801,1.723982971094191,-1.65,0.04,151773,matched,3193.799,1.724,-1.68,VALD3,1.0,0.030000000000000027
DenHartog2019,DH19,Fe II,3196.071,1.6706185602916517,-1.74,0.03,151840,matched,3196.07,1.6706,-1.62,VALD3,1.0,-0.11999999999999988
DenHartog2019,DH19,Fe II,3210.445,1.723982971094191,-1.62,0.03,152216,matched,3210.444,1.724,-1.7,VALD3,1.0,0.07999999999999985
DenHartog2019,DH19,Fe II,3213.309,1.695261300019126,-1.24,0.03,152296,matched,3213.309,1.6953,-1.28,VALD3,1.0,0.040000000000000036
DenHartog2019,DH19,Fe II,3227.743,1.6706185602916517,-1.03,0.03,152687,matched,3227.742,1.6706,-1.08,VALD3,1.0,0.050000000000000044
DenHartog2019,DH19,Fe II,3255.888,0.9863337999444338,-2.51,0.04,153455,matched,3255.887,0.9863,-2.48,VALD3,1.0,-0.029999999999999805
DenHartog2019,DH19,Fe II,3277.349,0.9863337999444338,-2.14,0.08,154086,matched,3277.348,0.9863,-2.39,VALD3,1.0,0.25
DenHartog2019,DH19,Fe II,4173.451,2.582659466330795,-2.38,0.05,68009,matched,4173.4511,2.5827,-2.74,VALD3,1.0,0.3600000000000003
DenHartog2019,DH19,Fe II,4233.162,2.582659466330795,-2.02,0.05,68049,matched,4233.162,2.583,-1.9,T83av,1.0,-0.1200000000000001
DenHartog2019,DH19,Fe II,4303.17,2.7043489652246624,-2.52,0.1,68095,matched,4303.17,2.704,-2.56,T83av,1.0,0.040000000000000036
DenHartog2019,DH19,Fe II,4351.762,2.7043489652246624,-1.95,0.07,68130,matched,4351.762,2.704,-2.02,T83av,1.0,0.07000000000000006
